cycle,segment,period_model,same_phase_L1,normal_mean,normal_amplitude,registry_shear_amplitude,registry_index_increment,cycle_net_transfer,cycle_gross_grid_traffic,external_work_ev_cell,raw_mass,mass_residual,mean_well_index,outside_central_mass,normal_strain,registry_shear,intrawell_shear,registry_index_shear,cumulative_net_transfer,cumulative_gross_grid_traffic,outer_well_mass,upper_normal_edge_mass,P_-1,P_+0,P_+1
1,cyclic,40.0,0.002304318099217502,0.01840279221522677,0.00012625892310528554,0.0004740686421952207,3.511632269637203e-06,3.511632266884937e-06,0.011149263597481626,1.3216751612955378e-06,0.99999999999998,-1.9984014443252818e-14,3.511632269637203e-06,0.6666666666623028,0.01839447770266717,-0.0003029832103444989,-0.00030728406395694516,4.30085361245137e-06,3.511632266884937e-06,0.011149263597481626,0.6666666666623028,1.0487978644272264e-11,0.3333315775150166,0.33333333333767723,0.3333350891472862
2,cyclic,40.0,3.09887529893864e-06,0.0184023283180114,0.00012601777720093986,0.00046162186890406616,4.227655514561955e-08,4.227655345824437e-08,0.01113866665902629,1.5547536722117133e-06,0.9999999999999603,-3.9745984281580604e-14,3.5539088247828226e-06,0.6666666666658512,0.018394468058171853,-0.00030345666871870505,-0.00030780930032523797,4.352631606546071e-06,3.5539088203431815e-06,0.022287930256507917,0.6666666666658512,1.0487836615093948e-11,0.3333315563785132,0.3333333333341091,0.333335110287338
3,cyclic,40.0,4.122487711134268e-08,0.018402326376704147,0.00012601649700223587,0.0004615911555679296,3.4395884474032184e-08,3.4395881481048464e-08,0.011138561877788077,1.5551515094929453e-06,0.9999999999999402,-5.984102102729594e-14,3.5883047092568547e-06,0.6666666666703039,0.0183944679886338,-0.00030341702534269956,-0.00030781178313230104,4.39475778965262e-06,3.58830470182423e-06,0.03342649213429599,0.6666666666703039,1.0487835597696995e-11,0.33333153918279734,0.33333333332963605,0.3333351274875066
4,cyclic,40.0,3.4370318802511206e-08,0.018402326362812076,0.0001260164878927935,0.00046159098148710524,3.4354221356628716e-08,3.4354219453259286e-08,0.011138561126840307,1.5551534093853498e-06,0.9999999999999213,-7.87148124459236e-14,3.6226589306134835e-06,0.6666666666748291,0.018394467988134097,-0.00030337495889959804,-0.00030781179184561014,4.436832946069803e-06,3.6226589212774893e-06,0.0445650532611363,0.6666666666748291,1.0487835590367383e-11,0.33333152200794924,0.3333333333250922,0.33333514466687986
5,cyclic,40.0,3.4345362399484267e-08,0.01840232636271285,0.000126016487829431,0.0004615909874219387,3.433031336992977e-08,3.433031186088806e-08,0.011138561121424681,1.5551534231521797e-06,0.9999999999999022,-9.781064846947629e-14,3.6569892439834132e-06,0.6666666666793465,0.018394467988127026,-0.00030333290388566924,-0.0003078117827068752,4.47887882130289e-06,3.6569892331383773e-06,0.05570361438256098,0.6666666666793465,1.0487835590243035e-11,0.33333150484505125,0.3333333333205557,0.33333516183429523
6,cyclic,40.0,3.432151727113184e-08,0.018402326362712145,0.00012601648783065397,0.00046159099470963487,3.4306513629973605e-08,3.430651146689752e-08,0.011138561121335808,1.5551534233153064e-06,0.9999999999998832,-1.1679546219056647e-13,3.691295757613387e-06,0.6666666666838564,0.018394467988123765,-0.0003032908778872528,-0.0003078117734351799,4.5208955479265255e-06,3.691295744605275e-06,0.06684217550389679,0.6666666666838564,1.0487835590170098e-11,0.3333314876940494,0.33333333331602677,0.333335178989807
7,cyclic,40.0,3.429771854671146e-08,0.018402326362712138,0.0001260164878321493,0.00046159100200356926,3.428272954416463e-08,3.4282728210462974e-08,0.011138561121285057,1.5551534233727632e-06,0.9999999999998638,-1.362243651215067e-13,3.7255784871575515e-06,0.6666666666883572,0.018394467988120364,-0.00030324888102369,-0.00030781176416882773,4.562883145113046e-06,3.725578472815738e-06,0.07798073662518185,0.6666666666883572,1.0487835590097569e-11,0.333331470554935,0.3333333333115067,0.33333519613342216
8,cyclic,40.0,3.427393795574869e-08,0.018402326362712128,0.00012601648783384933,0.00046159100929226413,3.425896272232242e-08,3.4258961447348096e-08,0.011138561121234597,1.5551534234287048e-06,0.9999999999998443,-1.5565326805244695e-13,3.759837449879874e-06,0.6666666666928494,0.018394467988116694,-0.00030320691327496833,-0.000307811754908882,4.6048416340064065e-06,3.759837434263086e-06,0.08911929774641644,0.6666666666928494,1.0487835590025092e-11,0.3333314534276997,0.33333333330699494,0.3333352132651496
9,cyclic,40.0,3.425017456904243e-08,0.018402326362712104,0.00012601648783547997,0.00046159101657557025,3.423521299791309e-08,3.4235211160197184e-08,0.011138561121184304,1.5551534234846054e-06,0.9999999999998251,-1.7486012637846216e-13,3.794072662877787e-06,0.6666666666973335,0.018394467988113294,-0.00030316497461984997,-0.0003078117456553614,4.646771035546599e-06,3.794072645423283e-06,0.10025785886760075,0.6666666666973335,1.0487835589952665e-11,0.3333314363123353,0.3333333333024916,0.3333352303849982
10,cyclic,40.0,3.422642699575487e-08,0.01840232636271212,0.0001260164878372494,0.00046159102385418893,3.421147937174101e-08,3.421147733794375e-08,0.01113856112113401,1.5551534235415023e-06,0.9999999999998055,-1.9451107391432743e-13,3.828284142249528e-06,0.6666666667018087,0.01839446798811003,-0.00030312306503884836,-0.0003078117364082483,4.688671369449858e-06,3.828284122761227e-06,0.11139641998873476,0.6666666667018087,1.0487835589880294e-11,0.33333141920883325,0.3333333332979967,0.3333352474929755
