case,opening_A,energy_eV,energy_derivative_eV_A,tilted_energy_eV,tilted_derivative_eV_A,new_evaluation
P_08_bulk_spread,0.0,-1166.2740579008141,0.6431314434377835,-1166.2740579008141,0.5460572708258729,False
P_08_bulk_spread,0.03,-1166.222604345423,2.7440083755825007,-1166.2255165706013,2.64693420297059,False
P_08_bulk_spread,0.1,-1165.8827739293151,6.791319296928066,-1165.8924813465762,6.694245124316155,False
P_08_bulk_spread,0.2,-1164.973913438013,11.170413028957222,-1164.9933282725353,11.073338856345313,False
P_08_bulk_spread,0.35,-1162.9284135678072,15.727814228587814,-1162.9623895282214,15.630740055975902,False
P_08_bulk_spread,0.5,-1160.385328099354,17.682479404314076,-1160.43386518566,17.585405231702165,False
P_08_bulk_spread,0.7,-1156.9612105883725,15.833161257684552,-1157.029162509201,15.73608708507264,False
P_08_bulk_spread,0.9,-1154.2089717692456,11.63848303526653,-1154.2963385245964,11.54140886265462,False
P_08_bulk_spread,1.1,-1152.240319304828,8.313112054147028,-1152.3471008947013,8.216037881535119,False
P_08_bulk_spread,1.4,-1150.1985393576592,5.54760226748825,-1150.334443199316,5.450528094876339,False
P_08_bulk_spread,1.8,-1148.54501683852,2.847756422443768,-1148.7197503492214,2.7506822498318573,False
P_08_bulk_spread,10.0,-1146.773242933407,1.3877787807814457e-17,-1147.743984659526,-0.09707417261191063,False
P_08_bulk_spread,2.3,-1147.6433818344558,1.1761446728022502,-1147.866652431463,1.0790705001903396,False
P_08_bulk_spread,3.0,-1146.9398580464126,0.6790044369784619,-1147.2310805642483,0.5819302643665513,False
P_08_bulk_spread,4.0,-1146.773242933407,2.636779683484747e-16,-1147.1615396238544,-0.09707417261191038,False
P_08_bulk_spread,6.0,-1146.773242933407,-9.020562075079397e-17,-1147.3556879690784,-0.09707417261191073,False
P_08_bulk_spread,8.0,-1146.773242933407,4.85722573273506e-17,-1147.5498363143022,-0.09707417261191059,False
P_08_bulk_spread,-0.25,-1162.9610489395463,-33.22799394293197,-1162.9367803963933,-33.32506811554388,True
P_08_bulk_spread,-0.1,-1165.906062227974,-8.686077235968598,-1165.8963548107129,-8.783151408580508,True
P_08_bulk_spread,-0.03,-1166.2583740622113,-1.7397355413245017,-1166.255461837033,-1.8368097139364123,True
P_08_bulk_spread,-0.00687479336007101,-1166.276702476317,0.12371041892741902,-1166.2760351114398,0.026636246315508372,True
P_08_bulk_spread,-0.007222297922897588,-1166.276740835403,0.09705185086771373,-1166.2760397368077,-2.2321744196918125e-05,True
P_08_bulk_spread,-0.0072220069504814665,-1166.2767408071609,0.09707418905510246,-1166.2760397368115,1.6443191808157565e-08,True
P_08_bulk_spread,-0.007222106950485078,-1166.276740816866,0.09706651197709842,-1166.2760397368093,-7.660634812223233e-06,True
P_08_bulk_spread,-0.007322006950481467,-1166.2767501306703,0.08939548410890275,-1166.2760393529038,-0.007678688503007902,True
P_08_bulk_spread,-0.007122006950481466,-1166.276730715942,0.10474963678290206,-1166.27603935301,0.007675464170991408,True
P_08_bulk_spread,3.857034553347124,-1146.773242933407,1.249000902703301e-16,-1147.1476613714085,-0.09707417261191052,True
P_08_bulk_spread,3.428517276673562,-1146.78052675249,0.10248941155857039,-1147.1133472304086,0.0054152389466597395,True
P_08_bulk_spread,3.451158868723616,-1146.7784359344555,0.08249851659490551,-1147.1134543261892,-0.01457565601700514,True
P_08_bulk_spread,3.434650550411766,-1146.7799153710716,0.09689749785362571,-1147.113331231464,-0.0001766747582849365,True
P_08_bulk_spread,3.4344567715531555,-1146.7799341646823,0.09707219670218029,-1147.1133312141521,-1.975909730361769e-06,True
P_08_bulk_spread,3.434454580640749,-1146.7799343773613,0.09707417263258077,-1147.11333121415,2.0670118394683357e-11,True
P_08_bulk_spread,3.434454680642466,-1146.7799343676538,0.09707408244311448,-1147.1133312141503,-9.016879616574602e-08,True
P_08_bulk_spread,3.4343545806407487,-1146.779944089289,0.09716437783112657,-1147.1133312186607,9.020521921591917e-05,True
P_08_bulk_spread,3.434554580640749,-1146.779924674453,0.09698400196189376,-1147.1133312186591,-9.017065001688807e-05,True
