axis,dt_ps,duration_ps,internal_energy_change_eV,internal_step_work_eV,coarse_power_work_eV,parts_work_eV,work_energy_residual_eV,max_work_energy_residual_eV,rms_work_energy_residual_eV,max_coarse_power_energy_residual_eV,dense_power_identity_error_eV,sparse_vs_dense_work_error_eV,sparse_vs_dense_q_max_m
0,0.0025,25.0,0.46234534758150403,0.4659243909608633,0.4330504331937383,0.467050959398041,-0.00357904337935927,0.008247666980589874,0.0024540067815694818,0.0893484271091578,-9.325873406851315e-15,-1.709743457922741e-14,6.679443056687351e-25
1,0.0025,25.0,0.15312824150623783,0.15334881210731052,0.15052703455672606,0.15346787116536093,-0.00022057060107269488,0.006830470151332646,0.002029129985643094,0.015441083155754265,-1.426636586643326e-14,-6.583622536027178e-14,1.1567603878671246e-24
0,0.00125,25.0,0.4984566812581761,0.49828401933714,0.4443690385737073,0.49877096449253344,0.00017266192103609912,0.0019353275451130525,0.0005807524368019028,0.07354142342321657,-1.3627987627273797e-14,3.9718228705964975e-14,1.5845880557610673e-24
1,0.00125,25.0,0.3203376502883657,0.31996710272438783,0.31347251979260465,0.32003994696672117,0.00037054756397786326,0.0019396508691666425,0.0005094382044909429,0.01311592923202376,-1.8984813721090177e-14,-7.66053886991358e-15,1.4550381624620519e-24
0,0.000625,25.0,0.4261899516795893,0.4259424985082055,0.38954698865339954,0.4260710510197986,0.0002474531713838046,0.0005460903307257792,0.00015205697270925185,0.07983502653823116,1.4627188349436437e-14,-2.1760371282653068e-14,1.9357763089909782e-24
1,0.000625,25.0,0.33518063300607537,0.3353975184171142,0.3314776607275182,0.3354303455226379,-0.0002168854110388141,0.0003919630468270374,0.00012288378742346552,0.013462527681486036,3.6193270602780103e-14,1.9872992140790302e-14,1.796532892888607e-24
