lambda,right_conditional_density,left_survival_weight
0.7823412252753748,4.4288262541678925e-140,1.036215700539289
0.7870236758261241,1.5335870397212271e-127,1.0361932302022272
0.7917061263768734,4.5345967238570643e-116,1.0361686725374253
0.7963885769276229,1.4127909119698953e-105,1.0361418348780636
0.8010710274783722,5.617517032950779e-96,1.0361125061718397
0.8057534780291217,3.394896646519979e-87,1.0360804550708875
0.810435928579871,3.657278541895994e-79,1.03604542779486
0.8151183791306204,8.123206690883315e-72,1.036007145735804
0.8198008296813698,4.248442904941437e-65,1.035965302768975
0.8244832802321191,5.906965010958379e-59,1.0359195622296937
0.8291657307828685,2.4394203996700297e-53,1.0358695535139124
0.8338481813336179,3.3114339189217325e-48,1.0358148682613202
0.8385306318843673,1.6210876801656496e-43,1.0357550560865423
0.8432130824351167,3.1151663959419015e-39,1.035689619836502
0.8478955329858661,2.5394365234445873e-35,1.0356180103674602
0.8525779835366154,9.428040805690214e-32,1.035539620845405
0.8572604340873649,1.7012970832696513e-28,1.0354537805668005
0.8619428846381142,1.583753460573447e-25,1.0353597482603487
0.8666253351888635,8.032522566534802e-23,1.0352567047580652
0.871307785739613,2.333477087013734e-20,1.0351437448194158
0.8759902362903623,4.065045871855619e-18,1.0350198677731863
0.8806726868411117,4.4290349642996927e-16,1.034883966534201
0.8853551373918611,3.1368643170465207e-14,1.0347348144810953
0.8900375879426105,1.4962534619059522e-12,1.0345710496582257
0.8947200384933599,4.965388447048668e-11,1.034391155780944
0.8994024890441092,1.181132606893315e-09,1.034193439549939
0.9040849395948587,2.0698583789874206e-08,1.0339760037811696
0.908767390145608,2.74036052607552e-07,1.0337367158012707
0.9134498406963574,2.805039519359508e-06,1.0334731704265523
0.9181322912471068,2.267557251399398e-05,1.0331826466343907
0.9228147417978562,0.00014761880878503165,1.0328620567535471
0.9274971923486055,0.0007879156075985839,1.0325078866497102
0.932179642899355,0.003505367108579692,1.0321161249610042
0.9368620934501043,0.013197354341267639,1.031682178931141
0.9415445440008536,0.042637669056627574,1.031200773769364
0.9462269945516031,0.11973470940508579,1.0306658316984973
0.9509094451023524,0.29572386509544407,1.0300703258854604
0.9555918956531018,0.6493834290246226,1.0294061032181228
0.9602743462038512,1.280547783322975,1.028663668316035
0.9649567967546006,2.2885176799991123,1.0278319191335268
0.96963924730535,3.7380200162509674,1.0268978218923936
0.9743216978560993,5.623791959454784,1.0258460096841293
0.9790041484068488,7.849074490856384,1.0246582846649512
0.9836865989575981,10.229677648361042,1.0233129980070403
0.9883690495083475,12.52516796697857,1.0217842742341354
0.9930515000590969,14.487592864364856,1.0200410366801693
0.9977339506098463,15.911771528886973,1.018045777788526
1.0024164011605956,16.672075135281748,1.0157530007691309
1.007098851711345,16.7372103841332,1.0131072363355484
1.0117813022620945,16.162883095717902,1.0100405079365768
1.0164637528128437,15.068656830050593,1.0064690784701387
1.0211462033635932,13.60802256007911,1.0022892573715863
1.0258286539143426,11.939893900856067,0.9973719743565812
1.0305111044650919,10.206880675220685,0.9915557283398778
1.0351935550158413,8.522391261866105,0.9846373880593542
1.0398760055665908,6.965996955962578,0.9763601422448811
1.04455845611734,5.585007185585938,0.9663976546695292
1.0492409066680894,4.399773280552954,0.9543331496012571
1.053923357218839,3.410519332738864,0.9396317037587497
1.0586058077695881,2.6041139191989218,0.9216034075678796
1.0632882583203376,1.9598579847467383,0.8993542205862828
1.067970708871087,1.4539087040155387,0.8717202002790468
1.0726531594218365,1.062329050886032,0.8371792162964512
1.0773356099725857,0.7629574655553365,0.793732119153435
1.0820180605233352,0.5363714639453148,0.7387424021127472
1.0867005110740844,0.3662190310752989,0.6687193924498858
1.0913829616248338,0.23915059563025862,0.5790245467770588
1.0960654121755833,0.14452906778766153,0.4634729838175475
1.1007478627263327,0.07404161690273475,0.31379226693488127
1.105430313277082,0.021292055601826877,0.1188867109748041
