time_per_half,L1_semigroup_failure,L1_average_generator_failure,actual_mass_error
0.03,0.004060855205293807,0.008123575256273777,0.0
0.1,0.023163222654876237,0.04644381185106239,5.551115123125783e-16
0.3,0.08009831603511053,0.16398484477599634,2.7755575615628914e-15
1.0,0.15425956301948993,0.4083627479984625,9.992007221626409e-15
