source_frame,atoms,composition,group,baseline_force_RMSE_eV_A,candidate_force_RMSE_eV_A,correction_energy_eV,reference_energy_eV,baseline_energy_eV,candidate_energy_eV
69,3,Si1O2,SiO2_stoichiometry,0.24929363859608375,0.20995452105588322,0.9048845760067067,-1768.393029947328,-17.986106793124577,-17.08122221711787
70,12,Si4O8,SiO2_stoichiometry,0.10396158132954172,0.1442970029899041,2.767836610393258,-7086.604044400341,-85.46074793063366,-82.6929113202404
71,3,Si1O2,SiO2_stoichiometry,0.3791861153598992,0.5165488764515768,1.2326165441966799,-1769.446045279144,-19.238296794584755,-18.005680250388075
72,12,Si4O8,SiO2_stoichiometry,0.144502320266088,0.1278538809165821,2.6505602532185106,-7086.252273425274,-85.06260358179696,-82.41204332857845
73,18,Si6O12,SiO2_stoichiometry,0.3238814304818972,0.3541576143894302,3.567359992244286,-10612.53315719694,-112.60834901629154,-109.04098902404725
74,24,Si8O16,SiO2_stoichiometry,0.15154466811632483,0.169284603391296,5.414444946495185,-14176.56589927689,-174.28462965947696,-168.87018471298177
75,24,Si8O16,SiO2_stoichiometry,0.14261146680079584,0.15667349745075798,5.398749163815535,-14176.58187916333,-174.27916268086187,-168.88041351704635
76,24,Si8O16,SiO2_stoichiometry,0.10050875163663579,0.11783251309460714,5.3666065825375755,-14179.39174321104,-176.95195055474858,-171.585343972211
77,24,Si8O16,SiO2_stoichiometry,0.10404055821537342,0.12070256351700515,5.314795050453977,-14178.312146981012,-175.92515804290386,-170.6103629924499
78,24,Si8O16,SiO2_stoichiometry,0.17222901588983308,0.1830272720400044,5.471028015606227,-14176.459433640613,-174.24936590313303,-168.7783378875268
79,24,Si8O16,SiO2_stoichiometry,0.1619759505021368,0.18233111869234278,5.566532989549987,-14179.363779022022,-177.30424234316087,-171.73770935361088
80,24,Si8O16,SiO2_stoichiometry,0.2598851665748605,0.2661332035455664,5.480674656525724,-14176.14109879218,-174.11333741298535,-168.6326627564596
81,24,Si8O16,SiO2_stoichiometry,0.08603307256594722,0.09744484288739108,5.370184251455665,-14180.331671423963,-177.95793049742574,-172.58774624597007
82,24,Si8O16,SiO2_stoichiometry,0.13354255764505654,0.14189554218036196,5.606323495163243,-14179.29471747669,-177.10850310062017,-171.50217960545692
83,24,Si8O16,SiO2_stoichiometry,0.11004269626655237,0.12821928734183458,5.460297492311201,-14180.745405037975,-178.47652444328605,-173.01622695097484
84,24,Si8O16,SiO2_stoichiometry,0.11201448812133333,0.12975700180745256,5.573201033877385,-14178.236997568343,-176.00236734066723,-170.42916630678985
85,24,Si8O16,SiO2_stoichiometry,0.09630833940481623,0.10403803600669438,5.4518148332378855,-14179.868680983484,-177.49322938246624,-172.04141454922836
86,6,Si2O4,SiO2_stoichiometry,0.0806084323010192,0.10814789225996056,1.3225886952101251,-3542.128866286088,-41.66708527535559,-40.34449658014547
87,6,Si2O4,SiO2_stoichiometry,0.08038081493914812,0.09887315376136309,1.3050154921887287,-3543.129403643615,-42.637924215106196,-41.332908722917466
88,6,Si2O4,SiO2_stoichiometry,0.10050377764570563,0.13933020923781161,1.3015749955725884,-3542.300308630483,-41.85375178945046,-40.55217679387788
89,6,Si2O4,SiO2_stoichiometry,0.12766412739217384,0.1340122217039862,1.3393535707731519,-3542.853838699339,-42.36780947867119,-41.02845590789804
90,6,Si2O4,SiO2_stoichiometry,0.1257250210662646,0.11352164174444455,1.2315696458248162,-3542.232477584027,-41.73259619349403,-40.50102654766921
91,6,Si2O4,SiO2_stoichiometry,0.09329693833176302,0.09388244015022777,1.3089581429373012,-3543.126222496532,-42.62659531683622,-41.31763717389892
92,6,Si2O4,SiO2_stoichiometry,0.07025428108144807,0.09892076822626861,1.3010528768135603,-3542.628734957477,-42.114461355816545,-40.81340847900299
93,6,Si2O4,SiO2_stoichiometry,0.11011545189623348,0.16882718525505544,1.2639509526835444,-3541.606814892813,-41.14856682352268,-39.884615870839134
94,6,Si2O4,SiO2_stoichiometry,0.13461222764499134,0.1698719217371693,1.2975859377713386,-3541.153055915041,-40.715029620982214,-39.41744368321088
95,6,Si2O4,SiO2_stoichiometry,0.11077288598036815,0.14866642362505347,1.2911338070129852,-3542.239322744238,-41.76365984663381,-40.472526039620824
96,6,Si2O4,SiO2_stoichiometry,0.06525349753264001,0.07355521108351853,1.3065875846948738,-3543.036714587856,-42.58235281578936,-41.27576523109449
97,6,Si2O4,SiO2_stoichiometry,0.23357902760374633,0.2560966411676408,1.3587684382362446,-3540.962220832169,-40.50605626838721,-39.147287830150965
98,6,Si2O4,SiO2_stoichiometry,0.08089492936554038,0.08997546919419169,1.3034521703453577,-3543.915378405998,-43.4155750535454,-42.112122883200044
99,6,Si2O4,SiO2_stoichiometry,0.16206657131121072,0.1779869810647324,1.341430577756468,-3541.411298499145,-40.87110165167047,-39.529671073914
100,6,Si2O4,SiO2_stoichiometry,0.20633203713536702,0.227651782672779,1.2940970581724596,-3541.790592838776,-41.40195795419822,-40.107860896025755
101,6,Si2O4,SiO2_stoichiometry,0.08849314046648867,0.1315086871817291,1.3859854763953263,-3542.209389267213,-41.63982882260694,-40.25384334621161
102,6,Si2O4,SiO2_stoichiometry,0.0846076662828269,0.1083531033054374,1.3245254424047392,-3542.727305346154,-42.19563864111873,-40.871113198713985
103,6,Si2O4,SiO2_stoichiometry,0.07214419661167884,0.08019832737646622,1.3024038732418222,-3543.325259091152,-42.84472256309101,-41.54231868984919
104,6,Si2O4,SiO2_stoichiometry,0.1951026364012386,0.19937059073467917,1.3235293257789407,-3541.759216614063,-41.38025164716344,-40.0567223213845
105,6,Si2O4,SiO2_stoichiometry,0.12937832241585065,0.1487955628929554,1.3164500167832076,-3543.005686804942,-42.53325014042893,-41.216800123645726
106,6,Si2O4,SiO2_stoichiometry,0.10529997677905568,0.1272661190460193,1.326978490406806,-3542.295834262278,-41.82071361674103,-40.49373512633422
107,6,Si2O4,SiO2_stoichiometry,0.10249300526131194,0.12737527658388265,1.3120503616479158,-3541.969895872308,-41.497344675536034,-40.18529431388812
108,6,Si2O4,SiO2_stoichiometry,0.17507954982538995,0.201205307161516,1.255869172643122,-3541.268389197795,-40.78522111120773,-39.52935193856461
109,6,Si2O4,SiO2_stoichiometry,0.13391736841824997,0.14298511629053803,1.3036843669030478,-3542.267045840377,-41.81855470893395,-40.5148703420309
110,6,Si2O4,SiO2_stoichiometry,0.06049203937642134,0.054638511741879475,1.3155612874682014,-3542.167687001789,-41.716867331928654,-40.401306044460455
111,6,Si2O4,SiO2_stoichiometry,0.0805803605773197,0.0900028725923274,1.2899548558883907,-3542.72572422857,-42.254223155475785,-40.964268299587395
112,6,Si2O4,SiO2_stoichiometry,0.15092722830015828,0.16740696110359118,1.2243701591846567,-3541.298057363806,-40.85444936144841,-39.63007920226375
113,6,Si2O4,SiO2_stoichiometry,0.14956837181941973,0.18862870016850378,1.3529968585333316,-3542.432495965455,-41.84150436152891,-40.48850750299558
114,6,Si2O4,SiO2_stoichiometry,0.20272086439916026,0.20388243752226656,1.293483025392407,-3541.793087578646,-41.347126322566055,-40.05364329717365
115,6,Si2O4,SiO2_stoichiometry,0.16105098775956897,0.20453448246123365,1.3261067276295047,-3541.352388705598,-40.79343663780203,-39.46732991017252
116,6,Si2O4,SiO2_stoichiometry,0.1401043248237817,0.2138623759345059,1.3050781626395225,-3541.763807991227,-41.41380082294317,-40.10872266030365
117,6,Si2O4,SiO2_stoichiometry,0.15892602357030763,0.14892959209103895,1.2914383256183757,-3542.01910154137,-41.52151329668736,-40.23007497106899
118,6,Si2O4,SiO2_stoichiometry,0.18711332168707506,0.1896198784325574,1.3023276141207154,-3542.102407022774,-41.68741611241533,-40.385088498294614
119,6,Si2O4,SiO2_stoichiometry,0.22927599594425405,0.25162081262821917,1.335124495840758,-3541.785581862039,-41.273930186144426,-39.93880569030367
120,6,Si2O4,SiO2_stoichiometry,0.07760868919744124,0.07659495458112542,1.2977543678715706,-3542.781005383791,-42.29786618788195,-41.00011182001038
121,6,Si2O4,SiO2_stoichiometry,0.159451801893453,0.19114555229351485,1.2798008682856579,-3541.792625393255,-41.31495685427137,-40.03515598598572
122,6,Si2O4,SiO2_stoichiometry,0.41207210432920266,0.41298021354729303,1.2042213983799859,-3538.43920860349,-38.25965309752136,-37.05543169914137
123,6,Si2O4,SiO2_stoichiometry,0.12733832998810493,0.15000834048475922,1.3245000322603822,-3542.10708738117,-41.57756489096239,-40.25306485870201
124,6,Si2O4,SiO2_stoichiometry,0.12622311560976582,0.17988155813733234,1.3569565248551891,-3542.191396010318,-41.65524627561276,-40.29828975075757
125,6,Si2O4,SiO2_stoichiometry,0.09430377650009751,0.12940504694119342,1.116903491404668,-3541.066732010644,-40.717659666217415,-39.600756174812744
126,6,Si2O4,SiO2_stoichiometry,0.08935079435658255,0.10199959385306971,1.3152294066483146,-3543.280589288025,-42.78561766543761,-41.4703882587893
127,6,Si2O4,SiO2_stoichiometry,0.09809572784434976,0.10761837880682508,1.2868607430321428,-3542.660628470638,-42.179465313309045,-40.8926045702769
128,6,Si2O4,SiO2_stoichiometry,0.1717172224785756,0.13963918548543058,1.278351440867308,-3541.480372561714,-40.94383046605506,-39.66547902518775
129,6,Si2O4,SiO2_stoichiometry,0.16025726515034658,0.17214678897774582,1.3039619392654407,-3542.002290211028,-41.56527413593787,-40.26131219667243
130,6,Si2O4,SiO2_stoichiometry,0.0964071106924491,0.10314797001073063,1.2760405559405776,-3541.863304247314,-41.34138160403452,-40.06534104809394
131,6,Si2O4,SiO2_stoichiometry,0.12393947528448251,0.1644256972613364,1.3378386035538574,-3542.282235099999,-41.72972408707463,-40.391885483520774
132,6,Si2O4,SiO2_stoichiometry,0.11299251542392814,0.18162201242557452,1.3615544251313652,-3541.110751053474,-40.59327184780009,-39.23171742266872
133,9,Si3O6,SiO2_stoichiometry,0.08886543692117992,0.11547480478523926,1.908984713799733,-5316.965924831804,-66.10095959320032,-64.19197487940058
134,9,Si3O6,SiO2_stoichiometry,0.08003027007374881,0.08491682646099713,2.036211051326992,-5317.751990072045,-66.86667409811103,-64.83046304678405
135,9,Si3O6,SiO2_stoichiometry,0.06379074395264252,0.06315666637385936,1.9976189538022355,-5317.792348231057,-66.92089442211417,-64.92327546831194
136,9,Si3O6,SiO2_stoichiometry,0.06434193327016056,0.06966965835375048,2.059555974717672,-5316.874353483726,-66.06831797524711,-64.00876200052944
137,9,Si3O6,SiO2_stoichiometry,0.1350321655606637,0.1478832997302042,1.9366767949556196,-5317.364973141061,-66.52481298306893,-64.58813618811331
138,9,Si3O6,SiO2_stoichiometry,0.4597532354364817,0.47735279793990815,1.883422262017172,-5306.601354838451,-56.29036986073138,-54.40694759871421
139,9,Si3O6,SiO2_stoichiometry,0.07241900463172365,0.07574542245196186,2.0366886974542435,-5317.426585705526,-66.55396147526253,-64.51727277780829
140,9,Si3O6,SiO2_stoichiometry,0.055865313858021445,0.06489058312414264,1.9526655421435464,-5318.062148579261,-67.15104950413641,-65.19838396199286
141,9,Si3O6,SiO2_stoichiometry,0.08186286747091796,0.07497541828893599,1.9463027008264209,-5318.043513677884,-67.15143629649114,-65.20513359566472
142,9,Si3O6,SiO2_stoichiometry,0.11660407032084878,0.15214962286121667,2.0635087552690576,-5313.120476385882,-62.33312525556188,-60.26961650029283
143,9,Si3O6,SiO2_stoichiometry,0.07106298674628338,0.08895963985611348,1.9737161847765092,-5317.507082427663,-66.65115259574719,-64.67743641097069
144,9,Si3O6,SiO2_stoichiometry,0.058650977329124894,0.07743059021979716,1.9468675724050735,-5316.529608760646,-65.64849297082432,-63.701625398419246
145,9,Si3O6,SiO2_stoichiometry,0.0916988117038116,0.0926839273029426,1.9789145502017158,-5317.080755384201,-66.19020603740617,-64.21129148720445
146,9,Si3O6,SiO2_stoichiometry,0.05280729382328657,0.0666508458105975,1.96219513480644,-5317.916917738512,-67.04203043607349,-65.07983530126705
147,9,Si3O6,SiO2_stoichiometry,0.11367572115260495,0.13198302460937408,2.0072055946681857,-5316.928869726885,-66.1316336832667,-64.1244280885985
148,9,Si3O6,SiO2_stoichiometry,0.08624428874444925,0.090173437827329,1.997419754934804,-5317.309686543564,-66.44663562731286,-64.44921587237805
149,9,Si3O6,SiO2_stoichiometry,0.05877432366119591,0.05023374172515609,1.982808789156683,-5318.091848854708,-67.19737722213267,-65.214568432976
150,9,Si3O6,SiO2_stoichiometry,0.05375887635297452,0.053268623935661154,1.979778316131131,-5317.549547836408,-66.661735611985,-64.68195729585386
151,9,Si3O6,SiO2_stoichiometry,0.17204976088817278,0.2047591901507314,2.038645853926397,-5314.262272810254,-63.3694006975005,-61.330754843574105
152,9,Si3O6,SiO2_stoichiometry,0.08481999624600202,0.08641610954264174,1.993123965444218,-5316.880522440994,-66.03295686458563,-64.03983289914142
153,9,Si3O6,SiO2_stoichiometry,0.06154176427262287,0.07614236682690609,1.9932166800714335,-5317.696435442395,-66.82788250896473,-64.8346658288933
154,9,Si3O6,SiO2_stoichiometry,0.0881203180713342,0.10102621915949808,1.9662367564042886,-5317.593049454733,-66.70248889679075,-64.73625214038647
155,9,Si3O6,SiO2_stoichiometry,0.15799002909323046,0.16126783420286475,1.9658452909029827,-5317.469605002033,-66.64794460656216,-64.68209931565919
156,9,Si3O6,SiO2_stoichiometry,0.045120285644974355,0.04660862979010485,1.989563444713888,-5318.223598630592,-67.32357357718487,-65.33401013247098
157,9,Si3O6,SiO2_stoichiometry,0.12089469588609147,0.1378617895835742,1.9872430677562514,-5317.713150172318,-66.8839148957723,-64.89667182801605
158,9,Si3O6,SiO2_stoichiometry,0.07997245535501574,0.09990647161283113,1.9630107531502887,-5318.511675914391,-67.63579907735364,-65.67278832420335
159,9,Si3O6,SiO2_stoichiometry,0.0739608839377377,0.08798273851297057,2.057184214098331,-5317.452751357985,-66.59330923483523,-64.5361250207369
160,9,Si3O6,SiO2_stoichiometry,0.05608346400747767,0.07672477787933595,2.0251544460220456,-5317.631602546452,-66.78070428122027,-64.75554983519822
161,9,Si3O6,SiO2_stoichiometry,0.04794732225792147,0.05304852732625368,1.9512844331032004,-5318.695371137741,-67.8113051274306,-65.8600206943274
162,9,Si3O6,SiO2_stoichiometry,0.0729140735853052,0.07783093704993407,1.9615117174142307,-5317.300808556759,-66.40899434797288,-64.44748263055865
163,9,Si3O6,SiO2_stoichiometry,0.06674506770922879,0.07055535090060949,2.0636988258400013,-5316.876657199667,-65.99534906248363,-63.93165023664363
164,9,Si3O6,SiO2_stoichiometry,0.054028643120685144,0.05208421856134265,2.0126245580561655,-5318.597232457702,-67.7303920380675,-65.71776748001135
165,9,Si3O6,SiO2_stoichiometry,0.07621334374491645,0.0884984045501734,2.037727770144289,-5317.081334034324,-66.19762236363219,-64.1598945934879
166,9,Si3O6,SiO2_stoichiometry,0.049718832191466424,0.062179474123027156,1.9745915233482454,-5318.574473670773,-67.71134191934024,-65.73675039599199
167,9,Si3O6,SiO2_stoichiometry,0.07908518022137645,0.08310568599705563,2.088354711794566,-5316.860103425092,-66.05402034429487,-63.965665632500304
168,9,Si3O6,SiO2_stoichiometry,0.08684813969611319,0.0859013615777334,2.0114682488084332,-5317.165958043437,-66.28519697637364,-64.27372872756521
169,9,Si3O6,SiO2_stoichiometry,0.19918497486510936,0.20186417250584526,1.9051441641294753,-5312.023550312551,-61.29844372792859,-59.39329956379912
170,9,Si3O6,SiO2_stoichiometry,0.08014065962159263,0.07578213563016375,2.0189108430778773,-5317.423223466669,-66.55270065028866,-64.53378980721078
171,9,Si3O6,SiO2_stoichiometry,0.1198215649755225,0.14110611987128974,1.9388023619599493,-5317.145697669916,-66.32105524604009,-64.38225288408015
172,24,Si8O16,SiO2_stoichiometry,0.02107509508640026,0.036042553131071804,5.170302969131456,-14189.252873718873,-186.78339398233084,-181.61309101319938
173,24,Si8O16,SiO2_stoichiometry,0.025168181135483386,0.04551968770636624,5.134293020361377,-14189.27547304708,-186.79835852463358,-181.6640655042722
174,24,Si8O16,SiO2_stoichiometry,0.06906223487915794,0.07674725551205426,5.211684738124163,-14180.84958546205,-178.3852551048112,-173.17357036668704
175,24,Si8O16,SiO2_stoichiometry,0.0346588508954593,0.03532309839657092,5.1023865638006,-14187.564014419704,-185.09125619132215,-179.98886962752155
176,24,Si8O16,SiO2_stoichiometry,0.10152783540948497,0.08497190745149463,5.173723312013304,-14181.699450926135,-179.2024318956729,-174.0287085836596
177,24,Si8O16,SiO2_stoichiometry,0.1388296132629995,0.13721668827229963,5.211336571516047,-14179.051066182,-176.49662925372192,-171.28529268220586
178,24,Si8O16,SiO2_stoichiometry,0.0905057584794953,0.09908917511789511,5.2460254317591195,-14182.644167662715,-180.24314153560073,-174.99711610384162
179,24,Si8O16,SiO2_stoichiometry,0.020592712324139336,0.03558991913049188,5.132674570152294,-14189.945676151281,-187.47499363206825,-182.34231906191596
180,24,Si8O16,SiO2_stoichiometry,0.02331504949271415,0.05063135040801649,5.127114188589106,-14189.103605524779,-186.64559304475705,-181.51847885616795
181,24,Si8O16,SiO2_stoichiometry,0.12108656758707986,0.1171771024637961,5.177349303106764,-14180.747222622502,-178.31410886262907,-173.13675955952232
182,24,Si8O16,SiO2_stoichiometry,0.040004099850352595,0.06356732758441425,5.18180128641446,-14186.94477143868,-184.48710556419618,-179.30530427778172
