held_composition,source_frame,atoms,composition,group,baseline_force_RMSE_eV_A,candidate_force_RMSE_eV_A,correction_energy_eV,reference_energy_eV,baseline_energy_eV,candidate_energy_eV
H32O18Si192,823,242,H32O18Si192,Si_O_H_vacuum1,0.3360232786781037,0.3307812942938323,6.724606037917259,-28859.1165358948,-1216.447437520836,-1209.7228314829188
H32O18Si192,824,242,H32O18Si192,Si_O_H_vacuum1,0.3300950393124802,0.3244979060294283,6.9098841967632785,-28862.148462334102,-1217.2893465902835,-1210.3794623935203
H32O18Si192,825,242,H32O18Si192,Si_O_H_vacuum1,0.35649565457089405,0.3498444958184142,7.092555815281876,-28860.648568799195,-1218.7331622097624,-1211.6406063944805
H32O18Si192,826,242,H32O18Si192,Si_O_H_vacuum1,0.326512017010134,0.32342015669031116,7.4010187885953584,-28856.579223132463,-1214.5959238290616,-1207.1949050404662
H32O18Si192,827,242,H32O18Si192,Si_O_H_vacuum1,0.3283406723040422,0.3195407872638777,7.375291387178464,-28859.918842403407,-1216.9293696710306,-1209.554078283852
H32O18Si192,828,242,H32O18Si192,Si_O_H_vacuum1,0.3434261125871823,0.3344661890474046,7.228496698714805,-28861.00476964995,-1217.81895582828,-1210.5904591295653
H32O18Si192,829,242,H32O18Si192,Si_O_H_vacuum1,0.3449150753808971,0.34099945777717333,7.028760052835945,-28861.478706012324,-1218.6825458512114,-1211.6537857983756
H32O18Si192,830,242,H32O18Si192,Si_O_H_vacuum1,0.3811300023778271,0.3758658916629268,7.019965521755155,-28858.78551450929,-1218.1442948687131,-1211.124329346958
H32O18Si192,831,242,H32O18Si192,Si_O_H_vacuum1,0.3400085463112149,0.33166199933351825,6.690568140934409,-28862.48108541268,-1219.7642522098133,-1213.073684068879
H32O18Si192,832,242,H32O18Si192,Si_O_H_vacuum1,0.38404875600356386,0.37937903000782613,7.049461474935967,-28857.137093291913,-1215.1868862239453,-1208.1374247490094
H32O18Si192,833,242,H32O18Si192,Si_O_H_vacuum1,0.39137858404152165,0.3859764724564058,6.935296361241445,-28860.01845101844,-1218.4439517873125,-1211.508655426071
H32O18Si192,834,242,H32O18Si192,Si_O_H_vacuum1,0.35778807088646425,0.35152490288572175,6.860851158858052,-28862.57066857413,-1218.8919047585782,-1212.0310535997203
H32O18Si192,835,242,H32O18Si192,Si_O_H_vacuum1,0.39225435881418746,0.3904346091438821,7.06209174820387,-28858.841440657612,-1217.2943710022869,-1210.232279254083
H32O18Si192,836,242,H32O18Si192,Si_O_H_vacuum1,0.34163634232649237,0.33567183391611793,6.71469844166019,-28859.641545051967,-1216.9429102877727,-1210.2282118461126
H32O18Si192,837,242,H32O18Si192,Si_O_H_vacuum1,0.32637042436883035,0.32297127484981,7.154935493651362,-28860.781727097776,-1217.423127643427,-1210.2681921497756
H32O18Si192,838,242,H32O18Si192,Si_O_H_vacuum1,0.34078025076037943,0.3367476664958577,7.329419839756361,-28858.58034719884,-1215.8411585027486,-1208.5117386629922
H32O18Si192,839,242,H32O18Si192,Si_O_H_vacuum1,0.33080993020442945,0.32562884838264616,6.950001281560152,-28864.95870340823,-1219.2688667718053,-1212.3188654902451
H32O18Si192,840,242,H32O18Si192,Si_O_H_vacuum1,0.3446348073178704,0.3319288850975846,6.792587458881626,-28860.838204551583,-1217.7579600435981,-1210.9653725847165
H32O18Si192,841,242,H32O18Si192,Si_O_H_vacuum1,0.3459241529543681,0.33487088971325896,6.510129908983315,-28862.93895181322,-1220.2724699198448,-1213.7623400108614
H32O18Si192,842,242,H32O18Si192,Si_O_H_vacuum1,0.3800143639659686,0.3696647254962453,6.655768057187669,-28861.387354939696,-1217.8936477147474,-1211.2378796575597
H32O18Si192,843,242,H32O18Si192,Si_O_H_vacuum1,0.3278072783891658,0.31899501086376103,6.821605802324146,-28861.00100368675,-1217.515526655255,-1210.6939208529307
H32O18Si192,844,242,H32O18Si192,Si_O_H_vacuum1,0.33132284858425054,0.33204707658005134,6.581601343748592,-28862.471556144374,-1219.558700995247,-1212.9770996514983
H32O18Si192,845,242,H32O18Si192,Si_O_H_vacuum1,0.3363222566762219,0.33732553092515954,7.3557532475565885,-28860.84019628024,-1217.0391895731236,-1209.683436325567
H32O18Si192,846,242,H32O18Si192,Si_O_H_vacuum1,0.34760703733114484,0.341131938927293,7.415718659323005,-28858.40207433759,-1215.8672754465993,-1208.4515567872763
H32O18Si192,847,242,H32O18Si192,Si_O_H_vacuum1,0.34680914316563843,0.34396815206546105,7.377927292317904,-28858.81529314137,-1214.7371769911354,-1207.3592496988174
H32O18Si192,848,242,H32O18Si192,Si_O_H_vacuum1,0.33423918266997793,0.32574701181699295,7.359052804703463,-28860.25816528014,-1217.7320088688584,-1210.372956064155
H32O18Si192,849,242,H32O18Si192,Si_O_H_vacuum1,0.3562543777109666,0.34840133124766065,7.221183863585282,-28859.566371328154,-1216.6612400421839,-1209.4400561785985
H32O18Si192,850,242,H32O18Si192,Si_O_H_vacuum1,0.3402855109806561,0.3325651553041902,7.253312453086832,-28858.770205348745,-1216.0986695373563,-1208.8453570842694
H32O18Si192,851,242,H32O18Si192,Si_O_H_vacuum1,0.3477280385075229,0.34417226849490634,7.210539187909051,-28860.471584095012,-1217.7686764948896,-1210.5581373069806
H32O18Si192,852,242,H32O18Si192,Si_O_H_vacuum1,0.3547345288802097,0.3519628065176952,7.7660366795013696,-28854.743222431043,-1213.1900211509792,-1205.4239844714778
H32O18Si192,853,242,H32O18Si192,Si_O_H_vacuum1,0.35615139296392045,0.35462024015467764,7.681697262924272,-28857.827775394766,-1216.1903944630803,-1208.5086972001561
H32O18Si192,854,242,H32O18Si192,Si_O_H_vacuum1,0.3283693499483361,0.32183512886712834,7.447787959473423,-28862.965971324327,-1219.1512353115954,-1211.703447352122
H32O18Si192,855,242,H32O18Si192,Si_O_H_vacuum1,0.36653615836428444,0.36442256478992874,7.268984826930856,-28859.213560007855,-1216.948011682839,-1209.6790268559082
H32O18Si192,856,242,H32O18Si192,Si_O_H_vacuum1,0.3414117886848994,0.3339377532904828,7.76691351128944,-28862.791350146672,-1218.7816301903301,-1211.0147166790407
H32O48Si192,857,272,H32O48Si192,Si_O_H_vacuum1,0.20971836606370997,0.19930749838779827,18.25641385467484,-42063.023998578545,-1517.9251856518429,-1499.6687717971681
H32O48Si192,858,272,H32O48Si192,Si_O_H_vacuum1,0.2973361189578385,0.29584737297707814,18.498691647828306,-42023.70519624803,-1487.3387780546052,-1468.840086406777
H32O48Si192,859,272,H32O48Si192,Si_O_H_vacuum1,0.35332287383222255,0.3469019038016716,18.69170015411569,-42017.600754842846,-1484.2755996031292,-1465.5838994490134
H32O48Si192,860,272,H32O48Si192,Si_O_H_vacuum1,0.3679580458495267,0.36796776301291984,18.635638021490006,-42002.161713535155,-1470.4866017507873,-1451.8509637292973
H32O48Si192,861,272,H32O48Si192,Si_O_H_vacuum1,0.3790419955205442,0.3809879415912963,18.56771527652427,-42001.65916203893,-1471.2479101621254,-1452.6801948856012
H32O48Si192,862,272,H32O48Si192,Si_O_H_vacuum1,0.3775209584292744,0.36967116325106675,19.530553419272593,-42001.649746548464,-1470.579235462836,-1451.0486820435635
H32O48Si192,863,272,H32O48Si192,Si_O_H_vacuum1,0.3503204947357296,0.35446612246198794,18.714211458189826,-42000.86661837912,-1471.2694771579927,-1452.555265699803
H32O48Si192,864,272,H32O48Si192,Si_O_H_vacuum1,0.3427356801058294,0.34490565365735276,19.560431519208457,-42001.31911541654,-1471.9019624736388,-1452.3415309544305
H32O48Si192,865,272,H32O48Si192,Si_O_H_vacuum1,0.33296216058742534,0.33141734610083473,20.068144290175372,-42000.47525473092,-1470.6119471888028,-1450.5438028986275
H32O48Si192,866,272,H32O48Si192,Si_O_H_vacuum1,0.3605348132159612,0.36173648611158127,20.36306236839935,-42002.33827678956,-1474.6232919250738,-1454.2602295566744
H32O48Si192,867,272,H32O48Si192,Si_O_H_vacuum1,0.3701567619202619,0.36309987413330774,20.214894274958084,-42001.81570884004,-1474.2081638346174,-1453.9932695596592
H32O48Si192,868,272,H32O48Si192,Si_O_H_vacuum1,0.33199340633542723,0.3266093231155111,19.919501768977646,-42006.922250196425,-1478.4016059242144,-1458.4821041552368
H32O48Si192,869,272,H32O48Si192,Si_O_H_vacuum1,0.33428659878705685,0.33382463473613727,19.54865680926717,-42010.884067086154,-1481.6643345320088,-1462.1156777227416
H32O48Si192,870,272,H32O48Si192,Si_O_H_vacuum1,0.33705956563207584,0.33393106412459295,19.356626556532696,-42010.34874679299,-1481.8615970949386,-1462.5049705384058
H32O48Si192,871,272,H32O48Si192,Si_O_H_vacuum1,0.34926994528843397,0.34401850201027023,20.037682860989765,-42011.69494672968,-1481.70167673379,-1461.6639938728003
H32O48Si192,872,272,H32O48Si192,Si_O_H_vacuum1,0.349616993870446,0.34452356625911573,19.63962752774888,-42011.3815983228,-1482.2682737940672,-1462.6286462663184
H32O48Si192,873,272,H32O48Si192,Si_O_H_vacuum1,0.34821002697183645,0.3479421564391498,19.853877356179254,-42007.90245368715,-1478.1428882856414,-1458.2890109294622
H32O48Si192,874,272,H32O48Si192,Si_O_H_vacuum1,0.3895203952887037,0.38653845990597596,20.42451494846335,-42005.55267701743,-1476.2152205363573,-1455.7907055878939
H32O48Si192,875,272,H32O48Si192,Si_O_H_vacuum1,0.3614762652806845,0.35976968813137844,19.667061088899924,-42007.819222378304,-1477.1186361132711,-1457.451575024371
H32O48Si192,876,272,H32O48Si192,Si_O_H_vacuum1,0.35337154800071463,0.35375688336924377,19.32868291035141,-42011.30354796096,-1480.3530951280418,-1461.0244122176903
H32O48Si192,877,272,H32O48Si192,Si_O_H_vacuum1,0.356153310112108,0.3523501888022603,19.714284095085993,-42010.34843790035,-1479.7843654147973,-1460.0700813197113
H32O48Si192,878,272,H32O48Si192,Si_O_H_vacuum1,0.35368927881877216,0.35098082570213734,19.63641620902151,-42011.63534317184,-1481.4832786142613,-1461.8468624052398
H32O48Si192,879,272,H32O48Si192,Si_O_H_vacuum1,0.3599899230228006,0.3567611375540448,19.853278959060255,-42008.75190296162,-1480.2989904039623,-1460.4457114449021
H32O48Si192,880,272,H32O48Si192,Si_O_H_vacuum1,0.3300364457064651,0.3290742172593088,20.06612875981975,-42006.46419324305,-1477.68063841901,-1457.6145096591902
H32O48Si192,881,272,H32O48Si192,Si_O_H_vacuum1,0.33530820371396586,0.3341048694975363,19.697928382000054,-42009.47019676908,-1479.8388409585345,-1460.1409125765344
H32O48Si192,882,272,H32O48Si192,Si_O_H_vacuum1,0.3488365469252942,0.3489195389467843,19.98242055867507,-42008.03326162255,-1479.3352688606399,-1459.3528483019647
H32O48Si192,883,272,H32O48Si192,Si_O_H_vacuum1,0.3447690203300267,0.33886318238055324,20.14569604399262,-42007.1206785712,-1477.7953925158372,-1457.6496964718447
H32O48Si192,884,272,H32O48Si192,Si_O_H_vacuum1,0.36040744792035406,0.35685494002288887,19.605916345792938,-42010.74918935831,-1479.5128746110327,-1459.9069582652396
H32O48Si192,885,272,H32O48Si192,Si_O_H_vacuum1,0.3901304636680822,0.3853459971097904,19.49221816557341,-42009.340091447775,-1479.2926814222437,-1459.8004632566704
H32O48Si192,886,272,H32O48Si192,Si_O_H_vacuum1,0.34270047220418715,0.3435226500377917,19.34969812514231,-42009.47013989737,-1478.7627656949644,-1459.413067569822
H32O48Si192,887,272,H32O48Si192,Si_O_H_vacuum1,0.34202636684283805,0.33905023910616483,19.86710472259491,-42004.57331378283,-1474.7465951310792,-1454.8794904084843
H32O48Si192,888,272,H32O48Si192,Si_O_H_vacuum1,0.33213275370583456,0.32551134376750795,19.80282500871391,-42007.50377175012,-1479.192064832498,-1459.3892398237842
H32O48Si192,889,272,H32O48Si192,Si_O_H_vacuum1,0.33437951288193285,0.3329730016816029,19.479931674540016,-42010.4393151711,-1481.1058653901857,-1461.6259337156457
H32O48Si192,890,272,H32O48Si192,Si_O_H_vacuum1,0.35543336552193955,0.3467675568569472,19.517178528901184,-42003.172231175085,-1475.506879787714,-1455.9897012588128
H32O48Si192,891,272,H32O48Si192,Si_O_H_vacuum1,0.343201934035211,0.3388734317663632,19.600486199454167,-42005.47549137602,-1476.5998289570896,-1456.9993427576355
H32O48Si192,892,272,H32O48Si192,Si_O_H_vacuum1,0.36232808909353037,0.3572844896701792,19.98287751281287,-42006.73187815094,-1476.7020422364203,-1456.7191647236075
H32O48Si192,893,272,H32O48Si192,Si_O_H_vacuum1,0.3441065797876966,0.3460669064729742,18.658827264487854,-42009.64833824164,-1479.549285367115,-1460.8904581026272
H32O48Si192,894,272,H32O48Si192,Si_O_H_vacuum1,0.3573168232129169,0.35487665918902517,19.581957094743455,-42009.36855189904,-1479.2403784205646,-1459.658421325821
H32O48Si192,895,272,H32O48Si192,Si_O_H_vacuum1,0.35158675463705785,0.34900256539633506,19.055602474347207,-42010.90957236901,-1479.560252984651,-1460.504650510304
H32O48Si192,896,272,H32O48Si192,Si_O_H_vacuum1,0.3624936480552657,0.3641254821454925,19.38442698801722,-42007.89962804014,-1478.6510691152666,-1459.2666421272495
H32O48Si192,897,272,H32O48Si192,Si_O_H_vacuum1,0.3639073163821936,0.3642317855070411,19.56754189004748,-42007.58132924016,-1477.8647824353764,-1458.2972405453288
H32O48Si192,898,272,H32O48Si192,Si_O_H_vacuum1,0.348065562632759,0.3478252478099568,19.28408505887997,-42013.187635444854,-1481.3656211576758,-1462.0815360987958
H32O48Si192,899,272,H32O48Si192,Si_O_H_vacuum1,0.38589518608875933,0.3746556295754002,20.297505424237865,-42005.47273583789,-1476.5247387932443,-1456.2272333690064
H32O48Si192,900,272,H32O48Si192,Si_O_H_vacuum1,0.3367673505235609,0.34368221594862625,19.606179775657278,-42008.75676991385,-1479.4972603896094,-1459.8910806139522
H32O48Si192,901,272,H32O48Si192,Si_O_H_vacuum1,0.36434952333917503,0.3585969948512531,19.748371957243354,-42003.58779052835,-1475.355135129469,-1455.6067631722258
H32O48Si192,902,272,H32O48Si192,Si_O_H_vacuum1,0.3654840524160085,0.36232393038058686,19.997152246704452,-42010.08087850683,-1479.8264697330942,-1459.8293174863898
H32O48Si192,903,272,H32O48Si192,Si_O_H_vacuum1,0.3774601236513832,0.37782040687750856,19.4462199775243,-42007.93840366388,-1478.1738955727656,-1458.7276755952412
H32O48Si192,904,272,H32O48Si192,Si_O_H_vacuum1,0.3438869209993953,0.3428921749669053,19.797004122171213,-42004.862327992036,-1475.8085844557804,-1456.0115803336091
H32O48Si192,905,272,H32O48Si192,Si_O_H_vacuum1,0.3590591820665162,0.35488108882700947,19.737666712988744,-42008.76250009132,-1477.9059272085044,-1458.1682604955156
H32O48Si192,906,272,H32O48Si192,Si_O_H_vacuum1,0.3568016684415363,0.35895262420836566,19.919514421293098,-42008.58313031617,-1478.9125682632377,-1458.9930538419446
H32O48Si192,907,272,H32O48Si192,Si_O_H_vacuum1,0.37282421429276397,0.3707534152056219,19.86001131631484,-42008.24370234451,-1477.8406069664306,-1457.980595650116
H32O48Si192,908,272,H32O48Si192,Si_O_H_vacuum1,0.3712950714087151,0.3704004923338315,19.578390912642696,-42010.46671091584,-1480.6282291814055,-1461.0498382687629
H32O48Si192,909,272,H32O48Si192,Si_O_H_vacuum1,0.3733059645034297,0.37180510392069516,19.84873572307131,-42008.942988876,-1480.380333214068,-1460.5315974909968
H32O48Si192,910,272,H32O48Si192,Si_O_H_vacuum1,0.3370713447204417,0.3345239697849921,19.888024675146614,-42007.66907884739,-1478.253489504507,-1458.3654648293602
H32O48Si192,911,272,H32O48Si192,Si_O_H_vacuum1,0.37513069956232087,0.37023769214586616,20.344265659867816,-42003.009563959844,-1476.3766759149237,-1456.0324102550558
H32O48Si192,912,272,H32O48Si192,Si_O_H_vacuum1,0.3605989053281787,0.36061976174081606,19.558551213672587,-42007.974431136616,-1478.310241415941,-1458.7516902022683
H32O48Si192,913,272,H32O48Si192,Si_O_H_vacuum1,0.36309795207262396,0.3568262120247221,19.87652895127034,-42008.91534729863,-1480.5089650490074,-1460.6324360977371
H32O48Si192,914,272,H32O48Si192,Si_O_H_vacuum1,0.3538739868927459,0.35173881420234704,20.07510788394638,-42005.27217522227,-1477.0581889389193,-1456.983081054973
H32O48Si192,915,272,H32O48Si192,Si_O_H_vacuum1,0.34554183168303637,0.3473871364970889,19.361165841509074,-42006.253785982866,-1477.1037216574173,-1457.7425558159082
H32O48Si192,916,272,H32O48Si192,Si_O_H_vacuum1,0.35052124996289796,0.35056597875612694,20.145137420452098,-42010.34868163533,-1479.83473312905,-1459.6895957085978
H32O48Si192,917,272,H32O48Si192,Si_O_H_vacuum1,0.36922895515998605,0.3632682012110207,20.506374945645902,-42005.016216164804,-1474.315308548263,-1453.8089336026171
H32O48Si192,918,272,H32O48Si192,Si_O_H_vacuum1,0.3712708410656356,0.366938223283139,20.614560208800874,-42006.53500529639,-1475.5293693294018,-1454.914809120601
H32O48Si192,919,272,H32O48Si192,Si_O_H_vacuum1,0.3504817168943435,0.3532633026237492,20.405931275532502,-42014.01767944593,-1481.8203468084641,-1461.4144155329316
H32O48Si192,920,272,H32O48Si192,Si_O_H_vacuum1,0.3541458993379888,0.35767352680449543,19.677502634617323,-42010.55739106273,-1478.6719750083687,-1458.9944723737515
H32O48Si192,921,272,H32O48Si192,Si_O_H_vacuum1,0.3655031233281882,0.3659309944802523,19.831389842014836,-42011.93812701033,-1480.2956517328403,-1460.4642618908254
H32O48Si192,922,272,H32O48Si192,Si_O_H_vacuum1,0.3328511466601018,0.32714356661921645,19.93182203735701,-42008.40059994025,-1477.1325746034563,-1457.2007525660993
H32O48Si192,923,272,H32O48Si192,Si_O_H_vacuum1,0.35263727161710495,0.35199486664074986,20.093407802335502,-42008.634428515186,-1477.9263834558699,-1457.8329756535343
H32O48Si192,924,272,H32O48Si192,Si_O_H_vacuum1,0.34982728581564676,0.3493815320574035,20.319072558344548,-42009.95189322573,-1478.7940349554735,-1458.474962397129
H32O48Si192,925,272,H32O48Si192,Si_O_H_vacuum1,0.3647359291090121,0.36065075163469396,20.233407292171975,-42007.03328951618,-1476.9495382870882,-1456.7161309949163
H32O48Si192,926,272,H32O48Si192,Si_O_H_vacuum1,0.36952339508269216,0.372873285324845,20.50057438038069,-42008.78785780109,-1478.980462671876,-1458.4798882914954
H32O48Si192,927,272,H32O48Si192,Si_O_H_vacuum1,0.3540333210759931,0.3578600092051002,20.17506049900505,-42011.64722566678,-1479.5666525853155,-1459.3915920863105
