observable,role,units,target,prediction,scale,normalized_residual
normal_strain_force_ev,exact,eV/strain,0.0,-7.105427357601002e-15,0.1,-7.105427357601002e-14
cohesive_ev_atom,exact,eV/atom,3.36,3.359999999999997,0.0672,-3.965082230804131e-14
C11_GPa,exact,GPa,113.99999999999996,113.99999999999993,5.699999999999998,-4.9862648123515816e-15
C12_GPa,exact,GPa,62.000000000000014,62.00000000000038,3.100000000000001,1.1689574039924225e-13
C44_GPa,exact,GPa,32.0,32.0000000000002,1.6,1.2434497875801753e-13
perfect_Haa,fit,eV/L0^2,19.66091286328976,27.15436375947914,1.9660912863289761,3.81134434005906
perfect_Hxx,fit,eV/L0^2,4.393593035123306,5.877002594709667,0.43935930351233066,3.376301691412184
saddle_energy_at_source_state,fit,eV/cell,0.07624909750742465,0.06479284741900951,0.007624909750742465,-1.5024768112566318
saddle_normal_force_at_source_state,fit,eV/L0,1.4903612010162394e-15,-0.08799045409888097,0.03173805605024358,-2.7723958253645833
fault_energy_at_source_state,fit,eV/cell,0.06670794504308616,0.05706774571300931,0.006670794504308616,-1.4451351070476424
fault_normal_force_at_source_state,fit,eV/L0,5.29078226360765e-15,0.0775869193656386,0.03173805605024358,2.444602128208727
saddle_path_force_at_source_state,fit,eV/L0,2.296700476743968e-16,-0.02267298868305172,0.03173805605024358,-0.7143786200124863
opening_1.1h_energy,fit,eV/cell,0.05670265774764735,0.04360694876231466,0.005670265774764736,-2.3095405939549702
opening_1.5h_energy,fit,eV/cell,0.4710312483934004,0.44077883502438386,0.04710312483934004,-0.6422591594974187
opening_2h_energy,fit,eV/cell,0.7060534019484034,0.8045219348057695,0.07060534019484034,1.394632935492349
opening_40h_energy,fit,eV/cell,0.7719163228888833,0.739175815340154,0.07719163228888834,-0.42414581189575823
direct_quarter_energy,heldout,eV/cell,0.117221996542065,0.2207689392775687,0.0117221996542065,8.833405486174769
direct_half_energy,heldout,eV/cell,0.26732847628894163,0.6150402200203886,0.026732847628894163,13.006910021647794
oblique_energy,heldout,eV/cell,0.13339289745734875,0.085888442509356,0.013339289745734876,-3.5612432036107395
opening_1.25h_energy,heldout,eV/cell,0.24853683654490819,0.14395081523630227,0.02485368365449082,-4.20806922476895
opening_3h_energy,heldout,eV/cell,0.7719163228888833,0.6498097871432087,0.07719163228888834,-1.5818623356569668
saddle_Haa,heldout,eV/L0^2,12.717337762538286,19.195832403528925,1.2717337762538286,5.09422236159715
saddle_Hxx,heldout,eV/L0^2,-0.18642463121762062,0.7121453797795377,0.018642463121762064,48.20017639987835
fault_Haa,heldout,eV/L0^2,14.140554350039636,16.436401909590238,1.4140554350039638,1.6235909163944242
fault_Hxx,heldout,eV/L0^2,2.4858929774856264,2.270348778379992,0.24858929774856264,-0.867069504028481
