observable,role,units,target,prediction,scale,normalized_residual
normal_strain_force_ev,exact,eV/strain,0.0,0.0,0.1,0.0
cohesive_ev_atom,exact,eV/atom,3.36,3.3600000000000008,0.0672,1.3216940769347102e-14
C11_GPa,exact,GPa,113.99999999999996,113.99999999999991,5.699999999999998,-7.479397218527373e-15
C12_GPa,exact,GPa,62.000000000000014,62.00000000000007,3.100000000000001,1.83365867292929e-14
C44_GPa,exact,GPa,32.0,31.99999999999985,1.6,-9.325873406851315e-14
perfect_Haa,fit,eV/L0^2,19.66091286328976,27.546524101623774,1.9660912863289761,4.010806259691929
perfect_Hxx,fit,eV/L0^2,4.393593035123306,4.522411350237564,0.43935930351233066,0.2931958287544099
saddle_energy_at_source_state,fit,eV/cell,0.07624909750742465,0.08827506753135364,0.007624909750742465,1.5771950642114791
saddle_normal_force_at_source_state,fit,eV/L0,1.4903612010162394e-15,0.1082118208974856,0.03173805605024358,3.4095289492896845
fault_energy_at_source_state,fit,eV/cell,0.06670794504308616,0.07798758176218859,0.006670794504308616,1.6908985446661553
fault_normal_force_at_source_state,fit,eV/L0,5.29078226360765e-15,-0.0975827790771118,0.03173805605024358,-3.0746299938041783
saddle_path_force_at_source_state,fit,eV/L0,2.296700476743968e-16,-0.023831316666210137,0.03173805605024358,-0.7508751206590508
opening_1.1h_energy,fit,eV/cell,0.05670265774764735,0.059080117321869526,0.005670265774764736,0.41928538602245996
opening_1.5h_energy,fit,eV/cell,0.4710312483934004,0.425253995298033,0.04710312483934004,-0.9718517243071465
opening_2h_energy,fit,eV/cell,0.7060534019484034,0.6503041887201659,0.07060534019484034,-0.7895891879338535
opening_40h_energy,fit,eV/cell,0.7719163228888833,0.8580851066980532,0.07719163228888834,1.1162969515489016
direct_quarter_energy,fit,eV/cell,0.117221996542065,0.1074470794425334,0.0117221996542065,-0.8338807892615854
direct_half_energy,fit,eV/cell,0.26732847628894163,0.2729206350233716,0.026732847628894163,0.2091867956627897
oblique_energy,fit,eV/cell,0.13339289745734875,0.12131187045124825,0.013339289745734876,-0.9056724335689094
opening_1.25h_energy,fit,eV/cell,0.24853683654490819,0.21549793286805308,0.02485368365449082,-1.3293362922033207
opening_3h_energy,fit,eV/cell,0.7719163228888833,0.807548474253289,0.07719163228888834,0.46160639836003164
saddle_Haa,fit,eV/L0^2,12.717337762538286,22.467696608881365,1.2717337762538286,7.6669811153910725
saddle_Hxx,fit,eV/L0^2,-0.18642463121762062,-0.062156261330442886,0.018642463121762064,6.6658772006427895
fault_Haa,fit,eV/L0^2,14.140554350039636,24.651651274809268,1.4140554350039638,7.4332990521974605
fault_Hxx,fit,eV/L0^2,2.4858929774856264,2.6667671571478713,0.24858929774856264,0.7276024402514354
saddle_normal_path_coupling,fit,eV/L0^2,1.2055891043737141,0.5972440629894259,0.12055891043737142,-5.04603964300353
opening_1.1h_normal_force,fit,eV/L0,1.2761663221727821,1.210437797026991,0.03173805605024358,-2.070968840742426
opening_1.3h_normal_force,fit,eV/L0,1.4139711872929317,1.1692699962338193,0.03173805605024358,-7.7100245418853985
opening_1.5h_normal_force,fit,eV/L0,0.6379256757978651,0.8103026609434157,0.03173805605024358,5.431239546387647
opening_2h_normal_force,fit,eV/L0,0.5548811295393773,0.3655577176333646,0.03173805605024358,-5.965186135102301
opening_2.5h_normal_force,fit,eV/L0,0.0005156382639574782,0.17668271235957336,0.03173805605024358,5.550657350177055
opening_3h_normal_force,fit,eV/L0,0.0,0.08547381980069285,0.03173805605024358,2.6931019236144067
shockley_0.15_energy,fit,eV/cell,0.013715574532912111,0.012249085168078593,0.004433026104653031,-0.3308099998089905
shockley_0.35_energy,fit,eV/cell,0.04820527408303389,0.04947902941482016,0.004820527408303389,0.26423567877494375
shockley_0.75_energy,fit,eV/cell,0.08334161260537679,0.099181688471215,0.00833416126053768,1.900620274872902
new_direct_017_energy,fit,eV/cell,0.05826439239193282,0.050883772461307306,0.0058264392391932825,-1.266746228292843
new_direct_017_normal_force,fit,eV/L0,-0.44118804525591643,-0.448631730397524,0.03173805605024358,-0.23453500522601994
new_direct_017_Haa,fit,eV/L0^2,26.109437232644353,27.066410463745058,2.6109437232644357,0.3665238827530954
new_direct_039_energy,fit,eV/cell,0.2262381941113307,0.22923517858847017,0.022623819411133072,0.13247031470135734
new_direct_039_normal_force,fit,eV/L0,-1.9685101248020884,-1.9573085779918742,0.03173805605024358,0.3529373945424193
new_direct_039_Haa,fit,eV/L0^2,36.31678531793335,46.6287626424147,3.6316785317933356,2.8394521250175897
new_raised_direct_energy,fit,eV/cell,0.11960599647825673,0.11962173642026308,0.011960599647825674,0.0013159826822905175
new_raised_direct_normal_force,fit,eV/L0,0.08783049166112324,0.16329261789927182,0.03173805605024358,2.3776543251006528
new_raised_direct_Haa,fit,eV/L0^2,20.00400949091716,17.593832735328785,2.000400949091716,-1.2048468366717768
new_off_path_positive_energy,fit,eV/cell,0.05360470506556986,0.05337730796675459,0.0053604705065569865,-0.042421108098087856
new_off_path_positive_normal_force,fit,eV/L0,0.35206897342006,0.41443570080055064,0.03173805605024358,1.9650455995716853
