model,original_source_loss,common_other_loss,Haa,Hxx,rank,dimension,condition_number,exact_derivative_residual,optimizer_success,optimizer_stop,optimizer_optimality,positive_profile_found,selected_profile_is_optimizer_endpoint,positive_material_shape_optimizer_converged,selection_includes_trial_and_difference_profiles,material_accepted,global_optimality_claimed
power_family,2223.2001357386766,2223.2001357386775,19.660912863289774,4.393593035123307,9,9,4280.321061825746,1.887379141862766e-14,False,The maximum number of function evaluations is exceeded.,4.71620074942857,True,False,False,True,False,False
