observable,role,units,target,prediction,scale,normalized_residual
shockley_0.15_energy,fit,eV/cell,0.013715574532912111,0.024940924593026704,0.004433026104653031,2.5322093294989045
shockley_0.35_energy,fit,eV/cell,0.04820527408303389,0.10333519658290709,0.004820527408303389,11.436491867033377
shockley_0.75_energy,fit,eV/cell,0.08334161260537679,0.2121121593758258,0.00833416126053768,15.450930542966404
new_direct_017_energy,fit,eV/cell,0.05826439239193282,0.12991878200235055,0.0058264392391932825,12.298144144096293
new_direct_017_normal_force,fit,eV/L0,-0.44118804525591643,-2.1321578769656058,0.03173805605024358,-53.278935201096274
new_direct_017_Haa,fit,eV/L0^2,26.109437232644353,99.56130931023836,2.6109437232644357,28.132307649188967
new_direct_039_energy,fit,eV/cell,0.2262381941113307,0.647718662331156,0.022623819411133072,18.629943094949603
new_direct_039_normal_force,fit,eV/L0,-1.9685101248020884,-10.867321558788039,0.03173805605024358,-280.38300203070105
new_direct_039_Haa,fit,eV/L0^2,36.31678531793335,320.6516947078582,3.6316785317933356,78.29297304283132
new_raised_direct_energy,fit,eV/cell,0.11960599647825673,0.25678039529444235,0.011960599647825674,11.4688563161733
new_raised_direct_normal_force,fit,eV/L0,0.08783049166112324,0.03158862653382655,0.03173805605024358,-1.7720639549650379
new_raised_direct_Haa,fit,eV/L0^2,20.00400949091716,61.78219108260814,2.000400949091716,20.884903904220007
new_off_path_positive_energy,fit,eV/cell,0.05360470506556986,0.10265269988942206,0.0053604705065569865,9.14994211121135
new_off_path_positive_normal_force,fit,eV/L0,0.35206897342006,0.5497063288339216,0.03173805605024358,6.227141167719526
new_off_path_positive_Haa,fit,eV/L0^2,13.446420569551602,30.655903893393653,1.3446420569551603,12.798560951463632
new_off_path_negative_energy,fit,eV/cell,0.21544733160917068,0.5623888362333138,0.021544733160917068,16.103309427545277
new_off_path_negative_normal_force,fit,eV/L0,-0.05312860042135701,1.4563078012265671,0.03173805605024358,47.55919515859383
new_off_path_negative_Haa,fit,eV/L0^2,13.5831841481301,42.259186530207295,1.35831841481301,21.11139926349656
new_shockley_058_energy,fit,eV/cell,0.07969505412787091,0.1883761837777828,0.007969505412787091,13.637123512775682
new_shockley_058_normal_force,fit,eV/L0,-0.6123357455328253,-1.7483119387224046,0.03173805605024358,-35.792242328618016
new_shockley_058_Haa,fit,eV/L0^2,23.107568998056017,89.74691877168343,2.3107568998056016,28.838753994084627
new_opening_1.17h_energy,fit,eV/cell,0.14263027381623705,0.1410715509318384,0.014263027381623706,-0.10928415424672659
new_opening_1.17h_normal_force,fit,eV/L0,1.6398229617729339,1.4605583375170519,0.03173805605024358,-5.648254700038762
new_opening_1.42h_energy,fit,eV/cell,0.4226003973463561,0.41063786649673806,0.042260039734635615,-0.2830695599136832
new_opening_1.42h_normal_force,fit,eV/L0,0.8686291067124379,0.5881180640872259,0.03173805605024358,-8.838318332450584
new_opening_1.78h_energy,fit,eV/cell,0.5953584311886578,0.4208041061458623,0.05953584311886578,-2.9319199308942445
new_opening_1.78h_normal_force,fit,eV/L0,0.5989965116849877,0.44034818100771655,0.03173805605024358,-4.998678256353181
new_opening_2.23h_energy,fit,eV/cell,0.7765619947928292,0.9329764328332111,0.07765619947928293,2.014191256966033
new_opening_2.23h_normal_force,fit,eV/L0,0.15664558956102492,1.8082643162355745,0.03173805605024358,52.03906389414401
new_opening_3.4h_energy,fit,eV/cell,0.7719163228888833,1.8568388740103616,0.07719163228888834,14.054924335077857
new_opening_3.4h_normal_force,fit,eV/L0,0.0,0.3386303233688507,0.03173805605024358,10.669535740713767
new_opening_5.5h_energy,fit,eV/cell,0.7719163228888833,2.0886087771511264,0.07719163228888834,17.05745059690595
new_opening_5.5h_normal_force,fit,eV/L0,0.0,0.053055318538071945,0.03173805605024358,1.6716625131067144
v16_direct011_energy,heldout,eV/cell,0.025339211626875774,0.05180844806789276,0.004433026104653031,5.970918243236628
v16_direct011_normal_force,heldout,eV/L0,-0.1684646879274777,-0.8466415329481953,0.03173805605024358,-21.36793897985169
v16_direct011_Haa,heldout,eV/L0^2,23.17866876533168,64.68073478565285,2.317866876533168,17.905284570266513
v16_direct031_energy,heldout,eV/cell,0.16617323878813156,0.4481189058009357,0.016617323878813157,16.966971882414878
v16_direct031_normal_force,heldout,eV/L0,-1.4977500080753077,-7.461909151171419,0.03173805605024358,-187.91822453317326
v16_direct031_Haa,heldout,eV/L0^2,34.460781638400974,236.22105002842395,3.4460781638400975,58.54779224310854
v16_raised043_energy,heldout,eV/cell,0.1726273519698645,0.42084615928712243,0.017262735196986453,14.378880547306858
v16_raised043_normal_force,heldout,eV/L0,-0.17083895700384927,0.49144816460438445,0.03173805605024358,20.86728691132773
v16_raised043_Haa,heldout,eV/L0^2,18.238440853611248,60.263841166384196,1.8238440853611249,23.042211036614916
v16_off_plus_energy,heldout,eV/cell,0.0652424878354941,0.13792768176443893,0.006524248783549411,11.140775948369281
v16_off_plus_normal_force,heldout,eV/L0,-0.08042066717244803,-0.5441111020050629,0.03173805605024358,-14.609919211767734
v16_off_plus_Haa,heldout,eV/L0^2,20.981095919956758,61.95190645967769,2.098109591995676,19.52748831425454
v16_off_minus_energy,heldout,eV/cell,0.21182429891635463,0.5790599424121148,0.021182429891635463,17.33680438809216
v16_off_minus_normal_force,heldout,eV/L0,0.3481661631135443,2.1765598957547176,0.03173805605024358,57.608875910569225
v16_off_minus_Haa,heldout,eV/L0^2,5.497617912510364,4.595528510658514,0.5497617912510364,-1.6408732221987592
v16_shockley043_energy,heldout,eV/cell,0.061697611386283796,0.13740942178986607,0.00616976113862838,12.271432994311027
v16_shockley043_normal_force,heldout,eV/L0,-0.43484281773712713,-1.5057554694368507,0.03173805605024358,-33.74222573696364
v16_shockley043_Haa,heldout,eV/L0^2,25.03469226049791,85.12926634654627,2.5034692260497913,24.004518793654686
v16_opening1.21_energy,heldout,eV/cell,0.19627832926906572,0.19092564460311756,0.019627832926906574,-0.2727088968956166
v16_opening1.21_normal_force,heldout,eV/L0,1.631864707518524,1.5804818291054916,0.03173805605024358,-1.6189674103445286
v16_opening1.21_Haa,heldout,eV/L0^2,-1.3832350292334812,2.4403776398636303,0.13832350292334814,27.64253787887344
v16_opening1.62_energy,heldout,eV/cell,0.5246331923940108,0.41372601941165565,0.05246331923940109,-2.1139945887956992
v16_opening1.62_normal_force,heldout,eV/L0,0.5093642313524578,-0.21354195325769165,0.03173805605024358,-22.777267248685238
v16_opening1.62_Haa,heldout,eV/L0^2,-0.15582859326870177,1.5575397487723774,0.1,17.13368342041079
v16_opening1.93_energy,heldout,eV/cell,0.6719836252695317,0.526358030887204,0.06719836252695317,-2.1671003415286716
v16_opening1.93_normal_force,heldout,eV/L0,0.6270410192299789,1.252639285008133,0.03173805605024358,19.711297528361154
v16_opening1.93_Haa,heldout,eV/L0^2,-0.6638075680371565,5.573048892452708,0.1,62.368564604898644
v16_opening2.71_energy,heldout,eV/cell,0.7719163228888833,1.507968035171812,0.07719163228888834,9.5353821451562
v16_opening2.71_normal_force,heldout,eV/L0,0.0,1.0436107480162569,0.03173805605024358,32.88199965253535
v16_opening2.71_Haa,heldout,eV/L0^2,0.0,-2.0818603625843726,0.1,-20.818603625843725
v16_opening4.3_energy,heldout,eV/cell,0.7719163228888833,2.007814265871989,0.07719163228888834,16.010776120885478
v16_opening4.3_normal_force,heldout,eV/L0,0.0,0.12566271915250105,0.03173805605024358,3.9593703834150427
v16_opening4.3_Haa,heldout,eV/L0^2,0.0,-0.13085432331654867,0.1,-1.3085432331654867
v16_opening6.2_energy,heldout,eV/cell,0.7719163228888833,2.113323217906686,0.07719163228888834,17.377620543086984
v16_opening6.2_normal_force,heldout,eV/L0,0.0,0.03503230020872589,0.03173805605024358,1.1037947678102054
v16_opening6.2_Haa,heldout,eV/L0^2,0.0,-0.023946171495641745,0.1,-0.23946171495641744
control_pair_u,exact,eV/basis,0.5269551440966778,0.5269551440966841,0.5269551440966778,1.2009126984065226e-14
control_pair_v,exact,eV/basis,3.0730020231639874,3.073002023164006,3.0730020231639874,6.069552402864559e-15
