observable,role,units,target,prediction,scale,normalized_residual
normal_strain_force_ev,exact,eV/strain,0.0,-7.105427357601002e-15,0.1,-7.105427357601002e-14
cohesive_ev_atom,exact,eV/atom,3.36,3.36000000000001,0.0672,1.5199481884749167e-13
C11_GPa,exact,GPa,113.99999999999996,113.99999999999966,5.699999999999998,-5.235578052969161e-14
C12_GPa,exact,GPa,62.000000000000014,62.00000000000017,3.100000000000001,5.0425613505555484e-14
C44_GPa,exact,GPa,32.0,31.99999999999966,1.6,-2.1316282072803006e-13
perfect_Haa,fit,eV/L0^2,19.66091286328976,40.74665442313227,1.9660912863289761,10.724701190865428
perfect_Hxx,fit,eV/L0^2,4.393593035123306,8.146433526130913,0.43935930351233066,8.541620630328323
saddle_energy_at_source_state,fit,eV/cell,0.07624909750742465,0.19297379738723275,0.007624909750742465,15.308338550294605
saddle_normal_force_at_source_state,fit,eV/L0,1.4903612010162394e-15,0.18878218728277618,0.03173805605024358,5.948133275204984
fault_energy_at_source_state,fit,eV/cell,0.06670794504308616,0.1925814993645857,0.006670794504308616,18.86934970642534
fault_normal_force_at_source_state,fit,eV/L0,5.29078226360765e-15,-0.16299124762031372,0.03173805605024358,-5.135514518037664
saddle_path_force_at_source_state,fit,eV/L0,2.296700476743968e-16,0.11941238686449063,0.03173805605024358,3.762435439506823
opening_1.1h_energy,fit,eV/cell,0.05670265774764735,0.0656880021118807,0.005670265774764736,1.5846425407821654
opening_1.5h_energy,fit,eV/cell,0.4710312483934004,0.4294609591203371,0.04710312483934004,-0.8825378234427497
opening_2h_energy,fit,eV/cell,0.7060534019484034,0.6062228838779093,0.07060534019484034,-1.413923051641771
opening_40h_energy,fit,eV/cell,0.7719163228888833,2.1878359588609584,0.07719163228888834,18.342916116516626
direct_quarter_energy,fit,eV/cell,0.117221996542065,0.2935998020254427,0.0117221996542065,15.04647682912351
direct_half_energy,fit,eV/cell,0.26732847628894163,0.7765056909890771,0.026732847628894163,19.046875281247328
oblique_energy,fit,eV/cell,0.13339289745734875,0.2635471210693654,0.013339289745734876,9.757207924329881
opening_1.25h_energy,fit,eV/cell,0.24853683654490819,0.2432624662462149,0.02485368365449082,-0.21221684366857485
opening_3h_energy,fit,eV/cell,0.7719163228888833,1.7036350998682535,0.07719163228888834,12.070204364799915
saddle_Haa,fit,eV/L0^2,12.717337762538286,33.880471263100176,1.2717337762538286,16.64116648918656
saddle_Hxx,fit,eV/L0^2,-0.18642463121762062,0.21894905498323652,0.018642463121762064,21.744641979613135
fault_Haa,fit,eV/L0^2,14.140554350039636,37.196871951246536,1.4140554350039638,16.305101646274757
fault_Hxx,fit,eV/L0^2,2.4858929774856264,2.3553724733062094,0.24858929774856264,-0.5250447439271216
saddle_normal_path_coupling,fit,eV/L0^2,1.2055891043737141,-0.003968620860101524,0.12055891043737142,-10.032918519632467
opening_1.1h_normal_force,fit,eV/L0,1.2761663221727821,1.175226017387282,0.03173805605024358,-3.180418631364964
opening_1.3h_normal_force,fit,eV/L0,1.4139711872929317,1.4647914895707732,0.03173805605024358,1.6012418088048426
opening_1.5h_normal_force,fit,eV/L0,0.6379256757978651,0.026866046258198217,0.03173805605024358,-19.253215400852415
opening_2h_normal_force,fit,eV/L0,0.5548811295393773,1.5269204509085559,0.03173805605024358,30.62693316283681
opening_2.5h_normal_force,fit,eV/L0,0.0005156382639574782,1.4287782548979613,0.03173805605024358,45.00157836929153
opening_3h_normal_force,fit,eV/L0,0.0,0.6392933166395749,0.03173805605024358,20.14280003877769
