model,original_source_loss,common_other_loss,Haa,Hxx,rank,dimension,condition_number,exact_derivative_residual,optimizer_success,optimizer_stop,optimizer_optimality,positive_profile_found,selected_profile_is_optimizer_endpoint,positive_material_shape_optimizer_converged,selection_includes_trial_and_difference_profiles,material_accepted,global_optimality_claimed
old_family,2215.203159042821,2215.2031590428205,19.66091286328976,4.393593035123308,8,8,300.9428202143143,4.4876383311164236e-14,True,`ftol` termination condition is satisfied.,1.4077872412102026,True,False,False,True,False,False
