model,ring,reciprocal_tolerance,source_force_RMS,material_error_RMS,maximum_material_error
unchanged,5,2e-12,2.2311410467059282e-10,0.2888343660057831,0.9913597033649854
unchanged,7,2e-12,2.2311410467059282e-10,0.2888336012642672,0.9913543460660847
unchanged,9,2e-12,2.2311410467059282e-10,0.28883347311416924,0.9913534058253312
unchanged,7,2e-13,2.2311410467059282e-10,0.2888336012642672,0.9913543460660847
joint_trial,5,2e-12,2.2311410467059282e-10,0.15241872144836685,0.45451854694419147
joint_trial,7,2e-12,2.2311410467059282e-10,0.152416678588337,0.45450521165891106
joint_trial,9,2e-12,2.2311410467059282e-10,0.15241620505086903,0.45450197159159045
joint_trial,7,2e-13,2.2311410467059282e-10,0.152416678588337,0.45450521165891106
