model,ring,tolerance,component,candidate_gradient,source_gradient,units
joint_trial,9,2e-12,8,-0.0645472717792929,-5.634851960034659e-11,eV/L0
joint_trial,9,2e-12,9,-0.11821417875191356,1.2182804675557428e-10,eV/L0
joint_trial,9,2e-12,10,0.11482413599770344,1.8843262020173945e-11,eV/L0
joint_trial,9,2e-12,11,0.21867834917123694,4.219110477654553e-11,eV/L0
joint_trial,9,2e-12,12,0.2291496671431718,1.12658672321575e-10,eV/L0
joint_trial,9,2e-12,13,-0.19759842743673953,-9.485236901474181e-10,eV/L0
joint_trial,9,2e-12,14,-0.12344605433754806,-6.627692838989674e-11,eV/L0
joint_trial,9,2e-12,15,-0.1495900989041191,1.2289099631575956e-10,eV/L0
joint_trial,9,2e-12,16,0.1482273953466734,-6.389049359012411e-11,eV/L0
joint_trial,9,2e-12,17,0.10267148435145278,-4.6131253331194166e-11,eV/L0
joint_trial,9,2e-12,18,0.13973348304077993,1.5156199646010338e-10,eV/L0
joint_trial,9,2e-12,19,-0.05575559115171116,7.180343819523927e-11,eV/L0
joint_trial,9,2e-12,20,0.04645940222290362,1.5806388142802774e-10,eV/L0
joint_trial,9,2e-12,21,-0.03148404652380782,2.2506543330413908e-10,eV/L0
joint_trial,9,2e-12,22,0.11969208990706218,-2.1777354052010534e-10,eV/L0
joint_trial,9,2e-12,23,0.08056886647920933,-2.6054750718040864e-10,eV/L0
joint_trial,9,2e-12,24,-0.037807085469009974,1.450336465508295e-10,eV/L0
joint_trial,9,2e-12,25,-0.15354907032784576,2.7293306503750614e-11,eV/L0
joint_trial,9,2e-12,26,-0.10005479317982327,2.537238336097758e-10,eV/L0
joint_trial,9,2e-12,27,-0.22810191712899516,1.5897691670041514e-10,eV/L0
joint_trial,9,2e-12,28,0.4318286286631358,-3.4303356856446587e-10,eV/L0
joint_trial,9,2e-12,29,-0.10112633440832627,-5.815114015317313e-11,eV/L0
joint_trial,9,2e-12,30,0.023350950008724936,-7.849654867081446e-11,eV/L0
joint_trial,9,2e-12,31,-0.21746515639415304,-1.0499828784205079e-10,eV/L0
joint_trial,9,2e-12,32,0.054025203123317045,-1.2330071685884292e-10,eV/L0
joint_trial,9,2e-12,33,0.04985397268872594,9.871063732028174e-11,eV/L0
joint_trial,9,2e-12,34,0.2330665013572448,-1.6286666459919275e-11,eV/L0
joint_trial,9,2e-12,35,-0.08021841740723952,-2.0873561559775489e-10,eV/L0
joint_trial,9,2e-12,36,-0.24401067377191293,4.574401118312421e-10,eV/L0
joint_trial,9,2e-12,37,-0.4545019711746603,4.169301570655648e-10,eV/L0
joint_trial,9,2e-12,38,0.1154790909026445,1.0800127112076119e-10,eV/L0
joint_trial,9,2e-12,39,0.02780159726764228,-1.3143699323370228e-10,eV/L0
joint_trial,9,2e-12,40,0.09718282143370977,6.60355789147693e-11,eV/L0
joint_trial,9,2e-12,41,0.10963193312823935,-3.2813626121841466e-10,eV/L0
joint_trial,9,2e-12,42,-0.05226281168797407,6.087430733103805e-11,eV/L0
joint_trial,9,2e-12,43,-0.12310566341349748,3.5821663690871475e-10,eV/L0
joint_trial,9,2e-12,44,-0.12761572084521025,-7.721874528687778e-11,eV/L0
joint_trial,9,2e-12,45,0.1395269104212905,5.677506121487541e-11,eV/L0
joint_trial,9,2e-12,46,0.010494195626430801,-1.9642593107604966e-10,eV/L0
joint_trial,9,2e-12,47,-0.022056765479292945,-8.386901936829894e-11,eV/L0
joint_trial,9,2e-12,48,-0.10214892476001042,1.4249560559287389e-10,eV/L0
joint_trial,9,2e-12,49,-0.016019306320628247,-3.4605429632961204e-11,eV/L0
joint_trial,9,2e-12,50,-0.11166540654535592,3.5174169132901056e-11,eV/L0
joint_trial,9,2e-12,51,0.25628225378822744,-3.127888959127134e-10,eV/L0
joint_trial,9,2e-12,52,0.22195418443414056,8.667559725505924e-12,eV/L0
joint_trial,9,2e-12,53,0.1270483523589288,-1.4726974501000356e-10,eV/L0
joint_trial,7,2e-13,0,0.12820723599279518,-1.5475172358836442e-10,eV/L0
joint_trial,7,2e-13,1,-0.1351469822333728,1.143303646200522e-10,eV/L0
joint_trial,7,2e-13,2,-0.06605319076292056,-3.7692667390065715e-10,eV/L0
joint_trial,7,2e-13,3,-0.019765428028024105,-2.823877954388765e-10,eV/L0
joint_trial,7,2e-13,4,-0.08832880553226131,4.890200744345208e-11,eV/L0
joint_trial,7,2e-13,5,-0.040420893652571205,1.81823016929053e-10,eV/L0
joint_trial,7,2e-13,6,0.10025948065653265,-7.026818623495634e-11,eV/L0
joint_trial,7,2e-13,7,0.013045599165363221,-1.9972870579643143e-10,eV/L0
joint_trial,7,2e-13,8,-0.06454804918085184,-5.634851960034659e-11,eV/L0
joint_trial,7,2e-13,9,-0.11821417874465073,1.2182804675557428e-10,eV/L0
joint_trial,7,2e-13,10,0.11482350967120715,1.8843262020173945e-11,eV/L0
joint_trial,7,2e-13,11,0.2186771331165776,4.219110477654553e-11,eV/L0
joint_trial,7,2e-13,12,0.22914966706464907,1.12658672321575e-10,eV/L0
joint_trial,7,2e-13,13,-0.1976000846630612,-9.485236901474181e-10,eV/L0
joint_trial,7,2e-13,14,-0.12344721212268664,-6.627692838989674e-11,eV/L0
joint_trial,7,2e-13,15,-0.14959009908623272,1.2289099631575956e-10,eV/L0
joint_trial,7,2e-13,16,0.1482302364092606,-6.389049359012411e-11,eV/L0
joint_trial,7,2e-13,17,0.1026704626260985,-4.6131253331194166e-11,eV/L0
joint_trial,7,2e-13,18,0.1397334832024761,1.5156199646010338e-10,eV/L0
joint_trial,7,2e-13,19,-0.055754554397021844,7.180343819523927e-11,eV/L0
joint_trial,7,2e-13,20,0.04645946515584405,1.5806388142802774e-10,eV/L0
joint_trial,7,2e-13,21,-0.03148404653714859,2.2506543330413908e-10,eV/L0
joint_trial,7,2e-13,22,0.11969143387754723,-2.1777354052010534e-10,eV/L0
joint_trial,7,2e-13,23,0.08056731586918478,-2.6054750718040864e-10,eV/L0
joint_trial,7,2e-13,24,-0.03780708522708542,1.450336465508295e-10,eV/L0
joint_trial,7,2e-13,25,-0.1535515791720636,2.7293306503750614e-11,eV/L0
joint_trial,7,2e-13,26,-0.10005566207361495,2.537238336097758e-10,eV/L0
joint_trial,7,2e-13,27,-0.22810191691096973,1.5897691670041514e-10,eV/L0
joint_trial,7,2e-13,28,0.43183176309097493,-3.4303356856446587e-10,eV/L0
joint_trial,7,2e-13,29,-0.10112655620895361,-5.815114015317313e-11,eV/L0
joint_trial,7,2e-13,30,0.023350950002021774,-7.849654867081446e-11,eV/L0
joint_trial,7,2e-13,31,-0.21746439682944385,-1.0499828784205079e-10,eV/L0
joint_trial,7,2e-13,32,0.054026323487125175,-1.2330071685884292e-10,eV/L0
joint_trial,7,2e-13,33,0.04985397270708628,9.871063732028174e-11,eV/L0
joint_trial,7,2e-13,34,0.23306566980221202,-1.6286666459919275e-11,eV/L0
joint_trial,7,2e-13,35,-0.08021933530137544,-2.0873561559775489e-10,eV/L0
joint_trial,7,2e-13,36,-0.24401067363054796,4.574401118312421e-10,eV/L0
joint_trial,7,2e-13,37,-0.4545052112419809,4.169301570655648e-10,eV/L0
joint_trial,7,2e-13,38,0.11547960187254683,1.0800127112076119e-10,eV/L0
joint_trial,7,2e-13,39,0.027801597432843175,-1.3143699323370228e-10,eV/L0
joint_trial,7,2e-13,40,0.0971850930348247,6.60355789147693e-11,eV/L0
joint_trial,7,2e-13,41,0.1096330081351827,-3.2813626121841466e-10,eV/L0
joint_trial,7,2e-13,42,-0.052262811698656784,6.087430733103805e-11,eV/L0
joint_trial,7,2e-13,43,-0.12310503603521032,3.5821663690871475e-10,eV/L0
joint_trial,7,2e-13,44,-0.12761417407277503,-7.721874528687778e-11,eV/L0
joint_trial,7,2e-13,45,0.13952691062796496,5.677506121487541e-11,eV/L0
joint_trial,7,2e-13,46,0.010493084178769093,-1.9642593107604966e-10,eV/L0
joint_trial,7,2e-13,47,-0.022056574095700998,-8.386901936829894e-11,eV/L0
joint_trial,7,2e-13,48,-0.1021489249814966,1.4249560559287389e-10,eV/L0
joint_trial,7,2e-13,49,-0.016021930521563994,-3.4605429632961204e-11,eV/L0
joint_trial,7,2e-13,50,-0.1116643248257566,3.5174169132901056e-11,eV/L0
joint_trial,7,2e-13,51,0.2562822536740757,-3.127888959127134e-10,eV/L0
joint_trial,7,2e-13,52,0.22195565282067306,8.667559725505924e-12,eV/L0
joint_trial,7,2e-13,53,0.12704940716789193,-1.4726974501000356e-10,eV/L0
