model,radius,coordinate,fixed_model_static_RMS_m,actual_MD_RMS_m,variance_relative_difference,MD_empirical_block_variance_range_m2,source_temperature_K,source_lattice_angstrom,kinetic_calibration
separate_range,12.0,normal,3.7202813265556274e-13,4.002259412507674e-13,-0.13594558156963654,2.9070280727055915e-26,300,4.065,False
separate_range,12.0,slip_110,8.721239332384684e-13,1.0090164355735016e-12,-0.2529323533762393,6.812620615867098e-26,300,4.065,False
separate_range,12.0,transverse,8.721239332384685e-13,9.640493658747906e-13,-0.1816146188784108,1.8956127549210892e-25,300,4.065,False
separate_range,16.0,normal,3.720282651705854e-13,4.002259412507674e-13,-0.1359449660236538,2.9070280727055915e-26,300,4.065,False
separate_range,16.0,slip_110,8.721252795032795e-13,1.0090164355735016e-12,-0.25293004693417964,6.812620615867098e-26,300,4.065,False
separate_range,16.0,transverse,8.721252795032794e-13,9.640493658747906e-13,-0.18161209225518948,1.8956127549210892e-25,300,4.065,False
