       Step     Time          Energy          fmax
LBFGS:    0 21:51:27     -341.298757       30.736561
LBFGS:    1 21:51:29     -353.526457       13.117857
LBFGS:    2 21:51:31     -357.104068        4.761411
LBFGS:    3 21:51:33     -358.049346        2.660498
LBFGS:    4 21:51:35     -358.615945        1.611412
LBFGS:    5 21:51:37     -358.817180        1.034592
LBFGS:    6 21:51:39     -358.869058        0.942501
LBFGS:    7 21:51:41     -358.942031        0.855883
LBFGS:    8 21:51:42     -359.020452        0.595944
LBFGS:    9 21:51:44     -359.037352        0.396068
LBFGS:   10 21:51:46     -359.051149        0.419419
LBFGS:   11 21:51:48     -359.083124        0.512766
LBFGS:   12 21:51:50     -359.099544        0.424735
LBFGS:   13 21:51:52     -359.115567        0.226098
LBFGS:   14 21:51:54     -359.123812        0.167236
LBFGS:   15 21:51:56     -359.129353        0.154454
LBFGS:   16 21:51:57     -359.132928        0.174596
LBFGS:   17 21:51:59     -359.136135        0.125021
LBFGS:   18 21:52:01     -359.138510        0.097962
LBFGS:   19 21:52:03     -359.140237        0.102802
LBFGS:   20 21:52:05     -359.141649        0.093436
LBFGS:   21 21:52:07     -359.142884        0.087288
LBFGS:   22 21:52:09     -359.143832        0.049296
LBFGS:   23 21:52:10     -359.144463        0.035034
LBFGS:   24 21:52:12     -359.144911        0.047836
LBFGS:   25 21:52:14     -359.145309        0.042034
LBFGS:   26 21:52:16     -359.145651        0.031650
LBFGS:   27 21:52:18     -359.145909        0.022962
LBFGS:   28 21:52:20     -359.146119        0.033958
LBFGS:   29 21:52:22     -359.146314        0.032515
LBFGS:   30 21:52:24     -359.146478        0.021609
LBFGS:   31 21:52:25     -359.146593        0.015305
LBFGS:   32 21:52:28     -359.146673        0.014378
LBFGS:   33 21:52:29     -359.146738        0.019099
LBFGS:   34 21:52:31     -359.146789        0.016164
LBFGS:   35 21:52:33     -359.146821        0.011610
LBFGS:   36 21:52:35     -359.146844        0.011543
LBFGS:   37 21:52:37     -359.146865        0.012399
LBFGS:   38 21:52:38     -359.146886        0.010951
LBFGS:   39 21:52:40     -359.146904        0.010990
LBFGS:   40 21:52:42     -359.146919        0.007963
LBFGS:   41 21:52:44     -359.146932        0.008629
LBFGS:   42 21:52:46     -359.146945        0.009991
LBFGS:   43 21:52:48     -359.146957        0.007711
LBFGS:   44 21:52:50     -359.146968        0.006145
LBFGS:   45 21:52:52     -359.146976        0.005300
LBFGS:   46 21:52:54     -359.146982        0.005155
LBFGS:   47 21:52:56     -359.146986        0.004133
LBFGS:   48 21:52:58     -359.146988        0.002561
LBFGS:   49 21:53:01     -359.146990        0.002831
LBFGS:   50 21:53:03     -359.146992        0.003468
LBFGS:   51 21:53:04     -359.146993        0.002905
LBFGS:   52 21:53:06     -359.146994        0.001942
LBFGS:   53 21:53:08     -359.146995        0.001722
LBFGS:   54 21:53:10     -359.146995        0.001600
LBFGS:   55 21:53:12     -359.146996        0.001531
LBFGS:   56 21:53:15     -359.146996        0.000899
LBFGS:   57 21:53:17     -359.146996        0.000784
LBFGS:   58 21:53:19     -359.146996        0.001019
LBFGS:   59 21:53:22     -359.146996        0.000813
LBFGS:   60 21:53:24     -359.146996        0.000572
LBFGS:   61 21:53:25     -359.146997        0.000504
LBFGS:   62 21:53:27     -359.146997        0.000606
LBFGS:   63 21:53:29     -359.146997        0.000584
LBFGS:   64 21:53:31     -359.146997        0.000408
LBFGS:   65 21:53:33     -359.146997        0.000359
LBFGS:   66 21:53:35     -359.146997        0.000360
LBFGS:   67 21:53:37     -359.146997        0.000347
LBFGS:   68 21:53:38     -359.146997        0.000254
LBFGS:   69 21:53:40     -359.146997        0.000215
LBFGS:   70 21:53:42     -359.146997        0.000275
LBFGS:   71 21:53:44     -359.146997        0.000271
LBFGS:   72 21:53:46     -359.146997        0.000208
LBFGS:   73 21:53:48     -359.146997        0.000160
LBFGS:   74 21:53:50     -359.146997        0.000130
LBFGS:   75 21:53:52     -359.146997        0.000138
LBFGS:   76 21:53:54     -359.146997        0.000152
LBFGS:   77 21:53:55     -359.146997        0.000115
LBFGS:   78 21:53:57     -359.146997        0.000068
