       Step     Time          Energy          fmax
LBFGS:    0 21:58:33     -343.597861       30.144585
LBFGS:    1 21:58:35     -347.587279       12.252706
LBFGS:    2 21:58:37     -348.612156        4.336595
LBFGS:    3 21:58:39     -348.859475        1.836400
LBFGS:    4 21:58:41     -348.959117        0.421952
LBFGS:    5 21:58:42     -348.982668        0.263768
LBFGS:    6 21:58:45     -348.991444        0.406828
LBFGS:    7 21:58:47     -349.001118        0.517354
LBFGS:    8 21:58:49     -349.012552        0.497990
LBFGS:    9 21:58:51     -349.022020        0.314858
LBFGS:   10 21:58:53     -349.027523        0.275670
LBFGS:   11 21:58:55     -349.031698        0.363166
LBFGS:   12 21:58:57     -349.036304        0.303415
LBFGS:   13 21:58:59     -349.039157        0.131096
LBFGS:   14 21:59:01     -349.040565        0.083217
LBFGS:   15 21:59:03     -349.041507        0.105604
LBFGS:   16 21:59:05     -349.042462        0.118031
LBFGS:   17 21:59:07     -349.043216        0.079026
LBFGS:   18 21:59:09     -349.043631        0.028520
LBFGS:   19 21:59:11     -349.043880        0.053653
LBFGS:   20 21:59:14     -349.044127        0.064215
LBFGS:   21 21:59:17     -349.044344        0.045860
LBFGS:   22 21:59:19     -349.044474        0.015075
LBFGS:   23 21:59:21     -349.044552        0.018670
LBFGS:   24 21:59:24     -349.044623        0.029060
LBFGS:   25 21:59:26     -349.044689        0.026718
LBFGS:   26 21:59:28     -349.044734        0.013794
LBFGS:   27 21:59:30     -349.044761        0.008682
LBFGS:   28 21:59:32     -349.044782        0.013457
LBFGS:   29 21:59:34     -349.044802        0.013692
LBFGS:   30 21:59:36     -349.044816        0.007393
LBFGS:   31 21:59:38     -349.044823        0.004719
LBFGS:   32 21:59:40     -349.044827        0.004190
LBFGS:   33 21:59:42     -349.044829        0.004167
LBFGS:   34 21:59:43     -349.044831        0.002151
LBFGS:   35 21:59:45     -349.044831        0.001041
LBFGS:   36 21:59:47     -349.044832        0.001380
LBFGS:   37 21:59:49     -349.044832        0.001347
LBFGS:   38 21:59:51     -349.044832        0.000690
LBFGS:   39 21:59:53     -349.044832        0.000561
LBFGS:   40 21:59:54     -349.044832        0.000817
LBFGS:   41 21:59:56     -349.044833        0.000710
LBFGS:   42 21:59:58     -349.044833        0.000319
LBFGS:   43 22:00:00     -349.044833        0.000129
LBFGS:   44 22:00:02     -349.044833        0.000172
LBFGS:   45 22:00:04     -349.044833        0.000125
LBFGS:   46 22:00:06     -349.044833        0.000045
