       Step     Time          Energy          fmax
LBFGS:    0 21:30:32     -342.273594       30.349849
LBFGS:    1 21:30:33     -350.316670       12.658961
LBFGS:    2 21:30:35     -352.478804        4.505507
LBFGS:    3 21:30:36     -352.999785        2.000888
LBFGS:    4 21:30:37     -353.229408        0.562387
LBFGS:    5 21:30:38     -353.297746        0.787629
LBFGS:    6 21:30:40     -353.337646        1.126126
LBFGS:    7 21:30:41     -353.404121        1.578026
LBFGS:    8 21:30:42     -353.509443        2.003283
LBFGS:    9 21:30:43     -353.600113        2.043076
LBFGS:   10 21:30:45     -353.688696        1.670906
LBFGS:   11 21:30:46     -353.827910        0.953259
LBFGS:   12 21:30:47     -354.020045        1.230483
LBFGS:   13 21:30:48     -354.065772        0.795642
LBFGS:   14 21:30:49     -354.114052        0.564702
LBFGS:   15 21:30:51     -354.134604        0.403217
LBFGS:   16 21:30:52     -354.155787        0.394988
LBFGS:   17 21:30:53     -354.165524        0.213473
LBFGS:   18 21:30:54     -354.173619        0.243193
LBFGS:   19 21:30:55     -354.179889        0.241759
LBFGS:   20 21:30:56     -354.187278        0.252349
LBFGS:   21 21:30:58     -354.192975        0.132851
LBFGS:   22 21:30:59     -354.197096        0.143062
LBFGS:   23 21:31:00     -354.201115        0.200356
LBFGS:   24 21:31:01     -354.205349        0.255100
LBFGS:   25 21:31:02     -354.208932        0.187822
LBFGS:   26 21:31:03     -354.211493        0.109560
LBFGS:   27 21:31:04     -354.213522        0.113113
LBFGS:   28 21:31:05     -354.215702        0.153129
LBFGS:   29 21:31:06     -354.217982        0.146218
LBFGS:   30 21:31:07     -354.220071        0.113811
LBFGS:   31 21:31:09     -354.222208        0.119782
LBFGS:   32 21:31:10     -354.224755        0.172476
LBFGS:   33 21:31:11     -354.227804        0.197216
LBFGS:   34 21:31:12     -354.231310        0.152551
LBFGS:   35 21:31:13     -354.235190        0.171221
LBFGS:   36 21:31:15     -354.239556        0.144239
LBFGS:   37 21:31:16     -354.244573        0.214798
LBFGS:   38 21:31:17     -354.249456        0.218507
LBFGS:   39 21:31:18     -354.253082        0.130872
LBFGS:   40 21:31:19     -354.255568        0.105799
LBFGS:   41 21:31:20     -354.257361        0.152698
LBFGS:   42 21:31:21     -354.258739        0.131190
LBFGS:   43 21:31:23     -354.259723        0.093351
LBFGS:   44 21:31:25     -354.260512        0.051701
LBFGS:   45 21:31:26     -354.261192        0.077537
LBFGS:   46 21:31:27     -354.262006        0.105755
LBFGS:   47 21:31:28     -354.262741        0.085905
LBFGS:   48 21:31:29     -354.263302        0.041745
LBFGS:   49 21:31:31     -354.263644        0.037732
LBFGS:   50 21:31:32     -354.263904        0.045041
LBFGS:   51 21:31:33     -354.264136        0.038720
LBFGS:   52 21:31:34     -354.264323        0.020610
LBFGS:   53 21:31:35     -354.264442        0.015110
LBFGS:   54 21:31:36     -354.264525        0.025767
LBFGS:   55 21:31:37     -354.264596        0.022525
LBFGS:   56 21:31:38     -354.264647        0.013072
LBFGS:   57 21:31:40     -354.264677        0.006708
LBFGS:   58 21:31:41     -354.264696        0.009839
LBFGS:   59 21:31:42     -354.264711        0.009029
LBFGS:   60 21:31:43     -354.264722        0.005915
LBFGS:   61 21:31:44     -354.264730        0.003843
LBFGS:   62 21:31:46     -354.264736        0.003737
LBFGS:   63 21:31:47     -354.264741        0.003833
LBFGS:   64 21:31:48     -354.264745        0.004368
LBFGS:   65 21:31:50     -354.264748        0.002887
LBFGS:   66 21:31:51     -354.264751        0.001649
LBFGS:   67 21:31:52     -354.264752        0.001923
LBFGS:   68 21:31:53     -354.264753        0.002602
LBFGS:   69 21:31:55     -354.264754        0.001826
LBFGS:   70 21:31:56     -354.264755        0.001538
LBFGS:   71 21:31:57     -354.264755        0.001286
LBFGS:   72 21:31:58     -354.264755        0.001525
LBFGS:   73 21:31:59     -354.264756        0.001384
LBFGS:   74 21:32:00     -354.264756        0.001099
LBFGS:   75 21:32:01     -354.264756        0.000993
LBFGS:   76 21:32:02     -354.264756        0.001447
LBFGS:   77 21:32:03     -354.264757        0.001233
LBFGS:   78 21:32:04     -354.264757        0.000719
LBFGS:   79 21:32:06     -354.264757        0.000616
LBFGS:   80 21:32:07     -354.264757        0.000595
LBFGS:   81 21:32:08     -354.264757        0.000603
LBFGS:   82 21:32:09     -354.264757        0.000417
LBFGS:   83 21:32:10     -354.264757        0.000287
LBFGS:   84 21:32:12     -354.264757        0.000311
LBFGS:   85 21:32:13     -354.264757        0.000239
LBFGS:   86 21:32:14     -354.264757        0.000191
LBFGS:   87 21:32:15     -354.264757        0.000134
LBFGS:   88 21:32:16     -354.264757        0.000183
LBFGS:   89 21:32:18     -354.264757        0.000132
LBFGS:   90 21:32:19     -354.264757        0.000071
