j,l,ux,uy,uz
-7,1,0.48918948946546864,0.00041003011806403053,0.000384508090743754
-7,2,0.4670602496140888,0.00046366074768438876,2.4444640688511764e-05
-7,3,0.444509999272861,0.0002292120296334356,-9.70743113735819e-05
-7,4,0.42163350375187636,-4.224558662028745e-06,3.171232082609953e-05
-6,-1,-0.46415333594095826,-0.0013787765342125895,-0.00011519209777634352
-6,0,-0.4872880114277103,-0.001227073283855877,0.0007098800570974739
-6,1,0.48780883616881576,0.0006905034153124709,0.0008380362208317394
-6,2,0.46290807098908726,0.000892100742610861,1.0432042057391921e-05
-6,3,0.4375963579046941,7.210384447935101e-05,2.7742015845815423e-05
-6,4,0.412005401800293,-0.000610488226316547,0.00033913319688334766
-6,5,0.3874302112320295,-0.0008413120112407966,0.0007352581731310409
-6,6,0.36602479946558314,-0.0007840259813117151,0.0006476650982643637
-5,-2,-0.43553957804757987,-0.002526839548101922,-0.0006001956045436681
-5,-1,-0.4585153910728395,-0.003842948053169497,-0.0006305448946067213
-5,0,-0.48515237533438355,-0.003143829603374513,0.00023476565201408157
-5,1,0.4857182049658521,0.001065790879330049,0.00029999319657002347
-5,2,0.45689082855372365,0.0011732628029385817,-0.00021123844824509424
-5,3,0.42756163770568506,-0.0006312960385995948,0.00038327170795802215
-5,4,0.3981391771232396,-0.0018479371199223251,0.0017021647444970017
-5,5,0.3712027714197171,-0.0022900135869478133,0.0022444052662396797
-5,6,0.3486093051004531,-0.0015389833956436065,0.0021904899833259986
-5,7,0.33036409385503474,-0.00034026046700899853,0.001017260877309018
-4,-3,-0.40378376262230853,-0.0028261234123061964,-0.0015481430744607165
-4,-2,-0.42520014790295124,-0.0060525191676613155,-0.0025933988477963854
-4,-1,-0.4515896317310075,-0.0075404653777982385,-0.0031757838742672976
-4,0,-0.4829504321761358,-0.005717166872617859,-0.0017569088849654212
-4,1,0.4823039993300645,0.0011322654090753985,-0.0008275215792998533
-4,2,0.44769906158036243,0.0007162256314214118,-0.0001916154748145558
-4,3,0.4122847924295551,-0.0022080516482300802,0.002051454418651794
-4,4,0.3780638987711217,-0.003886306478220655,0.003841447056053983
-4,5,0.34924517741502714,-0.0036181102115224245,0.004923491138862789
-4,6,0.32674777998517457,-0.0014711380518195201,0.00299811706135335
