iteration,energy,maximum_force
0,1.0405776994308176,1.2227031990058634
1,0.9903719621974602,0.08574660598463973
2,0.9888273113581499,0.004578152154248449
3,0.9888252329966045,1.6258019231052412e-05
4,0.9888252329856912,2.5485022425719706e-10
