index,eigenvalue
0,-1.2997514466428688
1,0.21827433590939305
2,0.3733214405024845
3,0.40194573689515956
4,0.5863655921419204
5,0.5911271967836425
6,0.600157809854764
7,0.6416082294188286
8,0.6866315025925747
9,0.9259052090197613
10,0.9930846306394869
11,1.0086041023066636
12,1.0916284161788408
13,1.2545208667987597
14,1.3377708602061014
15,1.3455800221746181
16,1.394867558649128
17,1.4735725503641421
18,1.569190903042506
19,1.6191350254248507
20,1.8530536886871376
21,1.8542905100304623
22,1.8844172324874693
23,2.0431749558728836
24,2.1007834183024654
25,2.176781505727128
26,2.188024636278891
27,2.291427178976219
28,2.322528207421885
29,2.4388448292556983
30,2.518894277034231
31,2.6455208005713473
32,2.657723061394196
33,2.8069138385200856
34,2.862717909722632
35,2.9916972490970104
36,3.066836667122051
37,3.0751890879131456
38,3.0886988305703453
39,3.153213238531928
40,3.1937402974088056
41,3.366017467943347
42,3.406429809467513
43,3.417181091952401
44,3.491715083739162
45,3.568973248033964
46,3.677222581853362
47,3.7312354228150295
48,3.9977541967951953
49,4.006309899520504
50,4.147206585133562
51,4.177028706199456
52,4.214386368583224
53,4.2409433435837816
54,4.256110421448346
55,4.292890620052293
56,4.296399976352636
57,4.477558952064847
58,4.718531824597097
59,4.812049886007939
60,4.837042507647142
61,4.8742037580835476
62,5.020030534457506
63,5.02833539035127
64,5.089429585531358
65,5.127591224786025
66,5.151415277828837
67,5.226624074146198
68,5.4210547698557505
69,5.430500383256533
70,5.487520443963749
71,5.538478138320659
72,5.7223021558278795
73,5.790171948634081
74,5.822772064213673
75,5.896638471723614
76,5.928783365789271
77,5.933771708483744
78,5.980488887301215
79,6.1613765682956
80,6.161407137528016
81,6.309114462989095
82,6.341517926679865
83,6.479027960596493
84,6.51471206721215
85,6.570725585484157
86,6.614137643727357
87,6.723730631877864
88,6.8370081805816145
89,6.852487908509499
90,6.899128250530902
91,6.921737553399181
92,7.02765478750325
93,7.139695633143404
94,7.245115689618636
95,7.279048586794486
96,7.371798955950375
97,7.476157766852948
98,7.589247066233552
99,7.67900642035562
100,7.698327392768594
101,7.775245253637459
102,7.840381104081432
103,7.99193646694852
104,8.014191476362756
105,8.05939617270096
106,8.110191653570949
107,8.14787026014555
108,8.211365874900313
109,8.378638680098492
110,8.42179733616467
111,8.5407151421995
112,8.54142608548064
113,8.559712730780944
114,8.580144990613737
115,8.618800172009744
116,8.671269617383238
117,8.819138306883485
118,8.960214635974427
119,8.964076687367436
120,9.079980188104614
121,9.083050672829406
122,9.183880706968331
123,9.27567633015649
124,9.3406219568257
125,9.43316201199844
126,9.522842178890063
127,9.668635200291506
128,9.768893615503188
129,9.83550466525178
130,9.89460010171248
131,9.929336163155778
132,10.020105640189678
133,10.054722213082197
134,10.300625408763096
135,10.41499280106501
136,10.476724516316436
137,10.502858884564118
138,10.564002695603905
139,10.627117022239643
140,10.64081871265587
141,10.694290484119481
142,10.711593290951306
143,10.762958748203912
144,10.827605056879245
145,10.841758401883753
146,10.865513341129253
147,11.06082298764446
148,11.063379000460106
149,11.182147075449667
150,11.313893547800946
151,11.334030172646761
152,11.429411760747737
153,11.455630789256162
154,11.629368198819211
155,11.744909495267594
156,11.752878461286159
157,11.767921463398892
158,11.844240013278188
159,11.883193852349182
160,11.935146195601423
161,12.072948459897008
162,12.089251585547938
163,12.159978407747571
164,12.25666104869081
165,12.401578171530419
166,12.459862622780847
167,12.496438609177225
168,12.550539384270175
169,12.593762382642403
170,12.789234210177602
171,12.82176054230101
172,12.91381598433068
173,12.930732460207343
174,13.020886628229976
175,13.165058455131861
176,13.180433025278898
177,13.413233444978056
178,13.41610090849307
179,13.45124386052283
180,13.460362373588586
181,13.516518727249672
182,13.566186537258922
183,13.673942478723246
184,13.693664904214556
185,13.753394741130313
186,13.773591922312288
187,13.933802788034981
188,13.936435996182713
189,14.04659126449795
190,14.11397451001051
191,14.150479485293145
192,14.182954162920648
193,14.310873473342246
194,14.391474683961933
195,14.40345297697001
196,14.49307740140427
197,14.5346405870198
198,14.577946761004066
199,14.595238710713895
200,14.793972437653292
201,14.797296579741078
202,14.81509565013686
203,14.850840607664901
204,14.93379178842367
205,15.035143216176087
206,15.077176819233037
207,15.320739409155832
208,15.373457741688432
209,15.42590546394982
210,15.475203381931925
211,15.524116660893707
212,15.529818721020133
213,15.685692324701359
214,15.690181820185042
215,15.801737387943055
216,15.853777096779679
217,15.870237794856418
218,15.895140715380224
219,15.988033000038198
220,16.076145874875735
221,16.11636983810053
222,16.14881344369983
223,16.294140898177318
224,16.327909361681648
225,16.380891113159198
226,16.42514967107016
227,16.43478984544212
228,16.53203520815829
229,16.573736190976685
230,16.61980880995321
231,16.67404232132202
232,16.67920616117415
233,16.837895799619552
234,16.86024882698478
235,16.933600409692925
236,16.99722744792986
237,17.118069657364916
238,17.152590084683133
239,17.171974500688382
240,17.27302361917658
241,17.302656149558658
242,17.351883763069537
243,17.424215860991858
244,17.454362756495296
245,17.487665998382628
246,17.55357218301527
247,17.73022103085097
248,17.732581850152933
249,17.766971279378406
250,17.800816013168497
251,17.859521101681995
252,17.93897712868821
253,18.039092177993922
254,18.106143754254735
255,18.121997685609326
256,18.214177743771632
257,18.265585564148292
258,18.29731485947768
259,18.34523619306644
260,18.365700685070458
261,18.562830406980837
262,18.590809294950077
263,18.68655276901586
264,18.712477261368146
265,18.759111563600463
266,18.87550884558999
267,18.880304573359513
268,18.97983807814618
269,19.02380954826314
270,19.065555191265688
271,19.073345397677414
272,19.209360270817854
273,19.383397538328136
274,19.454036424840833
275,19.455161020703834
276,19.475228174573303
277,19.614914662126793
278,19.65116060835367
279,19.661482085513963
280,19.8676983093764
281,19.939637056407143
282,19.975051895014527
283,20.088294539601034
284,20.223013798526253
285,20.288338610299
286,20.389325141838793
287,20.445633778756445
288,20.63298848612133
289,20.71544051712166
290,20.769262081719784
291,20.85340239560374
292,20.879183012548143
293,21.029245581748267
294,21.07397464218374
295,21.10265342960577
296,21.134627085136017
297,21.204142824972713
298,21.28522618574447
299,21.388289295621647
300,21.466481249103268
301,21.56294410559985
302,21.599230633677806
303,21.691894635414656
304,21.865045141408135
305,21.95883954426145
306,22.12925167640148
307,22.18043944287419
308,22.231015179459213
309,22.323715961147048
310,22.44865100212347
311,22.481797848743533
312,22.54748999026656
313,22.718164239341252
314,22.752731067955988
315,22.789919806094485
316,22.846999919025855
317,22.908889590174816
318,23.080554652338837
319,23.136861462100512
320,23.22305035225107
321,23.3800306864548
322,23.45532266234481
323,23.535736043238998
324,23.656816729263856
325,23.734673101159775
326,23.76142071376922
327,23.88330371801468
328,23.89433133390718
329,24.12599693209107
330,24.138769448511905
331,24.28748975980789
332,24.435305557990937
333,24.57071278160795
334,24.638106413321022
335,24.732088430392334
336,24.79868206798273
337,24.96078800088556
338,25.004121301086656
339,25.018780744199915
340,25.28208893363294
341,25.304841326225628
342,25.370385897256313
343,25.46027255220218
344,25.476676804479553
345,25.675937682184426
346,25.961548688669954
347,26.028318735994034
348,26.168015986057227
349,26.20497518509004
350,26.489628117383592
351,26.52950510850005
352,26.78336499363876
353,26.879176510689355
354,26.951883985743414
355,26.99287751083035
356,27.08765160554727
357,27.227846499731758
358,27.296491023418398
359,27.479144745659372
360,27.541007139708068
361,27.59143742229847
362,27.840880865443825
363,27.886481196517174
364,28.04803444697457
365,28.095098486224447
366,28.460754803792693
367,28.566157324593394
368,28.65673624237285
369,28.90573054888999
370,29.0008390569368
371,29.106685705417007
372,29.18088219484262
373,29.320086462863216
374,29.539553207538184
375,29.551041428394196
376,29.653262966048676
377,29.678903604167587
378,29.784191957796562
379,29.86523570139017
380,30.397709286630565
381,30.415347561032682
382,30.502027451704244
383,30.76153360581952
384,30.79334481097598
385,30.906695090594308
386,30.967407026105686
387,31.143662765468815
388,31.238730264818212
389,31.309552553823988
390,31.320780789350852
391,31.463825415238862
392,31.728304480292277
393,31.89349958089137
394,32.20004537821918
395,32.25079930466308
396,32.31765627096748
397,32.53167370974943
398,32.893405933105406
399,33.05326638526989
400,33.209631749661845
401,33.33318742848566
402,33.38532539345231
403,33.40854623875462
404,33.41897831837107
405,33.52267303695389
406,33.75468555694597
407,34.37839071349922
408,34.41020188814232
409,34.695960048312514
410,34.904646984690494
411,35.01633609232429
412,35.03907911084918
413,35.23204862917353
414,35.58852557920684
415,35.60683291277544
416,35.71572901034611
417,35.87496200611191
418,36.17819510935338
419,36.25086917155679
420,36.364778200139234
421,36.51967914650288
422,36.59281379779131
423,36.69648854666579
424,36.86363787852579
425,37.00021655345984
426,37.02168275445196
427,37.217987948202506
428,37.34719521240955
429,37.66536176254102
430,37.92756839760829
431,37.95037466397606
432,38.05711636997739
433,38.26628296461593
434,38.489871987708796
435,38.674025427635755
436,38.675103286380065
437,38.91952596796264
438,39.238372403729194
439,39.46748448740917
440,39.658597921828694
441,39.67298686512975
442,39.77260737440213
443,40.26351624555757
444,40.427113148505974
445,40.58654442941767
446,40.937215337016724
447,41.03241883072458
448,41.09855442487603
449,41.333223295236
450,41.49864540317063
451,41.559274521392
452,41.71049491868677
453,41.801505222791214
454,42.17377208370601
455,42.19685285944279
456,42.55201573146354
457,42.63085792996111
458,42.76707919641673
459,43.059684403187994
460,43.24096786661033
461,43.370872385141396
462,43.69534866839572
463,44.445524380441846
464,44.46835819563009
465,44.531644550305586
466,44.62585343917254
467,44.91384887451522
468,45.381732395316654
469,45.8072119993148
470,46.203667233227634
471,46.299333058598364
472,46.479779472560494
473,47.08433809306336
474,47.95695332931349
475,48.15559737627235
476,48.75076088349948
477,48.959145201198226
478,49.02052508951962
479,49.182131664210324
480,49.57226886514085
481,50.28701497760373
482,50.516199423391264
483,51.04180842812303
484,51.436179836683884
485,51.63194115638243
486,52.746380329642825
487,52.93793933296861
488,53.85365495697942
489,53.99099261023432
490,54.242053347512964
491,54.24888693500384
492,54.70252582456381
493,54.777482471182616
494,55.26738686066686
495,56.182300440586445
496,56.861635795765366
497,56.87232847721284
498,57.23978609661356
499,57.351156755197636
500,58.16697763914483
501,58.34941912800763
502,58.699281296548016
503,59.132008509890554
504,59.720208181196625
505,59.7228119455095
506,60.030548251644724
507,60.34225511092471
508,60.88420706877884
509,60.89775138693254
510,62.168665951890354
511,62.329205289758235
512,62.33287882013852
513,62.54509301097625
514,63.594424852861714
515,65.03502157089841
516,65.36180979069233
517,66.11181063905163
518,66.94559787842421
519,66.98725080010713
520,67.09659507313333
521,67.3346443809356
522,68.25207463039355
523,69.18208073016132
524,69.32193128795441
525,69.42780330305757
526,70.34951216577768
527,70.42203275743856
528,70.93212702064179
529,72.12764007287062
530,72.48381044676894
531,72.67428251659084
532,72.7965103700684
533,73.04671570981509
534,73.44082428407071
535,74.70604291116234
536,74.87685231267889
537,75.39942753451027
538,75.52318121003533
539,75.80252990002542
540,76.45383413809387
541,76.4709100584562
542,77.49470398861202
543,77.93913681393651
544,78.20697338164578
545,78.95982854246398
546,79.13790164324469
547,79.18093301577657
548,79.4460770686852
549,79.8223047618125
550,80.0404277696195
551,80.52476947824316
552,80.95103058052173
553,81.94836480294003
554,82.5763610917428
555,82.61195830080295
556,83.0881297345282
557,83.51530791724926
558,83.82831338993144
559,84.1409385907623
560,84.43326617649876
561,84.8114373813083
562,85.6574280505394
563,85.95971702936458
564,87.0097595227518
565,87.5184559901541
566,87.83511739619368
567,87.94430968352512
568,89.28460416720891
569,89.67381648998878
570,89.73612103834444
571,91.00056353182288
572,91.40427665905798
573,91.46639087291453
574,91.52867749202561
575,93.05745247261262
576,93.31983821458283
577,93.7938562341341
578,93.90238016496635
579,94.60696862282018
580,96.05696537885682
581,96.34343616309508
582,96.57456232864044
583,98.23261576554437
584,98.4849833593079
585,99.27884001786953
586,99.46400428774267
587,99.64132064618491
588,99.85977361201883
589,101.63443575237395
590,101.81064372612774
591,102.52190766499037
592,103.5805757966296
593,104.15150121534154
594,104.9755367532638
595,105.0767739849112
596,105.52186442103343
597,105.75433663060318
598,106.57534195622505
599,107.24150753604499
600,107.62120353684688
601,108.1830196858301
602,108.37007146158409
603,109.29087383746587
604,109.45254111317949
605,110.83347579179834
606,112.35931154112112
607,113.3438584864121
608,114.37390549628135
609,115.22672927510192
610,115.75818665165544
611,115.85398420818989
612,118.04558744926848
613,118.49419126790035
614,118.66724105729477
615,119.28948184077026
616,119.47866141738686
617,120.74932768401219
618,120.96970515822484
619,122.36057936560412
620,122.43270936055937
621,123.03682344814176
622,123.83956451540048
623,124.75326319203381
624,125.66745098775007
625,126.36291587829503
626,127.43595857698155
627,129.0142111078557
628,130.06089206533252
629,130.11431385743975
630,130.45402561849858
631,131.29730859012406
632,131.43734054519024
633,132.85630845318417
634,133.50994085969901
635,133.6401705264339
636,134.5569427342658
637,135.72286461831914
638,136.32072271694767
639,137.02643447940747
640,137.20366462563987
641,137.68157815118957
642,138.5712951712363
643,138.93802689773645
644,139.08190017280248
645,139.2065840506438
646,140.50852581084823
647,140.63509635979312
648,141.16164508472338
649,144.45884065895086
650,144.79482412005044
651,145.955995309003
652,146.7702806483163
653,148.07765274620002
654,148.76311549637288
655,149.24398244181216
656,150.00897549108865
657,151.62555127071124
658,152.35903659938376
659,152.89830609891652
660,153.06378157432587
661,154.66676319160666
662,155.0239004686827
663,155.25331948476787
664,156.69389655896524
665,156.81623764302375
666,157.65129963955997
667,158.5409337048196
668,159.349965685194
669,160.94110741906627
670,162.97200294172114
671,163.31918287408524
672,163.9519650131815
673,164.96301732742677
674,165.8997008096064
675,166.1424591958199
676,166.6650581007157
677,169.1052306049264
678,169.52036751340887
679,169.8096861806798
680,169.84984608675654
681,171.15644737193662
682,171.55044725169918
683,172.18008568965377
684,172.90627898097375
685,174.31619563410544
686,174.48849043880668
687,175.28149763549936
688,175.8885825996351
689,176.37561914741488
690,178.9467940488728
691,179.79762057499303
692,180.20212917376304
693,180.65418007587866
694,181.48768938731675
695,182.19812413269804
696,182.8511087713247
697,184.68718576984605
698,185.02762906137625
699,186.9640677948377
700,187.17457614260627
701,188.03335786343467
702,188.9450031816579
703,189.1925946593902
704,190.54806067495068
705,191.40997254801113
706,192.13517197570084
707,192.84475905664314
708,194.91725847752073
709,195.63216537214777
710,196.24819122692637
711,198.37560439898917
712,198.56262106565237
713,200.00589733663705
714,200.55127072779948
715,202.28712771087262
716,202.89647878098248
717,203.79531690669697
718,204.7835301588938
719,205.98911986677993
720,206.80629234891765
721,207.21322217003635
722,209.04641228595577
723,210.51594735407784
724,211.094677846649
725,211.297864251427
726,213.01524506389217
727,214.60535737402833
728,215.59080694751535
729,216.6333498417369
730,217.09212630189077
731,218.47396398972472
732,218.8559560169385
733,219.43656288852233
734,220.35493784452908
735,220.40398118616113
736,223.1801168885954
737,223.5287772582137
738,223.6790810600301
739,225.03101991314603
740,225.0408887795059
741,225.44810990036294
742,227.67727457332836
743,228.20959222347008
744,229.7547861510926
745,230.75986216254833
746,231.7965435499535
747,232.55973829714546
748,233.34548442807497
749,233.62578280953426
750,235.30169795743848
751,237.4473087491847
752,237.61573893062038
753,237.98077745435106
754,240.03116284221767
755,241.25802407116618
756,241.8861655349763
757,243.72047551606383
758,244.7003455377166
759,244.71526999663556
760,245.72244155133126
761,247.42503459429616
762,248.45739603775985
763,249.59100763774964
764,250.47129605117226
765,250.5455440174587
766,251.03189394654527
767,252.78127404014262
768,254.95184090749794
769,255.91059938909004
770,257.2827175125611
771,258.6119650387656
772,259.420308252071
773,259.78374893319943
774,262.53589768548346
775,262.98028922328456
776,264.0020452467421
777,265.1463745673215
778,266.9010861698044
779,268.9744258431145
780,271.2681732793907
781,272.3622316284844
782,273.5663981463612
783,274.6586220709504
784,277.8796993731191
785,278.58860223100584
786,279.24704870621395
787,280.4974478170432
788,280.89732931315694
789,281.13512987067367
790,285.57452173255433
791,286.1886169606667
792,289.5750498780922
793,290.22539708081774
794,291.19775630171006
795,291.9452307177676
796,295.44332152942843
797,295.6205988933785
798,300.40733683052554
799,301.6529209468699
800,303.8684180083688
801,305.5623186839151
802,307.3198874914584
803,308.6985868440244
804,311.0577227129226
805,311.6142551438093
806,313.2972435335953
807,314.2454568516915
808,317.4925661388284
809,320.80778485982944
810,324.21107338569607
811,324.66590378971557
812,327.05900383522686
813,329.0213285050581
814,331.05633683870224
815,333.03187922699266
816,336.84985808477677
817,337.27465390838154
818,343.88352737341796
819,344.5879476684793
820,345.6894969452041
821,346.82847034204013
822,348.99867365756546
823,350.83276482208083
824,354.2188477526571
825,356.62987499666184
826,362.03091090710427
827,363.55055553960256
828,364.2870733280229
829,367.35260900351005
830,368.93557843794434
831,369.4309075409384
832,375.6166690793999
833,377.7046068276175
834,381.0902410457987
835,382.1864213354036
836,384.2773652885252
837,385.32269332467797
838,386.40688402501775
839,387.43615937746137
840,397.93239162859726
841,398.6909302456368
842,400.3349258374758
843,401.1147529561921
844,412.54080953978445
845,413.04304675217935
846,419.90660603864154
847,420.5975314032263
848,428.5576220448384
849,428.94977296315045
850,442.8735087454956
851,443.204232317802
852,446.48289176561974
853,446.5733974296548
854,466.1518144348858
855,466.39197051468017
856,468.9714973834119
857,469.2239131177661
