name,reference,prediction,scale,residual,units,exact,selected
shockley_0.35_energy,0.04820527408303389,0.011213436654098246,0.004820527408303389,-7.673815393149091,eV/cell,False,False
shockley_0.75_energy,0.08334161260537679,0.031260904392828255,0.00833416126053768,-6.2490641330821255,eV/cell,False,False
new_direct_017_energy,0.05826439239193282,0.01864542673562783,0.0058264392391932825,-6.799859061396572,eV/cell,False,False
new_direct_017_normal_force,-0.44118804525591643,-0.7802224095816809,0.03173805605024358,-10.682266229193406,eV/L0,False,False
new_direct_017_Haa,26.109437232644353,29.898193280928485,2.6109437232644357,1.451105979238453,eV/L0^2,False,True
new_direct_039_energy,0.2262381941113307,0.11705903730885654,0.022623819411133072,-4.82584990705626,eV/cell,False,False
new_direct_039_normal_force,-1.9685101248020884,-3.6987837538058934,0.03173805605024358,-54.51731593972422,eV/L0,False,False
new_direct_039_Haa,36.31678531793335,90.51525767322323,3.6316785317933356,14.923807787724671,eV/L0^2,False,True
new_raised_direct_energy,0.11960599647825673,0.009127405952683682,0.011960599647825674,-9.236877228447073,eV/cell,False,False
new_raised_direct_normal_force,0.08783049166112324,-0.20485667478152453,0.03173805605024358,-9.221962617348186,eV/L0,False,False
new_raised_direct_Haa,20.00400949091716,22.97058092458592,2.000400949091716,1.4829884154052897,eV/L0^2,False,True
new_off_path_positive_energy,0.05360470506556986,0.0060329711906974455,0.0053604705065569865,-8.874544467072834,eV/cell,False,False
new_off_path_positive_normal_force,0.35206897342006,0.11847043349900759,0.03173805605024358,-7.360203143861408,eV/L0,False,False
new_off_path_positive_Haa,13.446420569551602,12.764652787093388,1.3446420569551603,-0.5070254785887226,eV/L0^2,False,True
new_off_path_negative_energy,0.21544733160917068,-0.0006594661278276078,0.021544733160917068,-10.030609157370485,eV/cell,False,False
new_off_path_negative_normal_force,-0.05312860042135701,0.1476325431839452,0.03173805605024358,6.32556522326015,eV/L0,False,False
new_off_path_negative_Haa,13.5831841481301,21.729248353105987,1.35831841481301,5.99716834884941,eV/L0^2,False,True
new_shockley_058_energy,0.07969505412787091,0.02389063540414592,0.007969505412787091,-7.002243656700034,eV/cell,False,False
new_shockley_058_normal_force,-0.6123357455328253,-0.6749487357722868,0.03173805605024358,-1.9728048290147528,eV/L0,False,False
new_shockley_058_Haa,23.107568998056017,26.31963002906306,2.3107568998056016,1.3900471448455982,eV/L0^2,False,True
new_opening_1.17h_energy,0.14263027381623705,0.06402668283031127,0.014263027381623706,-5.511003301248485,eV/cell,False,False
new_opening_1.17h_normal_force,1.6398229617729339,0.6899778727001676,0.03173805605024358,-29.92763915877817,eV/L0,False,False
new_opening_1.42h_energy,0.4226003973463561,0.218060907325745,0.042260039734635615,-4.840021242407257,eV/cell,False,False
new_opening_1.42h_normal_force,0.8686291067124379,0.7448328177266508,0.03173805605024358,-3.900563058739604,eV/L0,False,False
new_opening_1.78h_energy,0.5953584311886578,0.3961481891731052,0.05953584311886578,-3.346055612546229,eV/cell,False,False
new_opening_1.78h_normal_force,0.5989965116849877,0.45766381123165417,0.03173805605024358,-4.453098835971361,eV/L0,False,False
new_opening_2.23h_energy,0.7765619947928292,0.5137696171138971,0.07765619947928293,-3.384048916133729,eV/cell,False,False
new_opening_2.23h_normal_force,0.15664558956102492,0.21353197104758626,0.03173805605024358,1.7923713221914468,eV/L0,False,False
new_opening_3.4h_energy,0.7719163228888833,0.609004621027139,0.07719163228888834,-2.110483960904598,eV/cell,False,False
new_opening_3.4h_normal_force,0.0,0.041378607325077345,0.03173805605024358,1.3037536785357016,eV/L0,False,False
new_opening_5.5h_energy,0.7719163228888833,0.6395407665458045,0.07719163228888834,-1.714895156610572,eV/cell,False,False
new_opening_5.5h_normal_force,0.0,0.006967584391150681,0.03173805605024358,0.21953406283360594,eV/L0,False,False
v16_direct011_energy,0.025339211626875774,0.006736788969558119,0.004433026104653031,-4.1963259900030865,eV/cell,False,False
v16_direct011_normal_force,-0.1684646879274777,-0.31622426331673487,0.03173805605024358,-4.655596270778,eV/L0,False,False
v16_direct011_Haa,23.17866876533168,19.835119527796326,2.317866876533168,-1.4425113328925505,eV/L0^2,False,True
v16_direct031_energy,0.16617323878813156,0.07686956134077508,0.016617323878813157,-5.374131123556986,eV/cell,False,False
v16_direct031_normal_force,-1.4977500080753077,-2.593925087106551,0.03173805605024358,-34.53819217207005,eV/L0,False,False
v16_direct031_Haa,34.460781638400974,67.8747914659801,3.4460781638400975,9.69624258039017,eV/L0^2,False,True
v16_raised043_energy,0.1726273519698645,0.008747339974304635,0.017262735196986453,-9.4932819234908,eV/cell,False,False
v16_raised043_normal_force,-0.17083895700384927,-0.14743590182084704,0.03173805605024358,0.7373814938745317,eV/L0,False,False
v16_raised043_Haa,18.238440853611248,24.44409159773232,1.8238440853611249,3.4025116477499453,eV/L0^2,False,True
v16_off_plus_energy,0.0652424878354941,0.009983936309822933,0.006524248783549411,-8.469718638719455,eV/cell,False,False
v16_off_plus_normal_force,-0.08042066717244803,-0.3095900980641443,0.03173805605024358,-7.2206511491726175,eV/L0,False,False
v16_off_plus_Haa,20.981095919956758,21.363705713454475,2.098109591995676,0.18235929855970376,eV/L0^2,False,True
v16_off_minus_energy,0.21182429891635463,0.015382592470274709,0.021182429891635463,-9.273804159911371,eV/cell,False,False
v16_off_minus_normal_force,0.3481661631135443,0.6678914924831184,0.03173805605024358,10.073878780207155,eV/L0,False,False
v16_off_minus_Haa,5.497617912510364,9.522621164123354,0.5497617912510364,7.321358660545877,eV/L0^2,False,True
v16_shockley043_energy,0.061697611386283796,0.015576272829671587,0.00616976113862838,-7.475384787240824,eV/cell,False,False
v16_shockley043_normal_force,-0.43484281773712713,-0.6092894545094464,0.03173805605024358,-5.496449955730053,eV/L0,False,False
v16_shockley043_Haa,25.03469226049791,25.90054141969927,2.5034692260497913,0.34585971746398436,eV/L0^2,False,True
v16_opening1.21_energy,0.19627832926906572,0.08729439645595176,0.019627832926906574,-5.552519894527667,eV/cell,False,False
v16_opening1.21_normal_force,1.631864707518524,0.731979854534869,0.03173805605024358,-28.353496243092952,eV/L0,False,False
v16_opening1.21_Haa,-1.3832350292334812,1.0323858522387084,0.13832350292334814,17.46356064168505,eV/L0^2,False,True
v16_opening1.62_energy,0.5246331923940108,0.3279080190368453,0.05246331923940109,-3.7497660500561825,eV/cell,False,False
v16_opening1.62_normal_force,0.5093642313524578,0.5900178683625514,0.03173805605024358,2.5412280097562765,eV/L0,False,False
v16_opening1.62_Haa,-0.15582859326870177,-1.0646886538757419,0.1,-9.0886006060704,eV/L0^2,False,True
v16_opening1.93_energy,0.6719836252695317,0.4456759665126741,0.06719836252695317,-3.3677555560388233,eV/cell,False,False
v16_opening1.93_normal_force,0.6270410192299789,0.35502807756857724,0.03173805605024358,-8.57056088220356,eV/L0,False,False
v16_opening1.93_Haa,-0.6638075680371565,-0.7427991165328531,0.1,-0.7899154849569667,eV/L0^2,False,True
v16_opening2.71_energy,0.7719163228888833,0.572108580798499,0.07719163228888834,-2.588463751389624,eV/cell,False,False
v16_opening2.71_normal_force,0.0,0.10067849572338261,0.03173805605024358,3.172169573461004,eV/L0,False,False
v16_opening2.71_Haa,0.0,-0.1793318946366742,0.1,-1.793318946366742,eV/L0^2,False,True
v16_opening4.3_energy,0.7719163228888833,0.6287451695290078,0.07719163228888834,-1.8547496550411056,eV/cell,False,False
v16_opening4.3_normal_force,0.0,0.017016170853700715,0.03173805605024358,0.5361440797370487,eV/L0,False,False
v16_opening4.3_Haa,0.0,-0.017951281164779155,0.1,-0.17951281164779154,eV/L0^2,False,True
v16_opening6.2_energy,0.7719163228888833,0.6427734621339097,0.07719163228888834,-1.6730163221793095,eV/cell,False,False
v16_opening6.2_normal_force,0.0,0.0045675931922638,0.03173805605024358,0.14391534204341244,eV/L0,False,False
v16_opening6.2_Haa,0.0,-0.0031530686719575024,0.1,-0.03153068671957502,eV/L0^2,False,True
v17_near_0.985_normal_force,-0.24821900083247345,-0.17506371029660042,0.03173805605024358,2.3049707398607855,eV/L0,False,False
v17_near_0.985_Haa,20.878110673451364,15.850734834820237,2.0878110673451364,-2.4079649338308875,eV/L0^2,False,True
v17_near_1.015_normal_force,0.2329580444899274,0.14103821872541805,0.03173805605024358,-2.8962021372384554,eV/L0,False,False
v17_near_1.015_Haa,18.39295935022696,10.172150100221465,1.839295935022696,-4.469541357358599,eV/L0^2,False,True
v17_near_1.065_normal_force,0.9078686582498847,0.4408581065498255,0.03173805605024358,-14.71452917471532,eV/L0,False,False
v17_near_1.065_Haa,14.605604041867348,5.111856920106064,1.4605604041867348,-6.500071544146485,eV/L0^2,False,True
v17_near_1.095_normal_force,1.2303804278835464,0.5447437674230547,0.03173805605024358,-21.602982217155343,eV/L0,False,False
v17_near_1.095_Haa,11.545874277606002,3.4979118958203745,1.1545874277606003,-6.970422670715538,eV/L0^2,False,True
v17_direct023_energy,0.10138618519039871,0.03877201495196991,0.010138618519039872,-6.175808875818948,eV/cell,False,False
v17_direct023_normal_force,-0.8610948380753036,-1.4575967414291588,0.03173805605024358,-18.79453178888936,eV/L0,False,False
v17_direct023_Haa,29.67272464413389,44.2623605839392,2.967272464413389,4.916850782925857,eV/L0^2,False,True
v17_direct023_Hxx,1.5318476269016676,2.210272604566606,0.1531847626901668,4.4288019627456565,eV/L0^2,False,True
v17_direct047_energy,0.26395051027571553,0.141610265560235,0.026395051027571555,-4.634969054906816,eV/cell,False,False
v17_direct047_normal_force,-2.2580600813748397,-4.347122446130214,0.03173805605024358,-65.82200124192363,eV/L0,False,False
v17_direct047_Haa,35.337517734960244,103.71485192038202,3.5337517734960247,19.34978418639022,eV/L0^2,False,True
v17_direct047_Hxx,-7.290154929569364,-4.640034969425682,0.7290154929569365,3.635203895865937,eV/L0^2,False,True
v17_off_plus_energy,0.08014986299727256,0.013334810523162125,0.008014986299727257,-8.33626533789385,eV/cell,False,False
v17_off_plus_normal_force,0.496288954541943,0.28488020825664956,0.03173805605024358,-6.661048992749224,eV/L0,False,False
v17_off_plus_Haa,13.145916399036436,10.297585404809666,1.3145916399036437,-2.1667040225781027,eV/L0^2,False,True
v17_off_plus_Hxx,0.5867789207029961,0.32866623160766667,0.1,-2.581126890953294,eV/L0^2,False,True
v17_off_minus_energy,0.21284911087573022,0.003990004171852592,0.021284911087573022,-9.812543066051044,eV/cell,False,False
v17_off_minus_normal_force,0.06702268289699899,0.38090858287530316,0.03173805605024358,9.889890530201367,eV/L0,False,False
v17_off_minus_Haa,11.464221151869252,16.36943265228581,1.1464221151869252,4.278713255297555,eV/L0^2,False,True
v17_off_minus_Hxx,-2.835312235036081,0.570991444937601,0.2835312235036081,12.013857373032268,eV/L0^2,False,True
v17_shockley067_energy,0.07506981596967024,0.018890429072347836,0.007506981596967025,-7.483618571813209,eV/cell,False,False
v17_shockley067_normal_force,-0.08375074170661885,-0.07465823453007134,0.03173805605024358,0.2864859511922669,eV/L0,False,False
v17_shockley067_Haa,14.560238367523052,14.838237051759227,1.4560238367523053,0.19093003645892084,eV/L0^2,False,True
v17_shockley067_Hxx,0.4530475235373633,0.1495424676411731,0.1,-3.0350505589619012,eV/L0^2,False,True
v17_compression_energy,0.025317916775100896,0.014332774787075411,0.004433026104653031,-2.4780233025235665,eV/cell,False,False
v17_compression_normal_force,-0.6769543589544016,-0.6928702476944172,0.03173805605024358,-0.5014764834626172,eV/L0,False,False
v17_compression_Haa,26.962376342241654,26.05817383876205,2.6962376342241656,-0.33535712579718063,eV/L0^2,False,True
v17_compression_Hxx,5.568444170552721,3.724181571234144,0.5568444170552721,-3.3119890275123582,eV/L0^2,False,True
v17_opening1.045_energy,0.012439540042104347,0.007028081790808743,0.004433026104653031,-1.2207142758793101,eV/cell,False,False
v17_opening1.045_normal_force,0.6560493060873362,0.3450621381394706,0.03173805605024358,-9.79855752524827,eV/L0,False,False
v17_opening1.045_Haa,16.173163667497242,6.7048194135039205,1.6173163667497243,-5.8543550591907945,eV/L0^2,False,True
v17_opening1.045_Hxx,3.5468340021412335,-0.2817713984029001,0.35468340021412337,-10.794430746498973,eV/L0^2,False,True
v17_opening1.255_energy,0.2548812728796389,0.11477427064046092,0.02548812728796389,-5.496951606379489,eV/cell,False,False
v17_opening1.255_normal_force,1.5479287243761108,0.7609360312215417,0.03173805605024358,-24.79649956848977,eV/L0,False,False
v17_opening1.255_Haa,-3.07660296796585,0.5578868158135006,0.307660296796585,11.813320800968858,eV/L0^2,False,True
v17_opening1.255_Hxx,-0.8591645505462155,-0.47722394609883095,0.1,3.819406044473846,eV/L0^2,False,True
v17_opening1.555_energy,0.4970497627048889,0.2950986977548533,0.04970497627048889,-4.062994897151556,eV/cell,False,False
v17_opening1.555_normal_force,0.5361595264738468,0.6461601497361981,0.03173805605024358,3.465890383715138,eV/L0,False,False
v17_opening1.555_Haa,-0.9598397042596563,-1.0388872706999905,0.1,-0.7904756644033428,eV/L0^2,False,True
v17_opening1.555_Hxx,-0.8905810007935903,-0.05182635870182844,0.1,8.387546420917618,eV/L0^2,False,True
v17_opening1.855_energy,0.6331364785570511,0.4224833708287397,0.06331364785570512,-3.3271358524215837,eV/cell,False,False
v17_opening1.855_normal_force,0.6294361584094642,0.40341163153342213,0.03173805605024358,-7.121561778019085,eV/L0,False,False
v17_opening1.855_Haa,0.33758173393615254,-0.838011035633253,0.1,-11.755927695694055,eV/L0^2,False,True
v17_opening1.855_Hxx,-0.0764657682265532,-0.004088499760250156,0.1,0.7237726846630305,eV/L0^2,False,True
v17_opening2.455_energy,0.7722611869157332,0.5465818434597199,0.07722611869157332,-2.9223188641311153,eV/cell,False,False
v17_opening2.455_normal_force,-0.03892592855831557,0.14822381294200845,0.03173805605024358,5.8966983108244815,eV/L0,False,False
v17_opening2.455_Haa,1.5212189106347462,-0.28626228906486517,0.15212189106347462,-11.881795493492906,eV/L0^2,False,True
v17_opening2.455_Hxx,0.04446583977668427,-3.08130501345125e-05,0.1,-0.44496652826818783,eV/L0^2,False,True
v17_opening3.75_energy,0.7719163228888833,0.6188280884004681,0.07719163228888834,-1.983223180402316,eV/cell,False,False
v17_opening3.75_normal_force,0.0,0.028428375075892392,0.03173805605024358,0.895718850294053,eV/L0,False,False
v17_opening3.75_Haa,0.0,-0.035255086196927146,0.1,-0.35255086196927143,eV/L0^2,False,True
v17_opening3.75_Hxx,0.0,-8.92113279063532e-09,0.1,-8.921132790635319e-08,eV/L0^2,False,True
v19_new_0_energy,0.00042417681882149505,0.0002911735145119635,0.004433026104653031,-0.030002824519785136,eV/cell,False,False
v19_new_0_force,-0.13054663793646185,-0.08916639613424743,0.03173805605024358,1.3038051775038326,eV/L0,False,False
v19_new_0_Haa,20.302032153219432,14.250824834552501,2.030203215321943,-2.9805919294179373,eV/L0^2,False,True
v19_new_0_Hxx,4.57090105595751,1.7094417451529118,0.45709010559575103,-6.260164627880314,eV/L0^2,False,True
v19_new_1_energy,0.004931943136885955,0.0029386212949039535,0.004433026104653031,-0.4496526289095736,eV/cell,False,False
v19_new_1_force,0.42285939529142164,0.24000485344541034,0.03173805605024358,-5.761365521459148,eV/L0,False,False
v19_new_1_Haa,17.415188636660293,8.509991042510348,1.7415188636660295,-5.113466055374116,eV/L0^2,False,True
v19_new_1_Hxx,3.8361643120715834,0.059087951592839916,0.3836164312071584,-9.845971270294905,eV/L0^2,False,True
v19_new_2_energy,0.10968805888528045,0.05029783618107421,0.010968805888528046,-5.414465649931935,eV/cell,False,False
v19_new_2_force,1.574309479391436,0.6536492158526425,0.03173805605024358,-29.00808613108892,eV/L0,False,False
v19_new_2_Haa,5.20946471789603,2.01392620199041,0.5209464717896031,-6.1341014652196675,eV/L0^2,False,True
v19_new_2_Hxx,0.9642979846199059,-0.7733145216339085,0.1,-17.376125062538144,eV/L0^2,False,True
v19_new_3_energy,0.3373623063206088,0.15882466486496258,0.03373623063206088,-5.292163294792478,eV/cell,False,False
v19_new_3_force,1.321138459506241,0.7746533457807685,0.03173805605024358,-17.218606989046464,eV/L0,False,False
v19_new_3_Haa,-4.940080180276789,-0.05660998552610483,0.4940080180276789,9.885406747542035,eV/L0^2,False,True
v19_new_3_Hxx,-1.007259835979608,-0.3025557754874005,0.10072598359796081,6.996248984819785,eV/L0^2,False,True
v19_new_4_energy,0.5605338261337047,0.3663178362250714,0.05605338261337048,-3.4648397804686053,eV/cell,False,False
v19_new_4_force,0.5382315998098468,0.5174370528672231,0.03173805605024358,-0.6551928356829572,eV/L0,False,False
v19_new_4_Haa,0.9032785116339533,-1.0155314878090627,0.1,-19.188099994430157,eV/L0^2,False,True
v19_new_4_Hxx,0.6453579543796875,-0.014835563242881525,0.1,-6.601935176225689,eV/L0^2,False,True
v19_new_5_energy,0.7666938699728523,0.503726718498294,0.07666938699728523,-3.429884622448718,eV/cell,False,False
v19_new_5_force,0.27979903523926664,0.23408726754950698,0.03173805605024358,-1.4402825307698335,eV/L0,False,False
v19_new_5_Haa,-2.478203100860398,-0.48126787357901335,0.2478203100860398,8.057996645182456,eV/L0^2,False,True
v19_new_5_Hxx,0.0933444416558671,-0.00026506393476626576,0.1,-0.9360950559063336,eV/L0^2,False,True
v19_new_6_energy,0.07503741336914271,0.007136873507440205,0.007503741336914272,-9.048891321409132,eV/cell,False,False
v19_new_6_force,0.3995055633266556,0.04321024394515752,0.03173805605024358,-11.226122948975117,eV/L0,False,False
v19_new_6_Haa,16.75498366183509,15.917591625432097,1.6754983661835092,-0.4997868415177424,eV/L0^2,False,True
v19_new_6_Hxx,1.866294182504276,0.7203901063557807,0.18662941825042761,-6.1399970427538415,eV/L0^2,False,True
v19_new_7_energy,0.1746163283222475,0.0639476398365901,0.01746163283222475,-6.337820153990567,eV/cell,False,False
v19_new_7_force,1.0346608991752084,0.7477026070716231,0.03173805605024358,-9.041457726626676,eV/L0,False,False
v19_new_7_Haa,3.3869832062735408,2.35788551399526,0.3386983206273541,-3.0383903007612614,eV/L0^2,False,True
v19_new_7_Hxx,-0.5656137494473082,0.14265520855475833,0.1,7.0826895800206655,eV/L0^2,False,True
v19_new_8_energy,0.17183161394321733,0.08054011511235139,0.017183161394321734,-5.312846497562067,eV/cell,False,False
v19_new_8_force,-1.5479121827267546,-2.6978084218423373,0.03173805605024358,-36.23083396460123,eV/L0,False,False
v19_new_8_Haa,34.71656366870985,70.01386730013425,3.4716563668709854,10.167280370331689,eV/L0^2,False,True
v19_new_8_Hxx,-0.974896485841256,0.19680515319437905,0.1,11.71701639035635,eV/L0^2,False,True
v19_new_9_energy,0.07736533900036079,0.02870454566287184,0.007736533900036079,-6.289740853751319,eV/cell,False,False
v19_new_9_force,-0.22650351113925563,-0.2556427956722134,0.03173805605024358,-0.918118125660507,eV/L0,False,False
v19_new_9_Haa,14.396252629283666,16.252033571503773,1.4396252629283666,1.2890722259522116,eV/L0^2,False,True
v19_new_9_Hxx,-0.11946413441426519,-0.3550145096689341,0.1,-2.355503752546689,eV/L0^2,False,True
v19_power_new_0_energy,0.0021758842211834217,0.0015189594119752936,0.004433026104653031,-0.1481887978323884,eV/cell,False,False
v19_power_new_0_force,-0.2996693004614922,-0.21477558789497841,0.03173805605024358,2.674823953682641,eV/L0,False,False
v19_power_new_0_Haa,21.133296310436656,16.57708065736327,2.1133296310436656,-2.1559417831203667,eV/L0^2,False,True
v19_power_new_0_Hxx,4.803281906544594,1.835358413188789,0.4803281906544594,-6.17894920827348,eV/L0^2,False,True
v19_power_new_1_energy,0.01645069708691336,0.009106342667852036,0.004433026104653031,-1.656736108851802,eV/cell,False,False
v19_power_new_1_force,0.747061714559844,0.38159118400374215,0.03173805605024358,-11.515214730780496,eV/L0,False,False
v19_power_new_1_Haa,15.66515497295868,6.0890159125241805,1.5665154972958681,-6.11301903936789,eV/L0^2,False,True
v19_power_new_1_Hxx,3.4372637547611467,-0.3880729057654743,0.3437263754761147,-11.129016954919251,eV/L0^2,False,True
v19_power_new_2_energy,0.13995417796875365,0.06290205586212977,0.013995417796875366,-5.5055249671665125,eV/cell,False,False
v19_power_new_2_force,1.6376288066594074,0.6873946405834885,0.03173805605024358,-29.939898164261578,eV/L0,False,False
v19_power_new_2_Haa,1.5124016664736504,1.5977476362732927,0.15124016664736506,0.5643075625447896,eV/L0^2,False,True
v19_power_new_2_Hxx,0.07390822082095283,-0.7285005672473482,0.1,-8.02408788068301,eV/L0^2,False,True
v19_power_new_3_energy,0.39535837061576956,0.19652877032330823,0.039535837061576956,-5.029098030295521,eV/cell,False,False
v19_power_new_3_force,1.0383826381800587,0.7611978070087028,0.03173805605024358,-8.733516341787059,eV/L0,False,False
v19_power_new_3_Haa,-6.006053628734572,-0.47423496525193,0.6006053628734572,9.21040504369947,eV/L0^2,False,True
v19_power_new_3_Hxx,-1.4153601110072371,-0.1964496768073166,0.14153601110072372,8.612016296916028,eV/L0^2,False,True
v19_power_new_4_energy,0.5880885299154484,0.39047254180166324,0.05880885299154484,-3.3603101924500565,eV/cell,False,False
v19_power_new_4_force,0.5878736415051682,0.46920237749574517,0.03173805605024358,-3.7390842029378875,eV/L0,False,False
v19_power_new_4_Haa,0.9838769358246306,-0.9511014828143914,0.1,-19.34978418639022,eV/L0^2,False,True
v19_power_new_4_Hxx,0.5300888191539206,-0.008887199028426494,0.1,-5.389760181823471,eV/L0^2,False,True
v19_power_new_5_energy,0.7807571272106231,0.5229347346070017,0.07807571272106231,-3.302209914173082,eV/cell,False,False
v19_power_new_5_force,0.03287588986152218,0.19496265091032045,0.03173805605024358,5.107016031234033,eV/L0,False,False
v19_power_new_5_Haa,-2.5224317074829634,-0.39277665842826665,0.25224317074829633,8.442865044619174,eV/L0^2,False,True
v19_power_new_5_Hxx,-0.10536285587305545,-0.00010948415301010015,0.1,1.0525337172004534,eV/L0^2,False,True
v19_power_new_6_energy,0.09299247367372732,0.011016218547324756,0.009299247367372731,-8.815364500790013,eV/cell,False,False
v19_power_new_6_force,-0.03946790499084763,-0.42938416382966943,0.03173805605024358,-12.285448680963853,eV/L0,False,False
v19_power_new_6_Haa,22.032873653678617,26.101127405600856,2.2032873653678617,1.8464471842704917,eV/L0^2,False,True
v19_power_new_6_Hxx,1.976588687531336,1.4467798631235966,0.19765886875313363,-2.6804201994571013,eV/L0^2,False,True
v19_power_new_7_energy,0.16640726473220147,0.05226077839559169,0.01664072647322015,-6.859465331655156,eV/cell,False,False
v19_power_new_7_force,0.9556810535854069,0.727091651043396,0.03173805605024358,-7.2023756647268415,eV/L0,False,False
v19_power_new_7_Haa,3.6257942400934606,3.1901315375571624,0.36257942400934606,-1.2015648812026034,eV/L0^2,False,True
v19_power_new_7_Hxx,-0.7324824081355719,0.20565381739797414,0.1,9.38136225533546,eV/L0^2,False,True
v19_power_new_8_energy,0.18770167030691334,0.09103957250442325,0.018770167030691336,-5.14977291594884,eV/cell,False,False
v19_power_new_8_force,-1.6817465699911935,-2.991204418255753,0.03173805605024358,-41.258287722209424,eV/L0,False,False
v19_power_new_8_Haa,35.390692237109825,76.04220978987645,3.5390692237109826,11.486499693312137,eV/L0^2,False,True
v19_power_new_8_Hxx,-1.532495429303305,-0.5151033598524819,0.15324954293033052,6.638793499784495,eV/L0^2,False,True
v19_power_new_9_energy,0.07659186968314344,0.02653074473771695,0.007659186968314344,-6.536088641330568,eV/cell,False,False
v19_power_new_9_force,-0.15953065932670854,-0.1739555308341342,0.03173805605024358,-0.4544976379331511,eV/L0,False,False
v19_power_new_9_Haa,13.640977289265752,15.083254583867236,1.3640977289265752,1.057312290767047,eV/L0^2,False,True
v19_power_new_9_Hxx,-0.0018561341338510467,-0.16464569440145152,0.1,-1.6278956026760045,eV/L0^2,False,True
v20_new_0_energy,5.8649043216202346e-05,4.203510818937025e-05,0.004433026104653031,-0.0037477638603105982,eV/cell,False,False
v20_new_0_force,0.04781880717694997,0.03137534791670412,0.03173805605024358,-0.5180991310310467,eV/L0,False,False
v20_new_0_Haa,19.407850341619266,11.618964414067168,1.9407850341619266,-4.013265658200785,eV/L0^2,False,True
v20_new_0_Hxx,4.329394100444026,2.2526038609175387,0.4329394100444026,-4.796953549027773,eV/L0^2,False,True
