q,role,relative_matrix_error,minimum_eigenvalue,tail_bound,radius_change_bound
"(0.125, 0.125, 0.0)",fit,0.06206276568569324,1.4239949319687641,0.00019557636147847328,8.111152399386195e-05
"(0.375, 0.375, 0.0)",fit,0.8949039659201653,5.662906570891868,0.00019557636147847328,7.749376542427714e-05
"(0.125, 0.125, 0.125)",fit,0.01038974720425198,2.561942610609536,0.00019557636147847328,7.597307063600227e-05
"(0.375, 0.375, 0.375)",fit,0.00813897045400567,15.069325369830226,0.00019557636147847328,7.711739384077456e-05
"(0.25, 0.25, 0.0)",excluded,0.3076559596971556,3.751875702821401,0.00019557636147847328,7.459616880439226e-05
"(0.625, 0.625, 0.0)",excluded,2.308100618620177,20.398719287401686,0.00019557636147847328,7.669630508034827e-05
"(0.25, 0.25, 0.25)",excluded,0.0027084618977800535,8.810510625431952,0.00019557636147847328,7.670329393235903e-05
"(0.45, 0.45, 0.45)",excluded,0.013525045771904684,17.212884985932167,0.00019557636147847328,7.553621958664909e-05
