case,opening_A,energy_eV,energy_derivative_eV_A,tilted_energy_eV,tilted_derivative_eV_A,new_evaluation
P_08_interface_spread,0.0,-1165.653064384222,0.6599539093970683,-1165.653064384222,0.5628797367851577,False
P_08_interface_spread,0.03,-1165.6038565040192,2.5760910270503947,-1165.6067687291975,2.479016854438484,False
P_08_interface_spread,0.1,-1165.2912893806001,6.180229748802899,-1165.3009967978612,6.083155576190989,False
P_08_interface_spread,0.2,-1164.4747820211567,9.937112991175889,-1164.494196855679,9.840038818563979,False
P_08_interface_spread,0.35,-1162.6807390346942,13.640626552512149,-1162.7147149951084,13.543552379900238,False
P_08_interface_spread,0.5,-1160.4921280134972,15.132674680193144,-1160.5406650998032,15.035600507581233,False
P_08_interface_spread,0.7,-1157.5847025552541,13.274883242495681,-1157.6526544760825,13.177809069883772,False
P_08_interface_spread,0.9,-1155.3371774894622,9.1313036475103,-1155.424544244813,9.034229474898389,False
P_08_interface_spread,1.1,-1153.87026742296,5.811039408450256,-1153.9770490128333,5.713965235838345,False
P_08_interface_spread,1.4,-1152.5311052412428,3.4908021608254427,-1152.6670090828995,3.393727988213532,False
P_08_interface_spread,1.8,-1151.4768587908243,1.865374733081103,-1151.6515923015256,1.7683005604691924,False
P_08_interface_spread,10.0,-1150.2480506356142,-2.0816681711721685e-16,-1151.2187923617332,-0.09707417261191086,False
P_08_interface_spread,2.3,-1150.8910782269265,0.7221400893928673,-1151.1143488239338,0.6250659167809567,False
P_08_interface_spread,3.0,-1150.4000006300373,0.5686381364456119,-1150.691223147873,0.47156396383370125,False
P_08_interface_spread,4.0,-1150.2480506356142,-3.7470027081099033e-16,-1150.6363473260617,-0.09707417261191102,False
P_08_interface_spread,6.0,-1150.2480506356142,-5.551115123125783e-17,-1150.8304956712857,-0.0970741726119107,False
P_08_interface_spread,8.0,-1150.2480506356142,-5.412337245047638e-16,-1151.0246440165095,-0.09707417261191119,False
P_08_interface_spread,-0.25,-1162.4284633311333,-33.26737450069876,-1162.4041947879803,-33.36444867331067,True
P_08_interface_spread,-0.1,-1165.3129531013276,-8.200150241731427,-1165.3032456840665,-8.297224414343336,True
P_08_interface_spread,-0.03,-1165.640512220275,-1.5505841686492774,-1165.6375999950967,-1.647658341261188,True
P_08_interface_spread,-0.00763904149458433,-1165.656083569956,0.12725536762392015,-1165.6553420163234,0.0301811950120095,True
P_08_interface_spread,-0.008064062632932347,-1165.6561312370354,0.09703881478134146,-1165.6553484248275,-3.5357830569182624e-05,True
P_08_interface_spread,-0.00806356529541419,-1165.6561311887654,0.0970742088382065,-1165.655348424836,3.6226295851982115e-08,True
P_08_interface_spread,-0.008063665295418222,-1165.6561311984724,0.09706709213734921,-1165.6553484248357,-7.0804745614383435e-06,True
P_08_interface_spread,-0.008163565295414189,-1165.656140540294,0.08995579208000848,-1165.6553480689474,-0.007118380531902169,True
P_08_interface_spread,-0.00796356529541419,-1165.656121125567,0.10418919091754886,-1165.655348069055,0.00711501830563821,True
P_08_interface_spread,3.829286559605916,-1150.2480506356142,-5.273559366969494e-16,-1150.6197754600819,-0.09707417261191117,True
P_08_interface_spread,3.414643279802958,-1150.258991609967,0.12252172321889013,-1150.590465281119,0.02544755060697948,True
P_08_interface_spread,3.500763973908596,-1150.2513764845696,0.05751768918677684,-1150.5912102508464,-0.03955648342513381,True
P_08_interface_spread,3.4483575062227945,-1150.2553354443046,0.0948170497399002,-1150.5900818960913,-0.0022571228720104503,True
P_08_interface_spread,3.445610780056826,-1150.2555988361903,0.096972132659298,-1150.590078651807,-0.00010203995261265364,True
P_08_interface_spread,3.445481246088641,-1150.255611403987,0.09707422786392116,-1150.5900786452007,5.52520105084886e-08,True
P_08_interface_spread,3.445481346090364,-1150.2556113942796,0.09707414902920958,-1150.5900786452012,-2.3582701069724266e-08,True
P_08_interface_spread,3.4453813460903637,-1150.2556211056365,0.09715299474179151,-1150.5900786491407,7.882212988086224e-05,True
P_08_interface_spread,3.445581346090364,-1150.2556016908059,0.09699532807510491,-1150.5900786491445,-7.884453680573333e-05,True
