step,applied_shear_mpa,internal_shear_mpa,energy_ev_per_line_repeat,line_energy_j_per_m,affine_shear,registry_shear,intrabond_shear,decomposition_residual,affine_change_from_initial,registry_change_from_initial,maximum_force_residual,scaled_stress_residual,force_converged,iterations,evaluations,optimizer_success,optimizer_message,newton_polish_steps,maximum_transverse_displacement,minimum_transverse_radius,minimum_site_density,reciprocal_modes,last_mode_envelope,positive_cores,negative_cores,core_separation_over_L0,core_positions,winding_integer_residual,minimum_half_period_margin,elapsed_seconds
0,0.0,-4.454757407924306e-07,1.0587618486624164e-13,5.923367142361156e-23,-1.849604312556712e-11,0.0,-1.8496043125567123e-11,3.2311742677852644e-27,0.0,0.0,3.270366089047627e-09,1.3572992669082188e-09,True,1,3,False,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,2,2.684605247645979e-10,0.866025403461655,57.80093231046979,9,1.0004721370018376e-14,0,0,,[],1.3164988331759625e-25,3.141592649896852,190.83139709999887
