index,joint_loss,static_loss,core_RMS,positive_LJ,exact_residual,kkt_residual,minimum_robust_margin,seconds
0,1.6728750651266586,2621.9752145159628,0.2020282417773789,True,1.1460366705808064e-14,3.077538224260934e-13,0.006207929666103928,3.860120099998312
1,1.6729506009279462,2621.980519464582,0.20204334251197914,True,3.304235192336776e-14,3.197442310920451e-13,0.006208211118784557,8.101426599983824
2,1.6694639929921296,2616.1725477304076,0.2018647356760492,True,5.286776307738841e-14,3.1086244689504383e-13,0.006205655501312653,16.592618700000457
3,1.670589349281149,2619.841470337928,0.2017550050653424,True,2.220446049250313e-14,3.248512570053208e-13,0.006205584300818084,8.930777200002922
4,1.6694099873593333,2618.046075507251,0.2016787266656176,True,5.947623346206196e-14,3.0597746558669314e-13,0.006208055264765894,6.07111290001194
5,1.6729474588389648,2622.168987319011,0.20202512814088425,True,3.638755666898851e-14,2.9665159217984183e-13,0.006208658540696061,3.6108764999953564
6,1.4912975737073764,2453.487464347741,0.17892067233418887,True,5.947623346206196e-14,3.2462921240039577e-13,0.0062060106785625,17.981660299992654
7,1.491237574741159,2453.1801265080185,0.17893902863330668,True,2.6645352591003757e-14,3.3439917501709715e-13,0.006206154132480594,8.506366799992975
8,1.4900490613309825,2452.835819048259,0.17869804442545958,True,2.2438191655582118e-14,3.375077994860476e-13,0.006206125271829719,16.561408600013237
9,1.4905480101084778,2454.3907756819876,0.1786506533204744,True,4.625929269271486e-14,3.3639757646142243e-13,0.006204249504164599,9.1798223000078
10,1.4886205128528835,2450.05507145291,0.17865759980736853,True,2.7504880093939353e-14,3.481659405224491e-13,0.006206150975315458,6.21259059998556
11,1.49148642569967,2453.997597730004,0.17891101208601118,True,2.3490912220379255e-14,3.2462921240039577e-13,0.0062068927814330445,3.819217899988871
12,1.4499872497425508,2459.4870545902477,0.16834593569269557,True,4.625929269271486e-14,3.432809592140984e-13,0.006187053389899315,20.314462699985597
13,1.4499791082222964,2459.326127881468,0.1683619178456607,True,2.6645352591003757e-14,3.4416913763379853e-13,0.006187180492177526,12.770180199993774
14,1.449882209479678,2461.860011260601,0.16805423299775088,True,1.2465662030878955e-14,3.490541189421492e-13,0.006187264425795074,23.967356200009817
15,1.4499044757139337,2461.846096603575,0.1680613186118532,True,6.608470384673551e-14,3.4927616354707425e-13,0.006185180677243531,12.841714000009233
16,1.4525129567553117,2463.2544564004256,0.16855022969891037,True,3.304235192336776e-14,3.3706371027619753e-13,0.0061868919414814465,8.791079699993134
17,1.449997599191944,2459.45349107484,0.16835225413404337,True,5.2717686846717095e-14,3.446132268436486e-13,0.006188219068195248,5.382961299997987
18,1.4486623225018747,2475.3223158604346,0.1662331619668946,True,1.7763568394002505e-14,3.3661962106634746e-13,0.006207443348930908,26.811423400009517
19,1.4486670271289404,2475.1677482976984,0.1662518500815515,True,2.8301432964768842e-14,3.490541189421492e-13,0.00620760317099858,10.517987200000789
20,1.4487189693963474,2478.071979161582,0.16593564175912465,True,1.7451926843230535e-14,3.519406988061746e-13,0.006207825349040717,20.639070800010813
21,1.448691808967118,2477.9238478532943,0.16594562361301812,True,2.7504880093939353e-14,3.326228181776969e-13,0.006205624981022427,12.95767020000494
22,1.4511819082425508,2479.2265153860117,0.16642303782300474,True,3.613986495442962e-14,3.381739333008227e-13,0.00620726098694697,7.689847599976929
23,1.4486846284767056,2475.316619665482,0.16623940426255016,True,2.1683918972657772e-14,3.4372504842394846e-13,0.0062086041116739795,5.732137299986789
24,1.4493355919160003,2466.86467735244,0.16735634837614247,True,2.4424906541753444e-14,3.339550858072471e-13,0.006152920135122176,21.76866189998691
25,1.4483580998848005,2464.9381220368214,0.16732947901984865,True,2.979695343510097e-14,3.355093980417223e-13,0.006195548648032273,21.57223220000742
26,1.4483665314269347,2464.8042734420665,0.16734664234840413,True,3.304235192336776e-14,3.33510996597397e-13,0.006195694689144945,10.373027499997988
27,1.4483459243596946,2467.5302401176273,0.16703448533697465,True,5.947623346206196e-14,3.446132268436486e-13,0.006195819899883048,20.79566380000324
28,1.4483375799031346,2467.43017373897,0.1670436819219769,True,4.043061852109835e-14,3.5926817076870066e-13,0.006193706995154872,10.944881700008409
29,1.45087456526831,2468.7610234419767,0.16752647346796917,True,3.108624468950438e-14,3.4861002973229915e-13,0.006195379469988156,7.641913600004045
30,1.4483550459691672,2464.8613895709886,0.16733735246978493,True,4.625929269271486e-14,3.228528555609955e-13,0.00619672510551503,4.6164889999781735
31,1.448269996114642,2473.5880450724035,0.16633113731105062,True,7.930164461608262e-14,3.4927616354707425e-13,0.006189146799968913,22.213824900012696
32,1.4482696060181948,2473.4380359156585,0.16634802090944809,True,5.947623346206196e-14,3.519406988061746e-13,0.006189287301498895,10.287016699992819
33,1.4483029880128442,2476.290389407887,0.16603321635085241,True,1.6172247408439336e-14,3.388400671155978e-13,0.006189411128937133,20.764337100001285
34,1.4482959044893973,2476.1731583251208,0.1660447317089409,True,1.3216940769347102e-14,3.4994229736184934e-13,0.00618730616772587,10.87033760000486
35,1.4507811516723321,2477.4479632495127,0.16652379702226888,True,3.208902677626258e-14,3.412825577697731e-13,0.006188981773589337,7.578684800013434
36,1.4482706992605638,2473.524282087584,0.1663385319810874,True,2.8301432964768842e-14,3.2107649872159527e-13,0.006190330876221719,4.447689099994022
37,1.4483125648790207,2464.409931659857,0.1673775597825866,True,2.6433881538694204e-14,3.417266469796232e-13,0.006198484113951547,22.325594099995214
