case,radius_over_L0,inner_fraction,weighted_remainder_eV,continuum_subtraction_eV,finite_part_at_reference_b_eV,window_constant,window_series_tail,window_series_terms,log_coefficient_eV,core_radius_fitted,convergence_certified
wider_core_near_R8r5,2.0,0.5,0.23358644324541106,0.1326000264469212,0.10098641679848985,-0.29906923613305847,1.512673100661835e-15,36,0.33648172480132915,False,False
wider_core_near_R8r5,2.0,0.75,0.26546233909074113,0.18761076218075667,0.07785157690998445,-0.1355812019275878,7.189681436940145e-16,19,0.33648172480132915,False,False
wider_core_near_R8r5,2.5,0.5,0.28406851795089516,0.20768375347142043,0.07638476447947473,-0.29906923613305847,1.512673100661835e-15,36,0.33648172480132915,False,False
wider_core_near_R8r5,2.5,0.75,0.32291240019056705,0.2626944892052559,0.06021791098531115,-0.1355812019275878,7.189681436940145e-16,19,0.33648172480132915,False,False
wider_core_near_R8r5,3.0,0.5,0.32796351065944984,0.2690316253699138,0.05893188528953602,-0.29906923613305847,1.512673100661835e-15,36,0.33648172480132915,False,False
wider_core_near_R8r5,3.0,0.75,0.36907741217902085,0.32404236110374923,0.045035051075271615,-0.1355812019275878,7.189681436940145e-16,19,0.33648172480132915,False,False
wider_core_near_R8r5,3.5,0.5,0.3673979010172931,0.3209005119974871,0.04649738901980599,-0.29906923613305847,1.512673100661835e-15,36,0.33648172480132915,False,False
wider_core_near_R8r5,3.5,0.75,0.40984523489211266,0.3759112477313226,0.03393398716079005,-0.1355812019275878,7.189681436940145e-16,19,0.33648172480132915,False,False
wider_core_near_R8r5,4.0,0.5,0.40285704859281746,0.36583138530290993,0.03702566328990753,-0.29906923613305847,1.512673100661835e-15,36,0.33648172480132915,False,False
wider_core_near_R8r5,4.0,0.75,0.4479685123904964,0.42084212103674545,0.027126391353750945,-0.1355812019275878,7.189681436940145e-16,19,0.33648172480132915,False,False
wider_core_near_R8r5,4.5,0.5,0.4358700588963455,0.4054632242929063,0.03040683460343918,-0.29906923613305847,1.512673100661835e-15,36,0.33648172480132915,False,False
wider_core_near_R8r5,4.5,0.75,0.4825441926303563,0.46047396002674185,0.02207023260361446,-0.1355812019275878,7.189681436940145e-16,19,0.33648172480132915,False,False
wider_core_near_R8r5,5.0,0.5,0.4662225473928312,0.4409151123274091,0.0253074350654221,-0.29906923613305847,1.512673100661835e-15,36,0.33648172480132915,False,False
wider_core_near_R8r5,5.0,0.75,0.5144746853252622,0.4959258480612446,0.01854883726401757,-0.1355812019275878,7.189681436940145e-16,19,0.33648172480132915,False,False
wider_core_near_R8r5,5.5,0.5,0.49440796185952696,0.4729852460190932,0.02142271584043376,-0.29906923613305847,1.512673100661835e-15,36,0.33648172480132915,False,False
wider_core_near_R8r5,5.5,0.75,0.5437282694239697,0.5279959817529287,0.015732287671040956,-0.1355812019275878,7.189681436940145e-16,19,0.33648172480132915,False,False
wider_core_near_R8r5,6.0,0.5,0.5208976275030817,0.5022629842259024,0.01863464327717923,-0.29906923613305847,1.512673100661835e-15,36,0.33648172480132915,False,False
wider_core_near_R8r5,6.0,0.75,0.571499574512631,0.557273719959738,0.014225854552893047,-0.1355812019275878,7.189681436940145e-16,19,0.33648172480132915,False,False
wider_core_near_R8r5,6.5,0.5,0.5457021709696914,0.5291958925616626,0.016506278408028874,-0.29906923613305847,1.512673100661835e-15,36,0.33648172480132915,False,False
wider_core_near_R8r5,6.5,0.75,0.5970584436669311,0.5842066282954981,0.012851815371432984,-0.1355812019275878,7.189681436940145e-16,19,0.33648172480132915,False,False
wider_core_near_R8r5,7.0,0.5,0.5690010362712096,0.5541318708534758,0.014869165417733754,-0.29906923613305847,1.512673100661835e-15,36,0.33648172480132915,False,False
wider_core_near_R8r5,7.0,0.75,0.6212979535291268,0.6091426065873113,0.012155346941815415,-0.1355812019275878,7.189681436940145e-16,19,0.33648172480132915,False,False
wider_core_near_R8r5,7.5,0.5,0.591109480970307,0.5773467112504016,0.013762769719905421,-0.29906923613305847,1.512673100661835e-15,36,0.33648172480132915,False,False
wider_core_near_R8r5,7.5,0.75,0.6439683007042829,0.6323574469842371,0.011610853720045777,-0.1355812019275878,7.189681436940145e-16,19,0.33648172480132915,False,False
wider_core_near_R8r5,8.0,0.5,0.611986817060013,0.5990627441588986,0.012924072901114414,-0.29906923613305847,1.512673100661835e-15,36,0.33648172480132915,False,False
wider_core_near_R8r5,8.0,0.75,0.6655105180765855,0.6540734798927341,0.011437038183851334,-0.1355812019275878,7.189681436940145e-16,19,0.33648172480132915,False,False
wider_core_R10r7,2.0,0.5,0.2329558143424355,0.1326000264469212,0.1003557878955143,-0.29906923613305847,1.512673100661835e-15,36,0.33648172480132915,False,False
wider_core_R10r7,2.0,0.75,0.2647323808144781,0.18761076218075667,0.07712161863372141,-0.1355812019275878,7.189681436940145e-16,19,0.33648172480132915,False,False
wider_core_R10r7,2.5,0.5,0.2832339918722705,0.20768375347142043,0.07555023840085007,-0.29906923613305847,1.512673100661835e-15,36,0.33648172480132915,False,False
wider_core_R10r7,2.5,0.75,0.321893039923987,0.2626944892052559,0.05919855071873109,-0.1355812019275878,7.189681436940145e-16,19,0.33648172480132915,False,False
wider_core_R10r7,3.0,0.5,0.32689882875305315,0.2690316253699138,0.05786720338313933,-0.29906923613305847,1.512673100661835e-15,36,0.33648172480132915,False,False
wider_core_R10r7,3.0,0.75,0.36776642708778584,0.32404236110374923,0.04372406598403661,-0.1355812019275878,7.189681436940145e-16,19,0.33648172480132915,False,False
wider_core_R10r7,3.5,0.5,0.3660921391676426,0.3209005119974871,0.04519162717015551,-0.29906923613305847,1.512673100661835e-15,36,0.33648172480132915,False,False
wider_core_R10r7,3.5,0.75,0.40825945607433994,0.3759112477313226,0.032348208343017326,-0.1355812019275878,7.189681436940145e-16,19,0.33648172480132915,False,False
wider_core_R10r7,4.0,0.5,0.40130355514731075,0.36583138530290993,0.035472169844400825,-0.29906923613305847,1.512673100661835e-15,36,0.33648172480132915,False,False
wider_core_R10r7,4.0,0.75,0.446075493575317,0.42084212103674545,0.025233372538571552,-0.1355812019275878,7.189681436940145e-16,19,0.33648172480132915,False,False
wider_core_R10r7,4.5,0.5,0.4340550428347911,0.4054632242929063,0.028591818541884806,-0.29906923613305847,1.512673100661835e-15,36,0.33648172480132915,False,False
wider_core_R10r7,4.5,0.75,0.4803350049644077,0.46047396002674185,0.019861044937665828,-0.1355812019275878,7.189681436940145e-16,19,0.33648172480132915,False,False
wider_core_R10r7,5.0,0.5,0.46414094668555034,0.4409151123274091,0.02322583435814124,-0.29906923613305847,1.512673100661835e-15,36,0.33648172480132915,False,False
wider_core_R10r7,5.0,0.75,0.5119333714768617,0.4959258480612446,0.016007523415617064,-0.1355812019275878,7.189681436940145e-16,19,0.33648172480132915,False,False
wider_core_R10r7,5.5,0.5,0.4920474690835518,0.4729852460190932,0.019062223064458594,-0.29906923613305847,1.512673100661835e-15,36,0.33648172480132915,False,False
