model,polarization,alpha,amplitude_over_L0,analytic_H,central,fourth_order,sixth_order,central_error,fourth_error,sixth_error,harmonic_tail_bound
fixed_saturated_reprofile,0,242075.99633372846,0.0004,6.018002928591751,5.987438811416723,,,-0.03056411717502794,,,0.007575238428470702
fixed_saturated_reprofile,0,242075.99633372846,0.0002,6.018002928591751,6.010279207657732,6.017892673071401,,-0.007723720934019518,-0.00011025552035004438,,0.007575238428470702
fixed_saturated_reprofile,0,242075.99633372846,0.0001,6.018002928591751,6.016068709868705,6.017998543939029,6.0180056019968715,-0.0019342187230462216,-4.3846527217894504e-06,2.673405120390271e-06,0.007575238428470702
fixed_saturated_reprofile,0,242075.99633372846,5e-05,6.018002928591751,6.017535270075314,6.018024123477517,6.0180258287800825,-0.00046765851643737477,2.1194885765574156e-05,2.2900188331398397e-05,0.007575238428470702
fixed_saturated_reprofile,0,242075.99633372846,2.5e-05,6.018002928591751,6.017944542691112,6.0180809668963775,6.018084756457635,-5.8385900639557065e-05,7.803830462638217e-05,8.182786588406543e-05,0.007575238428470702
fixed_saturated_reprofile,0,242075.99633372846,1.25e-05,6.018002928591751,6.017762643750757,6.0177020107706385,6.017676747028923,-0.0002402848409941427,-0.000300917821112634,-0.0003261815628281539,0.007575238428470702
fixed_saturated_reprofile,1,242075.99633372846,0.0004,6.018002928590628,5.987438811416723,,,-0.030564117173904393,,,0.007575238428470702
fixed_saturated_reprofile,1,242075.99633372846,0.0002,6.018002928590628,6.010278497114996,6.017891725681086,,-0.007724431475631732,-0.00011120290954114154,,0.007575238428470702
fixed_saturated_reprofile,1,242075.99633372846,0.0001,6.018002928590628,6.016065867697762,6.0179949912253505,6.018001875594968,-0.0019370608928657163,-7.93736527704425e-06,-1.0529956595561885e-06,0.007575238428470702
fixed_saturated_reprofile,1,242075.99633372846,5e-05,6.018002928590628,6.017523901391542,6.0180099126228015,6.018010907382632,-0.0004790271990859907,6.9840321739178535e-06,7.978792003981994e-06,0.007575238428470702
fixed_saturated_reprofile,1,242075.99633372846,2.5e-05,6.018002928590628,6.017899067956023,6.018024123477517,6.018025070867831,-0.00010386063460465778,2.1194886889119857e-05,2.2142277203762717e-05,0.007575238428470702
fixed_saturated_reprofile,1,242075.99633372846,1.25e-05,6.018002928590628,6.017944542691112,6.017959700936141,6.017955406100049,-5.8385899516011364e-05,-4.32276544861665e-05,-4.752249057826674e-05,0.007575238428470702
fixed_saturated_reprofile,2,242075.99633372846,0.0004,265.4874800048285,143.2830210035263,,,-122.20445900130221,,,0.007575238428470702
fixed_saturated_reprofile,2,242075.99633372846,0.0002,265.4874800048285,163.91563235629292,170.7931694738818,,-101.5718476485356,-94.69431053094672,,0.007575238428470702
fixed_saturated_reprofile,2,242075.99633372846,0.0001,265.4874800048285,204.67097101573017,218.25608390220927,221.4202781974311,-60.81650898909834,-47.23139610261924,-44.067201807397424,0.007575238428470702
fixed_saturated_reprofile,2,242075.99633372846,5e-05,265.4874800048285,242.13393317040754,254.62158722196668,257.0459541099505,-23.353546834420968,-10.865892782861835,-8.441525894877998,0.007575238428470702
fixed_saturated_reprofile,2,242075.99633372846,2.5e-05,265.4874800048285,258.745558312512,264.2827666932135,264.92684532462994,-6.7419216923165095,-1.2047133116150235,-0.5606346801985751,0.007575238428470702
fixed_saturated_reprofile,2,242075.99633372846,1.25e-05,265.4874800048285,263.73400032753125,265.39681433253764,265.47108417515926,-1.753479677297264,-0.09066567229086786,-0.016395829669249906,0.007575238428470702
