model,state,component,energy_eV_cell,normal_force_eV_L0,Haa_eV_L0sq,source_Haa_eV_L0sq
fixed_saturated_reprofile,inspected039,pair_6,1.4431333646454039,-37.433741583104926,499.1389752327685,36.31678531793335
fixed_saturated_reprofile,inspected039,pair_3,-1.3490358390353159,68.31016018669882,-407.4503536716348,36.31678531793335
fixed_saturated_reprofile,inspected039,embedding,0.14208344519440885,-39.73435765860691,95.27352724357208,36.31678531793335
fixed_saturated_reprofile,inspected039,angular_3,0.032118460716448125,0.42285848618469846,22.315639645303126,36.31678531793335
fixed_saturated_reprofile,inspected039,angular_1,0.0019254644029328555,-0.20926874460578357,22.73380576043301,36.31678531793335
fixed_saturated_reprofile,inspected039,angular_2,1.6571947541099827e-05,-1.851380636024622e-07,1.1261299821283641e-05,36.31678531793335
fixed_saturated_reprofile,inspected039,angular_Eg_radial,1.9460732407062703e-06,-0.000369095017974359,0.21004709912888,36.31678531793335
fixed_saturated_reprofile,heldout031,pair_6,1.063121571751802,-31.47066553155342,401.64297855651284,34.460781638400974
fixed_saturated_reprofile,heldout031,pair_3,-1.0247722906798795,64.88122645832789,-369.9227301388655,34.460781638400974
fixed_saturated_reprofile,heldout031,embedding,0.10934116610719613,-39.503089233029606,93.67284516128275,34.460781638400974
fixed_saturated_reprofile,heldout031,angular_3,0.024814846840881158,0.32562711464564964,23.38202840568931,34.460781638400974
fixed_saturated_reprofile,heldout031,angular_1,0.0013259758705027815,-0.15911316112009746,22.110799194151927,34.460781638400974
fixed_saturated_reprofile,heldout031,angular_2,1.6570650185465403e-05,-1.7951923876675847e-07,9.36823662019744e-06,34.460781638400974
fixed_saturated_reprofile,heldout031,angular_Eg_radial,1.882575672631801e-06,-0.0004187254049405761,0.5207747082369317,34.460781638400974
fixed_saturated_reprofile,heldout_off,pair_6,-0.8228880909323797,-8.86000813030791,108.98911131722731,5.497617912510364
fixed_saturated_reprofile,heldout_off,pair_3,4.797023980057789,34.98911177139242,-185.6682275552675,5.497617912510364
fixed_saturated_reprofile,heldout_off,embedding,-4.279980253953301,-29.014927926121203,73.40723601093524,5.497617912510364
fixed_saturated_reprofile,heldout_off,angular_3,0.2550936189411146,2.4354390343882555,6.948744560747666,5.497617912510364
fixed_saturated_reprofile,heldout_off,angular_1,0.13804855864370416,2.141957419169673,13.497914213538895,5.497617912510364
fixed_saturated_reprofile,heldout_off,angular_2,1.6559452715503677e-05,5.612206638171137e-07,2.6377138769353777e-05,5.497617912510364
fixed_saturated_reprofile,heldout_off,angular_Eg_radial,4.594589176053216e-06,2.176189493125283e-06,-1.2970685834679976e-05,5.497617912510364
fixed_saturated_reprofile,heldout_opening,pair_6,-1.6118184894700547,-0.025465099732768774,0.17278334806104495,-0.6638075680371565
fixed_saturated_reprofile,heldout_opening,pair_3,12.239988259201084,3.246716481593244,-8.903764928847965,-0.6638075680371565
fixed_saturated_reprofile,heldout_opening,embedding,-13.241849930578287,-5.438860292630096,15.001143202036317,-0.6638075680371565
fixed_saturated_reprofile,heldout_opening,angular_3,1.1129811679101715,-0.33021854127764755,-3.302323143972723,-0.6638075680371565
fixed_saturated_reprofile,heldout_opening,angular_1,2.038826445979319,2.1625308630963973,-4.3408125049179835,-0.6638075680371565
fixed_saturated_reprofile,heldout_opening,angular_2,1.6612907544861025e-05,5.043711041013216e-10,-5.206448923133078e-09,-0.6638075680371565
fixed_saturated_reprofile,heldout_opening,angular_Eg_radial,5.076594193837315e-06,1.8030499826591249e-07,-6.46975430044966e-07,-0.6638075680371565
