model,channel,coordinate,alpha,reference_norm_squared,maximum_site_derivative_norm_squared,crossover_over_L0,crossover_angstrom,interpretation
fixed_saturated_reprofile,rank2,a,242075.99633372846,0.6611153941803622,0.42935979011233183,0.0025220406717974876,0.0072225758488979296,"linear-jet saturation scale, NOT a yield/source/activation length"
fixed_saturated_reprofile,rank2,s1,242075.99633372846,0.6611153941803622,0.12394847587007075,0.004693990167317157,0.013442566726438399,"linear-jet saturation scale, NOT a yield/source/activation length"
fixed_saturated_reprofile,rank2,s2,242075.99633372846,0.6611153941803622,0.1239484758700711,0.00469399016731715,0.013442566726438378,"linear-jet saturation scale, NOT a yield/source/activation length"
fixed_saturated_reprofile,Eg,a,242075.99633372846,1.0,28.205097205138426,0.0003827016508225563,0.001095974276495059,"linear-jet saturation scale, NOT a yield/source/activation length"
fixed_saturated_reprofile,Eg,s1,242075.99633372846,1.0,0.19686229991170678,0.004580816117187447,0.01311846086631909,"linear-jet saturation scale, NOT a yield/source/activation length"
fixed_saturated_reprofile,Eg,s2,242075.99633372846,1.0,0.19686229991170734,0.00458081611718744,0.013118460866319069,"linear-jet saturation scale, NOT a yield/source/activation length"
