case,species,count,arrangement,chemical_concentration_cm3,opening_A,energy_eV,delta_energy_eV,area_A2,separation_work_J_m2,conjugate_force_eV_A,rigid_traction_GPa,affine_stress_zz_GPa,nonaffine_correction_GPa,total_force_norm_eV_A
P_02_bulk_spread,P,2,bulk_spread,4.523430453814843e+20,0.0,-1163.8039124584488,0.0,155.52997112368598,0.0,0.16211813751461948,0.16700439792852603,0.16716118328511437,-0.0001567853565883284,7.616568973485247e-16
P_02_bulk_spread,P,2,bulk_spread,4.523430453814843e+20,0.03,-1163.7657220426236,0.03819041582528371,155.52997112368598,0.0039341479610610535,2.3397066840940415,2.410225728575479,0.38065852211592,2.029567206459559,1.0061869162683178e-15
P_02_bulk_spread,P,2,bulk_spread,4.523430453814843e+20,0.1,-1163.4485517199082,0.35536073854063943,155.52997112368598,0.03660713544902653,6.544002379928104,6.741239408848877,0.8119830173978202,5.929256391451056,7.148725830837842e-16
P_02_bulk_spread,P,2,bulk_spread,4.523430453814843e+20,0.2,-1162.5544415104573,1.24947094799154,155.52997112368598,0.12871301545744357,11.119995216294715,11.455153226750586,1.3132725072464297,10.141880719504156,7.593692854162152e-16
P_02_bulk_spread,P,2,bulk_spread,4.523430453814843e+20,0.35,-1160.4950292474075,3.3088832110413477,155.52997112368598,0.34086133541099684,15.961988400178257,16.44308467504752,1.8793811192850836,14.563703555762435,9.027680223725012e-16
P_02_bulk_spread,P,2,bulk_spread,4.523430453814843e+20,0.5,-1157.8979779313272,5.905934527121644,155.52997112368598,0.6083940113229466,18.153885171173794,18.701045481737516,2.162486875150066,16.53855860658745,7.771312130300446e-16
P_02_bulk_spread,P,2,bulk_spread,4.523430453814843e+20,0.7,-1154.3595591171515,9.444353341297301,155.52997112368598,0.9729007301514216,16.479449012881968,16.976141613655123,2.0034244515978266,14.972717162057295,7.61004934021871e-16
P_02_bulk_spread,P,2,bulk_spread,4.523430453814843e+20,0.9,-1151.4704954743404,12.333416984108453,155.52997112368598,1.2705147674465154,12.34962683621157,12.72184609348534,1.5157082877490438,11.206137805736295,7.135738291134168e-16
P_02_bulk_spread,P,2,bulk_spread,4.523430453814843e+20,1.1,-1149.356224741705,14.447687716743758,155.52997112368598,1.4883142784542343,9.054551242769646,9.327456520251285,1.0953488071769162,8.232107713074369,5.127004071552136e-16
P_02_bulk_spread,P,2,bulk_spread,4.523430453814843e+20,1.4,-1147.09553548346,16.708376974988823,155.52997112368598,1.7211969492427863,6.235861496578524,6.423811121737448,0.6974698848778323,5.726341236859616,1.5142789871996507e-15
P_02_bulk_spread,P,2,bulk_spread,4.523430453814843e+20,1.8,-1145.218323756603,18.585588701845836,155.52997112368598,1.9145760609414095,3.2590955886332913,3.3573251266974093,0.2304175907987219,3.1269075358986878,7.194726736726397e-16
P_02_bulk_spread,P,2,bulk_spread,4.523430453814843e+20,2.3,-1144.1977249874672,19.606187470981695,155.52997112368598,2.0197120349780953,1.2842067762927951,1.3229129249722058,-0.0862089933058752,1.4091219182780808,1.2181845019602249e-15
P_02_bulk_spread,P,2,bulk_spread,4.523430453814843e+20,3.0,-1143.4551741135829,20.34873834486598,155.52997112368598,2.0962051797461587,0.6968154186534177,0.717817520257619,-0.1803797363168726,0.8981972565744917,5.116430421633527e-16
P_02_bulk_spread,P,2,bulk_spread,4.523430453814843e+20,4.0,-1143.2849022891546,20.519010169294233,155.52997112368598,2.113745563542061,-3.885780586188048e-16,-4.002898486421173e-16,-0.3105756462254636,0.31057564622546313,2.073250173638814e-15
P_02_bulk_spread,P,2,bulk_spread,4.523430453814843e+20,6.0,-1143.2849022891546,20.519010169294233,155.52997112368598,2.113745563542061,-1.1102230246251565e-16,-1.1436852818346208e-16,-0.292533665615481,0.2925336656154809,1.9482944755969247e-15
P_02_bulk_spread,P,2,bulk_spread,4.523430453814843e+20,8.0,-1143.2849022891546,20.519010169294233,155.52997112368598,2.113745563542061,-2.220446049250313e-16,-2.2873705636692416e-16,-0.27647279032516986,0.27647279032516964,2.073250173638814e-15
P_02_bulk_spread,P,2,bulk_spread,4.523430453814843e+20,10.0,-1143.2849022891546,20.519010169294233,155.52997112368598,2.113745563542061,-2.220446049250313e-16,-2.2873705636692416e-16,-0.262083699080901,0.2620836990809008,2.073250173638814e-15
