       Step     Time          Energy          fmax
LBFGS:    0 04:34:24    -1163.781416        0.112442
LBFGS:    1 04:34:28    -1163.787287        0.090230
LBFGS:    2 04:34:33    -1163.799722        0.039054
LBFGS:    3 04:34:37    -1163.800488        0.034344
LBFGS:    4 04:34:42    -1163.802898        0.024790
LBFGS:    5 04:34:47    -1163.803121        0.020173
LBFGS:    6 04:34:52    -1163.803502        0.011060
LBFGS:    7 04:34:57    -1163.803700        0.009908
LBFGS:    8 04:35:02    -1163.803805        0.006666
LBFGS:    9 04:35:08    -1163.803840        0.005225
LBFGS:   10 04:35:13    -1163.803868        0.003430
LBFGS:   11 04:35:18    -1163.803886        0.002572
LBFGS:   12 04:35:24    -1163.803894        0.001923
LBFGS:   13 04:35:28    -1163.803897        0.001627
LBFGS:   14 04:35:33    -1163.803901        0.001395
LBFGS:   15 04:35:38    -1163.803904        0.001246
LBFGS:   16 04:35:44    -1163.803906        0.000985
LBFGS:   17 04:35:48    -1163.803908        0.000848
LBFGS:   18 04:35:52    -1163.803909        0.000771
LBFGS:   19 04:35:56    -1163.803909        0.000713
LBFGS:   20 04:36:00    -1163.803910        0.000621
LBFGS:   21 04:36:04    -1163.803910        0.000527
LBFGS:   22 04:36:07    -1163.803911        0.000604
LBFGS:   23 04:36:11    -1163.803911        0.000507
LBFGS:   24 04:36:15    -1163.803912        0.000453
LBFGS:   25 04:36:19    -1163.803912        0.000428
LBFGS:   26 04:36:23    -1163.803912        0.000371
LBFGS:   27 04:36:26    -1163.803912        0.000273
LBFGS:   28 04:36:30    -1163.803912        0.000208
LBFGS:   29 04:36:34    -1163.803912        0.000189
