model,C11_GPa,C12_GPa,C44_GPa,bulk_modulus_GPa,normal_stress_GPa,cohesion_eV_atom,zero_state_force_max,minimum_interface_eigenvalue,opening_40h_J_m2,source_opening_40h_J_m2,fault_energy_J_m2,saddle_energy_J_m2,heldout_normalized_rms,adopted
historical_candidate,87.8161695580635,64.8326341444574,49.27104857203212,72.49381261565944,-2.5705543276335892e-14,3.3599999999999994,7.980061084991899e-12,4.945211215219162,1.7627679965242151,1.7412853086487758,0.12680016856250634,0.17323796988052173,15.686259443448739,False
cubic_5pct,85.73478577166645,70.67742413114196,32.464481142158995,75.69654467798345,-2.1421286063613245e-15,3.3600000000000003,1.33226763032644e-13,4.999661397176298,1.7988452865433187,1.7412853086487758,0.14577263278973515,0.17898650945464983,12.294834613507913,False
bulk_exact,113.99999999999983,62.00000000000017,32.00000000000061,79.33333333333339,-5.141108655267179e-13,3.3599999999999595,2.8422628274617885e-13,4.710392303479633,1.7410528334942363,1.7412853086487758,0.027059724763451972,0.04244941047895298,25.411296489920435,False
