traction_MPa,generalized_force_eV,independent_SI_work_eV,error_eV,recovered_MPa
4.0,0.0005078088968038973,0.0005078088968038973,0.0,3.999999999999999
15.0,0.0019042833630146148,0.0019042833630146148,0.0,15.0
25.0,0.003173805605024358,0.003173805605024358,0.0,24.999999999999996
50.0,0.006347611210048716,0.006347611210048716,0.0,49.99999999999999
100.0,0.012695222420097432,0.012695222420097432,0.0,99.99999999999999
2000.0,0.25390444840194865,0.25390444840194865,0.0,2000.0
