model,path,samples,s_reduced,a_reduced,relaxed_energy_ev,fixed_energy_ev,relaxed_shear_mpa,fixed_shear_mpa,schur_curvature,normal_curvature,coupling,normal_force_residual
unchanged_analytic_research_candidate,direct_110,33,0.171875,0.842463258635601,0.06093049228064048,0.06952027312218403,4632.684303563707,6020.551297608556,1.0056190258935196,22.178422064209368,-5.617466877548799,2.3592239273284576e-16
unchanged_analytic_research_candidate,direct_110,33,0.1875,0.8464751808653039,0.07022367502073502,0.08185512813471457,4727.689786551815,6408.637367463351,0.5422079064551693,21.991323219204666,-5.712522187489475,3.0531133177191805e-16
unchanged_analytic_research_candidate,direct_110,33,0.203125,0.8505662496848693,0.0796497814124571,0.0949134840324951,4767.256913155491,6749.078913316818,0.10566986219547325,21.78178420253387,-5.738182841091232,1.457167719820518e-15
unchanged_analytic_research_candidate,direct_110,33,0.21875,0.8546938573156769,0.08910232787081067,0.10859518650234215,4754.993950572973,7036.175964204679,-0.2994104728940201,21.55202985444065,-5.699770310695409,1.762479051592436e-15
unchanged_analytic_research_candidate,direct_110,33,0.234375,0.8588178271312775,0.09848247595613521,0.12278877032770086,4694.965661282561,7264.247135449073,-0.6701642586289528,21.30496652223726,-5.6032295050418375,1.1102230246251565e-15
unchanged_analytic_research_candidate,direct_110,33,0.25,0.8629005239581201,0.1076997375328386,0.1373716397002357,4591.496067826471,7427.7777588695335,-1.0052060977681792,21.04404110122026,-5.454825265619073,1.1657341758564144e-15
unchanged_analytic_research_candidate,direct_110,33,0.265625,0.8669068676866349,0.11667231817958086,0.15221056198257657,4449.001382829174,7521.587124501457,-1.3043806316403375,20.773091217871464,-5.2608819340824615,3.469446951953614e-16
unchanged_analytic_research_candidate,direct_110,33,0.28125,0.870804282588173,0.1253271602593608,0.16716250841174785,4271.854227619823,7541.0101477484695,-1.5685105955316105,20.496197515919754,-5.027571203167538,3.3306690738754696e-15
unchanged_analytic_research_candidate,direct_110,33,0.296875,0.8745626096898281,0.1335997468584997,0.18207586459277836,4064.277971611764,7482.087432603937,-1.7991612021640595,20.2175462220087,-4.760748751947677,4.010680676458378e-15
unchanged_analytic_research_candidate,direct_110,33,0.3125,0.8781540039215971,0.14143372394753823,0.1967920204347148,3830.268604752161,7341.756483693532,-1.9984293036971328,19.941307458084733,-4.465836823924927,6.938893903907228e-16
unchanged_analytic_research_candidate,direct_110,33,0.328125,0.8815528322089755,0.1487803921669235,0.21114733378013964,3573.5408306809527,7118.035833840183,-2.1687609220452413,19.671532374556794,-4.147747828910093,1.1796119636642288e-15
unchanged_analytic_research_candidate,direct_110,33,0.34375,0.8847355836380411,0.1555981127819255,0.22497544494092503,3297.4948468654084,6810.193206524107,-2.312797391388962,19.41207021451233,-3.810843011138609,3.497202527569243e-15
unchanged_analytic_research_candidate,direct_110,33,0.359375,0.8876807984607948,0.16185166540785098,0.23810990144838712,3005.2003867958997,6418.8886213085025,-2.4332482890543305,19.166504907528996,-3.4589199640958928,2.067790383364354e-15
unchanged_analytic_research_candidate,direct_110,33,0.375,0.8903690190963478,0.1675115885882532,0.25038703450038746,2699.394899456285,5946.28365192027,-2.532788238672641,18.938109701016767,-3.0952230402206395,4.0245584642661925e-16
unchanged_analytic_research_candidate,direct_110,33,0.390625,0.8927827634067034,0.17255352848876107,0.26164901191057716,2382.4931310153406,5396.108907235349,-2.6139742602038627,18.72981761087579,-2.72247129530377,2.060851489460447e-15
unchanged_analytic_research_candidate,direct_110,33,0.40625,0.8949065183385018,0.1769576159521313,0.27174697795771546,2056.6057846567614,4773.683231247313,-2.679180369611723,18.54420504751587,-2.3428993658609083,2.192690473634684e-15
unchanged_analytic_research_candidate,direct_110,33,0.421875,0.8967267504666536,0.1807078879428788,0.28054417948647753,1723.5653248950248,4085.8800699574936,-2.730546410300769,18.38348578742523,-1.9583074912823493,7.355227538141662e-16
unchanged_analytic_research_candidate,direct_110,33,0.4375,0.8982319289916888,0.18379176592706722,0.28791897088991614,1384.957340290493,3341.038844374133,-2.7699384981514834,18.249512462074215,-1.5701176869550901,3.0461744238152733e-15
unchanged_analytic_research_candidate,direct_110,33,0.453125,0.8994125562696006,0.1861996008887223,0.29376758895724087,1042.1561739245565,2548.821868362817,-2.7989188985403874,18.143782882263007,-1.179433804019494,5.065392549852277e-16
unchanged_analytic_research_candidate,direct_110,33,0.46875,0.9002612009296831,0.1879242923726635,0.2980065924479832,696.36377305305,1720.0201903752504,-2.818723579215901,18.067448773107476,-0.7871038501612238,2.1510571102112408e-16
unchanged_analytic_research_candidate,direct_110,33,0.484375,0.9007725289989085,0.18896098706181627,0.3005748707481958,348.65090097853164,866.314527560821,-2.8302460748303733,18.021324835971743,-0.39378348115572454,2.768618667658984e-15
unchanged_analytic_research_candidate,direct_110,33,0.5,0.9009433291343384,0.18930686084888831,0.30143514077623257,5.905769885923658e-13,1.2672952228461838e-12,-2.8340266513173185,18.005896457583752,-6.711832083788976e-16,5.48172618408671e-16
unchanged_analytic_research_candidate,direct_110,65,0.0,0.8164965809270467,2.303676270631682e-15,3.790179943562089e-40,1.3581574573560456e-12,1.238369656101387e-12,4.945211215251887,22.902007120534204,-2.8623922743804306e-15,1.583693173737125e-15
unchanged_analytic_research_candidate,direct_110,65,0.0078125,0.8165604845621834,0.00015085552043840294,0.00015090229529451384,304.07950292318134,304.26809745824204,4.9333522887467405,22.901337241721613,-0.3745022933858861,5.996884846343198e-15
unchanged_analytic_research_candidate,direct_110,65,0.015625,0.8167518923904166,0.0006026989003779589,0.000603446131002485,606.7019754768431,608.2072036231353,4.897899258207972,22.89929644475428,-0.7471629504407875,6.902031030042721e-16
unchanged_analytic_research_candidate,direct_110,65,0.0234375,0.8170698988844753,0.001353368136012214,0.0013571411702528872,906.4255667687485,911.485936758822,4.8392208735009525,22.895792110098352,-1.1161580314642172,4.855491009259083e-15
unchanged_analytic_research_candidate,direct_110,65,0.03125,0.8175130070812424,0.0023992848700203906,0.002411166241548534,1201.83847907985,1213.768156851345,4.757923469760996,22.890672717008407,-1.4796987465235363,4.575333167888829e-15
unchanged_analytic_research_candidate,direct_110,65,0.0390625,0.8180791466145687,0.0037354913376857033,0.003764363462983243,1491.5732392524105,1514.7106430143988,4.654838857669073,22.883732013112112,-1.8360484206513954,6.350822645551091e-15
unchanged_analytic_research_candidate,direct_110,65,0.046875,0.8187656982944405,0.005355701052794145,0.005415230094683185,1774.320089471275,1813.960838821681,4.53100788599948,22.874714659771946,-2.1835387257387855,1.3071141391485241e-15
unchanged_analytic_research_candidate,direct_110,65,0.0546875,0.8195695245989905,0.007252362232805804,0.00736190819809309,2048.839245760892,2111.1546883167607,4.387660172835584,22.863323170814624,-2.5205849346596865,2.3678975447083417e-15
unchanged_analytic_research_candidate,direct_110,65,0.0625,0.820487005310451,0.00941673272909449,0.009602172203404846,2313.9718066423106,2405.914585519275,4.226190614709727,22.84922592342442,-2.845699958104036,2.7460672624712856e-15
unchanged_analytic_research_candidate,direct_110,65,0.0703125,0.8215140774215344,0.011838965032191078,0.012133414509002837,2568.6491347985334,2697.8474603001546,4.048133373365623,22.832065990406313,-3.157506935798361,8.880049473525276e-15
unchanged_analytic_research_candidate,direct_110,65,0.078125,0.8226462783683083,0.01450819976811043,0.014952629259554125,2811.9005797504583,2986.543023518479,3.855134103059031,22.811470523770843,-3.454750173041682,2.078198724220215e-15
unchanged_analytic_research_candidate,direct_110,65,0.0859375,0.8238787916108066,0.017412665994757888,0.018056394472003974,3042.8594576539003,3271.5721942748073,3.64892121358292,22.78706041129532,-3.736304241766577,8.031769693772617e-15
unchanged_analytic_research_candidate,direct_110,65,0.09375,0.825206493583035,0.020539786548457197,0.021440852701429258,3260.767253411465,3552.4857320151227,3.4312769634683895,22.75845993041796,-4.001181102622153,9.020562075079397e-16
unchanged_analytic_research_candidate,direct_110,65,0.1015625,0.8266240010674832,0.023876286680199994,0.025101690461102787,3464.9760583111115,3828.8130959860036,3.204009144136907,22.725306136954096,-4.248535149783464,1.609823385706477e-15
unchanged_analytic_research_candidate,direct_110,65,0.109375,0.8281257181118827,0.027408304256817485,0.02903411663321259,3654.949301391659,4100.061554166507,2.968924051526921,22.68725774859719,-4.477666131298876,2.185751579730777e-15
unchanged_analytic_research_candidate,direct_110,65,0.1171875,0.8297058816928385,0.031121499880596867,0.03323284012853539,3830.260872937704,4365.715563252321,2.7278013514131683,22.644003313379308,-4.688019952077653,4.614364446098307e-15
unchanged_analytic_research_candidate,direct_110,65,0.125,0.8313586054360994,0.03500116539566991,0.03769204707418141,3990.592772509729,4625.236440511972,2.4823713345589304,22.59526848932213,-4.879187421039698,1.5265566588595902e-16
unchanged_analytic_research_candidate,direct_110,65,0.1328125,0.8330779208204764,0.039032329394872105,0.042405377828848484,4135.731440721401,4878.062347341173,2.2342949353623798,22.54082230128213,-5.050901055425742,9.298117831235686e-16
unchanged_analytic_research_candidate,direct_110,65,0.140625,0.8348578154154915,0.043199858508805235,0.04736590414414029,4265.562953063807,5123.608603078346,1.985146760525895,22.480482282346085,-5.203030101057603,3.0184188481996443e-15
unchanged_analytic_research_candidate,direct_110,65,0.1484375,0.8366922678260507,0.04748855344178857,0.05256610680792703,4380.067265387188,5361.268346084425,1.7364012498569712,22.414118448050793,-5.335573965256609,1.3253287356462806e-15
unchanged_analytic_research_candidate,direct_110,65,0.15625,0.8385752791357317,0.05188323891015147,0.05799785412197728,4479.3117045569925,5590.413557206119,1.4894219760115597,22.34165609039392,-5.44865428770345,2.4216739724636227e-15
unchanged_analytic_research_candidate,direct_110,65,0.1640625,0.8405009007496821,0.05636884682917935,0.06365238157978964,4563.443895023435,5810.396458513097,1.2454539887929583,22.26307741363689,-5.542505893045382,2.8935187579293142e-15
unchanged_analytic_research_candidate,direct_110,65,0.171875,0.8424632586356012,0.060930492280640694,0.06952027312218403,4632.684303563695,6020.551297608556,1.0056190258935191,22.178422064209325,-5.6174668775487815,4.996003610813204e-16
unchanged_analytic_research_candidate,direct_110,65,0.1796875,0.84445657404493,0.06555354196730609,0.0755914443569819,4687.318571409463,6220.196524848477,0.7709133474273571,22.08778663195481,-5.673968081198387,2.4424906541753444e-15
unchanged_analytic_research_candidate,direct_110,65,0.1875,0.8464751808653039,0.07022367502073502,0.08185512813471457,4727.689786551815,6408.637367463351,0.5422079064551693,21.991323219204666,-5.712522187489475,3.0531133177191805e-16
unchanged_analytic_research_candidate,direct_110,65,0.1953125,0.8485135398093618,0.07492693617129838,0.08829986287451339,4754.1908303925375,6585.168800861542,0.320250540936722,21.889237187804902,-5.733712677181334,2.1788126858268697e-15
unchanged_analytic_research_candidate,direct_110,65,0.203125,0.8505662496848692,0.07964978141245774,0.0949134840324951,4767.2569131554965,6749.078913316818,0.10566986219547392,21.781784202533956,-5.738182841091244,3.7192471324942744e-15
unchanged_analytic_research_candidate,direct_110,65,0.2109375,0.8526280560178673,0.08437911639496543,0.1016831190992632,4767.358392521502,6899.652655826772,-0.10101948148260997,21.66926669287075,-5.726625032224403,4.912736883966318e-15
unchanged_analytic_research_candidate,direct_110,65,0.21875,0.8546938573156769,0.08910232787081067,0.10859518650234215,4754.993950572973,7036.175964204679,-0.2994104728940201,21.55202985444065,-5.699770310695409,1.762479051592436e-15
unchanged_analytic_research_candidate,direct_110,65,0.2265625,0.8567587092617512,0.09380730857185261,0.11563539877442386,4730.684185923657,7157.940235476504,-0.48919660956908784,21.430457307400463,-5.658378607366872,3.094746681142624e-15
unchanged_analytic_research_candidate,direct_110,65,0.234375,0.8588178271312774,0.09848247595613611,0.12278877032770086,4694.965661282573,7264.247135449073,-0.6701642586289552,21.30496652223726,-5.603229505041846,1.942890293094024e-16
unchanged_analytic_research_candidate,direct_110,65,0.2421875,0.86086658670676,0.10311678528754122,0.13003963014909808,4648.385431933492,7354.41370895842,-0.8421847069178852,21.176004114673947,-5.535113710331627,2.1371793224034263e-15
unchanged_analytic_research_candidate,direct_110,65,0.25,0.8629005239581201,0.1076997375328386,0.1373716397002357,4591.496067826471,7427.7777588695335,-1.0052060977681792,21.04404110122026,-5.454825265619073,1.1657341758564144e-15
unchanged_analytic_research_candidate,direct_110,65,0.2578125,0.8649153337335503,0.11222138256760265,0.14476781626957835,4524.85117120106,7483.703454463153,-1.159245413448447,20.9095681959559,-5.363154529312613,2.6645352591003757e-15
unchanged_analytic_research_candidate,direct_110,65,0.265625,0.8669068676866348,0.11667231817958111,0.15221056198257657,4449.00138282918,7521.587124501457,-1.3043806316403361,20.77309121787152,-5.2608819340824695,2.914335439641036e-16
unchanged_analytic_research_candidate,direct_110,65,0.2734375,0.8688711316431367,0.1210436853478573,0.15968169862860826,4364.490862951576,7540.8631851098335,-1.4407431560018709,20.6351266668945,-5.148772517074425,1.3183898417423734e-15
unchanged_analytic_research_candidate,direct_110,65,0.28125,0.8708042825881732,0.12532716025935986,0.16716250841174785,4271.854227619808,7541.0101477484695,-1.5685105955316039,20.49619751591971,-5.02757120316752,1.790234627208065e-15
unchanged_analytic_research_candidate,direct_110,65,0.2890625,0.8727026254319016,0.12951494350313617,0.17463378067570862,4171.613917256807,7521.556648082824,-1.6878999452944992,20.35682925595053,-4.89799881204223,1.4710455076283324e-15
unchanged_analytic_research_candidate,direct_110,65,0.296875,0.8745626096898281,0.1335997468584997,0.18207586459277836,4064.277971611764,7482.087432603937,-1.7991612021640595,20.2175462220087,-4.760748751947677,4.010680676458378e-15
unchanged_analytic_research_candidate,direct_110,65,0.3046875,0.8763808261927655,0.13757477806663468,0.18946872774198797,3950.338183716002,7422.249236504862,-1.9025714334786579,20.078868218881173,-4.616484357359115,2.914335439641036e-16
unchanged_analytic_research_candidate,direct_110,65,0.3125,0.8781540039215973,0.14143372394753834,0.1967920204347148,3830.2686047521584,7341.756483693532,-1.9984293036971326,19.941307458084715,-4.465836823924924,1.3600232051658168e-15
unchanged_analytic_research_candidate,direct_110,65,0.3203125,0.8798790070434707,0.1451707321965745,0.20402514557611712,3704.5243717623644,7240.39673801342,-2.0870500540036074,19.805365810662593,-4.3094036919533405,7.91033905045424e-16
unchanged_analytic_research_candidate,direct_110,65,0.328125,0.8815528322089753,0.14878039216692304,0.21114733378013964,3573.540830680958,7118.035833840183,-2.1687609220452435,19.671532374556843,-4.147747828910101,1.0269562977782698e-15
unchanged_analytic_research_candidate,direct_110,65,0.3359375,0.8831726061542703,0.1522577149177554,0.2181377233844451,3437.7329281524585,6974.622614304642,-2.2438969832739453,19.540281350293238,-3.98139686174831,3.594347042223944e-15
unchanged_analytic_research_candidate,direct_110,65,0.34375,0.8847355836380413,0.15559811278192687,0.22497544494092503,3297.494846865403,6810.193206524107,-2.3127973913889583,19.41207021451227,-3.810843011138599,8.326672684688674e-16
unchanged_analytic_research_candidate,direct_110,65,0.3515625,0.8862391457305435,0.15879737868296243,0.23163970968847145,3153.199860602667,6624.874765451791,-2.3758019928488627,19.28733817743009,-3.636543281612616,2.400857290751901e-15
unchanged_analytic_research_candidate,direct_110,65,0.359375,0.8876807984607948,0.16185166540785098,0.23810990144838712,3005.2003867958997,6418.8886213085025,-2.4332482890543305,19.166504907528996,-3.4589199640958928,2.067790383364354e-15
unchanged_analytic_research_candidate,direct_110,65,0.3671875,0.8890581718181999,0.16475746502144306,0.24436567132046774,2853.8282160135623,6192.552770048668,-2.48546871940449,19.049969504650313,-3.278361410138842,4.996003610813204e-16
unchanged_analytic_research_candidate,direct_110,65,0.375,0.8903690190963478,0.1675115885882532,0.25038703450038746,2699.394899456285,5946.28365192027,-2.532788238672641,18.938109701016767,-3.0952230402206395,4.0245584642661925e-16
unchanged_analytic_research_candidate,direct_110,65,0.3828125,0.8916112165595569,0.17011114634976535,0.25615446848782636,2542.192277142891,5680.597169867536,-2.575522163026487,18.83128126864004,-2.909828551709357,4.010680676458378e-15
unchanged_analytic_research_candidate,direct_110,65,0.390625,0.8927827634067033,0.17255352848876085,0.26164901191057716,2382.4931310153406,5396.108907235349,-2.6139742602038645,18.72981761087578,-2.7224712953037726,1.2975731600306517e-15
unchanged_analytic_research_candidate,direct_110,65,0.3984375,0.8938817820019833,0.17483638659737086,0.2668523631539398,2220.5519486536487,5093.533512878144,-2.6484350608438136,18.634029515597742,-2.533415792011473,2.5604518505417673e-15
unchanged_analytic_research_candidate,direct_110,65,0.40625,0.8949065183385017,0.17695761595213097,0.27174697795771546,2056.605784656763,4773.683231247313,-2.679180369611725,18.5442050475159,-2.3428993658609123,2.0816681711721685e-16
unchanged_analytic_research_candidate,direct_110,65,0.4140625,0.8958553426977988,0.17891533868673692,0.27631616512579815,1890.875208007654,4437.465565196658,-2.7064699564833976,18.46060955750657,-2.1511338705720133,2.949029909160572e-15
unchanged_analytic_research_candidate,direct_110,65,0.421875,0.8967267504666537,0.18070788794287904,0.28054417948647753,1723.565324895025,4085.8800699574936,-2.730546410300769,18.383485787425162,-1.9583074912823462,2.338407245616736e-15
unchanged_analytic_research_candidate,direct_110,65,0.4296875,0.897519363071616,0.18233379306881223,0.2844163112456389,1554.8668675115457,3720.014287823878,-2.7516341384447194,18.31305404970468,-1.7645866051243568,3.490263633665336e-15
unchanged_analytic_research_candidate,direct_110,65,0.4375,0.898231928991689,0.18379176592706675,0.28791897088991614,1384.9573402904912,3341.038844374133,-2.7699384981514807,18.24951246207412,-1.5701176869550866,4.364564265557647e-15
unchanged_analytic_research_candidate,direct_110,65,0.4453125,0.8988633248103555,0.1850806883642362,0.2910397688231827,1214.0022158833206,2950.2017383440834,-2.78564504661337,18.19303721893175,-1.375029248843979,2.67841304690819e-15
unchanged_analytic_research_candidate,direct_110,65,0.453125,0.8994125562696008,0.1861996008887228,0.29376758895724087,1042.1561739245549,2548.821868362817,-2.798918898540383,18.143782882262926,-1.179433804019491,1.4363510381087963e-15
unchanged_analytic_research_candidate,direct_110,65,0.4609375,0.899878759290753,0.18714769259571234,0.29609265552561204,869.5643762816821,2138.281850461655,-2.8099041813113357,18.101882676474204,-0.9834298478572383,5.551115123125783e-17
unchanged_analytic_research_candidate,direct_110,65,0.46875,0.9002612009296832,0.1879242923726638,0.2980065924479832,696.3637730530492,1720.0201903752504,-2.8187235792158982,18.067448773107415,-0.7871038501612222,3.4208746946262636e-15
unchanged_analytic_research_candidate,direct_110,65,0.4765625,0.9005592802371617,0.1885288614131194,0.299502474641013,522.6844340592281,1295.5228839778379,-2.825477959584529,18.040572553094453,-0.5905322544442626,2.4077961846558082e-15
unchanged_analytic_research_candidate,direct_110,65,0.484375,0.9007725289989084,0.1889609870618162,0.3005748707481958,348.6509009785321,866.314527560821,-2.8302460748303786,18.021324835971818,-0.3937834811557253,1.8041124150158794e-16
unchanged_analytic_research_candidate,direct_110,65,0.4921875,0.9009006123339496,0.1892203780091298,0.3012198768461749,174.38355560896878,433.9490268959265,-2.8330843355960766,18.009756067321508,-0.19691993283610715,1.6306400674181987e-15
unchanged_analytic_research_candidate,direct_110,65,0.5,0.9009433291343383,0.18930686084888973,0.30143514077623257,6.526072031855397e-13,1.2672952228461838e-12,-2.834026651317321,18.005896457583823,-6.475354704084919e-16,3.899658373995862e-15
Mishin_reference_same_interface,direct_110,33,0.0,0.8164983416260694,-3.047592733729232e-11,0.0,2.739272478606374e-13,-3.0218497421742355e-18,4.393546621110359,19.66074471421827,1.2899128439588023e-16,3.71109156781826e-15
Mishin_reference_same_interface,direct_110,33,0.015625,0.8166626046268276,0.0005358149785923694,0.000536086092390517,539.7150736909109,540.2555305382436,4.368307615124577,19.666020589356926,-0.4130240383345133,1.4635036502062593e-15
Mishin_reference_same_interface,direct_110,33,0.03125,0.8171376764698159,0.002137486013704365,0.0021415239064908054,1072.787663233564,1076.504011832241,4.2413049337568305,19.629056516746004,-0.737224602896332,1.681313729896445e-15
Mishin_reference_same_interface,direct_110,33,0.046875,0.8178089536712595,0.004772235713834269,0.00478907676079654,1578.0440571637046,1587.7993895460422,3.963769382526941,19.511540777699146,-0.9410999060963887,2.5000809147047416e-15
Mishin_reference_same_interface,direct_110,33,0.0625,0.8187604521521462,0.008378540930862613,0.008430445650361995,2054.72917024566,2082.7662539367243,3.786753642488482,20.101899373069717,-1.5089845247190847,9.016685266148249e-16
Mishin_reference_same_interface,direct_110,33,0.078125,0.8201293703448417,0.012906356292338203,0.013044389849425825,2504.7613592786215,2566.545717018373,3.511032979911405,20.669869436935983,-2.0606964590553796,1.2990981802191553e-15
Mishin_reference_same_interface,direct_110,33,0.09375,0.8218730478028514,0.018289626167807965,0.018600349921768983,2915.5745820704033,3031.8769551652204,3.1567565899292975,21.1091105137911,-2.60471714055973,7.998271778787152e-16
Mishin_reference_same_interface,direct_110,33,0.109375,0.823947039471743,0.024450278481391613,0.025062156833436794,3291.828613961575,3482.761641666647,2.951817822755685,21.49306241714779,-3.0579676684197206,3.626545589139516e-16
Mishin_reference_same_interface,direct_110,33,0.125,0.8263308243358539,0.03132940673148907,0.032414748031622864,3637.4072162428274,3927.866812880894,2.622579179370861,21.681895092176024,-3.5262819228599964,5.49446496107987e-15
Mishin_reference_same_interface,direct_110,33,0.140625,0.8290407653275427,0.03884593690851311,0.04063159087394211,3931.7984114375577,4353.065340464744,2.1601307967533048,21.67143562945127,-3.995595096871166,1.927533819981003e-15
Mishin_reference_same_interface,direct_110,33,0.15625,0.8321152205106203,0.04688739808541581,0.049670121884678925,4164.427019753235,4756.078147336062,1.595071706713172,21.4691259005564,-4.507363095756375,1.6493330624579716e-15
Mishin_reference_same_interface,direct_110,33,0.171875,0.8356224960870317,0.05531496596367749,0.05948011096473388,4317.8581335776635,5128.528483133046,0.8698179349579487,21.062846521903776,-5.046017605453322,8.445380139092024e-16
Mishin_reference_same_interface,direct_110,33,0.1875,0.8395784248063883,0.06395394517501214,0.0699853915615069,4378.84773088491,5455.499399120068,0.23944294649921538,20.68586041935768,-5.387309419417823,6.557589284471454e-16
Mishin_reference_same_interface,direct_110,33,0.203125,0.8436522776793219,0.07265665723470946,0.08109842825617765,4389.535228135125,5741.781568819921,-0.06754206887247194,20.666613994519793,-5.376692048250179,4.451212120368502e-15
Mishin_reference_same_interface,direct_110,33,0.21875,0.8476926728388051,0.08134367982155576,0.0927330210126355,4363.940461514697,5982.668268095874,-0.3225167166183138,20.737753893540056,-5.3478189536358105,3.974296536043305e-17
Mishin_reference_same_interface,direct_110,33,0.234375,0.8517099560913485,0.08995358535650462,0.10480558954410607,4313.451859669088,6181.49568705065,-0.4936662042162565,20.94072956461019,-5.351540307372477,4.0935254321246045e-15
Mishin_reference_same_interface,direct_110,33,0.25,0.8556636803036177,0.09844341817286847,0.11722199654206494,4243.681771945968,6328.574015688162,-0.6305142444550127,21.109712781883754,-5.274404176626721,1.4307467529755899e-15
Mishin_reference_same_interface,direct_110,33,0.265625,0.8595084715935246,0.10678059624300724,0.12987715791371698,4160.779527666174,6421.889571206062,-0.7070438892617522,21.250662709127084,-5.139442586507992,1.6692045451381883e-15
Mishin_reference_same_interface,direct_110,33,0.28125,0.8632496025304126,0.11493954026574246,0.1426629551895799,4061.973048187234,6460.370128456861,-0.8819789565624565,21.257939473530048,-5.028443973196886,2.2653490255446838e-15
Mishin_reference_same_interface,direct_110,33,0.296875,0.8669070316881715,0.1228842695116119,0.1554723675705483,3945.8941013981544,6446.418780183772,-1.0033340275628864,21.14762240699664,-4.901163025836286,7.94859307208661e-17
Mishin_reference_same_interface,direct_110,33,0.3125,0.8704966761560061,0.13058511913051116,0.16819891899534045,3815.921180076049,6374.490851176452,-1.1577774217280632,20.850458181503246,-4.797660278203871,2.6627786791490144e-15
Mishin_reference_same_interface,direct_110,33,0.328125,0.8741483533150515,0.1379986147372918,0.18072213779020593,3651.1564532150915,6242.7260583430725,-1.5258063724861828,20.285626358802133,-4.811617831667324,3.4178950209972424e-15
Mishin_reference_same_interface,direct_110,33,0.34375,0.8779185243020559,0.14503882127866777,0.19293040758045021,3438.692967357043,6058.113118068856,-1.9416951971811427,19.652572685788662,-4.82589802240759,1.4307467529755899e-15
Mishin_reference_same_interface,direct_110,33,0.359375,0.8818581089029114,0.15160138287667127,0.20472527805187596,3166.2086502212783,5826.296921479199,-2.5244467457535555,18.814981633703727,-4.880981043180578,1.8281764065799203e-15
Mishin_reference_same_interface,direct_110,33,0.375,0.8860287156833829,0.15754620326462512,0.21600913989351067,2813.9613909383775,5538.924495749234,-3.18916763755226,17.949154251931407,-4.888603281110386,1.6294615797777552e-15
Mishin_reference_same_interface,direct_110,33,0.390625,0.8903678492735781,0.16271195963553123,0.2266495280133485,2380.6011534487075,5176.068678923824,-3.852717842546031,17.068777700702064,-4.839013800845838,9.538311686503932e-16
Mishin_reference_same_interface,direct_110,33,0.40625,0.8945667744584997,0.1669736916679273,0.2364893853211524,1921.377315157028,4730.5010752943435,-3.5975766182349593,16.621356652576484,-4.205545060754342,2.980722402032479e-15
Mishin_reference_same_interface,direct_110,33,0.421875,0.8982623020529814,0.17035676601164948,0.245342500498857,1495.876308357858,4175.025235133349,-3.3003539266618263,16.181653884439232,-3.5495597440700126,8.346022725690941e-16
Mishin_reference_same_interface,direct_110,33,0.4375,0.9014057566589807,0.17293526536655252,0.2529726165583349,1111.1976116956637,3498.575194715297,-2.943063475833728,15.823511102942556,-2.8913123368666147,1.4307467529755899e-15
