quantity,candidate_GPa,source_GPa,relative_error,source
C11_GPa,87.81616955183186,114.0,-0.22968272322954505,"Mishin 1999; repository Al targets, 0 K"
C12_GPa,64.8326341413416,62.0,0.04568764744099355,"Mishin 1999; repository Al targets, 0 K"
C44_GPa,49.27104857514798,32.0,0.5397202679733744,"Mishin 1999; repository Al targets, 0 K"
