model,case,load_fraction,sigma_xx_MPa,sigma_yy_MPa,sigma_zz_MPa,sigma_xy_MPa,sigma_xz_MPa,sigma_yz_MPa,local_normal_MPa,local_shear1_MPa,local_shear2_MPa,a_over_L0,s1_over_L0,s2_over_L0,delta_a_angstrom,delta_s1_angstrom,delta_s2_angstrom,local_normal_opening_over_h,conjugate_work_eV_cell,force_residual,minimum_H,local_equilibrium_verified,dynamic_plasticity_inferred
source_Al99_only,normal_yx50MPa,0.5,0.0,25.0,0.0,0.0,0.0,0.0,8.333333333333336,10.206207261596575,-5.892556509887896,0.8165522365089141,0.0002948332822849446,-0.0001702220748931015,0.00015434322038009764,0.0008443383835538526,-0.00048747899303183234,6.600748135855045e-05,5.663715523250465e-07,1.3123183095764546e-15,4.387010138141606,True,False
source_Al99_only,normal_yx50MPa,1.0,0.0,50.0,0.0,0.0,0.0,0.0,16.66666666666667,20.41241452319315,-11.785113019775793,0.8166063029648427,0.0005895144103842235,-0.00034035630352619495,0.00030917778874867206,0.0016882410306189948,-0.0009747064134843638,0.0001322250959714808,2.265323512278535e-06,1.5681900222830336e-15,4.380491284207613,True,False
source_Al99_only,normal_yx50MPa,0.5,0.0,25.0,0.0,0.0,0.0,0.0,8.333333333333336,10.206207261596575,-5.892556509887896,0.8165522365089141,0.0002948332822847434,-0.0001702220748930441,0.00015434322038009764,0.0008443383835532765,-0.0004874789930316679,6.600748135855045e-05,5.663715523247428e-07,2.7432483368228233e-15,4.387010138141618,True,False
source_Al99_only,normal_yx50MPa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8164983416260694,-6.143888581588163e-17,-1.056160854834852e-16,6.358874457669288e-16,-1.6947105018853892e-16,-6.813259430838438e-16,2.7194799110210365e-16,0.0,2.1213778048371387e-15,4.393546621110359,True,False
source_Al99_only,normal_yx50MPa,-0.5,-0.0,-25.0,-0.0,-0.0,-0.0,-0.0,-8.333333333333336,-10.206207261596575,5.892556509887896,0.816444617051595,-0.00029498615279343726,0.00017031033472267017,-0.0001538554942545349,-0.0008447761714352939,0.00048773174998325175,-6.579889705493233e-05,5.664554763402535e-07,4.822531263215524e-16,4.389864551642661,True,False
source_Al99_only,normal_yx50MPa,-1.0,-0.0,-50.0,-0.0,-0.0,-0.0,-0.0,-16.66666666666667,-20.41241452319315,11.785113019775793,0.8163910632290843,-0.0005901216615796078,0.000340706900167666,-0.00030722199203045983,-0.0016899800659434482,0.0009757104459973201,-0.00013138866651834003,2.265976671444874e-06,1.1874182193061245e-15,4.386248603335997,True,False
source_Al99_only,normal_yx50MPa,-0.5,-0.0,-25.0,-0.0,-0.0,-0.0,-0.0,-8.333333333333336,-10.206207261596575,5.892556509887896,0.8164446170515951,-0.0002949861527935805,0.00017031033472242023,-0.00015385549425421695,-0.0008447761714357042,0.00048773174998253607,-6.579889705479635e-05,5.664554763401347e-07,9.590852417806772e-16,4.389864551642667,True,False
source_Al99_only,normal_yx50MPa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8164983416260694,5.853479413158219e-17,-1.1773555314402193e-16,6.358874457669288e-16,1.7410747056322353e-16,-7.160334620407469e-16,2.7194799110210365e-16,0.0,2.1213778048371387e-15,4.393546621110359,True,False
source_Al99_only,normal_zx50MPa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8164983416260692,-2.2615382587845332e-18,1.322951217031349e-16,0.0,0.0,0.0,0.0,0.0,4.0024300145742074e-15,4.39354662111037,True,False
source_Al99_only,normal_zx50MPa,0.5,0.0,0.0,25.0,0.0,0.0,0.0,8.333333333333336,0.0,11.785113019775793,0.816552236508914,6.751926078466365e-18,0.00034044414978628957,0.0001543432203797797,2.5812601107155536e-17,0.0009749579860627761,6.600748135841448e-05,5.663715523243722e-07,3.1008182133085427e-15,4.387010138141616,True,False
source_Al99_only,normal_zx50MPa,1.0,0.0,0.0,50.0,0.0,0.0,0.0,16.66666666666667,0.0,23.570226039551585,0.8166063029648426,1.4692543718604756e-17,0.000680712607052566,0.0003091777887483541,4.8552802656768616e-17,0.0019494128269680953,0.0001322250959713448,2.2653235122768806e-06,9.341485918135106e-16,4.380491284207614,True,False
source_Al99_only,normal_zx50MPa,0.5,0.0,0.0,25.0,0.0,0.0,0.0,8.333333333333336,0.0,11.785113019775793,0.8165522365089141,2.2600826685337207e-17,0.00034044414978628756,0.00015434322038009764,7.120040473570887e-17,0.0009749579860627702,6.600748135855045e-05,5.663715523244868e-07,1.6681534625861971e-15,4.3870101381416164,True,False
source_Al99_only,normal_zx50MPa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8164983416260692,2.9297215558768254e-17,4.0186859694830876e-17,0.0,9.037740576226309e-17,-2.6377802551098503e-16,0.0,0.0,4.0024300145742074e-15,4.393546621110372,True,False
source_Al99_only,normal_zx50MPa,-0.5,-0.0,-0.0,-25.0,-0.0,-0.0,-0.0,-8.333333333333336,0.0,-11.785113019775793,0.816444617051595,3.712602250452961e-17,-0.000340620669445053,-0.0001538554942545349,1.127974058060533e-16,-0.0009754634999668173,-6.579889705493233e-05,5.664554763404984e-07,1.8257964584655895e-15,4.389864551642662,True,False
source_Al99_only,normal_zx50MPa,-1.0,-0.0,-0.0,-50.0,-0.0,-0.0,-0.0,-16.66666666666667,0.0,-23.570226039551585,0.8163910632290843,3.70560284833347e-17,-0.0006814138003352412,-0.00030722199203045983,1.125969581555841e-16,-0.0019514208919955164,-0.00013138866651834003,2.2659766714454273e-06,1.7464328594396505e-15,4.386248603336007,True,False
source_Al99_only,normal_zx50MPa,-0.5,-0.0,-0.0,-25.0,-0.0,-0.0,-0.0,-8.333333333333336,0.0,-11.785113019775793,0.8164446170515951,9.237502417542013e-17,-0.00034062066944537124,-0.00015385549425421695,2.7101852793391125e-16,-0.0009754634999677287,-6.579889705479635e-05,5.664554763408571e-07,4.2975605712980425e-15,4.389864551642655,True,False
source_Al99_only,normal_zx50MPa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8164983416260693,3.5503513900532274e-17,9.631313468645896e-17,3.179437228834644e-16,1.0815089411855215e-16,-1.0304458343123438e-16,1.3597399555105182e-16,0.0,2.1708478997810273e-15,4.393546621110362,True,False
source_Al99_only,shear_xy10MPa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8164983416260692,-2.2615382587845332e-18,1.322951217031349e-16,0.0,0.0,0.0,0.0,0.0,4.0024300145742074e-15,4.39354662111037,True,False
source_Al99_only,shear_xy10MPa,0.5,0.0,0.0,0.0,5.0,0.0,0.0,3.333333333333334,1.0054596118081233e-16,-2.3570226039551585,0.8165198696919563,6.802364151418284e-18,-6.812329262418205e-05,6.165169756734863e-05,2.5957044775983387e-17,-0.00019509029079420315,2.636638828630084e-05,2.9494602071756614e-08,1.6696008724864653e-14,4.391953090821461,True,False
source_Al99_only,shear_xy10MPa,1.0,0.0,0.0,0.0,10.0,0.0,0.0,6.666666666666668,2.0109192236162466e-16,-4.714045207910317,0.8165414063945728,6.8218689168185576e-18,-0.00013628016081039038,0.00012332812884870208,2.601290218109733e-17,-0.0003902767346937707,5.2743354362556286e-05,1.180058115482342e-07,6.491443667322461e-15,4.390357018037641,True,False
source_Al99_only,shear_xy10MPa,0.5,0.0,0.0,0.0,5.0,0.0,0.0,3.333333333333334,1.0054596118081233e-16,-2.3570226039551585,0.8165198696919569,7.945993738470937e-18,-6.812329262738623e-05,6.165169756893836e-05,2.9232151132473916e-17,-0.00019509029080337924,2.6366388286980708e-05,2.9494602072950308e-08,2.1052495684237282e-15,4.391953090821401,True,False
source_Al99_only,shear_xy10MPa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8164983416260693,9.07673328008908e-18,2.4724532485812995e-16,3.179437228834644e-16,3.247034320289145e-17,3.2919237600615644e-16,1.3597399555105182e-16,0.0,2.329814909786558e-15,4.393546621110368,True,False
source_Al99_only,shear_xy10MPa,-0.5,-0.0,-0.0,-0.0,-5.0,-0.0,-0.0,-3.333333333333334,-1.0054596118081233e-16,2.3570226039551585,0.8164768220502436,7.906818296252549e-18,6.808982638027454e-05,-6.162738387766812e-05,2.911996118803708e-17,0.00019499445075101365,-2.635599012683266e-05,2.9480995218173803e-08,8.848173929654202e-16,4.393090859624119,True,False
source_Al99_only,shear_xy10MPa,-1.0,-0.0,-0.0,-0.0,-10.0,-0.0,-0.0,-6.666666666666668,-2.0109192236162466e-16,4.714045207910317,0.816455310935439,-1.2458990343922035e-17,0.00013614617273076184,-0.00012323053723210296,-2.920328445691378e-17,0.00038989302198021375,-5.2701617661731e-05,1.1789678349409197e-07,5.04045589988511e-16,4.392636333100888,True,False
