source_frame,atoms,composition,group,baseline_force_RMSE_eV_A,candidate_force_RMSE_eV_A,correction_energy_eV,reference_energy_eV,baseline_energy_eV,candidate_energy_eV
45,12,Si4O8,SiO2_stoichiometry,0.10950271144990659,0.10895867512451626,2.6049298099475298,-7086.61598992669,-85.53266390837967,-82.92773409843214
46,12,Si4O8,SiO2_stoichiometry,0.07797034015870563,0.11238051241474135,2.3674181062474844,-7088.840672301602,-87.67978906346293,-85.31237095721545
47,3,Si1O2,SiO2_stoichiometry,0.3144851665663048,0.438137567111479,0.9601746410513009,-1770.443933064014,-20.419251122264154,-19.459076481212854
48,12,Si4O8,SiO2_stoichiometry,0.08410590804987897,0.12432080287832271,2.6165510156487723,-7087.453678703701,-86.1995605388357,-83.58300952318693
49,24,Si8O16,SiO2_stoichiometry,0.22980427703001788,0.23782989329178905,4.771699360828014,-14176.125856470357,-173.89661014618832,-169.1249107853603
50,24,Si8O16,SiO2_stoichiometry,0.07362406126262463,0.1107870203073446,4.753982510079791,-14179.926313066399,-177.45365263111378,-172.699670121034
51,12,Si4O8,SiO2_stoichiometry,0.14947815303962117,0.2296029071768621,3.072427096795353,-7084.542710887276,-83.5051090004948,-80.43268190369945
52,6,Si2O4,SiO2_stoichiometry,0.6349572973667551,0.7876195707029437,2.370144912925108,-3535.560247499592,-35.51524203444455,-33.14509712151944
53,12,Si4O8,SiO2_stoichiometry,0.14845144196408447,0.23342854203458152,2.763275307781682,-7085.044986949987,-84.0654037644473,-81.30212845666561
54,24,Si8O16,SiO2_stoichiometry,0.09798149448359515,0.10466050187992053,4.74557629806422,-14180.548146707428,-178.0742870190104,-173.3287107209462
55,3,Si1O2,SiO2_stoichiometry,0.20744733390455047,0.21235241636827384,0.9893351246635632,-1767.646398631371,-17.336362325113967,-16.347027200450405
56,12,Si4O8,SiO2_stoichiometry,0.10850934151520972,0.1290212218795147,2.4487277113779142,-7087.770509306712,-86.59883809164329,-84.15011038026537
57,18,Si6O12,SiO2_stoichiometry,0.18978799793441933,0.3460289812338369,4.106786175014654,-10632.985081596695,-131.49456752674934,-127.38778135173469
58,3,Si1O2,SiO2_stoichiometry,0.2820291601962851,0.4584580379025473,1.1731632294232535,-1770.558809059426,-20.46878803448072,-19.295624805057468
59,12,Si4O8,SiO2_stoichiometry,0.29548697755870573,0.29517953354597204,2.35519353182603,-7085.153260646807,-84.45964076530575,-82.10444723347972
60,12,Si4O8,SiO2_stoichiometry,0.0924699917113963,0.11750655573125075,2.5273069916434814,-7087.074095923379,-85.81674660564815,-83.28943961400466
61,24,Si8O16,SiO2_stoichiometry,0.18984847955859918,0.18777379299101432,5.122750536795818,-14173.636393839794,-171.25191044802574,-166.12915991122992
62,3,Si1O2,SiO2_stoichiometry,0.7940710647346232,0.9752884632556231,1.0338421317805864,-1769.282260354835,-19.30060834923535,-18.266766217454766
63,18,Si6O12,SiO2_stoichiometry,0.1453240095503871,0.2912531530275564,4.434565939103519,-10633.375127427056,-131.85163927526236,-127.41707333615884
64,18,Si6O12,SiO2_stoichiometry,0.11017365301452833,0.2785319719381869,4.482354824604463,-10633.162226767316,-131.69149509627016,-127.2091402716657
65,12,Si4O8,SiO2_stoichiometry,0.1273079923220574,0.19692576213795576,2.620817355289495,-7085.15269192884,-83.93120666716518,-81.3103893118757
66,12,Si4O8,SiO2_stoichiometry,0.13242141607757313,0.15907328461945874,2.617280228406235,-7087.442831020719,-86.25988422697061,-83.64260399856438
67,12,Si4O8,SiO2_stoichiometry,0.0810810183296724,0.15993968175008483,2.512675536586474,-7086.760811644251,-85.61238046018701,-83.09970492360054
68,24,Si8O16,SiO2_stoichiometry,0.15725451871266394,0.21722781310628217,4.669790844760866,-14173.91742201404,-171.5405297258711,-166.87073888111024
69,3,Si1O2,SiO2_stoichiometry,0.24929363859608375,0.22994733756477642,0.8501601651558994,-1768.393029947328,-17.986106793124577,-17.13594662796868
70,12,Si4O8,SiO2_stoichiometry,0.10396158132954172,0.170102964538883,2.602533207610197,-7086.604044400341,-85.46074793063366,-82.85821472302347
71,3,Si1O2,SiO2_stoichiometry,0.3791861153598992,0.6122902504413251,1.2872167479237473,-1769.446045279144,-19.238296794584755,-17.95108004666101
72,12,Si4O8,SiO2_stoichiometry,0.144502320266088,0.1312641957695474,2.4961861106346475,-7086.252273425274,-85.06260358179696,-82.56641747116231
73,18,Si6O12,SiO2_stoichiometry,0.3238814304818972,0.36078392852685154,3.4700695324114195,-10612.53315719694,-112.60834901629154,-109.13827948388013
74,24,Si8O16,SiO2_stoichiometry,0.15154466811632483,0.185448049150394,5.1536354780618225,-14176.56589927689,-174.28462965947696,-169.13099418141513
75,24,Si8O16,SiO2_stoichiometry,0.14261146680079584,0.16286782818185935,5.0910680452685355,-14176.58187916333,-174.27916268086187,-169.18809463559333
76,24,Si8O16,SiO2_stoichiometry,0.10050875163663579,0.12140731242502137,5.079960100055138,-14179.39174321104,-176.95195055474858,-171.87199045469345
77,24,Si8O16,SiO2_stoichiometry,0.10404055821537342,0.12152646933614224,4.9747871455268,-14178.312146981012,-175.92515804290386,-170.95037089737707
78,24,Si8O16,SiO2_stoichiometry,0.17222901588983308,0.2089215717454563,5.306169531640677,-14176.459433640613,-174.24936590313303,-168.94319637149235
79,24,Si8O16,SiO2_stoichiometry,0.1619759505021368,0.1792600890300899,5.203894800119274,-14179.363779022022,-177.30424234316087,-172.10034754304158
80,24,Si8O16,SiO2_stoichiometry,0.2598851665748605,0.23611258438673058,5.759047517088496,-14176.14109879218,-174.11333741298535,-168.35428989589684
81,24,Si8O16,SiO2_stoichiometry,0.08603307256594722,0.09897756459961948,5.035975885977676,-14180.331671423963,-177.95793049742574,-172.92195461144806
82,24,Si8O16,SiO2_stoichiometry,0.13354255764505654,0.15863204880884607,5.358605950751805,-14179.29471747669,-177.10850310062017,-171.74989714986836
83,24,Si8O16,SiO2_stoichiometry,0.11004269626655237,0.13168130648501958,5.209294573567418,-14180.745405037975,-178.47652444328605,-173.26722986971865
84,24,Si8O16,SiO2_stoichiometry,0.11201448812133333,0.16297668765876863,5.450671183632849,-14178.236997568343,-176.00236734066723,-170.55169615703437
85,24,Si8O16,SiO2_stoichiometry,0.09630833940481623,0.11142222123082282,5.143554384414709,-14179.868680983484,-177.49322938246624,-172.34967499805154
86,6,Si2O4,SiO2_stoichiometry,0.0806084323010192,0.12483733397603632,1.2592563484194401,-3542.128866286088,-41.66708527535559,-40.40782892693615
87,6,Si2O4,SiO2_stoichiometry,0.08038081493914812,0.11608612260105501,1.2345158993255088,-3543.129403643615,-42.637924215106196,-41.40340831578069
88,6,Si2O4,SiO2_stoichiometry,0.10050377764570563,0.16914859551060923,1.2298608378567473,-3542.300308630483,-41.85375178945046,-40.623890951593715
89,6,Si2O4,SiO2_stoichiometry,0.12766412739217384,0.13576765668383373,1.2675069206589575,-3542.853838699339,-42.36780947867119,-41.10030255801223
90,6,Si2O4,SiO2_stoichiometry,0.1257250210662646,0.11830946846612247,1.1574332217262917,-3542.232477584027,-41.73259619349403,-40.57516297176774
91,6,Si2O4,SiO2_stoichiometry,0.09329693833176302,0.09606909949690527,1.2234410150668016,-3543.126222496532,-42.62659531683622,-41.40315430176942
92,6,Si2O4,SiO2_stoichiometry,0.07025428108144807,0.12186854203612141,1.2341323987013053,-3542.628734957477,-42.114461355816545,-40.88032895711524
93,6,Si2O4,SiO2_stoichiometry,0.11011545189623348,0.15879748443346867,1.1879665182140384,-3541.606814892813,-41.14856682352268,-39.96060030530864
94,6,Si2O4,SiO2_stoichiometry,0.13461222764499134,0.19218932010990503,1.238467896801228,-3541.153055915041,-40.715029620982214,-39.47656172418099
95,6,Si2O4,SiO2_stoichiometry,0.11077288598036815,0.1479676769397836,1.216763331555454,-3542.239322744238,-41.76365984663381,-40.54689651507835
96,6,Si2O4,SiO2_stoichiometry,0.06525349753264001,0.06615670783119396,1.2379433261319623,-3543.036714587856,-42.58235281578936,-41.3444094896574
97,6,Si2O4,SiO2_stoichiometry,0.23357902760374633,0.26530343091004766,1.2612117377666412,-3540.962220832169,-40.50605626838721,-39.24484453062057
98,6,Si2O4,SiO2_stoichiometry,0.08089492936554038,0.09519186989894465,1.2269664136771166,-3543.915378405998,-43.4155750535454,-42.188608639868285
99,6,Si2O4,SiO2_stoichiometry,0.16206657131121072,0.18359419011008699,1.277580918111914,-3541.411298499145,-40.87110165167047,-39.593520733558556
100,6,Si2O4,SiO2_stoichiometry,0.20633203713536702,0.24444623395494106,1.2241040013205216,-3541.790592838776,-41.40195795419822,-40.1778539528777
101,6,Si2O4,SiO2_stoichiometry,0.08849314046648867,0.14178904319396027,1.3255031682138334,-3542.209389267213,-41.63982882260694,-40.3143256543931
102,6,Si2O4,SiO2_stoichiometry,0.0846076662828269,0.12319378959558287,1.2537631928519157,-3542.727305346154,-42.19563864111873,-40.94187544826681
103,6,Si2O4,SiO2_stoichiometry,0.07214419661167884,0.08998849730276148,1.228505415889082,-3543.325259091152,-42.84472256309101,-41.61621714720193
104,6,Si2O4,SiO2_stoichiometry,0.1951026364012386,0.19356115130616638,1.2764565867325097,-3541.759216614063,-41.38025164716344,-40.10379506043093
105,6,Si2O4,SiO2_stoichiometry,0.12937832241585065,0.15551905107180589,1.2367827489472283,-3543.005686804942,-42.53325014042893,-41.296467391481706
106,6,Si2O4,SiO2_stoichiometry,0.10529997677905568,0.14356109139959577,1.2699846098626892,-3542.295834262278,-41.82071361674103,-40.55072900687834
107,6,Si2O4,SiO2_stoichiometry,0.10249300526131194,0.13501352733520128,1.2387329712061148,-3541.969895872308,-41.497344675536034,-40.25861170432992
108,6,Si2O4,SiO2_stoichiometry,0.17507954982538995,0.19463206481922704,1.1597652652189783,-3541.268389197795,-40.78522111120773,-39.62545584598875
109,6,Si2O4,SiO2_stoichiometry,0.13391736841824997,0.13955092847946482,1.2456101080634925,-3542.267045840377,-41.81855470893395,-40.57294460087046
110,6,Si2O4,SiO2_stoichiometry,0.06049203937642134,0.08050761832407398,1.273759342492507,-3542.167687001789,-41.716867331928654,-40.44310798943615
111,6,Si2O4,SiO2_stoichiometry,0.0805803605773197,0.1056845602033349,1.222923061822656,-3542.72572422857,-42.254223155475785,-41.03130009365313
112,6,Si2O4,SiO2_stoichiometry,0.15092722830015828,0.16738562561824866,1.1421952212579305,-3541.298057363806,-40.85444936144841,-39.71225414019048
113,6,Si2O4,SiO2_stoichiometry,0.14956837181941973,0.18693427687309178,1.2779161009055338,-3542.432495965455,-41.84150436152891,-40.563588260623376
114,6,Si2O4,SiO2_stoichiometry,0.20272086439916026,0.20783003178173318,1.2372376591287713,-3541.793087578646,-41.347126322566055,-40.10988866343728
115,6,Si2O4,SiO2_stoichiometry,0.16105098775956897,0.2047276703891894,1.2847913280995615,-3541.352388705598,-40.79343663780203,-39.50864530970247
116,6,Si2O4,SiO2_stoichiometry,0.1401043248237817,0.2204707576686357,1.2388496431073628,-3541.763807991227,-41.41380082294317,-40.17495117983581
117,6,Si2O4,SiO2_stoichiometry,0.15892602357030763,0.15965557546623274,1.2063044467896349,-3542.01910154137,-41.52151329668736,-40.31520884989772
118,6,Si2O4,SiO2_stoichiometry,0.18711332168707506,0.18107906551101557,1.256961654636057,-3542.102407022774,-41.68741611241533,-40.43045445777927
119,6,Si2O4,SiO2_stoichiometry,0.22927599594425405,0.24482777793536628,1.2651417329701018,-3541.785581862039,-41.273930186144426,-40.008788453174326
120,6,Si2O4,SiO2_stoichiometry,0.07760868919744124,0.0803427722689308,1.2468505922829127,-3542.781005383791,-42.29786618788195,-41.05101559559904
121,6,Si2O4,SiO2_stoichiometry,0.159451801893453,0.20058450004313486,1.2000914438621115,-3541.792625393255,-41.31495685427137,-40.11486541040926
122,6,Si2O4,SiO2_stoichiometry,0.41207210432920266,0.3789389309286071,1.27465219610914,-3538.43920860349,-38.25965309752136,-36.98500090141222
123,6,Si2O4,SiO2_stoichiometry,0.12733832998810493,0.16973070235939777,1.251640107887672,-3542.10708738117,-41.57756489096239,-40.32592478307472
124,6,Si2O4,SiO2_stoichiometry,0.12622311560976582,0.1871830925509801,1.2954640210880306,-3542.191396010318,-41.65524627561276,-40.35978225452473
125,6,Si2O4,SiO2_stoichiometry,0.09430377650009751,0.15686919793928927,1.0710354255536796,-3541.066732010644,-40.717659666217415,-39.64662424066373
126,6,Si2O4,SiO2_stoichiometry,0.08935079435658255,0.10506915671014752,1.2351115114580575,-3543.280589288025,-42.78561766543761,-41.550506153979555
127,6,Si2O4,SiO2_stoichiometry,0.09809572784434976,0.09973889249825847,1.2260033065640772,-3542.660628470638,-42.179465313309045,-40.95346200674497
128,6,Si2O4,SiO2_stoichiometry,0.1717172224785756,0.15602842187085775,1.196464194001115,-3541.480372561714,-40.94383046605506,-39.747366272053945
129,6,Si2O4,SiO2_stoichiometry,0.16025726515034658,0.16165171830132888,1.260177981894099,-3542.002290211028,-41.56527413593787,-40.30509615404377
130,6,Si2O4,SiO2_stoichiometry,0.0964071106924491,0.09711802543289318,1.2037251885072484,-3541.863304247314,-41.34138160403452,-40.13765641552727
131,6,Si2O4,SiO2_stoichiometry,0.12393947528448251,0.16894399044760686,1.269895586308476,-3542.282235099999,-41.72972408707463,-40.45982850076615
132,6,Si2O4,SiO2_stoichiometry,0.11299251542392814,0.21049767719575324,1.2966986486646115,-3541.110751053474,-40.59327184780009,-39.29657319913548
133,9,Si3O6,SiO2_stoichiometry,0.08886543692117992,0.144745434391203,1.7709595316504407,-5316.965924831804,-66.10095959320032,-64.33000006154987
134,9,Si3O6,SiO2_stoichiometry,0.08003027007374881,0.12132270283345555,1.9343291778230605,-5317.751990072045,-66.86667409811103,-64.93234492028797
135,9,Si3O6,SiO2_stoichiometry,0.06379074395264252,0.09893984031015657,1.8969977960716435,-5317.792348231057,-66.92089442211417,-65.02389662604253
136,9,Si3O6,SiO2_stoichiometry,0.06434193327016056,0.12025316280305756,2.0050856170363383,-5316.874353483726,-66.06831797524711,-64.06323235821077
137,9,Si3O6,SiO2_stoichiometry,0.1350321655606637,0.15687659479087238,1.7895382189659677,-5317.364973141061,-66.52481298306893,-64.73527476410295
138,9,Si3O6,SiO2_stoichiometry,0.4597532354364817,0.6124965229200714,1.9188152735402735,-5306.601354838451,-56.29036986073138,-54.371554587191106
139,9,Si3O6,SiO2_stoichiometry,0.07241900463172365,0.12720136898779086,1.9534484498681088,-5317.426585705526,-66.55396147526253,-64.60051302539442
140,9,Si3O6,SiO2_stoichiometry,0.055865313858021445,0.06999019207888844,1.8047268260232792,-5318.062148579261,-67.15104950413641,-65.34632267811313
141,9,Si3O6,SiO2_stoichiometry,0.08186286747091796,0.08919716478139665,1.8057290247172928,-5318.043513677884,-67.15143629649114,-65.34570727177385
142,9,Si3O6,SiO2_stoichiometry,0.11660407032084878,0.25319806756278934,2.140479512961275,-5313.120476385882,-62.33312525556188,-60.192645742600604
143,9,Si3O6,SiO2_stoichiometry,0.07106298674628338,0.11522949455149689,1.8483645040221908,-5317.507082427663,-66.65115259574719,-64.802788091725
144,9,Si3O6,SiO2_stoichiometry,0.058650977329124894,0.09882540020498909,1.8127402678904998,-5316.529608760646,-65.64849297082432,-63.835752702933824
145,9,Si3O6,SiO2_stoichiometry,0.0916988117038116,0.12121250336171777,1.848998577477007,-5317.080755384201,-66.19020603740617,-64.34120745992917
146,9,Si3O6,SiO2_stoichiometry,0.05280729382328657,0.08714573754575732,1.8212635852318422,-5317.916917738512,-67.04203043607349,-65.22076685084164
147,9,Si3O6,SiO2_stoichiometry,0.11367572115260495,0.15275477292812328,1.8813539487657651,-5316.928869726885,-66.1316336832667,-64.25027973450094
148,9,Si3O6,SiO2_stoichiometry,0.08624428874444925,0.1293299717835663,1.9145010761717418,-5317.309686543564,-66.44663562731286,-64.53213455114111
149,9,Si3O6,SiO2_stoichiometry,0.05877432366119591,0.07694856467296127,1.8740890334797413,-5318.091848854708,-67.19737722213267,-65.32328818865292
150,9,Si3O6,SiO2_stoichiometry,0.05375887635297452,0.06132274315695955,1.8523963787337385,-5317.549547836408,-66.661735611985,-64.80933923325125
151,9,Si3O6,SiO2_stoichiometry,0.17204976088817278,0.2291995881221511,2.0158120762179026,-5314.262272810254,-63.3694006975005,-61.3535886212826
152,9,Si3O6,SiO2_stoichiometry,0.08481999624600202,0.12651547115752115,1.8974015161690565,-5316.880522440994,-66.03295686458563,-64.13555534841657
153,9,Si3O6,SiO2_stoichiometry,0.06154176427262287,0.12761023088100096,1.9062816843927146,-5317.696435442395,-66.82788250896473,-64.92160082457202
154,9,Si3O6,SiO2_stoichiometry,0.0881203180713342,0.11630304541169988,1.8119944167197013,-5317.593049454733,-66.70248889679075,-64.89049448007106
155,9,Si3O6,SiO2_stoichiometry,0.15799002909323046,0.16875872935624797,1.8194930084643248,-5317.469605002033,-66.64794460656216,-64.82845159809784
156,9,Si3O6,SiO2_stoichiometry,0.045120285644974355,0.06526496360717954,1.8576394550226927,-5318.223598630592,-67.32357357718487,-65.46593412216218
157,9,Si3O6,SiO2_stoichiometry,0.12089469588609147,0.15241646074454673,1.8456080316453696,-5317.713150172318,-66.8839148957723,-65.03830686412694
158,9,Si3O6,SiO2_stoichiometry,0.07997245535501574,0.11604152794625702,1.8239414625272636,-5318.511675914391,-67.63579907735364,-65.81185761482638
159,9,Si3O6,SiO2_stoichiometry,0.0739608839377377,0.1490390581313221,1.9699192830297234,-5317.452751357985,-66.59330923483523,-64.6233899518055
160,9,Si3O6,SiO2_stoichiometry,0.05608346400747767,0.09772894180096865,1.906805784372955,-5317.631602546452,-66.78070428122027,-64.87389849684732
161,9,Si3O6,SiO2_stoichiometry,0.04794732225792147,0.07366640282008488,1.8203825308339505,-5318.695371137741,-67.8113051274306,-65.99092259659665
162,9,Si3O6,SiO2_stoichiometry,0.0729140735853052,0.10101891154579956,1.838237036444623,-5317.300808556759,-66.40899434797288,-64.57075731152825
163,9,Si3O6,SiO2_stoichiometry,0.06674506770922879,0.09924784429809412,1.9343994945384286,-5316.876657199667,-65.99534906248363,-64.0609495679452
164,9,Si3O6,SiO2_stoichiometry,0.054028643120685144,0.07672219458459777,1.9004501595033871,-5318.597232457702,-67.7303920380675,-65.82994187856411
165,9,Si3O6,SiO2_stoichiometry,0.07621334374491645,0.1076335333062439,1.9270381878382807,-5317.081334034324,-66.19762236363219,-64.27058417579391
166,9,Si3O6,SiO2_stoichiometry,0.049718832191466424,0.09647549231043347,1.8622749914231318,-5318.574473670773,-67.71134191934024,-65.84906692791711
167,9,Si3O6,SiO2_stoichiometry,0.07908518022137645,0.17308090795804495,2.094084410830495,-5316.860103425092,-66.05402034429487,-63.95993593346437
168,9,Si3O6,SiO2_stoichiometry,0.08684813969611319,0.11667985018445184,1.9150902361994029,-5317.165958043437,-66.28519697637364,-64.37010674017424
169,9,Si3O6,SiO2_stoichiometry,0.19918497486510936,0.2395187931345423,1.8921442136482367,-5312.023550312551,-61.29844372792859,-59.406299514280356
170,9,Si3O6,SiO2_stoichiometry,0.08014065962159263,0.11410275011406201,1.9178351372041704,-5317.423223466669,-66.55270065028866,-64.63486551308449
171,9,Si3O6,SiO2_stoichiometry,0.1198215649755225,0.1563190651584713,1.7765154610640441,-5317.145697669916,-66.32105524604009,-64.54453978497604
172,24,Si8O16,SiO2_stoichiometry,0.02107509508640026,0.0421531949010145,4.773300738306451,-14189.252873718873,-186.78339398233084,-182.01009324402438
173,24,Si8O16,SiO2_stoichiometry,0.025168181135483386,0.04781680564765827,4.737775952222361,-14189.27547304708,-186.79835852463358,-182.06058257241122
174,24,Si8O16,SiO2_stoichiometry,0.06906223487915794,0.08739005637933567,4.837886572245144,-14180.84958546205,-178.3852551048112,-173.54736853256605
175,24,Si8O16,SiO2_stoichiometry,0.0346588508954593,0.04036897200742103,4.742600944813002,-14187.564014419704,-185.09125619132215,-180.34865524650914
176,24,Si8O16,SiO2_stoichiometry,0.10152783540948497,0.08724210387142917,4.791214553823101,-14181.699450926135,-179.2024318956729,-174.4112173418498
177,24,Si8O16,SiO2_stoichiometry,0.1388296132629995,0.1383635991418446,4.86566373595694,-14179.051066182,-176.49662925372192,-171.630965517765
178,24,Si8O16,SiO2_stoichiometry,0.0905057584794953,0.10246554300237853,4.858811647621176,-14182.644167662715,-180.24314153560073,-175.38432988797956
179,24,Si8O16,SiO2_stoichiometry,0.020592712324139336,0.03527322560488435,4.71633252058584,-14189.945676151281,-187.47499363206825,-182.7586611114824
180,24,Si8O16,SiO2_stoichiometry,0.02331504949271415,0.05292067954228786,4.7338869662102425,-14189.103605524779,-186.64559304475705,-181.9117060785468
181,24,Si8O16,SiO2_stoichiometry,0.12108656758707986,0.12121230572248472,4.857196836421531,-14180.747222622502,-178.31410886262907,-173.45691202620753
182,24,Si8O16,SiO2_stoichiometry,0.040004099850352595,0.06886541244227838,4.7840937223628694,-14186.94477143868,-184.48710556419618,-179.7030118418333
