held_composition,source_frame,atoms,composition,group,baseline_force_RMSE_eV_A,candidate_force_RMSE_eV_A,correction_energy_eV,reference_energy_eV,baseline_energy_eV,candidate_energy_eV
H32O18Si192,771,242,H32O18Si192,Si_O_H_vacuum1,0.1355518331581687,0.14614282224349276,3.6276502637309838,-28923.933500735522,-1265.9324130083571,-1262.304762744626
H32O18Si192,772,242,H32O18Si192,Si_O_H_vacuum1,0.30302660350916827,0.30198784175713955,4.186529210247824,-28884.352308281086,-1234.8052309449831,-1230.6187017347354
H32O18Si192,773,242,H32O18Si192,Si_O_H_vacuum1,0.30323431605559287,0.2956035619783811,4.548222268831382,-28870.28628306704,-1224.1685319999283,-1219.620309731097
H32O18Si192,774,242,H32O18Si192,Si_O_H_vacuum1,0.305450402883961,0.29756850751495795,4.49778204696064,-28877.04913286255,-1229.4477535928543,-1224.9499715458937
H32O18Si192,775,242,H32O18Si192,Si_O_H_vacuum1,0.30907718292169506,0.30789576422312187,4.100958926548694,-28874.151235427245,-1226.1757687297004,-1222.0748098031518
H32O18Si192,776,242,H32O18Si192,Si_O_H_vacuum1,0.3385713006251039,0.32890474540322256,4.601708006822891,-28870.416293296887,-1224.0298626008187,-1219.4281545939957
H32O18Si192,777,242,H32O18Si192,Si_O_H_vacuum1,0.2984943708413711,0.2919234876020576,4.3977014449211165,-28869.775923747322,-1223.159292413921,-1218.761590969
H32O18Si192,778,242,H32O18Si192,Si_O_H_vacuum1,0.334521827459102,0.3229176598330707,4.564383789516499,-28867.902568224163,-1221.679408090219,-1217.1150243007025
H32O18Si192,779,242,H32O18Si192,Si_O_H_vacuum1,0.3236203526585982,0.31639800833038045,4.344386036305465,-28866.10102638715,-1219.5162352288285,-1215.171849192523
H32O18Si192,780,242,H32O18Si192,Si_O_H_vacuum1,0.36217380352559386,0.3529657267337292,4.579205985559014,-28863.524288987082,-1218.8743573276051,-1214.2951513420462
H32O18Si192,781,242,H32O18Si192,Si_O_H_vacuum1,0.32197137403680953,0.31540600861176615,4.98837983519032,-28866.747414237278,-1221.4173949922092,-1216.429015157019
H32O18Si192,782,242,H32O18Si192,Si_O_H_vacuum1,0.32968685416795374,0.3211824120388605,5.158673541233359,-28860.632478142186,-1217.173272757434,-1212.0145992162006
H32O18Si192,783,242,H32O18Si192,Si_O_H_vacuum1,0.3080125141564546,0.3026777485506263,4.563932479283704,-28866.737531769904,-1221.5189420375586,-1216.955009558275
H32O18Si192,784,242,H32O18Si192,Si_O_H_vacuum1,0.31760975460851015,0.31561403539489113,4.931443886912739,-28862.963248096436,-1218.8103641052346,-1213.8789202183218
H32O18Si192,785,242,H32O18Si192,Si_O_H_vacuum1,0.32344169341674844,0.3137149700143396,5.173281792726931,-28862.87909262447,-1217.2825882827578,-1212.1093064900308
H32O18Si192,786,242,H32O18Si192,Si_O_H_vacuum1,0.3293298304218876,0.31888151039860874,5.2428177614889115,-28862.92093098656,-1218.7068766280443,-1213.4640588665554
H32O18Si192,787,242,H32O18Si192,Si_O_H_vacuum1,0.3596140163484556,0.3529199808540252,4.667115073117062,-28857.2088218281,-1215.452374483264,-1210.785259410147
H32O18Si192,788,242,H32O18Si192,Si_O_H_vacuum1,0.341193472372634,0.3295409944859977,4.782484828600223,-28862.583182445345,-1217.584733095585,-1212.8022482669849
H32O18Si192,789,242,H32O18Si192,Si_O_H_vacuum1,0.3427165325392811,0.333130893662455,5.0147124770669125,-28856.203518671726,-1213.6433618804008,-1208.6286494033338
H32O18Si192,790,242,H32O18Si192,Si_O_H_vacuum1,0.3160462333591548,0.3107101993202347,4.639134633051946,-28861.012636136544,-1216.746840971079,-1212.1077063380271
H32O18Si192,791,242,H32O18Si192,Si_O_H_vacuum1,0.319744744118605,0.311268189924259,4.983107222395301,-28860.652634340993,-1217.1122005557897,-1212.1290933333944
H32O18Si192,792,242,H32O18Si192,Si_O_H_vacuum1,0.31268770581138317,0.30093039677807365,4.434232455927645,-28864.96972847493,-1219.9866408365554,-1215.5524083806276
H32O18Si192,793,242,H32O18Si192,Si_O_H_vacuum1,0.3261563886395466,0.31237102810056416,4.898861272314265,-28860.693283303353,-1215.7644915790668,-1210.8656303067526
H32O18Si192,794,242,H32O18Si192,Si_O_H_vacuum1,0.3381709843853019,0.3270579140367487,4.733244354440068,-28861.990618238247,-1216.7982360243507,-1212.0649916699106
H32O18Si192,795,242,H32O18Si192,Si_O_H_vacuum1,0.32686650229882147,0.3193144744612956,4.987866852706825,-28862.96600057547,-1218.2453630342377,-1213.2574961815308
H32O18Si192,796,242,H32O18Si192,Si_O_H_vacuum1,0.3406844125468806,0.3338431919493762,5.02492669904282,-28863.096391216215,-1218.7681409937252,-1213.7432142946823
H32O18Si192,797,242,H32O18Si192,Si_O_H_vacuum1,0.32652306830004424,0.31811930598570426,5.539532591162627,-28862.26643513736,-1218.2970121370536,-1212.7574795458909
H32O18Si192,798,242,H32O18Si192,Si_O_H_vacuum1,0.3301437524672916,0.3192550899823693,4.65461805518358,-28866.383595247837,-1221.8237113322778,-1217.1690932770941
H32O18Si192,799,242,H32O18Si192,Si_O_H_vacuum1,0.3620363687313434,0.35005438451871085,4.493089377410406,-28860.780407784576,-1215.8963087632687,-1211.4032193858584
H32O18Si192,800,242,H32O18Si192,Si_O_H_vacuum1,0.3180632435159183,0.31239735764781607,4.868593614001074,-28866.286948602126,-1220.8792939092132,-1216.010700295212
H32O18Si192,801,242,H32O18Si192,Si_O_H_vacuum1,0.32657627471978473,0.32072404388594294,4.544117202472526,-28861.833816758823,-1217.8902254073566,-1213.346108204884
H32O18Si192,802,242,H32O18Si192,Si_O_H_vacuum1,0.30488660809737606,0.30036909258955274,4.664418513262059,-28870.28554449576,-1225.3734164873272,-1220.7089979740651
H32O18Si192,803,242,H32O18Si192,Si_O_H_vacuum1,0.327544447753883,0.3208820253565052,4.5033252366450895,-28862.926243542955,-1218.4308073023426,-1213.9274820656974
H32O18Si192,804,242,H32O18Si192,Si_O_H_vacuum1,0.3161236222609687,0.3109733996942083,4.965084521369729,-28865.130760455417,-1219.5525517761155,-1214.5874672547457
H32O18Si192,805,242,H32O18Si192,Si_O_H_vacuum1,0.3474785169654942,0.34646981319915265,4.832614422146974,-28864.504480022315,-1220.1190767315793,-1215.2864623094324
H32O18Si192,806,242,H32O18Si192,Si_O_H_vacuum1,0.35291582358478774,0.3452242323705732,5.076264179976347,-28860.07037635638,-1218.118277896564,-1213.0420137165877
H32O18Si192,807,242,H32O18Si192,Si_O_H_vacuum1,0.3298198488051816,0.3240544935557566,4.836443008237156,-28864.420261994925,-1220.694932996259,-1215.8584899880218
H32O18Si192,808,242,H32O18Si192,Si_O_H_vacuum1,0.36651510138594107,0.3533499397057397,5.005222389057901,-28866.321954893334,-1222.2130758431813,-1217.2078534541233
H32O18Si192,809,242,H32O18Si192,Si_O_H_vacuum1,0.34739730222108783,0.3354722695449286,4.801055797519902,-28866.63347206635,-1221.218020905397,-1216.416965107877
H32O18Si192,810,242,H32O18Si192,Si_O_H_vacuum1,0.34660575953929235,0.33509469177659235,4.7814159755340215,-28866.450802282,-1221.9080428417515,-1217.1266268662175
H32O18Si192,811,242,H32O18Si192,Si_O_H_vacuum1,0.313555956905442,0.3082778025255883,4.771700587210143,-28864.93980833545,-1220.476976660586,-1215.705276073376
H32O18Si192,812,242,H32O18Si192,Si_O_H_vacuum1,0.35269131662895725,0.34219800284592317,5.0346360597591255,-28862.33308732228,-1218.2486135079932,-1213.2139774482341
H32O18Si192,813,242,H32O18Si192,Si_O_H_vacuum1,0.3064183403177447,0.3035735517600394,4.499713741372444,-28867.335349024474,-1219.5642537635256,-1215.064540022153
H32O18Si192,814,242,H32O18Si192,Si_O_H_vacuum1,0.33659782832820584,0.3333509513834651,4.522125384315739,-28863.586158192298,-1217.8453118699538,-1213.323186485638
H32O18Si192,815,242,H32O18Si192,Si_O_H_vacuum1,0.32439371828656655,0.3114673782180908,4.735611922784913,-28864.427624972577,-1218.5773466165247,-1213.8417346937397
H32O18Si192,816,242,H32O18Si192,Si_O_H_vacuum1,0.33466384832684204,0.3238630956648139,5.14397319186032,-28861.48642271503,-1217.6800416289555,-1212.536068437095
H32O18Si192,817,242,H32O18Si192,Si_O_H_vacuum1,0.32036623696102745,0.30967208939922836,5.145490136294942,-28860.438318362038,-1217.765341476588,-1212.619851340293
H32O18Si192,818,242,H32O18Si192,Si_O_H_vacuum1,0.3252428641465241,0.3137480132807308,5.08303651354941,-28860.05234391855,-1217.104327063649,-1212.0212905500996
H32O18Si192,819,242,H32O18Si192,Si_O_H_vacuum1,0.3359125485623388,0.3295318531826322,5.140304185863586,-28860.48081557868,-1217.1297879924498,-1211.9894838065861
H32O18Si192,820,242,H32O18Si192,Si_O_H_vacuum1,0.351513678700266,0.3459607216824866,4.761014046922014,-28854.344789822106,-1211.6367539535383,-1206.8757399066162
H32O18Si192,821,242,H32O18Si192,Si_O_H_vacuum1,0.3466713949121688,0.3399324330863018,4.9945922804225305,-28860.835959147804,-1218.1434361349081,-1213.1488438544857
H32O18Si192,822,242,H32O18Si192,Si_O_H_vacuum1,0.3278627964404508,0.31991372945149776,4.786199262326985,-28860.28582086637,-1216.5705483922327,-1211.7843491299056
H32O18Si192,823,242,H32O18Si192,Si_O_H_vacuum1,0.3360232786781037,0.33233930646444465,4.880390397329287,-28859.1165358948,-1216.447437520836,-1211.5670471235067
H32O18Si192,824,242,H32O18Si192,Si_O_H_vacuum1,0.3300950393124802,0.32451294986151186,4.992944272931127,-28862.148462334102,-1217.2893465902835,-1212.2964023173524
H32O18Si192,825,242,H32O18Si192,Si_O_H_vacuum1,0.35649565457089405,0.34542705853641054,5.155906636603549,-28860.648568799195,-1218.7331622097624,-1213.577255573159
H32O18Si192,826,242,H32O18Si192,Si_O_H_vacuum1,0.326512017010134,0.32384446394331373,5.650103760956259,-28856.579223132463,-1214.5959238290616,-1208.9458200681054
H32O18Si192,827,242,H32O18Si192,Si_O_H_vacuum1,0.3283406723040422,0.3134952412411335,5.624622156549976,-28859.918842403407,-1216.9293696710306,-1211.3047475144806
H32O18Si192,828,242,H32O18Si192,Si_O_H_vacuum1,0.3434261125871823,0.3340499499362235,5.52946216912799,-28861.00476964995,-1217.81895582828,-1212.289493659152
H32O18Si192,829,242,H32O18Si192,Si_O_H_vacuum1,0.3449150753808971,0.33792103155061404,5.076680649405431,-28861.478706012324,-1218.6825458512114,-1213.605865201806
H32O18Si192,830,242,H32O18Si192,Si_O_H_vacuum1,0.3811300023778271,0.3573870280995966,5.32338735204826,-28858.78551450929,-1218.1442948687131,-1212.8209075166649
H32O18Si192,831,242,H32O18Si192,Si_O_H_vacuum1,0.3400085463112149,0.33078140533083195,4.8807068371300915,-28862.48108541268,-1219.7642522098133,-1214.8835453726833
H32O18Si192,832,242,H32O18Si192,Si_O_H_vacuum1,0.38404875600356386,0.3713145503224591,5.092257441225414,-28857.137093291913,-1215.1868862239453,-1210.0946287827198
H32O18Si192,833,242,H32O18Si192,Si_O_H_vacuum1,0.39137858404152165,0.3713897292394936,5.199242826063875,-28860.01845101844,-1218.4439517873125,-1213.2447089612485
H32O18Si192,834,242,H32O18Si192,Si_O_H_vacuum1,0.35778807088646425,0.356310389231678,5.051994479040927,-28862.57066857413,-1218.8919047585782,-1213.8399102795372
H32O18Si192,835,242,H32O18Si192,Si_O_H_vacuum1,0.39225435881418746,0.38448391999238724,5.46983102644248,-28858.841440657612,-1217.2943710022869,-1211.8245399758443
H32O18Si192,836,242,H32O18Si192,Si_O_H_vacuum1,0.34163634232649237,0.3323137766140703,4.81673071983108,-28859.641545051967,-1216.9429102877727,-1212.1261795679416
H32O18Si192,837,242,H32O18Si192,Si_O_H_vacuum1,0.32637042436883035,0.3185624358362162,5.5796135030702505,-28860.781727097776,-1217.423127643427,-1211.8435141403568
H32O18Si192,838,242,H32O18Si192,Si_O_H_vacuum1,0.34078025076037943,0.33250285699196497,5.3637584200289155,-28858.58034719884,-1215.8411585027486,-1210.4774000827197
H32O18Si192,839,242,H32O18Si192,Si_O_H_vacuum1,0.33080993020442945,0.32171279497449207,5.281031939982239,-28864.95870340823,-1219.2688667718053,-1213.987834831823
H32O18Si192,840,242,H32O18Si192,Si_O_H_vacuum1,0.3446348073178704,0.33408587936288664,4.783015023384702,-28860.838204551583,-1217.7579600435981,-1212.9749450202135
H32O18Si192,841,242,H32O18Si192,Si_O_H_vacuum1,0.3459241529543681,0.33445381417010617,4.574036304079096,-28862.93895181322,-1220.2724699198448,-1215.6984336157657
H32O18Si192,842,242,H32O18Si192,Si_O_H_vacuum1,0.3800143639659686,0.36377270690435515,5.053472173359213,-28861.387354939696,-1217.8936477147474,-1212.8401755413881
H32O18Si192,843,242,H32O18Si192,Si_O_H_vacuum1,0.3278072783891658,0.3246768107241346,4.840302077353533,-28861.00100368675,-1217.515526655255,-1212.6752245779014
H32O18Si192,844,242,H32O18Si192,Si_O_H_vacuum1,0.33132284858425054,0.32955592282817114,5.140410143152914,-28862.471556144374,-1219.558700995247,-1214.418290852094
H32O18Si192,845,242,H32O18Si192,Si_O_H_vacuum1,0.3363222566762219,0.3286566088100606,5.722564918325196,-28860.84019628024,-1217.0391895731236,-1211.3166246547985
H32O18Si192,846,242,H32O18Si192,Si_O_H_vacuum1,0.34760703733114484,0.3374872309656762,5.304539765747695,-28858.40207433759,-1215.8672754465993,-1210.5627356808516
H32O18Si192,847,242,H32O18Si192,Si_O_H_vacuum1,0.34680914316563843,0.339683831645187,5.5803358108524765,-28858.81529314137,-1214.7371769911354,-1209.156841180283
H32O18Si192,848,242,H32O18Si192,Si_O_H_vacuum1,0.33423918266997793,0.32951164441223313,5.312273226681996,-28860.25816528014,-1217.7320088688584,-1212.4197356421764
H32O18Si192,849,242,H32O18Si192,Si_O_H_vacuum1,0.3562543777109666,0.3483444175244299,4.922612616775595,-28859.566371328154,-1216.6612400421839,-1211.7386274254084
H32O18Si192,850,242,H32O18Si192,Si_O_H_vacuum1,0.3402855109806561,0.3324428548017787,4.9115523493970015,-28858.770205348745,-1216.0986695373563,-1211.1871171879593
H32O18Si192,851,242,H32O18Si192,Si_O_H_vacuum1,0.3477280385075229,0.334368589548215,5.085152773660327,-28860.471584095012,-1217.7686764948896,-1212.6835237212292
H32O18Si192,852,242,H32O18Si192,Si_O_H_vacuum1,0.3547345288802097,0.34320810189501944,5.863102489997772,-28854.743222431043,-1213.1900211509792,-1207.3269186609814
H32O18Si192,853,242,H32O18Si192,Si_O_H_vacuum1,0.35615139296392045,0.34628278141844315,5.502139942240335,-28857.827775394766,-1216.1903944630803,-1210.68825452084
H32O18Si192,854,242,H32O18Si192,Si_O_H_vacuum1,0.3283693499483361,0.3135106366616958,5.404501697854641,-28862.965971324327,-1219.1512353115954,-1213.7467336137408
H32O18Si192,855,242,H32O18Si192,Si_O_H_vacuum1,0.36653615836428444,0.35873120142917914,5.502208453437264,-28859.213560007855,-1216.948011682839,-1211.4458032294017
H32O18Si192,856,242,H32O18Si192,Si_O_H_vacuum1,0.3414117886848994,0.3281992260996775,5.733602714375903,-28862.791350146672,-1218.7816301903301,-1213.0480274759543
H32O48Si192,857,272,H32O48Si192,Si_O_H_vacuum1,0.20971836606370997,0.19862825993443983,14.038470658400879,-42063.023998578545,-1517.9251856518429,-1503.886714993442
H32O48Si192,858,272,H32O48Si192,Si_O_H_vacuum1,0.2973361189578385,0.29528045346299264,14.782705046273007,-42023.70519624803,-1487.3387780546052,-1472.5560730083323
H32O48Si192,859,272,H32O48Si192,Si_O_H_vacuum1,0.35332287383222255,0.34257499866404284,14.895813772334336,-42017.600754842846,-1484.2755996031292,-1469.3797858307948
