cell,x_m,y_m,z_m,normalized_axial_coordinate,critical_tail_probability
0,0.00078125000000000004,-0.0037500000000000003,0,0,0.0011832861259351269
1,0.00078125000000000004,-0.00125,0,0,0.0011832861259351269
2,0.00078125000000000004,0.0012499999999999998,0,0,0.0011832861259351269
3,0.00078125000000000004,0.0037499999999999999,0,0,0.0011832861259351269
4,0.0023437499999999999,-0.0037500000000000003,0,0.032258064516129031,0.0011832861259351269
5,0.0023437499999999999,-0.00125,0,0.032258064516129031,0.0011832861259351269
6,0.0023437499999999999,0.0012499999999999998,0,0.032258064516129031,0.0011832861259351269
7,0.0023437499999999999,0.0037499999999999999,0,0.032258064516129031,0.0011832861259351269
8,0.00390625,-0.0037500000000000003,0,0.064516129032258063,0.0011832861259351249
9,0.00390625,-0.00125,0,0.064516129032258063,0.0011832861259351249
10,0.00390625,0.0012499999999999998,0,0.064516129032258063,0.0011832861259351249
11,0.00390625,0.0037499999999999999,0,0.064516129032258063,0.0011832861259351249
12,0.0054687500000000005,-0.0037500000000000003,0,0.096774193548387108,0.0011832861259351249
13,0.0054687500000000005,-0.00125,0,0.096774193548387108,0.0011832861259351249
14,0.0054687500000000005,0.0012499999999999998,0,0.096774193548387108,0.0011832861259351249
15,0.0054687500000000005,0.0037499999999999999,0,0.096774193548387108,0.0011832861259351249
16,0.0070312499999999993,-0.0037500000000000003,0,0.12903225806451613,0.0011832861259351249
17,0.0070312499999999993,-0.00125,0,0.12903225806451613,0.0011832861259351249
18,0.0070312499999999993,0.0012499999999999998,0,0.12903225806451613,0.0011832861259351249
19,0.0070312499999999993,0.0037499999999999999,0,0.12903225806451613,0.0011832861259351249
20,0.0085937500000000007,-0.0037500000000000003,0,0.16129032258064516,0.0011832861259351269
21,0.0085937500000000007,-0.00125,0,0.16129032258064516,0.0011832861259351269
22,0.0085937500000000007,0.0012499999999999998,0,0.16129032258064516,0.0011832861259351269
23,0.0085937500000000007,0.0037499999999999999,0,0.16129032258064516,0.0011832861259351269
24,0.010156250000000002,-0.0037500000000000003,0,0.19354838709677422,0.0011832861259351238
25,0.010156250000000002,-0.00125,0,0.19354838709677422,0.0011832861259351238
26,0.010156250000000002,0.0012499999999999998,0,0.19354838709677422,0.0011832861259351238
27,0.010156250000000002,0.0037499999999999999,0,0.19354838709677422,0.0011832861259351238
28,0.01171875,-0.0037500000000000003,0,0.22580645161290319,0.0011832861259351254
29,0.01171875,-0.00125,0,0.22580645161290319,0.0011832861259351254
30,0.01171875,0.0012499999999999998,0,0.22580645161290319,0.0011832861259351254
31,0.01171875,0.0037499999999999999,0,0.22580645161290319,0.0011832861259351254
32,0.013281250000000001,-0.0037500000000000003,0,0.25806451612903225,0.001183286125935126
33,0.013281250000000001,-0.00125,0,0.25806451612903225,0.001183286125935126
34,0.013281250000000001,0.0012499999999999998,0,0.25806451612903225,0.001183286125935126
35,0.013281250000000001,0.0037499999999999999,0,0.25806451612903225,0.001183286125935126
36,0.014843749999999999,-0.0037500000000000003,0,0.29032258064516125,0.0011832861259351256
37,0.014843749999999999,-0.00125,0,0.29032258064516125,0.0011832861259351256
38,0.014843749999999999,0.0012499999999999998,0,0.29032258064516125,0.0011832861259351256
39,0.014843749999999999,0.0037499999999999999,0,0.29032258064516125,0.0011832861259351256
40,0.016406250000000001,-0.0037500000000000003,0,0.32258064516129031,0.0011832861259351286
41,0.016406250000000001,-0.00125,0,0.32258064516129031,0.0011832861259351286
42,0.016406250000000001,0.0012499999999999998,0,0.32258064516129031,0.0011832861259351286
43,0.016406250000000001,0.0037499999999999999,0,0.32258064516129031,0.0011832861259351286
44,0.017968750000000002,-0.0037500000000000003,0,0.35483870967741937,0.0011832861259351249
45,0.017968750000000002,-0.00125,0,0.35483870967741937,0.0011832861259351249
46,0.017968750000000002,0.0012499999999999998,0,0.35483870967741937,0.0011832861259351249
47,0.017968750000000002,0.0037499999999999999,0,0.35483870967741937,0.0011832861259351249
48,0.01953125,-0.0037500000000000003,0,0.38709677419354838,0.0011832861259351271
49,0.01953125,-0.00125,0,0.38709677419354838,0.0011832861259351271
50,0.01953125,0.0012499999999999998,0,0.38709677419354838,0.0011832861259351271
51,0.01953125,0.0037499999999999999,0,0.38709677419354838,0.0011832861259351271
52,0.021093750000000001,-0.0037500000000000003,0,0.41935483870967744,0.0011832861259351273
53,0.021093750000000001,-0.00125,0,0.41935483870967744,0.0011832861259351273
54,0.021093750000000001,0.0012499999999999998,0,0.41935483870967744,0.0011832861259351273
55,0.021093750000000001,0.0037499999999999999,0,0.41935483870967744,0.0011832861259351273
56,0.022656250000000003,-0.0037500000000000003,0,0.45161290322580649,0.0011832861259351264
57,0.022656250000000003,-0.00125,0,0.45161290322580649,0.0011832861259351264
58,0.022656250000000003,0.0012499999999999998,0,0.45161290322580649,0.0011832861259351264
59,0.022656250000000003,0.0037499999999999999,0,0.45161290322580649,0.0011832861259351264
60,0.024218750000000001,-0.0037500000000000003,0,0.48387096774193544,0.0011832861259351251
61,0.024218750000000001,-0.00125,0,0.48387096774193544,0.0011832861259351251
62,0.024218750000000001,0.0012499999999999998,0,0.48387096774193544,0.0011832861259351251
63,0.024218750000000001,0.0037499999999999999,0,0.48387096774193544,0.0011832861259351251
64,0.025781249999999999,-0.0037500000000000003,0,0.5161290322580645,0.0011832861259351247
65,0.025781249999999999,-0.00125,0,0.5161290322580645,0.0011832861259351247
66,0.025781249999999999,0.0012499999999999998,0,0.5161290322580645,0.0011832861259351247
67,0.025781249999999999,0.0037499999999999999,0,0.5161290322580645,0.0011832861259351247
68,0.02734375,-0.0037500000000000003,0,0.54838709677419351,0.0011832861259351273
69,0.02734375,-0.00125,0,0.54838709677419351,0.0011832861259351273
70,0.02734375,0.0012499999999999998,0,0.54838709677419351,0.0011832861259351273
71,0.02734375,0.0037499999999999999,0,0.54838709677419351,0.0011832861259351273
72,0.028906250000000001,-0.0037500000000000003,0,0.58064516129032262,0.0011832861259351249
73,0.028906250000000001,-0.00125,0,0.58064516129032262,0.0011832861259351249
74,0.028906250000000001,0.0012499999999999998,0,0.58064516129032262,0.0011832861259351249
75,0.028906250000000001,0.0037499999999999999,0,0.58064516129032262,0.0011832861259351249
76,0.030468750000000003,-0.0037500000000000003,0,0.61290322580645162,0.0011832861259351241
77,0.030468750000000003,-0.00125,0,0.61290322580645162,0.0011832861259351241
78,0.030468750000000003,0.0012499999999999998,0,0.61290322580645162,0.0011832861259351241
79,0.030468750000000003,0.0037499999999999999,0,0.61290322580645162,0.0011832861259351241
80,0.032031249999999997,-0.0037500000000000003,0,0.64516129032258052,0.0011832861259351262
81,0.032031249999999997,-0.00125,0,0.64516129032258052,0.0011832861259351262
82,0.032031249999999997,0.0012499999999999998,0,0.64516129032258052,0.0011832861259351262
83,0.032031249999999997,0.0037499999999999999,0,0.64516129032258052,0.0011832861259351262
84,0.033593750000000006,-0.0037500000000000003,0,0.67741935483870985,0.0011832861259351256
85,0.033593750000000006,-0.00125,0,0.67741935483870985,0.0011832861259351256
86,0.033593750000000006,0.0012499999999999998,0,0.67741935483870985,0.0011832861259351256
87,0.033593750000000006,0.0037499999999999999,0,0.67741935483870985,0.0011832861259351256
88,0.03515625,-0.0037500000000000003,0,0.70967741935483875,0.0011832861259351264
89,0.03515625,-0.00125,0,0.70967741935483875,0.0011832861259351264
90,0.03515625,0.0012499999999999998,0,0.70967741935483875,0.0011832861259351264
91,0.03515625,0.0037499999999999999,0,0.70967741935483875,0.0011832861259351264
92,0.036718750000000008,-0.0037500000000000003,0,0.74193548387096797,0.0011832861259351256
93,0.036718750000000008,-0.00125,0,0.74193548387096797,0.0011832861259351256
94,0.036718750000000008,0.0012499999999999998,0,0.74193548387096797,0.0011832861259351256
95,0.036718750000000008,0.0037499999999999999,0,0.74193548387096797,0.0011832861259351256
96,0.038281250000000003,-0.0037500000000000003,0,0.77419354838709686,0.0011832861259351286
97,0.038281250000000003,-0.00125,0,0.77419354838709686,0.0011832861259351286
98,0.038281250000000003,0.0012499999999999998,0,0.77419354838709686,0.0011832861259351286
99,0.038281250000000003,0.0037499999999999999,0,0.77419354838709686,0.0011832861259351286
100,0.039843749999999997,-0.0037500000000000003,0,0.80645161290322576,0.0011832861259351288
101,0.039843749999999997,-0.00125,0,0.80645161290322576,0.0011832861259351288
102,0.039843749999999997,0.0012499999999999998,0,0.80645161290322576,0.0011832861259351288
103,0.039843749999999997,0.0037499999999999999,0,0.80645161290322576,0.0011832861259351288
104,0.041406249999999999,-0.0037500000000000003,0,0.83870967741935487,0.0011832861259351273
105,0.041406249999999999,-0.00125,0,0.83870967741935487,0.0011832861259351273
106,0.041406249999999999,0.0012499999999999998,0,0.83870967741935487,0.0011832861259351273
