cell,x_m,y_m,z_m,normalized_axial_coordinate,critical_tail_probability
107,0.041406249999999999,0.0037499999999999999,0,0.83870967741935487,0.0011832861259351273
108,0.04296875,-0.0037500000000000003,0,0.87096774193548387,0.001183286125935128
109,0.04296875,-0.00125,0,0.87096774193548387,0.001183286125935128
110,0.04296875,0.0012499999999999998,0,0.87096774193548387,0.001183286125935128
111,0.04296875,0.0037499999999999999,0,0.87096774193548387,0.001183286125935128
112,0.044531250000000008,-0.0037500000000000003,0,0.9032258064516131,0.001183286125935128
113,0.044531250000000008,-0.00125,0,0.9032258064516131,0.001183286125935128
114,0.044531250000000008,0.0012499999999999998,0,0.9032258064516131,0.001183286125935128
115,0.044531250000000008,0.0037499999999999999,0,0.9032258064516131,0.001183286125935128
116,0.046093750000000003,-0.0037500000000000003,0,0.93548387096774199,0.0011832861259351288
117,0.046093750000000003,-0.00125,0,0.93548387096774199,0.0011832861259351288
118,0.046093750000000003,0.0012499999999999998,0,0.93548387096774199,0.0011832861259351288
119,0.046093750000000003,0.0037499999999999999,0,0.93548387096774199,0.0011832861259351288
120,0.047656249999999997,-0.0037500000000000003,0,0.96774193548387089,0.0011832861259351286
121,0.047656249999999997,-0.00125,0,0.96774193548387089,0.0011832861259351286
122,0.047656249999999997,0.0012499999999999998,0,0.96774193548387089,0.0011832861259351286
123,0.047656249999999997,0.0037499999999999999,0,0.96774193548387089,0.0011832861259351286
124,0.049218749999999999,-0.0037500000000000003,0,1,0.0011832861259351286
125,0.049218749999999999,-0.00125,0,1,0.0011832861259351286
126,0.049218749999999999,0.0012499999999999998,0,1,0.0011832861259351286
127,0.049218749999999999,0.0037499999999999999,0,1,0.0011832861259351286
