case,y_over_L0,delta_ux_over_L0,delta_uy_over_L0,delta_uz_over_L0,both_rows_free
historical_R4_r4_mode_minus,-0.7216878364870323,0.8679498939148418,0.038568610767535996,0.019713483584252043,True
historical_R4_r4_mode_minus,0.14433756729740643,0.7364958731639564,0.050665680688473484,0.04050530194977271,True
historical_R4_r4_mode_minus,1.010362971081845,0.23459888187319994,0.05147912353197707,0.03494082000188904,True
historical_R4_r4_mode_minus,1.8763883748662837,0.11223972253999118,0.036371297391373014,0.015532468575867167,True
historical_R4_r4_mode_minus,2.7424137786507226,0.06703837016577116,0.01830407569969137,0.004179279288302932,True
historical_R4_r4_mode_minus,3.608439182435161,0.043125577919650986,0.006153312857415623,-0.0006102074601075751,True
historical_R4_r4_mode_minus,4.474464586219599,0.029602929767218157,0.0,0.0,False
historical_R4_r4_mode_minus,5.340489990004038,0.024681026363691575,0.0,0.0,False
historical_R4_r4_stable50MPa,-5.0518148554092255,0.9775095259551265,0.0,0.0,False
historical_R4_r4_stable50MPa,-4.185789451624787,0.9725876225515999,0.0,0.0,False
historical_R4_r4_stable50MPa,-3.319764047840348,0.9626121522054174,0.0033945119498581195,-0.0005913086171523094,True
historical_R4_r4_stable50MPa,-2.4537386440559095,0.9464036870018626,0.010757230583896764,0.001178826956195644,True
historical_R4_r4_stable50MPa,-1.5877132402714706,0.9213634934620627,0.021655924922255817,0.007020300916541002,True
historical_R4_r4_stable50MPa,-0.7216878364870323,0.8731902997132539,0.03711909031316339,0.01893852600821289,True
historical_R4_r4_stable50MPa,0.14433756729740643,0.7442347239904006,0.04969235444425876,0.039289673538407587,True
historical_R4_r4_stable50MPa,1.010362971081845,0.23732417934751426,0.05127498403209831,0.035284530530689556,True
historical_R4_r4_stable50MPa,1.8763883748662837,0.11506278384883428,0.03663661121339877,0.015898231304652392,True
historical_R4_r4_stable50MPa,2.7424137786507226,0.06974043302728918,0.01862965687721413,0.004388325340490188,True
historical_R4_r4_stable50MPa,3.608439182435161,0.04557393946066486,0.006339421466542253,-0.0005445178185809014,True
historical_R4_r4_stable50MPa,4.474464586219599,0.03179348208603609,0.0,0.0,False
historical_R4_r4_stable50MPa,5.340489990004038,0.026871578682509518,0.0,0.0,False
historical_R4_r4_stable_unload,-5.0518148554092255,0.9753189736363086,0.0,0.0,False
historical_R4_r4_stable_unload,-4.185789451624787,0.970397070232782,0.0,0.0,False
historical_R4_r4_stable_unload,-3.319764047840348,0.9600710332028307,0.003767250726360389,-0.0005439116404066031,True
historical_R4_r4_stable_unload,-2.4537386440559095,0.9432956408919717,0.011588343870208273,0.001409452483994711,True
historical_R4_r4_stable_unload,-1.5877132402714706,0.9174471078890185,0.022925043172585716,0.007503255823841917,True
historical_R4_r4_stable_unload,-0.7216878364870323,0.8679498071981302,0.0385686370927697,0.01971349689988699,True
historical_R4_r4_stable_unload,0.14433756729740643,0.7364957098348064,0.0506656980198417,0.04050532608728225,True
historical_R4_r4_stable_unload,1.010362971081845,0.2345989727404495,0.05147914986345822,0.034940835253729256,True
historical_R4_r4_stable_unload,1.8763883748662837,0.11223975462348025,0.03637131525153202,0.015532473551389571,True
historical_R4_r4_stable_unload,2.7424137786507226,0.06703837461073328,0.018304084628275423,0.0041792833773809,True
historical_R4_r4_stable_unload,3.608439182435161,0.04312557372075204,0.006153313541891558,-0.0006102089058923356,True
historical_R4_r4_stable_unload,4.474464586219599,0.029602929767218157,0.0,0.0,False
historical_R4_r4_stable_unload,5.340489990004038,0.024681026363691575,0.0,0.0,False
historical_R10_r6_stable_plus,-10.247967278115857,0.987649360704371,0.0,0.0,False
historical_R10_r6_stable_plus,-9.381941874331417,0.986327643329852,-0.00028845191467672705,6.0159664058868066e-05,True
historical_R10_r6_stable_plus,-8.51591647054698,0.9845471175045565,7.017523027030414e-05,0.0001483144336376314,True
historical_R10_r6_stable_plus,-7.649891066762541,0.9822426585209658,0.0009283064658301178,0.0003043700969100891,True
historical_R10_r6_stable_plus,-6.783865662978103,0.9791874630612525,0.0021780057222185213,0.0004683951452736461,True
historical_R10_r6_stable_plus,-5.917840259193664,0.9749885692295077,0.004120196484389684,0.0005622759891758728,True
historical_R10_r6_stable_plus,-5.0518148554092255,0.9689554452586397,0.007240878655095399,0.0005838707363489751,True
historical_R10_r6_stable_plus,-4.185789451624787,0.9599202196509458,0.012062720296781522,0.0008580365110878192,True
historical_R10_r6_stable_plus,-3.319764047840348,0.9458982931218667,0.019237083858172493,0.002555694517605971,True
historical_R10_r6_stable_plus,-2.4537386440559095,0.9227430114213485,0.030117717052299577,0.007975692033697026,True
historical_R10_r6_stable_plus,-1.5877132402714706,0.8769357757264098,0.04661703539149932,0.01912196029811754,True
historical_R10_r6_stable_plus,-0.7216878364870323,0.7527033367403673,0.06028457012420365,0.03767351770733126,True
historical_R10_r6_stable_plus,0.14433756729740643,0.2530748521353363,0.059907576294668176,0.03870599732458227,True
historical_R10_r6_stable_plus,1.010362971081845,0.12693247081131265,0.04660846490214611,0.019881186252104097,True
historical_R10_r6_stable_plus,1.8763883748662837,0.08020391341721349,0.030397172286979374,0.008507275219353872,True
historical_R10_r6_stable_plus,2.7424137786507226,0.05654316525288616,0.01958429032533866,0.002915455253398024,True
historical_R10_r6_stable_plus,3.608439182435161,0.04220170595063334,0.01239931214941687,0.0010869517435908166,True
historical_R10_r6_stable_plus,4.474464586219599,0.032954769531105044,0.007540595210894072,0.0007275785353689978,True
historical_R10_r6_stable_plus,5.340489990004038,0.026777761599419577,0.004394751695380176,0.0006622334640305487,True
historical_R10_r6_stable_plus,6.206515393788477,0.02247142551643047,0.0024742770840468203,0.0005631949018871703,True
historical_R10_r6_stable_plus,7.072540797572915,0.019317894533171044,0.0013087405672616336,0.00042231708192954823,True
historical_R10_r6_stable_plus,7.938566201357354,0.01690266248596419,0.0005197456703478027,0.00027601149703746587,True
historical_R10_r6_stable_plus,8.804591605141791,0.014992351540454894,-6.760270022893597e-05,0.00015983095710424137,True
historical_R10_r6_stable_plus,9.670617008926232,0.013461672861862593,-0.0002872157839693796,8.313259472701539e-05,True
historical_R10_r6_stable_plus,10.53664241271067,0.012350639295629084,0.0,0.0,False
historical_R10_r8_stable_plus,-10.247967278115857,0.987649360704371,0.0,0.0,False
historical_R10_r8_stable_plus,-9.381941874331417,0.9863269091517433,-0.00027792702549315216,6.716860030983135e-05,True
historical_R10_r8_stable_plus,-8.51591647054698,0.9845470879242377,8.477913236170026e-05,0.00015664099132040501,True
historical_R10_r8_stable_plus,-7.649891066762541,0.9822435009832169,0.0009410170869045466,0.00031041810512100903,True
historical_R10_r8_stable_plus,-6.783865662978103,0.97918911764952,0.002183746433560314,0.0004697997427244253,True
historical_R10_r8_stable_plus,-5.917840259193664,0.9749909743887698,0.004113726584635491,0.0005587176392272139,True
historical_R10_r8_stable_plus,-5.0518148554092255,0.9689586225281099,0.007217913896195733,0.0005768128429264347,True
historical_R10_r8_stable_plus,-4.185789451624787,0.9599241490136327,0.012021219507540709,0.0008475617064865569,True
historical_R10_r8_stable_plus,-3.319764047840348,0.9459027138766531,0.01917705922160643,0.0025382027935308693,True
historical_R10_r8_stable_plus,-2.4537386440559095,0.922747483895975,0.03003898485667876,0.007944673504986963,True
historical_R10_r8_stable_plus,-1.5877132402714706,0.8769398853219421,0.046516824181050645,0.019073741842824687,True
historical_R10_r8_stable_plus,-0.7216878364870323,0.7527034305411925,0.06016271432507235,0.03761884198186946,True
historical_R10_r8_stable_plus,0.14433756729740643,0.2530668123218269,0.05978525723668416,0.03864975821832718,True
historical_R10_r8_stable_plus,1.010362971081845,0.12692224748596953,0.04650680940801408,0.01982995186124964,True
historical_R10_r8_stable_plus,1.8763883748662837,0.0801946359770748,0.030316394947442322,0.008472741413493683,True
historical_R10_r8_stable_plus,2.7424137786507226,0.056535073855958407,0.019521911941633323,0.0028946241926003924,True
historical_R10_r8_stable_plus,3.608439182435161,0.04219501603103555,0.012355374007528263,0.0010735025560348818,True
historical_R10_r8_stable_plus,4.474464586219599,0.0329494693155767,0.0075153011716522,0.0007178048679842893,True
historical_R10_r8_stable_plus,5.340489990004038,0.026773619486269634,0.004386088866023865,0.0006559834323698879,True
historical_R10_r8_stable_plus,6.206515393788477,0.02246824859550774,0.0024777840774785273,0.0005618214035754663,True
historical_R10_r8_stable_plus,7.072540797572915,0.019315670763624962,0.0013191487133273685,0.00042576738857366653,True
historical_R10_r8_stable_plus,7.938566201357354,0.016901455706011263,0.0005330747518036034,0.0002826126231748737,True
historical_R10_r8_stable_plus,8.804591605141791,0.01499214165959542,-5.4276433460833e-05,0.0001673749677136266,True
historical_R10_r8_stable_plus,9.670617008926232,0.013462210743287706,-0.00027803605909373355,8.915765478115939e-05,True
historical_R10_r8_stable_plus,10.53664241271067,0.012350639295629084,0.0,0.0,False
historical_R6_r6_newton_check,-6.783865662978103,0.9814803625516602,0.0,0.0,False
historical_R6_r6_newton_check,-5.917840259193664,0.9780989843371026,-0.0013242391032615435,0.00016128709230009503,False
historical_R6_r6_newton_check,-5.0518148554092255,0.9720763283602567,0.002219597310136957,-0.0003042648840160412,True
historical_R6_r6_newton_check,-4.185789451624787,0.962931473471095,0.007855660716993628,-0.00029506987216802467,True
historical_R6_r6_newton_check,-3.319764047840348,0.9488757832164402,0.01569521692780467,0.0012952893231149409,True
historical_R6_r6_newton_check,-2.4537386440559095,0.9259666698810192,0.02691576795818933,0.006646756042324566,True
historical_R6_r6_newton_check,-1.5877132402714706,0.8808685282256351,0.04357149298200234,0.01783091333845505,True
historical_R6_r6_newton_check,-0.7216878364870323,0.7579910942791298,0.057328162648897396,0.036597331810428874,True
historical_R6_r6_newton_check,0.14433756729740643,0.2569717711694136,0.056344132297673044,0.0393046745897974,True
historical_R6_r6_newton_check,1.010362971081845,0.12915295631439394,0.0436553404236504,0.019860221889393754,True
historical_R6_r6_newton_check,1.8763883748662837,0.08175399377201935,0.02795122496241504,0.00811879659718293,True
historical_R6_r6_newton_check,2.7424137786507226,0.05763460610492227,0.017224716049461013,0.0023502530085806085,True
historical_R6_r6_newton_check,3.608439182435161,0.042746417171156986,0.009786443058861146,0.0004177061469196521,True
historical_R6_r6_newton_check,4.474464586219599,0.03283836465973973,0.004394632510719914,3.4501826179080593e-05,True
historical_R6_r6_newton_check,5.340489990004038,0.025976313816784453,0.0006462638173730271,0.00013452559778998714,True
historical_R6_r6_newton_check,6.206515393788477,0.02105176581422442,-0.00148989447498707,0.00040923819364518385,False
historical_R6_r6_newton_check,7.072540797572915,0.018519637448339923,0.0,0.0,False
historical_R6_r8_stable_plus,-6.783865662978103,0.9814803625516602,0.0,0.0,False
historical_R6_r8_stable_plus,-5.917840259193664,0.978095817444047,-0.0013024785591031996,0.0001634733701494297,False
historical_R6_r8_stable_plus,-5.0518148554092255,0.9720745783148981,0.0022314661407134458,-0.0002980951981611513,True
historical_R6_r8_stable_plus,-4.185789451624787,0.9629301913253976,0.0078496626011282,-0.0002867278419790573,True
historical_R6_r8_stable_plus,-3.319764047840348,0.9488739997689086,0.015669561196505102,0.0013006515131057505,True
historical_R6_r8_stable_plus,-2.4537386440559095,0.9259628973799247,0.026871291946524288,0.006641938533834017,True
historical_R6_r8_stable_plus,-1.5877132402714706,0.8808595245885698,0.04350707166807642,0.017810652399826463,True
historical_R6_r8_stable_plus,-0.7216878364870323,0.7579657716455022,0.05724369627173373,0.036569464456326195,True
historical_R6_r8_stable_plus,0.14433756729740643,0.25699103320653793,0.05625888509657695,0.03927480919106113,True
historical_R6_r8_stable_plus,1.010362971081845,0.1291553335313743,0.04358781242884094,0.019834451982185208,True
historical_R6_r8_stable_plus,1.8763883748662837,0.08175164371355839,0.027901386262375653,0.008107261278723764,True
historical_R6_r8_stable_plus,2.7424137786507226,0.05763148024513045,0.017191857193201647,0.0023497985175956696,True
historical_R6_r8_stable_plus,3.608439182435161,0.042744140068011104,0.009772448418499575,0.0004222205917660442,True
historical_R6_r8_stable_plus,4.474464586219599,0.032837516671436105,0.004400712145409174,3.971511893112846e-05,True
historical_R6_r8_stable_plus,5.340489990004038,0.025977082458543865,0.0006686069872292102,0.00013796383957087485,True
historical_R6_r8_stable_plus,6.206515393788477,0.021054474303443725,-0.0014615829752418835,0.00040975870286867605,False
historical_R6_r8_stable_plus,7.072540797572915,0.018519637448339923,0.0,0.0,False
historical_R8_r6_stable_plus,-8.51591647054698,0.985181012014176,0.0,0.0,False
historical_R8_r6_stable_plus,-7.649891066762541,0.9831288525360029,-0.00016585607062470599,4.832135020961715e-05,True
historical_R8_r6_stable_plus,-6.783865662978103,0.9800661874452316,0.0008712617681890236,0.0001376818421661134,True
historical_R8_r6_stable_plus,-5.917840259193664,0.9758194591823384,0.0029943797596793673,0.00023701402974779496,True
historical_R8_r6_stable_plus,-5.0518148554092255,0.9697399994229036,0.006303410716362132,0.0002927271432985939,True
historical_R8_r6_stable_plus,-4.185789451624787,0.9606902947678012,0.011208107531249473,0.0005637248520623094,True
historical_R8_r6_stable_plus,-3.319764047840348,0.9467155281738515,0.01838553438464704,0.002207674042879677,True
historical_R8_r6_stable_plus,-2.4537386440559095,0.9236929967822222,0.029234664060876013,0.007557522280392418,True
historical_R8_r6_stable_plus,-1.5877132402714706,0.8781365998334356,0.04571130091450991,0.018680878120757975,True
historical_R8_r6_stable_plus,-0.7216878364870323,0.7543216532805315,0.05937282310498083,0.037309611671835934,True
historical_R8_r6_stable_plus,0.14433756729740643,0.2545139734572277,0.05878450670447107,0.038893403712333165,True
historical_R8_r6_stable_plus,1.010362971081845,0.12777167457645222,0.045685428961003256,0.01983790738217122,True
historical_R8_r6_stable_plus,1.8763883748662837,0.08081230531625164,0.02965266208144294,0.008343181009199431,True
historical_R8_r6_stable_plus,2.7424137786507226,0.05702471857171054,0.01891812121220969,0.0027274843805499896,True
historical_R8_r6_stable_plus,3.608439182435161,0.042563919938551846,0.011762797917851016,0.0009080095037976143,True
historical_R8_r6_stable_plus,4.474464586219599,0.033176908743400416,0.006893594028481548,0.0005554243379334431,True
historical_R8_r6_stable_plus,5.340489990004038,0.026835609567787414,0.0036748948843563015,0.0004762243669889626,True
historical_R8_r6_stable_plus,6.206515393788477,0.02235508969670114,0.001607401088548041,0.00034933333470519174,True
historical_R8_r6_stable_plus,7.072540797572915,0.019041661440072737,0.0003186391137669038,0.00020547800284031543,True
historical_R8_r6_stable_plus,7.938566201357354,0.016530324745254715,-0.0002589332397414056,0.00010638100306109522,True
historical_R8_r6_stable_plus,8.804591605141791,0.014818987985824157,0.0,0.0,False
historical_R8_r8_50MPa,-8.51591647054698,0.9873715643329938,0.0,0.0,False
historical_R8_r8_50MPa,-7.649891066762541,0.9853803491825248,-0.0002245909004899042,4.93335328601638e-05,True
historical_R8_r8_50MPa,-6.783865662978103,0.9824168899539786,0.0006989346831738838,0.00011602231149051075,True
historical_R8_r8_50MPa,-5.917840259193664,0.9783009117752381,0.0026758995142287453,0.0001749740112910684,True
historical_R8_r8_50MPa,-5.0518148554092255,0.9723996876220906,0.005813851200702972,0.00016852504070703073,True
historical_R8_r8_50MPa,-4.185789451624787,0.9635922872517503,0.010531365309212946,0.000343685391018078,True
historical_R8_r8_50MPa,-3.319764047840348,0.9499242638196423,0.017534344586008197,0.0018485037963527889,True
historical_R8_r8_50MPa,-2.4537386440559095,0.9272306675745948,0.028284645215023885,0.007035694187144835,True
historical_R8_r8_50MPa,-1.5877132402714706,0.8819505798687229,0.04490079030971165,0.018015247660824248,True
historical_R8_r8_50MPa,-0.7216878364870323,0.7583836816084115,0.05921638628296688,0.03666397171954688,True
historical_R8_r8_50MPa,0.14433756729740643,0.2622519524942245,0.05954222555325726,0.040079883267036244,True
historical_R8_r8_50MPa,1.010362971081845,0.13338779023895395,0.04715167139211378,0.02073038614294051,True
historical_R8_r8_50MPa,1.8763883748662837,0.08528984429781834,0.031130358703520263,0.009009840562170674,True
historical_R8_r8_50MPa,2.7424137786507226,0.06076162952400566,0.020125357211181836,0.00317996096011027,True
historical_R8_r8_50MPa,3.608439182435161,0.04577691747094485,0.012679416307415222,0.0011806196443410058,True
historical_R8_r8_50MPa,4.474464586219599,0.03602908360924688,0.0075634679660974875,0.0007093429946824102,True
historical_R8_r8_50MPa,5.340489990004038,0.02944509918299549,0.004151834534971428,0.0005621872822670364,True
historical_R8_r8_50MPa,6.206515393788477,0.024800192134393807,0.001932108613148873,0.00039865903093228055,True
historical_R8_r8_50MPa,7.072540797572915,0.021372104940995347,0.0005134450219736984,0.00023353663743682358,True
historical_R8_r8_50MPa,7.938566201357354,0.018776621807432902,-0.00017832726810436904,0.00011978384877300787,True
historical_R8_r8_50MPa,8.804591605141791,0.017009540304642093,0.0,0.0,False
historical_R8_r8_stable_plus,-8.51591647054698,0.985181012014176,0.0,0.0,False
historical_R8_r8_stable_plus,-7.649891066762541,0.9831281853253603,-0.0001546249460778206,5.4359496616555874e-05,True
historical_R8_r8_stable_plus,-6.783865662978103,0.9800663067310464,0.0008828767972591566,0.00014367994553212126,True
historical_R8_r8_stable_plus,-5.917840259193664,0.975820556840782,0.0029960660619720077,0.0002406956928470538,True
historical_R8_r8_stable_plus,-5.0518148554092255,0.9697421816829448,0.006288718213845917,0.0002940476921365529,True
historical_R8_r8_stable_plus,-4.185789451624787,0.9606936104582575,0.011174767454854347,0.0005620590962305628,True
historical_R8_r8_stable_plus,-3.319764047840348,0.9467198086815701,0.01833369645926276,0.0021992977454360386,True
historical_R8_r8_stable_plus,-2.4537386440559095,0.9236980254044563,0.029164050452122628,0.007535943434672973,True
historical_R8_r8_stable_plus,-1.5877132402714706,0.8781423222485005,0.04561923351727399,0.01864189484988436,True
historical_R8_r8_stable_plus,-0.7216878364870323,0.7543244334436124,0.05925924365044921,0.03726219550758771,True
historical_R8_r8_stable_plus,0.14433756729740643,0.25450114958849196,0.05867006902363553,0.03884378864894879,True
historical_R8_r8_stable_plus,1.010362971081845,0.1277581855149373,0.045591057747161545,0.01979444149624561,True
historical_R8_r8_stable_plus,1.8763883748662837,0.08080111924485917,0.02957911433165589,0.008316572564817385,True
historical_R8_r8_stable_plus,2.7424137786507226,0.05701567906363311,0.018863136570441273,0.0027143568357044633,True
historical_R8_r8_stable_plus,3.608439182435161,0.042556962648149274,0.011726109785540157,0.000901964234022847,True
historical_R8_r8_stable_plus,4.474464586219599,0.03317190524969795,0.006875172923273698,0.0005527361063086293,True
historical_R8_r8_stable_plus,5.340489990004038,0.026832282421916695,0.0036728409501661195,0.00047652036643824,True
historical_R8_r8_stable_plus,6.206515393788477,0.022353168557200334,0.0016170364635360052,0.00035326612992141973,True
historical_R8_r8_stable_plus,7.072540797572915,0.01904100420129115,0.00033285648830225223,0.00021175228952441093,True
historical_R8_r8_stable_plus,7.938566201357354,0.016530712232472204,-0.00024821477860177514,0.00011192575587766045,True
historical_R8_r8_stable_plus,8.804591605141791,0.014818987985824157,0.0,0.0,False
historical_R8_r8_unload,-8.51591647054698,0.985181012014176,0.0,0.0,False
historical_R8_r8_unload,-7.649891066762541,0.9831281853339129,-0.00015462492479008296,5.435950374208995e-05,True
historical_R8_r8_unload,-6.783865662978103,0.9800663067491723,0.0008828768188614399,0.00014367994611537305,True
historical_R8_r8_unload,-5.917840259193664,0.9758205568416691,0.0029960660829035724,0.0002406956905310878,True
historical_R8_r8_unload,-5.0518148554092255,0.9697421816632882,0.006288718228958771,0.00029404769021215867,True
historical_R8_r8_unload,-4.185789451624787,0.9606936104554116,0.011174767483770751,0.0005620590907497239,True
historical_R8_r8_unload,-3.319764047840348,0.9467198086789699,0.018333696493528874,0.0021992977420246303,True
historical_R8_r8_unload,-2.4537386440559095,0.9236980254428392,0.029164050501655523,0.007535943430680116,True
historical_R8_r8_unload,-1.5877132402714706,0.8781423223166903,0.04561923359804829,0.018641894830789138,True
historical_R8_r8_unload,-0.7216878364870323,0.7543244336646351,0.05925924376348497,0.03726219543497492,True
historical_R8_r8_unload,0.14433756729740643,0.2545011496406365,0.05867006906291356,0.03884378862584373,True
historical_R8_r8_unload,1.010362971081845,0.1277581854868172,0.04559105775025955,0.019794441497393678,True
historical_R8_r8_unload,1.8763883748662837,0.08080111917443035,0.02957911432568186,0.008316572553862108,True
historical_R8_r8_unload,2.7424137786507226,0.057015678989769565,0.018863136555631675,0.002714356820861694,True
historical_R8_r8_unload,3.608439182435161,0.042556962605232576,0.011726109764276299,0.0009019642149050919,True
historical_R8_r8_unload,4.474464586219599,0.03317190523883413,0.006875172897977375,0.0005527361103039629,True
historical_R8_r8_unload,5.340489990004038,0.02683228244532424,0.0036728409182250846,0.0004765203779170009,True
historical_R8_r8_unload,6.206515393788477,0.022353168578983878,0.001617036431187927,0.0003532661410747462,True
historical_R8_r8_unload,7.072540797572915,0.019041004232698774,0.00033285646490000334,0.00021175230314068064,True
historical_R8_r8_unload,7.938566201357354,0.016530712246253923,-0.00024821479957734863,0.00011192576755577488,True
historical_R8_r8_unload,8.804591605141791,0.014818987985824157,0.0,0.0,False
