candidate,observable,role,units,target,prediction,scale,normalized_residual
v12_reference_ranges,normal_strain_force_ev,exact,eV/strain,0.0,-4.440892098500626e-15,0.1,-4.440892098500626e-14
v12_reference_ranges,cohesive_ev_atom,exact,eV/atom,3.36,3.3599999999999994,0.0672,-6.608470384673551e-15
v12_reference_ranges,C11_GPa,fit,GPa,113.99999999999996,87.51655207197435,5.699999999999998,-4.646218934741337
v12_reference_ranges,C12_GPa,fit,GPa,62.000000000000014,69.99780886375478,3.100000000000001,2.5799383431466993
v12_reference_ranges,C44_GPa,fit,GPa,32.0,32.80588370634402,1.6,0.5036773164650121
v12_reference_ranges,perfect_Haa,fit,eV/L0^2,19.66091286328976,23.11655308601501,1.9660912863289761,1.7576194181591198
v12_reference_ranges,perfect_Hxx,fit,eV/L0^2,4.393593035123306,4.7024887606034795,0.43935930351233066,0.7030594845967663
v12_reference_ranges,saddle_energy_at_source_state,fit,eV/cell,0.07624909750742465,0.07459192705555545,0.007624909750742465,-0.21733640214008168
v12_reference_ranges,saddle_normal_force_at_source_state,fit,eV/L0,1.4903612010162394e-15,0.023052312190992463,0.03173805605024358,0.7263303131892368
v12_reference_ranges,fault_energy_at_source_state,fit,eV/cell,0.06670794504308616,0.06706365666582294,0.006670794504308616,0.05332372665760008
v12_reference_ranges,fault_normal_force_at_source_state,fit,eV/L0,5.29078226360765e-15,0.006879399886424498,0.03173805605024358,0.21675555287723455
v12_reference_ranges,saddle_path_force_at_source_state,fit,eV/L0,2.296700476743968e-16,-0.02179629321683013,0.03173805605024358,-0.6867557730166363
v12_reference_ranges,opening_1.1h_energy,fit,eV/cell,0.05670265774764735,0.04980928630917503,0.005670265774764736,-1.2157051736712174
v12_reference_ranges,opening_1.5h_energy,fit,eV/cell,0.4710312483934004,0.3785233519096236,0.04710312483934004,-1.9639439378874317
v12_reference_ranges,opening_2h_energy,fit,eV/cell,0.7060534019484034,0.6785484607395822,0.07060534019484034,-0.3895589360934937
v12_reference_ranges,opening_40h_energy,fit,eV/cell,0.7719163228888833,0.8101962065041275,0.07719163228888834,0.49590716610295726
v12_reference_ranges,direct_quarter_energy,heldout,eV/cell,0.117221996542065,0.13568907644498335,0.0117221996542065,1.5753937356195307
v12_reference_ranges,direct_half_energy,heldout,eV/cell,0.26732847628894163,0.30814106959354476,0.026732847628894163,1.5266833474369894
v12_reference_ranges,oblique_energy,heldout,eV/cell,0.13339289745734875,0.09863149476331484,0.013339289745734876,-2.6059410475845293
v12_reference_ranges,opening_1.25h_energy,heldout,eV/cell,0.24853683654490819,0.17915356801256177,0.02485368365449082,-2.791669415966415
v12_reference_ranges,opening_3h_energy,heldout,eV/cell,0.7719163228888833,0.7794099826476635,0.07719163228888834,0.09707865394963076
v12_reference_ranges,saddle_Haa,heldout,eV/L0^2,12.717337762538286,18.27343201537403,1.2717337762538286,4.368913019832219
v12_reference_ranges,saddle_Hxx,heldout,eV/L0^2,-0.18642463121762062,0.32329736692662636,0.018642463121762064,27.341987741374634
v12_reference_ranges,fault_Haa,heldout,eV/L0^2,14.140554350039636,18.456191818885127,1.4140554350039638,3.051957767718911
v12_reference_ranges,fault_Hxx,heldout,eV/L0^2,2.4858929774856264,1.8936445921870897,0.24858929774856264,-2.3824371791643677
v13_unconstrained_ranges,normal_strain_force_ev,exact,eV/strain,0.0,1.7763568394002505e-14,0.1,1.7763568394002505e-13
v13_unconstrained_ranges,cohesive_ev_atom,exact,eV/atom,3.36,3.3599999999999977,0.0672,-3.304235192336776e-14
v13_unconstrained_ranges,C11_GPa,fit,GPa,113.99999999999996,99.6492425634176,5.699999999999998,-2.517676743260063
v13_unconstrained_ranges,C12_GPa,fit,GPa,62.000000000000014,66.01612527511645,3.100000000000001,1.2955242822956243
v13_unconstrained_ranges,C44_GPa,fit,GPa,32.0,31.187466610876413,1.6,-0.5078333682022418
v13_unconstrained_ranges,perfect_Haa,fit,eV/L0^2,19.66091286328976,22.113717400624665,1.9660912863289761,1.2475537399459744
v13_unconstrained_ranges,perfect_Hxx,fit,eV/L0^2,4.393593035123306,5.556144604985327,0.43935930351233066,2.6460155971851274
v13_unconstrained_ranges,saddle_energy_at_source_state,fit,eV/cell,0.07624909750742465,0.07301127466851393,0.007624909750742465,-0.4246375294599968
v13_unconstrained_ranges,saddle_normal_force_at_source_state,fit,eV/L0,1.4903612010162394e-15,0.005164424768977938,0.03173805605024358,0.16272026115275615
v13_unconstrained_ranges,fault_energy_at_source_state,fit,eV/cell,0.06670794504308616,0.0654229716469531,0.006670794504308616,-0.19262673963395377
v13_unconstrained_ranges,fault_normal_force_at_source_state,fit,eV/L0,5.29078226360765e-15,0.02971775876792293,0.03173805605024358,0.936344643190255
v13_unconstrained_ranges,saddle_path_force_at_source_state,fit,eV/L0,2.296700476743968e-16,-0.01782269280769566,0.03173805605024358,-0.5615559056131639
v13_unconstrained_ranges,opening_1.1h_energy,fit,eV/cell,0.05670265774764735,0.04372130686581799,0.005670265774764736,-2.2893725616182374
v13_unconstrained_ranges,opening_1.5h_energy,fit,eV/cell,0.4710312483934004,0.4482511751712832,0.04710312483934004,-0.48362127353154905
v13_unconstrained_ranges,opening_2h_energy,fit,eV/cell,0.7060534019484034,0.7341869682191131,0.07060534019484034,0.3984623003454583
v13_unconstrained_ranges,opening_40h_energy,fit,eV/cell,0.7719163228888833,0.7633935378241494,0.07719163228888834,-0.11041073769288286
v13_unconstrained_ranges,direct_quarter_energy,heldout,eV/cell,0.117221996542065,0.2049344432553879,0.0117221996542065,7.482592798344581
v13_unconstrained_ranges,direct_half_energy,heldout,eV/cell,0.26732847628894163,0.5551313701987421,0.026732847628894163,10.76588988592181
v13_unconstrained_ranges,oblique_energy,heldout,eV/cell,0.13339289745734875,0.13021751000115173,0.013339289745734876,-0.23804771593722443
v13_unconstrained_ranges,opening_1.25h_energy,heldout,eV/cell,0.24853683654490819,0.16901342599126412,0.02485368365449082,-3.1996629416853044
v13_unconstrained_ranges,opening_3h_energy,heldout,eV/cell,0.7719163228888833,0.30434617678400766,0.07719163228888834,-6.0572646573271385
v13_unconstrained_ranges,saddle_Haa,heldout,eV/L0^2,12.717337762538286,19.621655584020004,1.2717337762538286,5.429059092713496
v13_unconstrained_ranges,saddle_Hxx,heldout,eV/L0^2,-0.18642463121762062,0.8669134012704056,0.018642463121762064,56.50208481616489
v13_unconstrained_ranges,fault_Haa,heldout,eV/L0^2,14.140554350039636,15.744398950972084,1.4140554350039638,1.1342162133325073
v13_unconstrained_ranges,fault_Hxx,heldout,eV/L0^2,2.4858929774856264,2.262663958394068,0.24858929774856264,-0.8979832241907091
v13_fixed_range_spectral,normal_strain_force_ev,exact,eV/strain,0.0,4.884981308350689e-15,0.1,4.884981308350689e-14
v13_fixed_range_spectral,cohesive_ev_atom,exact,eV/atom,3.36,3.3600000000000034,0.0672,5.286776307738841e-14
v13_fixed_range_spectral,C11_GPa,fit,GPa,113.99999999999996,95.6664169920711,5.699999999999998,-3.216418071566466
v13_fixed_range_spectral,C12_GPa,fit,GPa,62.000000000000014,69.28508116886576,3.100000000000001,2.350026183505078
v13_fixed_range_spectral,C44_GPa,fit,GPa,32.0,32.125118562216755,1.6,0.07819910138547215
v13_fixed_range_spectral,perfect_Haa,fit,eV/L0^2,19.66091286328976,22.566339488537494,1.9660912863289761,1.477767917212357
v13_fixed_range_spectral,perfect_Hxx,fit,eV/L0^2,4.393593035123306,4.735823255726858,0.43935930351233066,0.7789301782565927
v13_fixed_range_spectral,saddle_energy_at_source_state,fit,eV/cell,0.07624909750742465,0.06775928911202547,0.007624909750742465,-1.1134306730086203
v13_fixed_range_spectral,saddle_normal_force_at_source_state,fit,eV/L0,1.4903612010162394e-15,0.1684592432637233,0.03173805605024358,5.307799664763303
v13_fixed_range_spectral,fault_energy_at_source_state,fit,eV/cell,0.06670794504308616,0.05430393746140817,0.006670794504308616,-1.8594498112130926
v13_fixed_range_spectral,fault_normal_force_at_source_state,fit,eV/L0,5.29078226360765e-15,0.10881971543222857,0.03173805605024358,3.428682439149833
v13_fixed_range_spectral,saddle_path_force_at_source_state,fit,eV/L0,2.296700476743968e-16,-0.07087129927612312,0.03173805605024358,-2.233006935394187
v13_fixed_range_spectral,opening_1.1h_energy,fit,eV/cell,0.05670265774764735,0.047382045075209656,0.005670265774764736,-1.6437699823381586
v13_fixed_range_spectral,opening_1.5h_energy,fit,eV/cell,0.4710312483934004,0.297836530720366,0.04710312483934004,-3.6769262817226935
v13_fixed_range_spectral,opening_2h_energy,fit,eV/cell,0.7060534019484034,0.4657792426037566,0.07060534019484034,-3.4030592966706705
v13_fixed_range_spectral,opening_40h_energy,fit,eV/cell,0.7719163228888833,0.9839182782748777,0.07719163228888834,2.746437004889088
v13_fixed_range_spectral,direct_quarter_energy,heldout,eV/cell,0.117221996542065,0.14938058929135772,0.0117221996542065,2.7433923408523966
v13_fixed_range_spectral,direct_half_energy,heldout,eV/cell,0.26732847628894163,0.36485973409822003,0.026732847628894163,3.648367699663311
v13_fixed_range_spectral,oblique_energy,heldout,eV/cell,0.13339289745734875,0.13112711376287053,0.013339289745734876,-0.1698578963098604
v13_fixed_range_spectral,opening_1.25h_energy,heldout,eV/cell,0.24853683654490819,0.1621967049773843,0.02485368365449082,-3.4739370134343464
v13_fixed_range_spectral,opening_3h_energy,heldout,eV/cell,0.7719163228888833,0.6790011446311197,0.07719163228888834,-1.2036949537487456
v13_fixed_range_spectral,saddle_Haa,heldout,eV/L0^2,12.717337762538286,16.89211565183517,1.2717337762538286,3.282745152522889
v13_fixed_range_spectral,saddle_Hxx,heldout,eV/L0^2,-0.18642463121762062,0.7352569425293618,0.018642463121762064,49.439903285691265
v13_fixed_range_spectral,fault_Haa,heldout,eV/L0^2,14.140554350039636,16.87373844150818,1.4140554350039638,1.9328691250784542
v13_fixed_range_spectral,fault_Hxx,heldout,eV/L0^2,2.4858929774856264,2.4242820745712574,0.24858929774856264,-0.24784213750298198
v13_reoptimized_necessary_spectral,normal_strain_force_ev,exact,eV/strain,0.0,-1.7763568394002505e-15,0.1,-1.7763568394002505e-14
v13_reoptimized_necessary_spectral,cohesive_ev_atom,exact,eV/atom,3.36,3.3600000000000008,0.0672,1.3216940769347102e-14
v13_reoptimized_necessary_spectral,C11_GPa,fit,GPa,113.99999999999996,98.32051770372158,5.699999999999998,-2.7507863677681375
v13_reoptimized_necessary_spectral,C12_GPa,fit,GPa,62.000000000000014,68.03363301803302,3.100000000000001,1.946333231623548
v13_reoptimized_necessary_spectral,C44_GPa,fit,GPa,32.0,30.661753111880927,1.6,-0.8364043050744208
v13_reoptimized_necessary_spectral,perfect_Haa,fit,eV/L0^2,19.66091286328976,22.458889964568257,1.9660912863289761,1.4231165769025877
v13_reoptimized_necessary_spectral,perfect_Hxx,fit,eV/L0^2,4.393593035123306,5.55719930071781,0.43935930351233066,2.648416128422435
v13_reoptimized_necessary_spectral,saddle_energy_at_source_state,fit,eV/cell,0.07624909750742465,0.07424743772918072,0.007624909750742465,-0.26251586493191237
v13_reoptimized_necessary_spectral,saddle_normal_force_at_source_state,fit,eV/L0,1.4903612010162394e-15,0.008539090585022002,0.03173805605024358,0.2690489477837751
v13_reoptimized_necessary_spectral,fault_energy_at_source_state,fit,eV/cell,0.06670794504308616,0.06276106364538359,0.006670794504308616,-0.5916658645613079
v13_reoptimized_necessary_spectral,fault_normal_force_at_source_state,fit,eV/L0,5.29078226360765e-15,0.028902690324439817,0.03173805605024358,0.9106635352423453
v13_reoptimized_necessary_spectral,saddle_path_force_at_source_state,fit,eV/L0,2.296700476743968e-16,-0.057619971463288566,0.03173805605024358,-1.8154852134633677
