candidate,observable,role,units,target,prediction,scale,normalized_residual
v13_reoptimized_necessary_spectral,opening_1.1h_energy,fit,eV/cell,0.05670265774764735,0.046428174155580204,0.005670265774764736,-1.8119932998190802
v13_reoptimized_necessary_spectral,opening_1.5h_energy,fit,eV/cell,0.4710312483934004,0.4093577973992928,0.04710312483934004,-1.3093282283174252
v13_reoptimized_necessary_spectral,opening_2h_energy,fit,eV/cell,0.7060534019484034,0.7736089569361583,0.07060534019484034,0.9568051765111626
v13_reoptimized_necessary_spectral,opening_40h_energy,fit,eV/cell,0.7719163228888833,0.7695985801233836,0.07719163228888834,-0.03002582918347515
v13_reoptimized_necessary_spectral,direct_quarter_energy,heldout,eV/cell,0.117221996542065,0.1783225987158102,0.0117221996542065,5.212383680209652
v13_reoptimized_necessary_spectral,direct_half_energy,heldout,eV/cell,0.26732847628894163,0.4410504650618714,0.026732847628894163,6.498446824092267
v13_reoptimized_necessary_spectral,oblique_energy,heldout,eV/cell,0.13339289745734875,0.12661741699998186,0.013339289745734876,-0.507934124418678
v13_reoptimized_necessary_spectral,opening_1.25h_energy,heldout,eV/cell,0.24853683654490819,0.17098996875719297,0.02485368365449082,-3.12013578613741
v13_reoptimized_necessary_spectral,opening_3h_energy,heldout,eV/cell,0.7719163228888833,0.6577885998457088,0.07719163228888834,-1.478498635915011
v13_reoptimized_necessary_spectral,saddle_Haa,heldout,eV/L0^2,12.717337762538286,18.611092835164087,1.2717337762538286,4.634425209643446
v13_reoptimized_necessary_spectral,saddle_Hxx,heldout,eV/L0^2,-0.18642463121762062,0.7638302069155012,0.018642463121762064,50.972601202244185
v13_reoptimized_necessary_spectral,fault_Haa,heldout,eV/L0^2,14.140554350039636,17.000174025613987,1.4140554350039638,2.0222825815639505
v13_reoptimized_necessary_spectral,fault_Hxx,heldout,eV/L0^2,2.4858929774856264,2.598136997766474,0.24858929774856264,0.45152394450374794
