candidate,radius_over_L0,path,fraction,minimum_H_eV_L0sq,matrix_radius_change
v13_unconstrained_ranges,10.0,Gamma_X,0.02,0.025765711618208245,0.0012433668650494287
v13_unconstrained_ranges,10.0,Gamma_X,0.1,0.6604959048586716,0.011467746937291535
v13_unconstrained_ranges,10.0,Gamma_X,0.25,2.425484413454206,0.006493411180409896
v13_unconstrained_ranges,10.0,Gamma_X,0.5,-20.02114314005133,0.005603222480081595
v13_unconstrained_ranges,10.0,Gamma_X,0.75,64.42698515211805,0.005530419702450821
v13_unconstrained_ranges,10.0,Gamma_X,1.0,87.45720092479463,0.005807615140291607
v13_unconstrained_ranges,10.0,Gamma_L,0.02,0.013433562944933372,0.000953452203835539
v13_unconstrained_ranges,10.0,Gamma_L,0.1,0.34162559856619085,0.011369734836549794
v13_unconstrained_ranges,10.0,Gamma_L,0.25,2.3434753658036707,0.005696900030732124
v13_unconstrained_ranges,10.0,Gamma_L,0.5,9.348983087385786,0.006209020201339399
v13_unconstrained_ranges,10.0,Gamma_L,0.75,24.298859014779893,0.0056972036002882484
v13_unconstrained_ranges,10.0,Gamma_L,1.0,31.091651562133706,0.005760197863502015
v13_unconstrained_ranges,10.0,Gamma_K,0.02,0.015738292874296768,0.0014052840689585727
v13_unconstrained_ranges,10.0,Gamma_K,0.1,0.40174158709584634,0.011271744143770177
v13_unconstrained_ranges,10.0,Gamma_K,0.25,2.810618430886852,0.007361694502448318
v13_unconstrained_ranges,10.0,Gamma_K,0.5,-76.96162242384545,0.005730620089309468
v13_unconstrained_ranges,10.0,Gamma_K,0.75,-52.660609235757185,0.005654944681488559
v13_unconstrained_ranges,10.0,Gamma_K,1.0,21.252555925538005,0.0056082986483758646
v13_fixed_range_spectral,6.0,Gamma_X,0.02,0.026668673555017272,
v13_fixed_range_spectral,6.0,Gamma_X,0.1,0.6775632800462286,
v13_fixed_range_spectral,6.0,Gamma_X,0.25,4.6186534617738095,
v13_fixed_range_spectral,6.0,Gamma_X,0.5,22.803613063632636,
v13_fixed_range_spectral,6.0,Gamma_X,0.75,54.539506782634994,
v13_fixed_range_spectral,6.0,Gamma_X,1.0,72.88548579688717,
v13_fixed_range_spectral,6.0,Gamma_L,0.02,0.012247449825453819,
v13_fixed_range_spectral,6.0,Gamma_L,0.1,0.3104223983281561,
v13_fixed_range_spectral,6.0,Gamma_L,0.25,2.0787634328618827,
v13_fixed_range_spectral,6.0,Gamma_L,0.5,9.468520003914783,
v13_fixed_range_spectral,6.0,Gamma_L,0.75,20.312839055241703,
v13_fixed_range_spectral,6.0,Gamma_L,1.0,25.83316912505685,
v13_fixed_range_spectral,6.0,Gamma_K,0.02,0.012562539986067996,
v13_fixed_range_spectral,6.0,Gamma_K,0.1,0.3217898860238692,
v13_fixed_range_spectral,6.0,Gamma_K,0.25,2.2619149151133855,
v13_fixed_range_spectral,6.0,Gamma_K,0.5,0.0092767516981338,
v13_fixed_range_spectral,6.0,Gamma_K,0.75,15.098422098080983,
v13_fixed_range_spectral,6.0,Gamma_K,1.0,44.679912899053036,
v13_fixed_range_spectral,8.0,Gamma_X,0.02,0.026463683030928907,0.0012891995510062872
v13_fixed_range_spectral,8.0,Gamma_X,0.1,0.6730553339938706,0.018156895240510874
v13_fixed_range_spectral,8.0,Gamma_X,0.25,4.608190024843575,0.010463436930238731
v13_fixed_range_spectral,8.0,Gamma_X,0.5,22.79408435375241,0.009528709880223472
v13_fixed_range_spectral,8.0,Gamma_X,0.75,54.52999801219202,0.00964813870513098
v13_fixed_range_spectral,8.0,Gamma_X,1.0,72.87550109136113,0.00998470552603219
v13_fixed_range_spectral,8.0,Gamma_L,0.02,0.01209094627601961,0.0009674129380023291
v13_fixed_range_spectral,8.0,Gamma_L,0.1,0.3068818626857633,0.015846399529582333
v13_fixed_range_spectral,8.0,Gamma_L,0.25,2.0683079028930202,0.010455529968862454
v13_fixed_range_spectral,8.0,Gamma_L,0.5,9.458797513160045,0.009722490754748857
v13_fixed_range_spectral,8.0,Gamma_L,0.75,20.303609232227398,0.009897732791756651
v13_fixed_range_spectral,8.0,Gamma_L,1.0,25.823608056678292,0.010284164788146201
v13_fixed_range_spectral,8.0,Gamma_K,0.02,0.01232615533316598,0.0014402691457725833
v13_fixed_range_spectral,8.0,Gamma_K,0.1,0.316699599906801,0.018781139012587187
v13_fixed_range_spectral,8.0,Gamma_K,0.25,2.2514154820991132,0.010557402180865932
v13_fixed_range_spectral,8.0,Gamma_K,0.5,7.670308832530282e-12,0.00967910077554758
v13_fixed_range_spectral,8.0,Gamma_K,0.75,15.088874192285669,0.009603100121100994
v13_fixed_range_spectral,8.0,Gamma_K,1.0,44.66980017847792,0.01054484864217705
v13_fixed_range_spectral,10.0,Gamma_X,0.02,0.026388759678915172,0.00044584144679514124
v13_fixed_range_spectral,10.0,Gamma_X,0.1,0.6715846877287731,0.0041120472057698835
v13_fixed_range_spectral,10.0,Gamma_X,0.25,4.606306055394803,0.0023286011152123367
v13_fixed_range_spectral,10.0,Gamma_X,0.5,22.792075160050924,0.0020091937014996984
v13_fixed_range_spectral,10.0,Gamma_X,0.75,54.528033444253154,0.0019831735413882996
v13_fixed_range_spectral,10.0,Gamma_X,1.0,72.8735821547994,0.0020824721023376042
v13_fixed_range_spectral,10.0,Gamma_L,0.02,0.01203680547547995,0.0003418811550493783
v13_fixed_range_spectral,10.0,Gamma_L,0.1,0.30572796284507164,0.00407691556375256
v13_fixed_range_spectral,10.0,Gamma_L,0.25,2.06626512568108,0.002042777211940461
v13_fixed_range_spectral,10.0,Gamma_L,0.5,9.456861008605841,0.002226572928663018
v13_fixed_range_spectral,10.0,Gamma_L,0.75,20.301566347407203,0.00204288482020232
v13_fixed_range_spectral,10.0,Gamma_L,1.0,25.821542587426798,0.002065469251502853
v13_fixed_range_spectral,10.0,Gamma_K,0.02,0.012246817194388618,0.0005038969126632804
v13_fixed_range_spectral,10.0,Gamma_K,0.1,0.3151710236220496,0.004041778011941103
v13_fixed_range_spectral,10.0,Gamma_K,0.25,2.2495661601634773,0.002639878629041128
v13_fixed_range_spectral,10.0,Gamma_K,0.5,-0.0018605120772354766,0.0020548612451793957
v13_fixed_range_spectral,10.0,Gamma_K,0.75,15.0868464874725,0.002027704813172049
v13_fixed_range_spectral,10.0,Gamma_K,1.0,44.66791153170881,0.002010999598645924
v13_reoptimized_necessary_spectral,6.0,Gamma_X,0.02,0.025579113349377538,
v13_reoptimized_necessary_spectral,6.0,Gamma_X,0.1,0.6572349812861007,
v13_reoptimized_necessary_spectral,6.0,Gamma_X,0.25,4.715168880068904,
v13_reoptimized_necessary_spectral,6.0,Gamma_X,0.5,25.301039336957334,
v13_reoptimized_necessary_spectral,6.0,Gamma_X,0.75,62.74094138248992,
v13_reoptimized_necessary_spectral,6.0,Gamma_X,1.0,84.26921250370675,
v13_reoptimized_necessary_spectral,6.0,Gamma_L,0.02,0.012822457844376975,
v13_reoptimized_necessary_spectral,6.0,Gamma_L,0.1,0.3276034613297021,
v13_reoptimized_necessary_spectral,6.0,Gamma_L,0.25,2.275992549473914,
v13_reoptimized_necessary_spectral,6.0,Gamma_L,0.5,11.11663346730585,
v13_reoptimized_necessary_spectral,6.0,Gamma_L,0.75,24.79531238442453,
v13_reoptimized_necessary_spectral,6.0,Gamma_L,1.0,31.892722211091876,
v13_reoptimized_necessary_spectral,6.0,Gamma_K,0.02,0.014467960097237656,
v13_reoptimized_necessary_spectral,6.0,Gamma_K,0.1,0.37115803258830526,
v13_reoptimized_necessary_spectral,6.0,Gamma_K,0.25,2.6259732418558803,
v13_reoptimized_necessary_spectral,6.0,Gamma_K,0.5,0.010912959346483841,
v13_reoptimized_necessary_spectral,6.0,Gamma_K,0.75,17.064835661786432,
v13_reoptimized_necessary_spectral,6.0,Gamma_K,1.0,45.05578159482149,
v13_reoptimized_necessary_spectral,8.0,Gamma_X,0.02,0.02531727351510295,0.0016215465784218653
v13_reoptimized_necessary_spectral,8.0,Gamma_X,0.1,0.6515065150466182,0.022820699047792176
v13_reoptimized_necessary_spectral,8.0,Gamma_X,0.25,4.702022974388441,0.013145905680471606
v13_reoptimized_necessary_spectral,8.0,Gamma_X,0.5,25.290415812157125,0.011948505914046784
v13_reoptimized_necessary_spectral,8.0,Gamma_X,0.75,62.72898320245943,0.012235924570755945
v13_reoptimized_necessary_spectral,8.0,Gamma_X,1.0,84.25665292969857,0.012559574008170907
v13_reoptimized_necessary_spectral,8.0,Gamma_L,0.02,0.012624488011669793,0.0012205652557182312
v13_reoptimized_necessary_spectral,8.0,Gamma_L,0.1,0.3231319985879222,0.019936303372575903
v13_reoptimized_necessary_spectral,8.0,Gamma_L,0.25,2.262849095371142,0.013143454102773506
v13_reoptimized_necessary_spectral,8.0,Gamma_L,0.5,11.104402630116637,0.012575436587546564
v13_reoptimized_necessary_spectral,8.0,Gamma_L,0.75,24.783698972138293,0.012638254081124957
v13_reoptimized_necessary_spectral,8.0,Gamma_L,1.0,31.880696740101463,0.012932418785453592
v13_reoptimized_necessary_spectral,8.0,Gamma_K,0.02,0.014170376786172235,0.0018156090042880915
v13_reoptimized_necessary_spectral,8.0,Gamma_K,0.1,0.36475127408354147,0.02362046319357416
v13_reoptimized_necessary_spectral,8.0,Gamma_K,0.25,2.6127699334301973,0.013244625182419185
v13_reoptimized_necessary_spectral,8.0,Gamma_K,0.5,5.065103891865874e-11,0.012174279868129122
v13_reoptimized_necessary_spectral,8.0,Gamma_K,0.75,17.053109335666857,0.012095208708494454
v13_reoptimized_necessary_spectral,8.0,Gamma_K,1.0,45.04323090400536,0.013104107052089012
v13_reoptimized_necessary_spectral,10.0,Gamma_X,0.02,0.025223013657531268,0.000560750314221089
v13_reoptimized_necessary_spectral,10.0,Gamma_X,0.1,0.6496565953509742,0.005171996774354004
v13_reoptimized_necessary_spectral,10.0,Gamma_X,0.25,4.699653463006745,0.0029267202205760135
v13_reoptimized_necessary_spectral,10.0,Gamma_X,0.5,25.28799646474062,0.002526962546488342
v13_reoptimized_necessary_spectral,10.0,Gamma_X,0.75,62.72651233940808,0.0024935800612672656
v13_reoptimized_necessary_spectral,10.0,Gamma_X,1.0,84.2542394183497,0.0026191947351573044
v13_reoptimized_necessary_spectral,10.0,Gamma_L,0.02,0.012556385917405505,0.0004300201043309776
v13_reoptimized_necessary_spectral,10.0,Gamma_L,0.1,0.3216806110783066,0.005127670995159317
v13_reoptimized_necessary_spectral,10.0,Gamma_L,0.25,2.260279857066711,0.0025692383044297914
v13_reoptimized_necessary_spectral,10.0,Gamma_L,0.5,11.101967041426445,0.0027989251544617844
v13_reoptimized_necessary_spectral,10.0,Gamma_L,0.75,24.781129589682084,0.0025693824562509396
v13_reoptimized_necessary_spectral,10.0,Gamma_L,1.0,31.878098930091962,0.002597810009469021
v13_reoptimized_necessary_spectral,10.0,Gamma_K,0.02,0.014070588819709453,0.0006337945410794546
v13_reoptimized_necessary_spectral,10.0,Gamma_K,0.1,0.3628287157386361,0.005083571326462673
v13_reoptimized_necessary_spectral,10.0,Gamma_K,0.25,2.610443981977074,0.003318810323622696
v13_reoptimized_necessary_spectral,10.0,Gamma_K,0.5,-0.002341537275692751,0.0025844804531907073
v13_reoptimized_necessary_spectral,10.0,Gamma_K,0.75,17.05055883822049,0.002550497446369297
v13_reoptimized_necessary_spectral,10.0,Gamma_K,1.0,45.04085588773468,0.002529312231850156
