case,partition,radius_over_L0,inner_fraction,weighted_remainder_eV,continuum_subtraction_eV,finite_part_at_reference_b_eV,window_constant,window_series_tail,window_series_terms,log_coefficient_eV,core_radius_fitted,convergence_certified
historical_R6_r6_stable_plus,hard,4.0,1.0,0.7528251845078167,0.3848084471060934,0.36801673740172325,0.0,0.0,0,0.27758061916607196,False,False
historical_R6_r6_stable_plus,hard,4.5,1.0,0.7869009047099679,0.4175027350708519,0.369398169639116,0.0,0.0,0,0.27758061916607196,False,False
historical_R6_r6_stable_plus,hard,5.0,1.0,0.8233559886268687,0.44674877224280785,0.3766072163840608,0.0,0.0,0,0.27758061916607196,False,False
historical_R6_r6_stable_plus,hard,5.5,1.0,0.8544715728224326,0.47320503096572203,0.38126654185671055,0.0,0.0,0,0.27758061916607196,False,False
historical_R6_r6_stable_plus,hard,6.0,1.0,0.873827510625685,0.497357702864996,0.376469807760689,0.0,0.0,0,0.27758061916607196,False,False
historical_R4_r4_mode_minus,smooth,2.0,0.5,0.4168379842355034,0.10938839981370814,0.30744958442179526,-0.29906923613305847,1.512673100661835e-15,36,0.27758061916607196,False,False
historical_R4_r4_mode_minus,smooth,2.0,0.75,0.464659138492018,0.15476950957470664,0.30988962891731137,-0.1355812019275878,7.189681436940145e-16,19,0.27758061916607196,False,False
historical_R4_r4_mode_minus,smooth,2.5,0.5,0.4931100892961705,0.17132872495042265,0.3217813643457479,-0.29906923613305847,1.512673100661835e-15,36,0.27758061916607196,False,False
historical_R4_r4_mode_minus,smooth,2.5,0.75,0.5515983718187037,0.21670983471142113,0.3348885371072826,-0.1355812019275878,7.189681436940145e-16,19,0.27758061916607196,False,False
historical_R4_r4_mode_minus,smooth,3.0,0.5,0.5582240197607431,0.22193765557261075,0.33628636418813235,-0.29906923613305847,1.512673100661835e-15,36,0.27758061916607196,False,False
historical_R4_r4_mode_minus,smooth,3.0,0.75,0.6185694329072897,0.26731876533360927,0.35125066757368045,-0.1355812019275878,7.189681436940145e-16,19,0.27758061916607196,False,False
historical_R4_r4_mode_minus,smooth,3.5,0.5,0.6153913062495395,0.264726896723932,0.3506644095256075,-0.29906923613305847,1.512673100661835e-15,36,0.27758061916607196,False,False
historical_R4_r4_mode_minus,smooth,3.5,0.75,0.6757577331028848,0.31010800648493053,0.36564972661795425,-0.1355812019275878,7.189681436940145e-16,19,0.27758061916607196,False,False
historical_R4_r4_mode_minus,smooth,4.0,0.5,0.6648506630200478,0.30179262336675483,0.363058039653293,-0.29906923613305847,1.512673100661835e-15,36,0.27758061916607196,False,False
historical_R4_r4_mode_minus,smooth,4.0,0.75,0.7262647697263367,0.34717373312775335,0.37909103659858334,-0.1355812019275878,7.189681436940145e-16,19,0.27758061916607196,False,False
historical_R4_r4_mode_minus,hard,2.0,1.0,0.5277538339149428,0.1924042235530467,0.3353496103618961,0.0,0.0,0,0.27758061916607196,False,False
historical_R4_r4_mode_minus,hard,2.5,1.0,0.6119041524566823,0.2543445486897612,0.3575596037669211,0.0,0.0,0,0.27758061916607196,False,False
historical_R4_r4_mode_minus,hard,3.0,1.0,0.6652305614933323,0.30495347931194927,0.360277082181383,0.0,0.0,0,0.27758061916607196,False,False
historical_R4_r4_mode_minus,hard,3.5,1.0,0.7339502187538944,0.3477427204632706,0.38620749829062384,0.0,0.0,0,0.27758061916607196,False,False
historical_R4_r4_mode_minus,hard,4.0,1.0,0.7782167681585554,0.3848084471060934,0.39340832105246204,0.0,0.0,0,0.27758061916607196,False,False
historical_R4_r4_stable_unload,smooth,2.0,0.5,0.4168380215334485,0.10938839981370814,0.3074496217197404,-0.29906923613305847,1.512673100661835e-15,36,0.27758061916607196,False,False
historical_R4_r4_stable_unload,smooth,2.0,0.75,0.46465917518743177,0.15476950957470664,0.30988966561272513,-0.1355812019275878,7.189681436940145e-16,19,0.27758061916607196,False,False
historical_R4_r4_stable_unload,smooth,2.5,0.5,0.49311012365158613,0.17132872495042265,0.3217813987011635,-0.29906923613305847,1.512673100661835e-15,36,0.27758061916607196,False,False
historical_R4_r4_stable_unload,smooth,2.5,0.75,0.5515984057459273,0.21670983471142113,0.3348885710345062,-0.1355812019275878,7.189681436940145e-16,19,0.27758061916607196,False,False
historical_R4_r4_stable_unload,smooth,3.0,0.5,0.5582240520174211,0.22193765557261075,0.33628639644481034,-0.29906923613305847,1.512673100661835e-15,36,0.27758061916607196,False,False
historical_R4_r4_stable_unload,smooth,3.0,0.75,0.6185694590011599,0.26731876533360927,0.35125069366755063,-0.1355812019275878,7.189681436940145e-16,19,0.27758061916607196,False,False
historical_R4_r4_stable_unload,smooth,3.5,0.5,0.6153913325330769,0.264726896723932,0.35066443580914486,-0.29906923613305847,1.512673100661835e-15,36,0.27758061916607196,False,False
historical_R4_r4_stable_unload,smooth,3.5,0.75,0.6757577521501856,0.31010800648493053,0.3656497456652551,-0.1355812019275878,7.189681436940145e-16,19,0.27758061916607196,False,False
historical_R4_r4_stable_unload,smooth,4.0,0.5,0.6648506826993923,0.30179262336675483,0.36305805933263746,-0.29906923613305847,1.512673100661835e-15,36,0.27758061916607196,False,False
historical_R4_r4_stable_unload,smooth,4.0,0.75,0.7262647808853571,0.34717373312775335,0.3790910477576037,-0.1355812019275878,7.189681436940145e-16,19,0.27758061916607196,False,False
historical_R4_r4_stable_unload,hard,2.0,1.0,0.5277538798854984,0.1924042235530467,0.3353496563324517,0.0,0.0,0,0.27758061916607196,False,False
historical_R4_r4_stable_unload,hard,2.5,1.0,0.6119041858864739,0.2543445486897612,0.3575596371967127,0.0,0.0,0,0.27758061916607196,False,False
historical_R4_r4_stable_unload,hard,3.0,1.0,0.6652305846341551,0.30495347931194927,0.3602771053222058,0.0,0.0,0,0.27758061916607196,False,False
historical_R4_r4_stable_unload,hard,3.5,1.0,0.7339502275842914,0.3477427204632706,0.3862075071210208,0.0,0.0,0,0.27758061916607196,False,False
historical_R4_r4_stable_unload,hard,4.0,1.0,0.778216772248894,0.3848084471060934,0.39340832514280055,0.0,0.0,0,0.27758061916607196,False,False
historical_R10_r6_stable_plus,smooth,2.0,0.5,0.3952480462595388,0.10938839981370814,0.2858596464458307,-0.29906923613305847,1.512673100661835e-15,36,0.27758061916607196,False,False
historical_R10_r6_stable_plus,smooth,2.0,0.75,0.44188782254088316,0.15476950957470664,0.2871183129661765,-0.1355812019275878,7.189681436940145e-16,19,0.27758061916607196,False,False
historical_R10_r6_stable_plus,smooth,2.5,0.5,0.4691281148204293,0.17132872495042265,0.29779938987000665,-0.29906923613305847,1.512673100661835e-15,36,0.27758061916607196,False,False
historical_R10_r6_stable_plus,smooth,2.5,0.75,0.5258927726320246,0.21670983471142113,0.3091829379206035,-0.1355812019275878,7.189681436940145e-16,19,0.27758061916607196,False,False
historical_R10_r6_stable_plus,smooth,3.0,0.5,0.5318623017803714,0.22193765557261075,0.30992464620776067,-0.29906923613305847,1.512673100661835e-15,36,0.27758061916607196,False,False
historical_R10_r6_stable_plus,smooth,3.0,0.75,0.5894702231151461,0.26731876533360927,0.3221514577815368,-0.1355812019275878,7.189681436940145e-16,19,0.27758061916607196,False,False
historical_R10_r6_stable_plus,smooth,3.5,0.5,0.5864840948763201,0.264726896723932,0.3217571981523881,-0.29906923613305847,1.512673100661835e-15,36,0.27758061916607196,False,False
historical_R10_r6_stable_plus,smooth,3.5,0.75,0.6438404126925658,0.31010800648493053,0.3337324062076352,-0.1355812019275878,7.189681436940145e-16,19,0.27758061916607196,False,False
historical_R10_r6_stable_plus,smooth,4.0,0.5,0.6332861931514666,0.30179262336675483,0.3314935697847118,-0.29906923613305847,1.512673100661835e-15,36,0.27758061916607196,False,False
historical_R10_r6_stable_plus,smooth,4.0,0.75,0.6910280225982528,0.34717373312775335,0.34385428947049945,-0.1355812019275878,7.189681436940145e-16,19,0.27758061916607196,False,False
historical_R10_r6_stable_plus,smooth,4.5,0.5,0.6745978026768935,0.3344869113315133,0.3401108913453802,-0.29906923613305847,1.512673100661835e-15,36,0.27758061916607196,False,False
historical_R10_r6_stable_plus,smooth,4.5,0.75,0.7308628921629431,0.37986802109251183,0.35099487107043126,-0.1355812019275878,7.189681436940145e-16,19,0.27758061916607196,False,False
historical_R10_r6_stable_plus,smooth,5.0,0.5,0.710474003843759,0.3637329485034693,0.3467410553402897,-0.29906923613305847,1.512673100661835e-15,36,0.27758061916607196,False,False
historical_R10_r6_stable_plus,smooth,5.0,0.75,0.7649900081088321,0.40911405826446784,0.35587594984436427,-0.1355812019275878,7.189681436940145e-16,19,0.27758061916607196,False,False
historical_R10_r6_stable_plus,smooth,5.5,0.5,0.7418404256475801,0.3901892072263835,0.3516512184211966,-0.29906923613305847,1.512673100661835e-15,36,0.27758061916607196,False,False
historical_R10_r6_stable_plus,smooth,5.5,0.75,0.7945051173471754,0.435570316987382,0.3589348003597934,-0.1355812019275878,7.189681436940145e-16,19,0.27758061916607196,False,False
historical_R10_r6_stable_plus,smooth,6.0,0.5,0.769873926670215,0.4143418791256574,0.35553204754455764,-0.29906923613305847,1.512673100661835e-15,36,0.27758061916607196,False,False
historical_R10_r6_stable_plus,smooth,6.0,0.75,0.8212971332014043,0.4597229888866559,0.3615741443147484,-0.1355812019275878,7.189681436940145e-16,19,0.27758061916607196,False,False
historical_R10_r6_stable_plus,smooth,6.5,0.5,0.7949372617202555,0.4365601834814065,0.35837707823884896,-0.29906923613305847,1.512673100661835e-15,36,0.27758061916607196,False,False
historical_R10_r6_stable_plus,smooth,6.5,0.75,0.8449519825389749,0.48194129324240503,0.3630106892965698,-0.1355812019275878,7.189681436940145e-16,19,0.27758061916607196,False,False
historical_R10_r6_stable_plus,smooth,7.0,0.5,0.8175696286231147,0.45713112027697866,0.360438508346136,-0.29906923613305847,1.512673100661835e-15,36,0.27758061916607196,False,False
historical_R10_r6_stable_plus,smooth,7.0,0.75,0.8668305468723596,0.5025122300379772,0.3643183168343824,-0.1355812019275878,7.189681436940145e-16,19,0.27758061916607196,False,False
historical_R10_r6_stable_plus,smooth,7.5,0.5,0.8384044384226044,0.4762822042623719,0.3621222341602325,-0.29906923613305847,1.512673100661835e-15,36,0.27758061916607196,False,False
historical_R10_r6_stable_plus,smooth,7.5,0.75,0.886881184775363,0.5216633140233704,0.36521787075199263,-0.1355812019275878,7.189681436940145e-16,19,0.27758061916607196,False,False
historical_R10_r6_stable_plus,smooth,8.0,0.5,0.8575996727203499,0.4941968469198015,0.3634028258005484,-0.29906923613305847,1.512673100661835e-15,36,0.27758061916607196,False,False
historical_R10_r6_stable_plus,smooth,8.0,0.75,0.9057462047444125,0.5395779566808,0.3661682480636125,-0.1355812019275878,7.189681436940145e-16,19,0.27758061916607196,False,False
historical_R10_r6_stable_plus,smooth,8.5,0.5,0.8754646545091052,0.5110250669803165,0.3644395875287887,-0.29906923613305847,1.512673100661835e-15,36,0.27758061916607196,False,False
historical_R10_r6_stable_plus,smooth,8.5,0.75,0.923257885674732,0.556406176741315,0.366851708933417,-0.1355812019275878,7.189681436940145e-16,19,0.27758061916607196,False,False
historical_R10_r6_stable_plus,smooth,9.0,0.5,0.8922485706610965,0.5268911348845601,0.36535743577653645,-0.29906923613305847,1.512673100661835e-15,36,0.27758061916607196,False,False
historical_R10_r6_stable_plus,smooth,9.0,0.75,0.9399038291283828,0.5722722446455586,0.3676315844828242,-0.1355812019275878,7.189681436940145e-16,19,0.27758061916607196,False,False
historical_R10_r6_stable_plus,smooth,9.5,0.5,0.9080390372853608,0.5418991476413522,0.3661398896440087,-0.29906923613305847,1.512673100661835e-15,36,0.27758061916607196,False,False
historical_R10_r6_stable_plus,smooth,9.5,0.75,0.9556309689231286,0.5872802574023507,0.3683507115207779,-0.1355812019275878,7.189681436940145e-16,19,0.27758061916607196,False,False
historical_R10_r6_stable_plus,smooth,10.0,0.5,0.9229870762136212,0.5561371720565161,0.36684990415710506,-0.29906923613305847,1.512673100661835e-15,36,0.27758061916607196,False,False
historical_R10_r6_stable_plus,smooth,10.0,0.75,0.9705476936856363,0.6015182818175147,0.36902941186812166,-0.1355812019275878,7.189681436940145e-16,19,0.27758061916607196,False,False
historical_R10_r6_stable_plus,hard,2.0,1.0,0.5017041584421444,0.1924042235530467,0.30929993488909774,0.0,0.0,0,0.27758061916607196,False,False
historical_R10_r6_stable_plus,hard,2.5,1.0,0.5839700881951674,0.2543445486897612,0.3296255395054062,0.0,0.0,0,0.27758061916607196,False,False
historical_R10_r6_stable_plus,hard,3.0,1.0,0.6347615986834565,0.30495347931194927,0.3298081193715072,0.0,0.0,0,0.27758061916607196,False,False
historical_R10_r6_stable_plus,hard,3.5,1.0,0.6973273672663998,0.3477427204632706,0.3495846468031292,0.0,0.0,0,0.27758061916607196,False,False
historical_R10_r6_stable_plus,hard,4.0,1.0,0.739883639505913,0.3848084471060934,0.35507519239981955,0.0,0.0,0,0.27758061916607196,False,False
historical_R10_r6_stable_plus,hard,4.5,1.0,0.7739370338053242,0.4175027350708519,0.3564342987344723,0.0,0.0,0,0.27758061916607196,False,False
historical_R10_r6_stable_plus,hard,5.0,1.0,0.808465586360779,0.44674877224280785,0.3617168141179712,0.0,0.0,0,0.27758061916607196,False,False
historical_R10_r6_stable_plus,hard,5.5,1.0,0.8383787728006508,0.47320503096572203,0.36517374183492873,0.0,0.0,0,0.27758061916607196,False,False
historical_R10_r6_stable_plus,hard,6.0,1.0,0.8587827806164658,0.497357702864996,0.36142507775146987,0.0,0.0,0,0.27758061916607196,False,False
historical_R10_r6_stable_plus,hard,6.5,1.0,0.8849509507915045,0.519576007220745,0.3653749435707595,0.0,0.0,0,0.27758061916607196,False,False
historical_R10_r6_stable_plus,hard,7.0,1.0,0.907978148484119,0.5401469440163172,0.3678312044678017,0.0,0.0,0,0.27758061916607196,False,False
historical_R10_r6_stable_plus,hard,7.5,1.0,0.9282707368887143,0.5592980280017105,0.36897270888700384,0.0,0.0,0,0.27758061916607196,False,False
historical_R10_r6_stable_plus,hard,8.0,1.0,0.9450749518528633,0.5772126706591401,0.3678622811937232,0.0,0.0,0,0.27758061916607196,False,False
historical_R10_r6_stable_plus,hard,8.5,1.0,0.9625819967829718,0.594040890719655,0.3685411060633168,0.0,0.0,0,0.27758061916607196,False,False
historical_R10_r6_stable_plus,hard,9.0,1.0,0.9798211489711514,0.6099069586238985,0.3699141903472528,0.0,0.0,0,0.27758061916607196,False,False
historical_R10_r6_stable_plus,hard,9.5,1.0,0.9937016784618614,0.6249149713806907,0.3687867070811707,0.0,0.0,0,0.27758061916607196,False,False
historical_R10_r6_stable_plus,hard,10.0,1.0,1.0096411246378594,0.6391529957958546,0.37048812884200477,0.0,0.0,0,0.27758061916607196,False,False
historical_R10_r8_stable_plus,smooth,2.0,0.5,0.3956023141895551,0.10938839981370814,0.286213914375847,-0.29906923613305847,1.512673100661835e-15,36,0.27758061916607196,False,False
historical_R10_r8_stable_plus,smooth,2.0,0.75,0.44226260474552725,0.15476950957470664,0.2874930951708206,-0.1355812019275878,7.189681436940145e-16,19,0.27758061916607196,False,False
historical_R10_r8_stable_plus,smooth,2.5,0.5,0.46952334620933456,0.17132872495042265,0.29819462125891194,-0.29906923613305847,1.512673100661835e-15,36,0.27758061916607196,False,False
historical_R10_r8_stable_plus,smooth,2.5,0.75,0.5263218710344906,0.21670983471142113,0.30961203632306944,-0.1355812019275878,7.189681436940145e-16,19,0.27758061916607196,False,False
historical_R10_r8_stable_plus,smooth,3.0,0.5,0.5322919354603288,0.22193765557261075,0.3103542798877181,-0.29906923613305847,1.512673100661835e-15,36,0.27758061916607196,False,False
historical_R10_r8_stable_plus,smooth,3.0,0.75,0.5899303473691893,0.26731876533360927,0.32261158203558,-0.1355812019275878,7.189681436940145e-16,19,0.27758061916607196,False,False
historical_R10_r8_stable_plus,smooth,3.5,0.5,0.5869420976219826,0.264726896723932,0.32221520089805056,-0.29906923613305847,1.512673100661835e-15,36,0.27758061916607196,False,False
historical_R10_r8_stable_plus,smooth,3.5,0.75,0.6443261619335956,0.31010800648493053,0.33421815544866507,-0.1355812019275878,7.189681436940145e-16,19,0.27758061916607196,False,False
historical_R10_r8_stable_plus,smooth,4.0,0.5,0.6337653851088763,0.30179262336675483,0.3319727617421214,-0.29906923613305847,1.512673100661835e-15,36,0.27758061916607196,False,False
historical_R10_r8_stable_plus,smooth,4.0,0.75,0.6915320119837387,0.34717373312775335,0.34435827885598536,-0.1355812019275878,7.189681436940145e-16,19,0.27758061916607196,False,False
historical_R10_r8_stable_plus,smooth,4.5,0.5,0.6750939262198105,0.3344869113315133,0.34060701488829714,-0.29906923613305847,1.512673100661835e-15,36,0.27758061916607196,False,False
historical_R10_r8_stable_plus,smooth,4.5,0.75,0.7313794072669563,0.37986802109251183,0.35151138617444444,-0.1355812019275878,7.189681436940145e-16,19,0.27758061916607196,False,False
historical_R10_r8_stable_plus,smooth,5.0,0.5,0.7109830983155139,0.3637329485034693,0.34725014981204455,-0.29906923613305847,1.512673100661835e-15,36,0.27758061916607196,False,False
historical_R10_r8_stable_plus,smooth,5.0,0.75,0.7655165020735754,0.40911405826446784,0.3564024438091075,-0.1355812019275878,7.189681436940145e-16,19,0.27758061916607196,False,False
historical_R10_r8_stable_plus,smooth,5.5,0.5,0.7423595204031515,0.3901892072263835,0.35217031317676795,-0.29906923613305847,1.512673100661835e-15,36,0.27758061916607196,False,False
historical_R10_r8_stable_plus,smooth,5.5,0.75,0.7950400013168213,0.435570316987382,0.35946968432943927,-0.1355812019275878,7.189681436940145e-16,19,0.27758061916607196,False,False
historical_R10_r8_stable_plus,smooth,6.0,0.5,0.7704012318082789,0.4143418791256574,0.3560593526826215,-0.29906923613305847,1.512673100661835e-15,36,0.27758061916607196,False,False
historical_R10_r8_stable_plus,smooth,6.0,0.75,0.8218384175043709,0.4597229888866559,0.362115428617715,-0.1355812019275878,7.189681436940145e-16,19,0.27758061916607196,False,False
historical_R10_r8_stable_plus,smooth,6.5,0.5,0.7954705242028032,0.4365601834814065,0.35891034072139666,-0.29906923613305847,1.512673100661835e-15,36,0.27758061916607196,False,False
historical_R10_r8_stable_plus,smooth,6.5,0.75,0.845495798827844,0.48194129324240503,0.36355450558543895,-0.1355812019275878,7.189681436940145e-16,19,0.27758061916607196,False,False
historical_R10_r8_stable_plus,smooth,7.0,0.5,0.8181062759129063,0.45713112027697866,0.36097515563592764,-0.29906923613305847,1.512673100661835e-15,36,0.27758061916607196,False,False
historical_R10_r8_stable_plus,smooth,7.0,0.75,0.8673720842055712,0.5025122300379772,0.36485985416759403,-0.1355812019275878,7.189681436940145e-16,19,0.27758061916607196,False,False
historical_R10_r8_stable_plus,smooth,7.5,0.5,0.8389418881370474,0.4762822042623719,0.3626596838746755,-0.29906923613305847,1.512673100661835e-15,36,0.27758061916607196,False,False
historical_R10_r8_stable_plus,smooth,7.5,0.75,0.8874162803708759,0.5216633140233704,0.36575296634750554,-0.1355812019275878,7.189681436940145e-16,19,0.27758061916607196,False,False
historical_R10_r8_stable_plus,smooth,8.0,0.5,0.8581355047081727,0.4941968469198015,0.3639386577883712,-0.29906923613305847,1.512673100661835e-15,36,0.27758061916607196,False,False
historical_R10_r8_stable_plus,smooth,8.0,0.75,0.9062724412103165,0.5395779566808,0.3666944845295165,-0.1355812019275878,7.189681436940145e-16,19,0.27758061916607196,False,False
historical_R10_r8_stable_plus,smooth,8.5,0.5,0.875996911502536,0.5110250669803165,0.36497184452221954,-0.29906923613305847,1.512673100661835e-15,36,0.27758061916607196,False,False
historical_R10_r8_stable_plus,smooth,8.5,0.75,0.9237744762399843,0.556406176741315,0.36736829949866934,-0.1355812019275878,7.189681436940145e-16,19,0.27758061916607196,False,False
historical_R10_r8_stable_plus,smooth,9.0,0.5,0.8927756975949834,0.5268911348845601,0.36588456271042336,-0.29906923613305847,1.512673100661835e-15,36,0.27758061916607196,False,False
historical_R10_r8_stable_plus,smooth,9.0,0.75,0.940410467956958,0.5722722446455586,0.36813822331139945,-0.1355812019275878,7.189681436940145e-16,19,0.27758061916607196,False,False
historical_R10_r8_stable_plus,smooth,9.5,0.5,0.9085599071231794,0.5418991476413522,0.3666607594818272,-0.29906923613305847,1.512673100661835e-15,36,0.27758061916607196,False,False
historical_R10_r8_stable_plus,smooth,9.5,0.75,0.956127879267087,0.5872802574023507,0.3688476218647363,-0.1355812019275878,7.189681436940145e-16,19,0.27758061916607196,False,False
historical_R10_r8_stable_plus,smooth,10.0,0.5,0.9235011150704477,0.5561371720565161,0.3673639430139316,-0.29906923613305847,1.512673100661835e-15,36,0.27758061916607196,False,False
historical_R10_r8_stable_plus,smooth,10.0,0.75,0.9710358095553524,0.6015182818175147,0.36951752773783775,-0.1355812019275878,7.189681436940145e-16,19,0.27758061916607196,False,False
historical_R10_r8_stable_plus,hard,2.0,1.0,0.502132077705942,0.1924042235530467,0.30972785415289533,0.0,0.0,0,0.27758061916607196,False,False
historical_R10_r8_stable_plus,hard,2.5,1.0,0.5844216489384603,0.2543445486897612,0.3300771002486991,0.0,0.0,0,0.27758061916607196,False,False
historical_R10_r8_stable_plus,hard,3.0,1.0,0.6352403125448052,0.30495347931194927,0.3302868332328559,0.0,0.0,0,0.27758061916607196,False,False
historical_R10_r8_stable_plus,hard,3.5,1.0,0.697834478705091,0.3477427204632706,0.35009175824182037,0.0,0.0,0,0.27758061916607196,False,False
historical_R10_r8_stable_plus,hard,4.0,1.0,0.7404037091408234,0.3848084471060934,0.35559526203473,0.0,0.0,0,0.27758061916607196,False,False
historical_R10_r8_stable_plus,hard,4.5,1.0,0.7744659131847053,0.4175027350708519,0.35696317811385336,0.0,0.0,0,0.27758061916607196,False,False
historical_R10_r8_stable_plus,hard,5.0,1.0,0.8090044445646307,0.44674877224280785,0.3622556723218229,0.0,0.0,0,0.27758061916607196,False,False
historical_R10_r8_stable_plus,hard,5.5,1.0,0.8389237168201473,0.47320503096572203,0.3657186858544253,0.0,0.0,0,0.27758061916607196,False,False
historical_R10_r8_stable_plus,hard,6.0,1.0,0.859327956506448,0.497357702864996,0.361970253641452,0.0,0.0,0,0.27758061916607196,False,False
historical_R10_r8_stable_plus,hard,6.5,1.0,0.8854873116157231,0.519576007220745,0.3659113043949781,0.0,0.0,0,0.27758061916607196,False,False
historical_R10_r8_stable_plus,hard,7.0,1.0,0.9085039965541999,0.5401469440163172,0.36835705253788265,0.0,0.0,0,0.27758061916607196,False,False
historical_R10_r8_stable_plus,hard,7.5,1.0,0.9287851663464517,0.5592980280017105,0.36948713834474123,0.0,0.0,0,0.27758061916607196,False,False
historical_R10_r8_stable_plus,hard,8.0,1.0,0.9455798094222567,0.5772126706591401,0.36836713876311666,0.0,0.0,0,0.27758061916607196,False,False
historical_R10_r8_stable_plus,hard,8.5,1.0,0.9630738372657468,0.594040890719655,0.36903294654609176,0.0,0.0,0,0.27758061916607196,False,False
historical_R10_r8_stable_plus,hard,9.0,1.0,0.9803019077563369,0.6099069586238985,0.3703949491324383,0.0,0.0,0,0.27758061916607196,False,False
historical_R10_r8_stable_plus,hard,9.5,1.0,0.9941776687191941,0.6249149713806907,0.36926269733850337,0.0,0.0,0,0.27758061916607196,False,False
historical_R10_r8_stable_plus,hard,10.0,1.0,1.0101135020954348,0.6391529957958546,0.3709605062995802,0.0,0.0,0,0.27758061916607196,False,False
historical_R6_r6_newton_check,smooth,2.0,0.5,0.4023009074528986,0.10938839981370814,0.29291250763919047,-0.29906923613305847,1.512673100661835e-15,36,0.27758061916607196,False,False
historical_R6_r6_newton_check,smooth,2.0,0.75,0.4492652401507924,0.15476950957470664,0.29449573057608575,-0.1355812019275878,7.189681436940145e-16,19,0.27758061916607196,False,False
historical_R6_r6_newton_check,smooth,2.5,0.5,0.4768737373578336,0.17132872495042265,0.30554501240741094,-0.29906923613305847,1.512673100661835e-15,36,0.27758061916607196,False,False
