candidate,scalar_decay,odd_decay,quadrupole_decay,fit_loss,heldout_normalized_rms,maximum_exact_residual,C11_GPa,C12_GPa,C44_GPa,B_GPa,Cprime_GPa,minimum_radius6_H,minimum_radius8_H,minimum_radius10_H,maximum_radius8_to10_matrix_change,material_accepted,experimental_yield_validated,radius10_spectral_classification,final_spectral_classification,final_checked_radius_over_L0,final_minimum_H_eV_L0sq
v12_reference_ranges,2.579101374767287,5.996534839345317,4.962329189737055,38.90958740047086,9.43438478448263,4.440892098500626e-14,87.51655207197435,69.99780886375478,32.80588370634402,75.8373899331613,8.75937160410978,0.008170013527567063,0.008131489277539443,0.008111368312559854,0.0010490369993478826,False,False,positive_sampled_margin_not_global_certificate,positive_sampled_margin_not_global_certificate,10.0,0.008111368312559854
v13_unconstrained_ranges,5.50582255112808,4.874640051500669,3.480399084274765,23.91482825352481,19.558833288030627,1.7763568394002505e-13,99.6492425634176,66.01612527511645,31.187466610876413,77.22716437121683,16.816558644150575,-76.93099776477324,-76.95643325966006,-76.96162242384545,0.011467746937291535,False,False,resolved_sampled_instability,resolved_sampled_instability,10.0,-76.96162242384545
v13_fixed_range_spectral,5.50582255112808,4.874640051500669,3.480399084274765,103.62231103532841,16.644186911292767,5.286776307738841e-14,95.6664169920711,69.28508116886576,32.125118562216755,78.07885977660088,13.190667911602674,0.0092767516981338,7.670308832530282e-12,-0.0018605120772354766,0.0041120472057698835,False,False,marginal_below_tail_resolution,negative_targeted_mode_after_radius_refinement,20.0,-0.0028145707945417264
v13_reoptimized_necessary_spectral,5.3707449112586065,5.6320174463985,3.2556291351974864,31.624682501841832,17.338317964135964,1.7763568394002505e-14,98.32051770372158,68.03363301803302,30.661753111880927,78.12926124659587,15.143442342844281,0.010912959346483841,5.065103891865874e-11,-0.002341537275692751,0.005171996774354004,False,False,marginal_below_tail_resolution,negative_targeted_mode_after_radius_refinement,20.0,-0.0035414961405813503
