step,applied_shear_mpa,internal_shear_mpa,energy_ev_per_line_repeat,line_energy_j_per_m,affine_shear,registry_shear,intrabond_shear,decomposition_residual,affine_change_from_initial,registry_change_from_initial,maximum_force_residual,scaled_stress_residual,force_converged,iterations,evaluations,optimizer_success,optimizer_message,newton_polish_steps,maximum_transverse_displacement,minimum_transverse_radius,minimum_site_density,reciprocal_modes,last_mode_envelope,positive_cores,negative_cores,core_separation_over_L0,core_positions,winding_integer_residual,minimum_half_period_margin,elapsed_seconds
0,0.0,-2.2193020467560915e-08,0.5852890914966555,3.2744683591816015e-10,0.07654655446123008,0.07654655446197431,-7.44226443292151e-13,2.316522485132182e-18,0.0,0.0,8.169882819049618e-08,2.253962648075684e-11,True,73,112,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0,0.1281308050622356,0.8486643192718228,57.478369643806495,10,1.4312941865898154e-14,0,0,,[],1.4135798584282297e-16,0.3926990588200896,140.11777310000252
1,50.0,50.00001433393958,0.5855857461077822,3.2761280281415264e-10,0.0783351253774461,0.15309310892394862,-0.07475798354650255,2.7755575615628914e-17,0.001788570916216009,0.07654655446197431,1.2112741698544482e-07,1.4557804086318976e-08,True,34,50,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0,0.1281126956671363,0.8486637262967703,57.4782697990163,10,1.4309654544619955e-14,0,0,,[],1.4135798584282297e-16,0.3838376893416555,73.54333979999865
2,0.0,1.63752491582154e-05,0.5852890914966596,3.274468359181624e-10,0.07654655509528756,0.15309310892394862,-0.07654655382866107,1.3877787807814457e-17,6.340574731922288e-10,0.07654655446197431,7.771822652102855e-08,1.6630994419844622e-08,True,32,39,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0,0.1281308031766505,0.8486643213785727,57.478369678861654,10,1.43129426842034e-14,0,0,,[],1.4135798584282297e-16,0.3926990748556136,52.48360010000033
