step,tau_mpa,iteration,energy_ev,max_force,gamma,max_transverse_displacement,positive_cores,negative_cores,core_separation_over_L0,core_positions,winding_integer_residual,minimum_half_period_margin,elapsed_seconds
0,0.0,20,0.5889229717041616,0.05405481046124322,0.07654655446216753,0.13000101488894122,0,0,,[],7.067899292141149e-17,0.36325402851145094,36.00585150000188
0,0.0,40,0.5852892752499825,0.00036896393303403885,0.07654655444979606,0.12814969350437844,0,0,,[],7.067899292141149e-17,0.3923332512967628,63.77859830000307
0,0.0,60,0.5852890914969042,4.1563664143762225e-07,0.07654655446499545,0.12813081073575072,0,0,,[],7.067899292141149e-17,0.39269862385473076,88.33985190000021
1,50.0,20,0.5855857495264953,1.1097103044810375e-05,0.07833513533837216,0.12811372352161154,0,0,,[],7.067899292141149e-17,0.3838373999504876,32.61859329999788
2,0.0,20,0.5852890915585837,8.809771487816587e-06,0.07654654055985165,0.12813042422264628,0,0,,[],1.4135798584282297e-16,0.39269976983877886,31.995801900000515
