model,channel,coordinate,alpha,reference_norm_squared,maximum_site_derivative_norm_squared,crossover_over_L0,crossover_angstrom,interpretation
positive_pair_refinement,rank2,a,425.060826360985,0.6685969699620558,0.43392644489025767,0.0602072237695538,0.1724203916256629,"linear-jet saturation scale, NOT a yield/source/activation length"
positive_pair_refinement,rank2,s1,425.060826360985,0.6685969699620558,0.12535139813763252,0.11201909759946982,0.3207983273166804,"linear-jet saturation scale, NOT a yield/source/activation length"
positive_pair_refinement,rank2,s2,425.060826360985,0.6685969699620558,0.1253513981376328,0.1120190975994697,0.32079832731668,"linear-jet saturation scale, NOT a yield/source/activation length"
positive_pair_refinement,Eg,a,425.060826360985,1.0,0.284332435121185,0.09096226305479907,0.26049613380439807,"linear-jet saturation scale, NOT a yield/source/activation length"
positive_pair_refinement,Eg,s1,425.060826360985,1.0,0.1920265453368679,0.11068628836000788,0.3169814515891113,"linear-jet saturation scale, NOT a yield/source/activation length"
positive_pair_refinement,Eg,s2,425.060826360985,1.0,0.19202654533686803,0.11068628836000784,0.3169814515891111,"linear-jet saturation scale, NOT a yield/source/activation length"
