model,polarization,alpha,amplitude_over_L0,analytic_H,central,fourth_order,sixth_order,central_error,fourth_error,sixth_error,harmonic_tail_bound
positive_pair_refinement,0,425.060826360985,0.0004,13.916577426555088,13.916631214083708,,,5.378752861950886e-05,,,0.00024839567851617613
positive_pair_refinement,0,425.060826360985,0.0002,13.916577426555088,13.916590901885684,13.916577464486343,,1.3475330595369428e-05,3.793125458173563e-08,,0.00024839567851617613
positive_pair_refinement,0,425.060826360985,0.0001,13.916577426555088,13.916580954287383,13.916577638421282,13.916577650016944,3.5277322947280254e-06,2.118661939221056e-07,2.2346185524213524e-07,0.00024839567851617613
positive_pair_refinement,0,425.060826360985,5e-05,13.916577426555088,13.916577756845072,13.916576691030969,13.916576627871615,3.3028998380757457e-07,-7.355241198325757e-07,-7.986834731354975e-07,0.00024839567851617613
positive_pair_refinement,0,425.060826360985,2.5e-05,13.916577426555088,13.916579177930544,13.916579651625701,13.916579848998683,1.751375455327775e-06,2.225070613093294e-06,2.4224435950515044e-06,0.00024839567851617613
positive_pair_refinement,0,425.060826360985,1.25e-05,13.916577426555088,13.9165763357596,13.916575388369287,13.916575104152193,-1.0907954877126258e-06,-2.038185801467307e-06,-2.322402895771347e-06,0.00024839567851617613
positive_pair_refinement,1,425.060826360985,0.0004,13.916577426555003,13.916631214083708,,,5.378752870477399e-05,,,0.00024839567851617613
positive_pair_refinement,1,425.060826360985,0.0002,13.916577426555003,13.916590857476763,13.916577405274447,,1.343092175964955e-05,-2.1280555984048988e-08,,0.00024839567851617613
positive_pair_refinement,1,425.060826360985,0.0001,13.916577426555003,13.916580954287383,13.916577653224257,13.916577669754245,3.5277323799931537e-06,2.2666925403314053e-07,2.4319924207816257e-07,0.00024839567851617613
positive_pair_refinement,1,425.060826360985,5e-05,13.916577426555003,13.916577756845072,13.916576691030969,13.91657662688475,3.3029006907270286e-07,-7.355240345674474e-07,-7.99670253570639e-07,0.00024839567851617613
positive_pair_refinement,1,425.060826360985,2.5e-05,13.916577426555003,13.916573493588658,13.916572072503186,13.916571764601334,-3.932966345487898e-06,-5.354051817008099e-06,-5.66195366857869e-06,0.00024839567851617613
positive_pair_refinement,1,425.060826360985,1.25e-05,13.916577426555003,13.9165763357596,13.916577283149914,13.916577630526364,-1.0907954024474975e-06,-1.434050886928162e-07,2.0397136069050248e-07,0.00024839567851617613
positive_pair_refinement,2,425.060826360985,0.0004,91.99468244353012,91.99374084722933,,,-0.0009415963007910477,,,0.00024839567851617613
positive_pair_refinement,2,425.060826360985,0.0002,91.99468244353012,91.99444712670868,91.9946825532018,,-0.00023531682144550814,1.0967167440867343e-07,,0.00024839567851617613
positive_pair_refinement,2,425.060826360985,0.0001,91.99468244353012,91.9946236521696,91.9946824939899,91.99468249004244,-5.879136053010825e-05,5.045977502504684e-08,4.6512312223967456e-08,0.00024839567851617613
positive_pair_refinement,2,425.060826360985,5e-05,91.99468244353012,91.9946678834549,91.99468262721666,91.99468263609846,-1.4560075229042013e-05,1.8368653798006562e-07,1.925683363879216e-07,0.00024839567851617613
positive_pair_refinement,2,425.060826360985,2.5e-05,91.99468244353012,91.99467854159593,91.99468209430961,91.99468205878247,-3.9019341926405104e-06,-3.492205138400095e-07,-3.847476506280145e-07,0.00024839567851617613
positive_pair_refinement,2,425.060826360985,1.25e-05,91.99468244353012,91.99468422593782,91.99468612071844,91.9946863891457,1.782407693440291e-06,3.67718831739694e-06,3.945615574707517e-06,0.00024839567851617613
