model,state,tolerance,finer_tolerance,energy_change,gradient_max_change,hessian_max_change
positive_pair_refinement,inspected039,2e-11,2e-13,2.7755575615628914e-17,7.549516567451064e-15,7.105427357601002e-14
positive_pair_refinement,heldout031,2e-11,2e-13,5.551115123125783e-17,6.661338147750939e-15,3.197442310920451e-14
positive_pair_refinement,heldout_off,2e-11,2e-13,8.604228440844963e-16,4.440892098500626e-15,1.0325074129013956e-14
positive_pair_refinement,heldout_opening,2e-11,2e-13,1.7763568394002505e-15,7.771561172376096e-16,2.220446049250313e-15
