model,geometry,W_aa,W_as,W_ss,minimum_eigenvalue
two_row_lj_reference,reduced_two_row,122.78696473236548,-1.8791267641884867e-14,50.347580146252554,50.347580146252554
two_row_lj_reference,full_fcc111_homogeneous_stack,219.46529503233128,-1.6484827853347653e-13,78.76610337079178,78.76610337079178
analytic_lj_eam_hypothetical,reduced_two_row,3.09447865851389,-2.3371244731950937e-16,0.7425179283185191,0.7425179283185191
analytic_lj_eam_hypothetical,full_fcc111_homogeneous_stack,5.511856096854172,-6.685217338297261e-16,0.9290922748133599,0.9290922748133599
al_target_best_feasible_hybrid,reduced_two_row,18.98622605118697,-2.3202861694968972e-15,6.388241156380062,6.388241156380062
