observable,role,units,target,prediction,scale,normalized_residual
normal_strain_force_ev,exact,eV/strain,0.0,-1.7763568394002505e-15,0.1,-1.7763568394002505e-14
cohesive_ev_atom,exact,eV/atom,3.36,3.359999999999994,0.0672,-8.591011500075617e-14
C11_GPa,exact,GPa,113.99999999999996,114.0000000000003,5.699999999999998,5.983517774821898e-14
C12_GPa,exact,GPa,62.000000000000014,62.00000000000065,3.100000000000001,2.0399452736338353e-13
C44_GPa,exact,GPa,32.0,32.000000000000284,1.6,1.7763568394002505e-13
perfect_Haa,fit,eV/L0^2,19.66091286328976,65.74089944967292,1.9660912863289761,23.437358634767293
perfect_Hxx,fit,eV/L0^2,4.393593035123306,3.497118473153081,0.43935930351233066,-2.0404132899966356
saddle_energy_at_source_state,fit,eV/cell,0.07624909750742465,0.027636458181100207,0.007624909750742465,-6.3755035686279244
saddle_normal_force_at_source_state,fit,eV/L0,1.4903612010162394e-15,0.5169512531062587,0.03173805605024358,16.2880565932547
fault_energy_at_source_state,fit,eV/cell,0.06670794504308616,0.03055441039735073,0.006670794504308616,-5.419674466419876
fault_normal_force_at_source_state,fit,eV/L0,5.29078226360765e-15,0.45298508786967107,0.03173805605024358,14.272616040269085
saddle_path_force_at_source_state,fit,eV/L0,2.296700476743968e-16,0.12660896782471073,0.03173805605024358,3.989184706973848
opening_1.1h_energy,fit,eV/cell,0.05670265774764735,0.07308558169589376,0.005670265774764736,2.889269145223823
opening_1.5h_energy,fit,eV/cell,0.4710312483934004,0.507218365196354,0.04710312483934004,0.7682529965130999
opening_2h_energy,fit,eV/cell,0.7060534019484034,0.51421388203957,0.07060534019484034,-2.7170681336487994
opening_40h_energy,fit,eV/cell,0.7719163228888833,0.5339073232096472,0.07719163228888834,-3.08335233524395
direct_quarter_energy,fit,eV/cell,0.117221996542065,0.10460949896138302,0.0117221996542065,-1.0759497323658014
direct_half_energy,fit,eV/cell,0.26732847628894163,0.33540694263587084,0.026732847628894163,2.5466223161855264
oblique_energy,fit,eV/cell,0.13339289745734875,0.03360026330968304,0.013339289745734876,-7.481105519847753
opening_1.25h_energy,fit,eV/cell,0.24853683654490819,0.26486403233316214,0.02485368365449082,0.6569326308015425
opening_3h_energy,fit,eV/cell,0.7719163228888833,0.2808046252258435,0.07719163228888834,-6.362240091323149
saddle_Haa,fit,eV/L0^2,12.717337762538286,27.327575439043876,1.2717337762538286,11.488440386904921
saddle_Hxx,fit,eV/L0^2,-0.18642463121762062,0.11359920227135087,0.018642463121762064,16.093572589061054
fault_Haa,fit,eV/L0^2,14.140554350039636,24.40337410273243,1.4140554350039638,7.257720948304989
fault_Hxx,fit,eV/L0^2,2.4858929774856264,-0.3606404550974385,0.24858929774856264,-11.450748114917685
saddle_normal_path_coupling,fit,eV/L0^2,1.2055891043737141,1.9679016667897358,0.12055891043737142,6.3231540468510765
opening_1.1h_normal_force,fit,eV/L0,1.2761663221727821,1.4247332313572973,0.03173805605024358,4.681033676080328
opening_1.3h_normal_force,fit,eV/L0,1.4139711872929317,1.4267609441693268,0.03173805605024358,0.4029785836961144
opening_1.5h_normal_force,fit,eV/L0,0.6379256757978651,0.7616967815448209,0.03173805605024358,3.8997695873691014
opening_2h_normal_force,fit,eV/L0,0.5548811295393773,-0.44670263338912103,0.03173805605024358,-31.55781694199924
opening_2.5h_normal_force,fit,eV/L0,0.0005156382639574782,-0.29960845879062553,0.03173805605024358,-9.456284801421528
