case,species,count,arrangement,chemical_concentration_cm3,opening_A,energy_eV,delta_energy_eV,area_A2,separation_work_J_m2,conjugate_force_eV_A,rigid_traction_GPa,affine_stress_zz_GPa,nonaffine_correction_GPa,total_force_norm_eV_A
B_02_interface_cluster,B,2,interface_cluster,4.523430453814843e+20,0.0,-1163.9252347082409,0.0,155.52997112368598,0.0,0.5860004254082145,0.6036625496165335,0.6040244467906887,-0.00036189717415519604,8.579490273460199e-16
B_02_interface_cluster,B,2,interface_cluster,4.523430453814843e+20,0.03,-1163.8729003540177,0.052334354223148694,155.52997112368598,0.005391171803480039,2.8574451717420204,2.943568917312021,0.8256984693171996,2.117870447994821,1.5441982416896472e-15
B_02_interface_cluster,B,2,interface_cluster,4.523430453814843e+20,0.1,-1163.512779330571,0.4124553776698576,155.52997112368598,0.042488683299810155,7.243800811513959,7.462129850412108,1.2763278455816527,6.185802004830456,2.6091173698747365e-15
B_02_interface_cluster,B,2,interface_cluster,4.523430453814843e+20,0.2,-1162.5397118003054,1.3855229079354103,155.52997112368598,0.14272827371648508,11.981561834221164,12.342687567497299,1.8027430469698937,10.539944520527406,1.054567930139592e-15
B_02_interface_cluster,B,2,interface_cluster,4.523430453814843e+20,0.35,-1160.3411834519598,3.5840512562811,155.52997112368598,0.36920749977541917,16.945897971763866,17.45664940098049,2.4062339380713174,15.050415462909172,2.692350604725076e-16
B_02_interface_cluster,B,2,interface_cluster,4.523430453814843e+20,0.5,-1157.5879459530026,6.337288755238205,155.52997112368598,0.6528295410328991,19.252480354010903,19.832752457216095,2.7367124318911444,17.09604002532495,2.57887234749291e-15
B_02_interface_cluster,B,2,interface_cluster,4.523430453814843e+20,0.7,-1153.8217184946882,10.103516213552666,155.52997112368598,1.0408037423038516,17.618272901155073,18.149289792652198,2.637830182718763,15.511459609933432,8.203959933109191e-16
B_02_interface_cluster,B,2,interface_cluster,4.523430453814843e+20,0.9,-1150.7230379352966,13.202196772944262,155.52997112368598,1.3600112591971143,13.273457477552242,13.673521102896979,2.1747377814895597,11.49878332140742,1.8817847969492973e-15
B_02_interface_cluster,B,2,interface_cluster,4.523430453814843e+20,1.1,-1148.451018750072,15.47421595816877,155.52997112368598,1.5940610712215475,9.72665099705487,10.019813443005791,1.7563295750380377,8.263483867967754,1.4626896079490683e-15
B_02_interface_cluster,B,2,interface_cluster,4.523430453814843e+20,1.4,-1146.0078901821446,17.917344526096258,155.52997112368598,1.8457375472801985,6.840228339730651,7.046393655166091,1.3793311976280536,5.667062457538037,1.7888669091344385e-15
B_02_interface_cluster,B,2,interface_cluster,4.523430453814843e+20,1.8,-1143.8658855984083,20.05934910983251,155.52997112368598,2.066394033563084,3.965107551703064,4.084616376340414,0.9506129620458935,3.1340034142945212,1.601727187654127e-15
B_02_interface_cluster,B,2,interface_cluster,4.523430453814843e+20,2.3,-1142.5472248014137,21.378009906827174,155.52997112368598,2.2022345729686057,1.6107642128507038,1.6593128424491654,0.5904410928004769,1.0688717496486886,4.531466240290739e-16
B_02_interface_cluster,B,2,interface_cluster,4.523430453814843e+20,3.0,-1141.780757646726,22.144477061514863,155.52997112368598,2.2811914297786986,0.7046910205202425,0.7259304937241149,0.43512545150789533,0.29080504221621956,8.178660897716875e-16
B_02_interface_cluster,B,2,interface_cluster,4.523430453814843e+20,4.0,-1141.5874264823044,22.337808225936442,155.52997112368598,2.301107248705581,2.019453299184626e-05,2.080319867631657e-05,0.2865091010425468,-0.28648829784387053,7.728267099498124e-16
B_02_interface_cluster,B,2,interface_cluster,4.523430453814843e+20,6.0,-1141.5874264052156,22.337808303025213,155.52997112368598,2.301107256646805,7.771561172376096e-16,8.005796972842346e-16,0.26986157828956614,-0.26986157828956536,5.531297175312866e-16
B_02_interface_cluster,B,2,interface_cluster,4.523430453814843e+20,8.0,-1141.5874264052156,22.337808303025213,155.52997112368598,2.301107256646805,6.38378239159465e-16,6.57619037054907e-16,0.25504546081660334,-0.25504546081660273,4.702096702084273e-16
B_02_interface_cluster,B,2,interface_cluster,4.523430453814843e+20,10.0,-1141.5874264052156,22.337808303025213,155.52997112368598,2.301107256646805,6.938893903907228e-16,7.148033011466379e-16,0.2417715599643335,-0.24177155996433275,4.702096702084273e-16
