       Step     Time          Energy          fmax
LBFGS:    0 02:03:52    -1162.199337        1.914804
LBFGS:    1 02:03:54    -1162.501742        1.683995
LBFGS:    2 02:03:57    -1163.176504        0.993258
LBFGS:    3 02:03:59    -1163.549717        0.384786
LBFGS:    4 02:04:02    -1163.663426        0.484619
LBFGS:    5 02:04:05    -1163.705007        0.487692
LBFGS:    6 02:04:07    -1163.817267        0.363626
LBFGS:    7 02:04:10    -1163.850997        0.217232
LBFGS:    8 02:04:12    -1163.867038        0.134475
LBFGS:    9 02:04:15    -1163.879426        0.122133
LBFGS:   10 02:04:17    -1163.890546        0.110751
LBFGS:   11 02:04:20    -1163.897139        0.071047
LBFGS:   12 02:04:22    -1163.900934        0.068693
LBFGS:   13 02:04:24    -1163.904187        0.057800
LBFGS:   14 02:04:27    -1163.908153        0.068051
LBFGS:   15 02:04:29    -1163.912067        0.052465
LBFGS:   16 02:04:32    -1163.914856        0.050466
LBFGS:   17 02:04:34    -1163.916857        0.042387
LBFGS:   18 02:04:37    -1163.918778        0.050038
LBFGS:   19 02:04:39    -1163.920527        0.045728
LBFGS:   20 02:04:41    -1163.921724        0.026526
LBFGS:   21 02:04:44    -1163.922519        0.025724
LBFGS:   22 02:04:46    -1163.923257        0.027875
LBFGS:   23 02:04:49    -1163.923963        0.026157
LBFGS:   24 02:04:52    -1163.924433        0.015706
LBFGS:   25 02:04:55    -1163.924681        0.014412
LBFGS:   26 02:04:58    -1163.924842        0.010028
LBFGS:   27 02:05:01    -1163.924972        0.010570
LBFGS:   28 02:05:04    -1163.925056        0.006667
LBFGS:   29 02:05:07    -1163.925104        0.006176
LBFGS:   30 02:05:10    -1163.925139        0.005421
LBFGS:   31 02:05:13    -1163.925170        0.005211
LBFGS:   32 02:05:17    -1163.925191        0.003008
LBFGS:   33 02:05:20    -1163.925203        0.002914
LBFGS:   34 02:05:24    -1163.925211        0.002355
LBFGS:   35 02:05:28    -1163.925218        0.002344
LBFGS:   36 02:05:33    -1163.925222        0.001598
LBFGS:   37 02:05:37    -1163.925226        0.001374
LBFGS:   38 02:05:41    -1163.925228        0.001248
LBFGS:   39 02:05:45    -1163.925230        0.001306
LBFGS:   40 02:05:49    -1163.925232        0.001057
LBFGS:   41 02:05:52    -1163.925232        0.000723
LBFGS:   42 02:05:56    -1163.925233        0.000622
LBFGS:   43 02:05:59    -1163.925234        0.000686
LBFGS:   44 02:06:02    -1163.925234        0.000383
LBFGS:   45 02:06:06    -1163.925234        0.000356
LBFGS:   46 02:06:09    -1163.925234        0.000268
LBFGS:   47 02:06:12    -1163.925235        0.000303
LBFGS:   48 02:06:15    -1163.925235        0.000220
LBFGS:   49 02:06:18    -1163.925235        0.000204
LBFGS:   50 02:06:21    -1163.925235        0.000171
