candidate,C11_GPa,C12_GPa,C44_GPa,fit_loss,heldout_normalized_rms,adopted,perfect_valid,perfect_energy_J_m2,fault_valid,fault_energy_J_m2,saddle_valid,saddle_energy_J_m2,separation_40h_J_m2,source_separation_40h_J_m2,minimum_tested_finite_q_eigenvalue
cubic_5pct,87.51655207197435,69.99780886375478,32.80588370634402,38.90958740047086,9.43438478448263,False,True,6.032164813988397e-15,True,0.15127900356318588,True,0.16880406521160282,1.8276368949276498,1.7412853086487758,0.008111368312559854
bulk_exact,113.99999999999955,62.00000000000023,32.000000000000455,223.00871125477036,25.411296489920435,False,True,-2.7944041456896397e-14,True,0.027059724763451972,True,0.04244941047895298,1.7410528334942363,1.7412853086487758,-25.828957390654566
