       Step     Time          Energy          fmax
LBFGS:    0 02:42:33    -1162.697649        1.580697
LBFGS:    1 02:42:39    -1162.968083        1.383771
LBFGS:    2 02:42:47    -1163.666060        0.731099
LBFGS:    3 02:43:00    -1163.997335        0.293228
LBFGS:    4 02:43:11    -1164.053561        0.263889
LBFGS:    5 02:43:20    -1164.086118        0.199758
LBFGS:    6 02:43:28    -1164.137397        0.135912
LBFGS:    7 02:43:36    -1164.152707        0.107932
LBFGS:    8 02:43:45    -1164.161580        0.092480
LBFGS:    9 03:30:34    -1164.170970        0.080558
LBFGS:   10 03:30:37    -1164.179272        0.078242
LBFGS:   11 03:30:40    -1164.184249        0.061396
LBFGS:   12 03:30:43    -1164.187666        0.062065
LBFGS:   13 03:30:46    -1164.191455        0.054439
LBFGS:   14 03:30:49    -1164.195704        0.059964
LBFGS:   15 03:30:51    -1164.198883        0.042428
LBFGS:   16 03:30:54    -1164.200822        0.041955
LBFGS:   17 03:30:57    -1164.202470        0.034041
LBFGS:   18 03:31:00    -1164.204279        0.039752
LBFGS:   19 03:31:03    -1164.205838        0.033115
LBFGS:   20 03:31:05    -1164.206846        0.026420
LBFGS:   21 03:31:08    -1164.207530        0.025498
LBFGS:   22 03:31:10    -1164.208157        0.025580
LBFGS:   23 03:31:13    -1164.208643        0.020474
LBFGS:   24 03:31:16    -1164.208898        0.014332
LBFGS:   25 03:31:18    -1164.209035        0.012691
LBFGS:   26 03:31:21    -1164.209152        0.010240
LBFGS:   27 03:31:24    -1164.209248        0.009397
LBFGS:   28 03:31:27    -1164.209301        0.005514
LBFGS:   29 03:31:30    -1164.209327        0.004486
LBFGS:   30 03:31:33    -1164.209348        0.004705
LBFGS:   31 03:31:36    -1164.209369        0.004394
LBFGS:   32 03:31:39    -1164.209382        0.002513
LBFGS:   33 03:31:41    -1164.209389        0.001937
LBFGS:   34 03:31:44    -1164.209394        0.002265
LBFGS:   35 03:31:47    -1164.209399        0.001870
LBFGS:   36 03:31:49    -1164.209401        0.000993
LBFGS:   37 03:31:52    -1164.209402        0.001046
LBFGS:   38 03:31:54    -1164.209403        0.001063
LBFGS:   39 03:31:57    -1164.209405        0.001187
LBFGS:   40 03:32:00    -1164.209405        0.000845
LBFGS:   41 03:32:03    -1164.209406        0.000400
LBFGS:   42 03:32:06    -1164.209406        0.000340
LBFGS:   43 03:32:09    -1164.209406        0.000427
LBFGS:   44 03:32:12    -1164.209406        0.000300
LBFGS:   45 03:32:15    -1164.209406        0.000202
LBFGS:   46 03:32:17    -1164.209406        0.000216
LBFGS:   47 03:32:20    -1164.209406        0.000255
LBFGS:   48 03:32:23    -1164.209406        0.000178
