radius_over_L0,energy_eV_per_row_period,linear_reference_work_eV,quadratic_remainder_energy_eV,site_count,inside_free_disk
0.5,0.07743862055480699,-0.009472238632270487,0.08691085918707747,2,True
1.0,0.13768274187386265,-0.05189384004108688,0.18957658191494953,4,True
1.5,0.3293656919916179,-0.009890171155134662,0.33925586314675255,10,True
2.0,0.5236639406607115,-0.011767632318790083,0.5354315729795016,18,True
2.5,0.6264778364907229,-0.016160768102626552,0.6426386045933493,30,True
3.0,0.7056299772586394,0.0036875932192749986,0.7019423840393644,40,True
3.5,0.7645938679811963,-0.00619307223458661,0.770786940215783,56,True
4.0,0.8181301076572871,0.001771822068502505,0.8163582855887845,72,True
4.5,0.8603604885946101,0.00015809275937540834,0.8602023958352346,90,True
5.0,0.9005939193847978,0.0010433623979022016,0.8995505569868956,112,True
5.5,0.9338777793630477,-0.0006070132475242199,0.9344847926105719,136,True
6.0,0.9602671874254205,-0.0005207265685649599,0.9607879139939856,158,True
6.5,0.9906696798405688,-0.0006278445304976361,0.9912975243710664,188,True
7.0,1.0184331371908195,-0.0008080301057210209,1.0192411672965405,220,True
7.5,1.044687669670092,0.0002957352801806713,1.0443919343899113,254,True
8.0,1.070826196270445,0.005749932026921194,1.0650762642435239,286,True
