radius_over_L0,energy_eV_per_row_period,site_count,inside_free_disk
1.0,0.3799776894082528,4,True
1.5,0.5897811185442207,10,True
2.0,0.7409100688353678,18,True
2.5,0.7795516479590123,30,True
3.0,0.7809980547523401,40,True
3.5,0.7820468666740035,56,True
4.0,0.7814547126967737,72,True
4.5,0.7927636318526625,90,True
5.0,0.8065841740461488,112,True
5.5,0.8202006517049835,136,True
6.0,0.8301261575400034,158,True
