       Step     Time          Energy          fmax
LBFGS:    0 04:25:49    -1165.509015        0.199648
LBFGS:    1 04:25:53    -1165.526089        0.168227
LBFGS:    2 04:25:57    -1165.576364        0.096000
LBFGS:    3 04:26:02    -1165.582065        0.089837
LBFGS:    4 04:26:07    -1165.610954        0.078779
LBFGS:    5 04:26:11    -1165.614742        0.073963
LBFGS:    6 04:26:16    -1165.624951        0.060424
LBFGS:    7 04:26:21    -1165.630893        0.057590
LBFGS:    8 04:26:25    -1165.635494        0.066953
LBFGS:    9 04:26:30    -1165.638128        0.058444
LBFGS:   10 04:26:35    -1165.641110        0.046737
LBFGS:   11 04:26:39    -1165.643951        0.044482
LBFGS:   12 04:26:44    -1165.646301        0.044626
LBFGS:   13 04:26:48    -1165.648095        0.055096
LBFGS:   14 04:26:53    -1165.649734        0.047602
LBFGS:   15 04:26:57    -1165.651089        0.028013
LBFGS:   16 04:27:02    -1165.651887        0.022282
LBFGS:   17 04:27:07    -1165.652289        0.019696
LBFGS:   18 04:27:12    -1165.652567        0.019356
LBFGS:   19 04:27:16    -1165.652778        0.010724
LBFGS:   20 04:27:20    -1165.652894        0.008637
LBFGS:   21 04:27:24    -1165.652950        0.007262
LBFGS:   22 04:27:27    -1165.652984        0.006732
LBFGS:   23 04:27:31    -1165.653006        0.003759
LBFGS:   24 04:27:35    -1165.653018        0.002881
LBFGS:   25 04:27:39    -1165.653025        0.003281
LBFGS:   26 04:27:43    -1165.653032        0.003735
LBFGS:   27 04:27:47    -1165.653041        0.002973
LBFGS:   28 04:27:50    -1165.653047        0.002123
LBFGS:   29 04:27:54    -1165.653052        0.001778
LBFGS:   30 04:27:58    -1165.653055        0.001806
LBFGS:   31 04:28:02    -1165.653058        0.001503
LBFGS:   32 04:28:06    -1165.653059        0.000798
LBFGS:   33 04:28:10    -1165.653060        0.000643
LBFGS:   34 04:28:14    -1165.653060        0.000673
LBFGS:   35 04:28:18    -1165.653060        0.000574
LBFGS:   36 04:28:22    -1165.653061        0.000436
LBFGS:   37 04:28:26    -1165.653061        0.000471
LBFGS:   38 04:28:30    -1165.653061        0.000549
LBFGS:   39 04:28:34    -1165.653062        0.000582
LBFGS:   40 04:28:38    -1165.653062        0.000477
LBFGS:   41 04:28:41    -1165.653062        0.000365
LBFGS:   42 04:28:45    -1165.653062        0.000316
LBFGS:   43 04:28:49    -1165.653062        0.000368
LBFGS:   44 04:28:53    -1165.653063        0.000382
LBFGS:   45 04:28:57    -1165.653063        0.000337
LBFGS:   46 04:29:01    -1165.653063        0.000314
LBFGS:   47 04:29:05    -1165.653063        0.000362
LBFGS:   48 04:29:08    -1165.653063        0.000443
LBFGS:   49 04:29:12    -1165.653063        0.000366
LBFGS:   50 04:29:16    -1165.653063        0.000359
LBFGS:   51 04:29:20    -1165.653064        0.000352
LBFGS:   52 04:29:24    -1165.653064        0.000433
LBFGS:   53 04:29:28    -1165.653064        0.000347
LBFGS:   54 04:29:32    -1165.653064        0.000290
LBFGS:   55 04:29:35    -1165.653064        0.000237
LBFGS:   56 04:29:39    -1165.653064        0.000260
LBFGS:   57 04:29:43    -1165.653064        0.000244
LBFGS:   58 04:29:47    -1165.653064        0.000171
