radius_over_L0,energy_eV_per_row_period,linear_reference_work_eV,quadratic_remainder_energy_eV,site_count,inside_free_disk
0.5,0.09827456638240503,-2.7963478336211308e-05,0.09830252986074126,2,True
1.0,0.1484075181620123,-4.90482116174888e-05,0.14845656637362978,4,True
1.5,0.2876768499942336,-9.628780882553826e-05,0.2877731378030592,10,True
2.0,0.37142237018068575,-0.0001214729570805116,0.3715438431377663,18,True
2.5,0.43976334018061,-0.000154108641793037,0.439917448822403,30,True
3.0,0.48262079304423666,-0.00014080632895442297,0.4827615993731911,40,True
3.5,0.5361213654696011,-0.00013141542727672362,0.5362527808968779,56,True
4.0,0.5762228690175228,-0.00011256421889822518,0.576335433236421,72,True
4.5,0.6111950360851143,-9.453760416902628e-05,0.6112895736892835,90,True
5.0,0.6481335053555148,-7.525783740011754e-05,0.6482087631929148,112,True
5.5,0.6809573976800992,-5.6575508932366003e-05,0.6810139731890316,136,True
6.0,0.7055631391021995,-4.513320093517135e-05,0.7056082723031347,158,True
6.5,0.7359140014819365,-1.3453705591568966e-05,0.735927455187528,188,True
7.0,0.7629881061480398,9.007488024844417e-06,0.762979098660015,220,True
7.5,0.787560573575501,3.212751591474243e-05,0.7875284460595862,254,True
8.0,0.8078894279882605,5.146244265466843e-05,0.8078379655456058,286,True
