model,loss,profile_count,optimizer_success,stopping_reason,source_cohesion_eV,C11_GPa,C12_GPa,C44_GPa,rank,condition_number,screening,perfect_Haa,perfect_Haa_relative_error,perfect_Hxx,perfect_Hxx_relative_error,v17_retrospective_rms,v19_new_retrospective_rms,v19_power_new_retrospective_rms
old_family,1238.6110089514643,90,False,The maximum number of function evaluations is exceeded.,3.3600000000000003,113.99999999999991,61.999999999999986,31.999999999999975,10,228.65766526638015,0.0,28.05578663346672,0.4269829091126083,4.559707494151115,0.03780833993951083,4.9767283858594045,5.751319045845724,5.8136943032169786
power_family,1227.6348875902804,88,True,`ftol` termination condition is satisfied.,3.3600000000000003,114.00000000000009,62.00000000000008,31.999999999999865,11,887.5266933823883,-0.9999999999999793,27.783267821917494,0.41312196514504373,4.444126843424374,0.011501704390254108,5.044136065456551,5.848009123211003,5.87590077279469
